,when,did,bskyb,discontinue,the,sky+,box,?
in,0.4431333839893341,0.2593238651752472,0.22606848180294037,0.188864603638649,0.6662389636039734,0.28942257165908813,0.26241418719291687,0.20430970191955566
january,0.23963238298892975,0.23508968949317932,0.2402442991733551,0.19583703577518463,0.2467057853937149,0.1556163877248764,0.12925957143306732,0.28608936071395874
2010,0.1552559733390808,0.29398393630981445,0.2035992294549942,0.10918281227350235,0.31722962856292725,0.1390455961227417,0.057785194367170334,0.21232788264751434
bskyb,0.14459176361560822,0.15346096456050873,1.0000001192092896,0.1924598515033722,0.20915858447551727,0.41069135069847107,0.20598848164081573,0.2979319989681244
discontinued,0.20547710359096527,0.33745869994163513,0.22470559179782867,0.8807626962661743,0.23268692195415497,0.22427032887935638,0.19026529788970947,0.16722558438777924
the,0.5091903209686279,0.34736719727516174,0.20915858447551727,0.2229709029197693,1.0,0.2895233631134033,0.25871407985687256,0.22068053483963013
sky+,0.20370323956012726,0.14635847508907318,0.41069135069847107,0.20817887783050537,0.2895233631134033,0.9999999403953552,0.2263634353876114,0.13872939348220825
box,0.22172194719314575,0.25655797123908997,0.20598848164081573,0.17906862497329712,0.25871407985687256,0.2263634353876114,0.9999999403953552,0.21736569702625275
",",0.36674630641937256,0.3015086054801941,0.2852807641029358,0.2580471336841583,0.4933079481124878,0.2501707673072815,0.2052105814218521,0.31091248989105225
limited,0.19765819609165192,0.2072332352399826,0.07633252441883087,0.36538460850715637,0.2757521867752075,0.16563959419727325,0.18655821681022644,0.09444807469844818
the,0.5091903209686279,0.34736719727516174,0.20915858447551727,0.2229709029197693,1.0,0.2895233631134033,0.25871407985687256,0.22068053483963013
standard,0.2201707363128662,0.15843048691749573,0.2683827579021454,0.28936153650283813,0.29008856415748596,0.1478046029806137,0.3030742406845093,0.17029257118701935
sky,0.22495415806770325,0.19922639429569244,0.2902737259864807,0.13071390986442566,0.26521286368370056,0.6596727967262268,0.20337975025177002,0.11270341277122498
box,0.22172194719314575,0.25655797123908997,0.20598848164081573,0.17906862497329712,0.25871407985687256,0.2263634353876114,0.9999999403953552,0.21736569702625275
to,0.5423505902290344,0.4452643394470215,0.16040074825286865,0.32873770594596863,0.535392165184021,0.1998964548110962,0.2480730414390564,0.29463258385658264
multiroom,0.24043235182762146,0.22982271015644073,0.341048926115036,0.28174909949302673,0.2565760910511017,0.42401835322380066,0.24369889497756958,0.14623306691646576
upgrade,0.2067917436361313,0.20234769582748413,0.21982264518737793,0.4206183850765228,0.2122071534395218,0.2715678811073303,0.1491963416337967,0.17494012415409088
only,0.5497387051582336,0.4039593040943146,0.1612417995929718,0.3105742335319519,0.5497692227363586,0.1724410206079483,0.23905041813850403,0.2767370045185089
and,0.4716290831565857,0.34479495882987976,0.2175528109073639,0.21225257217884064,0.5171257257461548,0.23343795537948608,0.18947185575962067,0.20544172823429108
started,0.3198525607585907,0.3904789686203003,0.22177334129810333,0.30550071597099304,0.3222070634365082,0.21281278133392334,0.0767420157790184,0.19447724521160126
to,0.5423505902290344,0.4452643394470215,0.16040074825286865,0.32873770594596863,0.535392165184021,0.1998964548110962,0.2480730414390564,0.29463258385658264
issue,0.2642996609210968,0.23056049644947052,0.19436568021774292,0.2724435329437256,0.22164808213710785,0.05951626971364021,0.19799207150936127,0.32172858715057373
the,0.5091903209686279,0.34736719727516174,0.20915858447551727,0.2229709029197693,1.0,0.2895233631134033,0.25871407985687256,0.22068053483963013
sky+hd,0.24000655114650726,0.19287964701652527,0.44404593110084534,0.2821907103061676,0.3039562702178955,0.914313018321991,0.24448566138744354,0.17647938430309296
box,0.22172194719314575,0.25655797123908997,0.20598848164081573,0.17906862497329712,0.25871407985687256,0.2263634353876114,0.9999999403953552,0.21736569702625275
as,0.4437963366508484,0.3596470057964325,0.18719172477722168,0.2540663182735443,0.48381632566452026,0.20808528363704681,0.22378304600715637,0.27043893933296204
standard,0.2201707363128662,0.15843048691749573,0.2683827579021454,0.28936153650283813,0.29008856415748596,0.1478046029806137,0.3030742406845093,0.17029257118701935
",",0.36674630641937256,0.3015086054801941,0.2852807641029358,0.2580471336841583,0.4933079481124878,0.2501707673072815,0.2052105814218521,0.31091248989105225
thus,0.40111956000328064,0.23622971773147583,0.13769131898880005,0.276152640581131,0.4036877751350403,0.12671273946762085,0.22144988179206848,0.18769288063049316
giving,0.40573650598526,0.24924245476722717,0.11037404090166092,0.20698219537734985,0.3626074492931366,0.05488473176956177,0.16232402622699738,0.2052922248840332
all,0.35107192397117615,0.33943864703178406,0.15181906521320343,0.227432519197464,0.4860881567001343,0.19146516919136047,0.2212645262479782,0.29575422406196594
new,0.257220059633255,0.227974995970726,0.16534830629825592,0.24729390442371368,0.3845241069793701,0.25048404932022095,0.1938689947128296,0.14782847464084625
subscribers,0.17302244901657104,0.1859147995710373,0.27691152691841125,0.318433552980423,0.2519393563270569,0.2062624990940094,0.23298808932304382,0.2567959725856781
