,who,was,kennedy,'s,vice,president,?
on,0.2340552806854248,0.3909217119216919,0.18709918856620789,0.0026888418942689896,0.15171869099140167,0.18996542692184448,0.2714994251728058
april,0.2566681504249573,0.42695382237434387,0.23094600439071655,-0.05799118056893349,0.18517519533634186,0.2585585117340088,0.25704094767570496
20,0.01726163923740387,-0.09198236465454102,0.04634374752640724,-0.016651324927806854,0.07102710753679276,-0.001868215505965054,0.11360422521829605
",",0.3365725874900818,0.45456063747406006,0.3363509774208069,-0.0016132977325469255,0.2756725251674652,0.26552814245224,0.31091248989105225
kennedy,0.19708238542079926,0.1929353028535843,1.0,-0.03838328644633293,0.18926724791526794,0.2599526643753052,0.21965277194976807
sent,0.33813023567199707,0.3192673325538635,0.17533190548419952,0.06689035892486572,0.18608349561691284,0.19865024089813232,0.10903520882129669
a,0.36608949303627014,0.4508470594882965,0.16651007533073425,0.04866964742541313,0.13536539673805237,0.16959697008132935,0.23916715383529663
memo,0.18547576665878296,0.14224597811698914,0.09458357095718384,0.03640185296535492,0.1833028942346573,0.21918971836566925,0.21357616782188416
to,0.42656609416007996,0.3636345863342285,0.2569362223148346,0.03782717138528824,0.2266794741153717,0.21247753500938416,0.29463258385658264
vice,0.22284634411334991,0.22215546667575836,0.18926724791526794,-0.10362296551465988,0.9999999403953552,0.7407976388931274,0.1369185745716095
president,0.22565458714962006,0.2505730390548706,0.2599526643753052,-0.08566092699766159,0.7407976388931274,1.0000001192092896,0.14148259162902832
lyndon,0.1944212168455124,0.25221070647239685,0.4317922592163086,-0.04305137321352959,0.39000675082206726,0.5108312964439392,0.20257863402366638
b.,-0.04261862486600876,0.025299180299043655,0.06558580696582794,-0.002039147075265646,-0.04246557131409645,-0.08066215366125107,-0.032647255808115005
johnson,0.24895158410072327,0.20490223169326782,0.4465610086917877,-0.001078820670954883,0.2951122224330902,0.32405218482017517,0.1463736891746521
",",0.3365725874900818,0.45456063747406006,0.3363509774208069,-0.0016132977325469255,0.2756725251674652,0.26552814245224,0.31091248989105225
asking,0.364583820104599,0.1684197187423706,0.23624421656131744,0.01696137525141239,0.14307767152786255,0.21661102771759033,0.39706939458847046
johnson,0.24895158410072327,0.20490223169326782,0.4465610086917877,-0.001078820670954883,0.2951122224330902,0.32405218482017517,0.1463736891746521
to,0.42656609416007996,0.3636345863342285,0.2569362223148346,0.03782717138528824,0.2266794741153717,0.21247753500938416,0.29463258385658264
look,0.23452164232730865,0.15617191791534424,0.19076399505138397,0.10657313466072083,0.12755531072616577,0.07219024747610092,0.3596472144126892
into,0.16956904530525208,0.2322220653295517,0.07912219315767288,0.00961404386907816,0.14804881811141968,0.10702338069677353,0.15662476420402527
the,0.3733934462070465,0.48711544275283813,0.20303435623645782,-0.01540423184633255,0.2412198781967163,0.24330610036849976,0.22068053483963013
status,0.16934463381767273,0.18093566596508026,0.12694555521011353,0.03601495176553726,0.1089821308851242,0.11189432442188263,0.16403266787528992
of,0.2827862501144409,0.4069072902202606,0.1657739132642746,-0.03817026689648628,0.21141734719276428,0.21610750257968903,0.1826142966747284
america,0.1830417811870575,0.2850865423679352,0.18301182985305786,0.04083184897899628,0.21930812299251556,0.26042160391807556,0.19333907961845398
's,0.05599616840481758,0.008974763564765453,-0.03838328644633293,0.9999999403953552,-0.10362296551465988,-0.08566092699766159,-0.023395681753754616
space,0.1441284865140915,0.14677780866622925,0.28336045145988464,-0.1200559139251709,0.15636591613292694,0.13849757611751556,0.1885536164045334
program,0.2097788155078888,0.1849333792924881,0.20489704608917236,0.0445902980864048,0.15440276265144348,0.20304667949676514,0.1440187245607376
",",0.3365725874900818,0.45456063747406006,0.3363509774208069,-0.0016132977325469255,0.2756725251674652,0.26552814245224,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.22218705713748932,0.06895173341035843,0.24808862805366516,0.23286236822605133,0.20544172823429108
into,0.16956904530525208,0.2322220653295517,0.07912219315767288,0.00961404386907816,0.14804881811141968,0.10702338069677353,0.15662476420402527
programs,0.2319195568561554,0.16294841468334198,0.17858032882213593,0.06997905671596527,0.18429145216941833,0.19734135270118713,0.16452431678771973
that,0.45444270968437195,0.33670201897621155,0.26946479082107544,0.04397977516055107,0.18082618713378906,0.19873183965682983,0.32716336846351624
could,0.33540013432502747,0.39896807074546814,0.1776762455701828,0.02905246801674366,0.1219637393951416,0.10886182636022568,0.3411986827850342
offer,0.24683687090873718,0.1559375524520874,0.13637042045593262,0.08889953792095184,0.1375497430562973,0.14585360884666443,0.1774262934923172
nasa,0.1536933034658432,0.19417528808116913,0.2364986389875412,-0.09383333474397659,0.1915883868932724,0.24414655566215515,0.1809994876384735
the,0.3733934462070465,0.48711544275283813,0.20303435623645782,-0.01540423184633255,0.2412198781967163,0.24330610036849976,0.22068053483963013
opportunity,0.2865212857723236,0.1782187968492508,0.2601280212402344,-0.004584139678627253,0.16506782174110413,0.1971730887889862,0.19524551928043365
to,0.42656609416007996,0.3636345863342285,0.2569362223148346,0.03782717138528824,0.2266794741153717,0.21247753500938416,0.29463258385658264
catch,0.23344027996063232,0.16668148338794708,0.0912284106016159,0.012483660131692886,0.1650213599205017,0.06461921334266663,0.28881779313087463
up,0.26056501269340515,0.24070115387439728,0.17055736482143402,-0.08862818777561188,0.13113005459308624,0.0953093096613884,0.1819818764925003
.,0.3541337847709656,0.40146201848983765,0.3016270697116852,-0.003708066651597619,0.2451372742652893,0.26255303621292114,0.4130953550338745
