,what,does,the,secret,history,say,genghis,khan,was,doing,when,he,sustained,his,mortal,injuries,?
according,0.2776208221912384,0.22564846277236938,0.3202974498271942,0.16558632254600525,0.26236799359321594,0.4232216477394104,0.25313591957092285,0.12182368338108063,0.31116798520088196,0.17763595283031464,0.1697726845741272,0.1964288353919983,0.21923339366912842,0.2082674354314804,0.2293550968170166,0.08534462004899979,0.21173474192619324
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.20223848521709442,0.24226762354373932,0.38071900606155396,0.2294713407754898,0.18221943080425262,0.3636345863342285,0.3272162973880768,0.5423505902290344,0.385390967130661,0.22967864573001862,0.3715193271636963,0.24472029507160187,0.23464561998844147,0.29463258385658264
the,0.42745697498321533,0.35928019881248474,1.0,0.23541073501110077,0.33215048909187317,0.3200206458568573,0.3448939025402069,0.21067845821380615,0.48711544275283813,0.29305580258369446,0.5091903209686279,0.4571082592010498,0.2170950025320053,0.4394008219242096,0.25879231095314026,0.20518366992473602,0.22068053483963013
secret,0.2518046498298645,0.15496182441711426,0.23541073501110077,1.0000001192092896,0.1978144496679306,0.14937281608581543,0.1892356425523758,0.1689760982990265,0.1647149920463562,0.2162373811006546,0.2173519730567932,0.18159489333629608,0.0749945417046547,0.2219962477684021,0.19986680150032043,0.12807400524616241,0.16440534591674805
history,0.28630873560905457,0.1386861950159073,0.33215048909187317,0.1978144496679306,1.0000001192092896,0.22178402543067932,0.20941247045993805,0.11929302662611008,0.25589004158973694,0.21506883203983307,0.24001719057559967,0.24315288662910461,0.15241266787052155,0.264125794172287,0.16502787172794342,0.1294577270746231,0.2501974403858185
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.17003418505191803,0.31014925241470337,0.30290520191192627,0.2938849925994873,0.17124508321285248,0.4069072902202606,0.25269845128059387,0.3757161796092987,0.38706058263778687,0.25234076380729675,0.38364991545677185,0.2270711213350296,0.23467452824115753,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.23541073501110077,0.33215048909187317,0.3200206458568573,0.3448939025402069,0.21067845821380615,0.48711544275283813,0.29305580258369446,0.5091903209686279,0.4571082592010498,0.2170950025320053,0.4394008219242096,0.25879231095314026,0.20518366992473602,0.22068053483963013
mongols,0.171964630484581,0.13589878380298615,0.310281366109848,0.19071422517299652,0.2205057591199875,0.16948309540748596,0.6018205285072327,0.5210641026496887,0.19519121944904327,0.17993874847888947,0.20358523726463318,0.18873974680900574,0.14672835171222687,0.2286951243877411,0.23516926169395447,0.2960602045059204,0.11517509818077087
genghis,0.24369274079799652,0.11269689351320267,0.3448939025402069,0.1892356425523758,0.20941247045993805,0.14951521158218384,1.0,0.5896923542022705,0.3037589192390442,0.11833204329013824,0.19557388126850128,0.28288567066192627,0.13520684838294983,0.3744826912879944,0.3065320551395416,0.21961233019828796,0.18813461065292358
khan,0.16476042568683624,0.09885948151350021,0.21067845821380615,0.1689760982990265,0.11929302662611008,0.1146652102470398,0.5896923542022705,1.0,0.23483267426490784,0.15414386987686157,0.16355718672275543,0.24136358499526978,0.10366622358560562,0.26570460200309753,0.15318599343299866,0.1559188961982727,0.12862591445446014
