,what,has,successfully,dealt,with,ozone,depletion,?
in,0.30808621644973755,0.4173259735107422,0.2983573377132416,0.21263344585895538,0.4080928862094879,0.19661612808704376,0.3032035529613495,0.20430970191955566
case,0.30770957469940186,0.22055089473724365,0.22296079993247986,0.2644995450973511,0.2825133502483368,0.16658608615398407,0.20675693452358246,0.33232852816581726
of,0.33290785551071167,0.3909035325050354,0.19373616576194763,0.2109026461839676,0.41827285289764404,0.22780866920948029,0.26158493757247925,0.1826142966747284
the,0.42745697498321533,0.4177538752555847,0.32525569200515747,0.24436350166797638,0.4223487675189972,0.23899611830711365,0.3154614269733429,0.22068053483963013
ozone,0.17115569114685059,0.19838811457157135,0.12957732379436493,0.18608033657073975,0.20403066277503967,1.0,0.5406686663627625,0.159791961312294
depletion,0.2342701554298401,0.31800228357315063,0.31554749608039856,0.23531202971935272,0.27127423882484436,0.5406686663627625,1.0,0.14076945185661316
global,0.21706031262874603,0.16536149382591248,0.16830427944660187,0.20765140652656555,0.16119253635406494,0.3466957211494446,0.3669911324977875,0.22985349595546722
regulation,0.24804432690143585,0.22156168520450592,0.23472203314304352,0.24265359342098236,0.225722998380661,0.31065434217453003,0.4406629204750061,0.1690916270017624
based,0.274813175201416,0.2381371408700943,0.15122610330581665,0.21232591569423676,0.2607889473438263,0.11431993544101715,0.2341267615556717,0.134929820895195
on,0.34226128458976746,0.34604379534721375,0.22496876120567322,0.25009170174598694,0.40749499201774597,0.2051609456539154,0.2265171855688095,0.2714994251728058
the,0.42745697498321533,0.4177538752555847,0.32525569200515747,0.24436350166797638,0.4223487675189972,0.23899611830711365,0.3154614269733429,0.22068053483963013
montreal,0.1556982845067978,0.1227564588189125,0.14121995866298676,0.24536451697349548,0.22356709837913513,0.19487890601158142,0.13845431804656982,0.13639995455741882
protocol,0.1694250851869583,0.10570394992828369,0.18170520663261414,0.1736314445734024,0.18321675062179565,0.3012383282184601,0.22962352633476257,0.17756013572216034
has,0.20338068902492523,1.0,0.2475300282239914,0.14985789358615875,0.44092974066734314,0.19838811457157135,0.31800228357315063,0.15994466841220856
been,0.2567804455757141,0.6162750124931335,0.3493533730506897,0.28389784693717957,0.2804456949234009,0.2017035186290741,0.33992505073547363,0.24354910850524902
successful,0.16902779042720795,0.21818973124027252,0.6525816917419434,0.13813528418540955,0.23784777522087097,0.08053091168403625,0.22406750917434692,0.1132197454571724
",",0.3087472915649414,0.3734780251979828,0.21677812933921814,0.2322544902563095,0.4120737314224243,0.2271772027015686,0.2251429259777069,0.31091248989105225
in,0.30808621644973755,0.4173259735107422,0.2983573377132416,0.21263344585895538,0.4080928862094879,0.19661612808704376,0.3032035529613495,0.20430970191955566
case,0.30770957469940186,0.22055089473724365,0.22296079993247986,0.2644995450973511,0.2825133502483368,0.16658608615398407,0.20675693452358246,0.33232852816581726
of,0.33290785551071167,0.3909035325050354,0.19373616576194763,0.2109026461839676,0.41827285289764404,0.22780866920948029,0.26158493757247925,0.1826142966747284
climate,0.2854173183441162,0.2747833728790283,0.1167830377817154,0.20448185503482819,0.19627727568149567,0.39146408438682556,0.358024001121521,0.19998492300510406
change,0.3690716028213501,0.2470555454492569,0.10742085427045822,0.2755354940891266,0.22604717314243317,0.2226705253124237,0.288748562335968,0.24115969240665436
",",0.3087472915649414,0.3734780251979828,0.21677812933921814,0.2322544902563095,0.4120737314224243,0.2271772027015686,0.2251429259777069,0.31091248989105225
the,0.42745697498321533,0.4177538752555847,0.32525569200515747,0.24436350166797638,0.4223487675189972,0.23899611830711365,0.3154614269733429,0.22068053483963013
kyoto,0.16787080466747284,0.16526706516742706,0.12197960913181305,0.13040322065353394,0.1766836792230606,0.25615909695625305,0.22303268313407898,0.12491562217473984
protocol,0.1694250851869583,0.10570394992828369,0.18170520663261414,0.1736314445734024,0.18321675062179565,0.3012383282184601,0.22962352633476257,0.17756013572216034
failed,0.26093074679374695,0.17811748385429382,0.4842660129070282,0.21638259291648865,0.2246399074792862,0.13074246048927307,0.31902939081192017,0.16487033665180206
.,0.3567904531955719,0.4105546176433563,0.31624817848205566,0.18993447721004486,0.4446153938770294,0.2529839873313904,0.27066871523857117,0.4130953550338745
