,what,was,the,name,of,the,first,german,settlement,?
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.256483793258667,0.2599570155143738,0.22068053483963013
establishment,0.1702135056257248,0.25249096751213074,0.344906210899353,0.12457980960607529,0.27824047207832336,0.344906210899353,0.23124299943447113,0.12109802663326263,0.3563268184661865,0.1661023646593094
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.3536086082458496,0.2122138887643814,0.25982165336608887,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.256483793258667,0.2599570155143738,0.22068053483963013
german,0.1960553526878357,0.26016926765441895,0.256483793258667,0.14387056231498718,0.2122138887643814,0.256483793258667,0.20368412137031555,1.0000001192092896,0.09661086648702621,0.13978645205497742
colonial,0.15791663527488708,0.2549057900905609,0.2715741693973541,0.16084757447242737,0.2972153425216675,0.2715741693973541,0.24950629472732544,0.12780003249645233,0.40418678522109985,0.10191229730844498
empire,0.21723191440105438,0.30602675676345825,0.32532164454460144,0.12178066372871399,0.30522286891937256,0.32532164454460144,0.20495158433914185,0.21784934401512146,0.2614503502845764,0.14909450709819794
proceeded,0.27625489234924316,0.28785401582717896,0.28474119305610657,0.09310332685709,0.2392881065607071,0.28474119305610657,0.21765932440757751,0.09552180022001266,0.22003595530986786,0.15368618071079254
smoothly,0.3440887928009033,0.14654500782489777,0.26503029465675354,0.018985355272889137,0.1878870129585266,0.26503029465675354,0.17510151863098145,0.18568284809589386,0.01703709177672863,0.2766338288784027
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.2478695809841156,0.25103551149368286,0.31091248989105225
starting,0.25271084904670715,0.26083552837371826,0.37272053956985474,0.23928332328796387,0.23960795998573303,0.37272053956985474,0.315836638212204,0.16492779552936554,0.1822374165058136,0.19133803248405457
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.17897967994213104,0.41827285289764404,0.4223487675189972,0.2691199779510498,0.1539149135351181,0.1540074348449707,0.2433311939239502
german,0.1960553526878357,0.26016926765441895,0.256483793258667,0.14387056231498718,0.2122138887643814,0.256483793258667,0.20368412137031555,1.0000001192092896,0.09661086648702621,0.13978645205497742
new,0.2130378633737564,0.2748313844203949,0.3845241069793701,0.19623230397701263,0.343457967042923,0.3845241069793701,0.3283863663673401,0.20146939158439636,0.18585512042045593,0.14782847464084625
guinea,0.12527421116828918,0.11209697276353836,0.18388885259628296,0.13103073835372925,0.21640340983867645,0.18388885259628296,0.1633869856595993,0.1401350200176239,0.17063559591770172,0.12596772611141205
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.4127444326877594,0.21098364889621735,0.26083990931510925,0.20430970191955566
1884,-0.09389782696962357,-0.0050269500352442265,0.07194139063358307,0.051460519433021545,0.0891546979546547,0.07194139063358307,-0.0488077774643898,0.007957874797284603,0.08020374178886414,-0.08445221930742264
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.4345304071903229,0.2407633364200592,0.233600914478302,0.4130953550338745
