,what,was,another,term,used,for,the,oil,crisis,?
it,0.45803478360176086,0.4577186405658722,0.42453905940055847,0.24376648664474487,0.3575260639190674,0.32171204686164856,0.6251175999641418,0.21307015419006348,0.17909592390060425,0.25732165575027466
was,0.22111038863658905,1.0000001192092896,0.34961897134780884,0.21378034353256226,0.23679393529891968,0.3863949179649353,0.48711544275283813,0.15102124214172363,0.20050278306007385,0.18412111699581146
later,0.2517229914665222,0.5684447288513184,0.3736277222633362,0.19322915375232697,0.19394758343696594,0.3573088049888611,0.4060266613960266,0.12469548732042313,0.18238480389118195,0.1417175978422165
called,0.3235960602760315,0.33927658200263977,0.4362754225730896,0.33549433946609497,0.46930378675460815,0.29870352149009705,0.489897221326828,0.17283986508846283,0.20549331605434418,0.18963319063186646
the,0.42745697498321533,0.48711544275283813,0.5019711852073669,0.2740369141101837,0.3718377649784088,0.4739971458911896,1.0,0.21849922835826874,0.263981431722641,0.22068053483963013
``,0.008517155423760414,-0.012679691426455975,0.06123349070549011,0.11803510040044785,0.08103004097938538,0.01270448137074709,0.029072100296616554,0.022594861686229706,0.0945596694946289,0.0685480609536171
first,0.28086137771606445,0.5022147297859192,0.43250274658203125,0.23031085729599,0.2984957695007324,0.3800288736820221,0.49448907375335693,0.11076387017965317,0.1638687551021576,0.18701928853988647
oil,0.14842186868190765,0.15102124214172363,0.21213436126708984,0.147163987159729,0.23390446603298187,0.19440194964408875,0.21849922835826874,1.0,0.2694509029388428,0.14867261052131653
shock,0.22932535409927368,0.13138620555400848,0.24007415771484375,0.13777224719524384,0.25078141689300537,0.21353475749492645,0.2312299907207489,0.17769302427768707,0.2764783203601837,0.19073565304279327
'',0.08143015950918198,0.04456103965640068,0.0015353172784671187,0.13619764149188995,0.050410956144332886,-0.04479556903243065,0.041273195296525955,0.12877920269966125,0.016355004161596298,0.018684765323996544
",",0.3087472915649414,0.45456063747406006,0.3283841907978058,0.21599270403385162,0.3120402991771698,0.4464869201183319,0.4933079481124878,0.20043784379959106,0.18660308420658112,0.31091248989105225
followed,0.20169416069984436,0.2845839560031891,0.3269890546798706,0.12580052018165588,0.2277362197637558,0.2623760402202606,0.3567860722541809,0.08118457347154617,0.1727517694234848,0.20567169785499573
by,0.2455483376979828,0.4752357602119446,0.36873918771743774,0.1564474254846573,0.27705541253089905,0.3248702883720398,0.4408751428127289,0.20634248852729797,0.1594943255186081,0.17966607213020325
the,0.42745697498321533,0.48711544275283813,0.5019711852073669,0.2740369141101837,0.3718377649784088,0.4739971458911896,1.0,0.21849922835826874,0.263981431722641,0.22068053483963013
1979,0.17707666754722595,0.1920030564069748,0.17234697937965393,0.14939561486244202,0.11182542890310287,0.12817136943340302,0.3323744237422943,0.10878642648458481,0.031721796840429306,0.09159877151250839
oil,0.14842186868190765,0.15102124214172363,0.21213436126708984,0.147163987159729,0.23390446603298187,0.19440194964408875,0.21849922835826874,1.0,0.2694509029388428,0.14867261052131653
crisis,0.23514460027217865,0.20050278306007385,0.22790192067623138,0.19099538028240204,0.11787065118551254,0.18574024736881256,0.263981431722641,0.2694509029388428,1.0,0.17902959883213043
",",0.3087472915649414,0.45456063747406006,0.3283841907978058,0.21599270403385162,0.3120402991771698,0.4464869201183319,0.4933079481124878,0.20043784379959106,0.18660308420658112,0.31091248989105225
termed,0.21266722679138184,0.19667211174964905,0.24741493165493011,0.45971837639808655,0.3427235186100006,0.1756000965833664,0.26657095551490784,0.10571694374084473,0.1421666294336319,0.08721713721752167
the,0.42745697498321533,0.48711544275283813,0.5019711852073669,0.2740369141101837,0.3718377649784088,0.4739971458911896,1.0,0.21849922835826874,0.263981431722641,0.22068053483963013
``,0.008517155423760414,-0.012679691426455975,0.06123349070549011,0.11803510040044785,0.08103004097938538,0.01270448137074709,0.029072100296616554,0.022594861686229706,0.0945596694946289,0.0685480609536171
second,0.19948028028011322,0.3858029544353485,0.3841358423233032,0.1964436024427414,0.16882206499576569,0.25438159704208374,0.4620301127433777,0.05124595761299133,0.15904514491558075,0.17239587008953094
oil,0.14842186868190765,0.15102124214172363,0.21213436126708984,0.147163987159729,0.23390446603298187,0.19440194964408875,0.21849922835826874,1.0,0.2694509029388428,0.14867261052131653
shock,0.22932535409927368,0.13138620555400848,0.24007415771484375,0.13777224719524384,0.25078141689300537,0.21353475749492645,0.2312299907207489,0.17769302427768707,0.2764783203601837,0.19073565304279327
.,0.3567904531955719,0.40146201848983765,0.3817248046398163,0.18456575274467468,0.33111312985420227,0.4726039469242096,0.5934505462646484,0.22117017209529877,0.15965543687343597,0.4130953550338745
'',0.08143015950918198,0.04456103965640068,0.0015353172784671187,0.13619764149188995,0.050410956144332886,-0.04479556903243065,0.041273195296525955,0.12877920269966125,0.016355004161596298,0.018684765323996544
,what,was,another,term,used,for,the,oil,crisis,?
the,0.42745697498321533,0.48711544275283813,0.5019711852073669,0.2740369141101837,0.3718377649784088,0.4739971458911896,1.0,0.21849922835826874,0.263981431722641,0.22068053483963013
embargo,0.2279047667980194,0.09949713945388794,0.209621861577034,0.20084600150585175,0.24681377410888672,0.2200164645910263,0.2032013237476349,0.316433310508728,0.4160068929195404,0.21724076569080353
caused,0.22264783084392548,0.25113144516944885,0.276483952999115,0.1825646460056305,0.25712940096855164,0.1862620860338211,0.24990202486515045,0.1656581610441208,0.25349679589271545,0.20679491758346558
an,0.2821882665157318,0.3694365322589874,0.47266486287117004,0.16153281927108765,0.25728896260261536,0.3236706852912903,0.4207492768764496,0.13089607656002045,0.18490846455097198,0.19793890416622162
oil,0.14842186868190765,0.15102124214172363,0.21213436126708984,0.147163987159729,0.23390446603298187,0.19440194964408875,0.21849922835826874,1.0,0.2694509029388428,0.14867261052131653
crisis,0.23514460027217865,0.20050278306007385,0.22790192067623138,0.19099538028240204,0.11787065118551254,0.18574024736881256,0.263981431722641,0.2694509029388428,1.0,0.17902959883213043
",",0.3087472915649414,0.45456063747406006,0.3283841907978058,0.21599270403385162,0.3120402991771698,0.4464869201183319,0.4933079481124878,0.20043784379959106,0.18660308420658112,0.31091248989105225
or,0.33867141604423523,0.2330796718597412,0.4401204288005829,0.34949591755867004,0.4951852560043335,0.4111599624156952,0.4174870550632477,0.1982935220003128,0.13021832704544067,0.32389625906944275
``,0.008517155423760414,-0.012679691426455975,0.06123349070549011,0.11803510040044785,0.08103004097938538,0.01270448137074709,0.029072100296616554,0.022594861686229706,0.0945596694946289,0.0685480609536171
shock,0.22932535409927368,0.13138620555400848,0.24007415771484375,0.13777224719524384,0.25078141689300537,0.21353475749492645,0.2312299907207489,0.17769302427768707,0.2764783203601837,0.19073565304279327
'',0.08143015950918198,0.04456103965640068,0.0015353172784671187,0.13619764149188995,0.050410956144332886,-0.04479556903243065,0.041273195296525955,0.12877920269966125,0.016355004161596298,0.018684765323996544
