,one,country,'s,authority,over,a,number,of,others,would,constitute,the,original,country,as,what,?
geopolitics,0.2578078508377075,0.37252241373062134,-0.008170739747583866,0.3549627959728241,0.2846570312976837,0.24904963374137878,0.2432118058204651,0.3842248320579529,0.1798483431339264,0.28431373834609985,0.2452808916568756,0.30652379989624023,0.11041942983865738,0.37252241373062134,0.24491629004478455,0.32192984223365784,0.18789543211460114
now,0.3720342814922333,0.2143973857164383,-0.05292840301990509,0.23611265420913696,0.27724677324295044,0.3046339154243469,0.1891046017408371,0.29182544350624084,0.28709784150123596,0.3339189291000366,0.30250516533851624,0.38266420364379883,0.2546344995498657,0.2143973857164383,0.3483183979988098,0.4903225302696228,0.29641881585121155
focuses,0.2580606937408447,0.18268635869026184,0.005668343976140022,0.2028539627790451,0.2456202208995819,0.2785327732563019,0.12751144170761108,0.29358524084091187,0.2016497701406479,0.22775493562221527,0.15569238364696503,0.26860302686691284,0.16981954872608185,0.18268635869026184,0.2201686054468155,0.27091580629348755,0.15887200832366943
on,0.3601475656032562,0.21584933996200562,0.0026888418942689896,0.17171882092952728,0.39810362458229065,0.3848365545272827,0.2978411018848419,0.3966929316520691,0.3132120668888092,0.35589995980262756,0.24801672995090485,0.5107308030128479,0.21149557828903198,0.21584933996200562,0.36047765612602234,0.34226128458976746,0.2714994251728058
states,0.2856254577636719,0.4065426290035248,-0.004298824816942215,0.2760929763317108,0.2563806474208832,0.24708621203899384,0.2313869148492813,0.30884552001953125,0.21073012053966522,0.2281532734632492,0.25090062618255615,0.3463578522205353,0.16970601677894592,0.4065426290035248,0.26192235946655273,0.21526020765304565,0.16272737085819244
becoming,0.35444387793540955,0.19809222221374512,0.0071913073770701885,0.1868624985218048,0.2579337954521179,0.3309323191642761,0.22598855197429657,0.3014795780181885,0.18053579330444336,0.3084857165813446,0.10596690326929092,0.333665668964386,0.05498436093330383,0.19809222221374512,0.3812445104122162,0.2530137896537781,0.17354105412960052
major,0.26091840863227844,0.21993425488471985,-0.010959804058074951,0.15618807077407837,0.20897988975048065,0.22990699112415314,0.21647973358631134,0.2641255557537079,0.22082264721393585,0.16133932769298553,0.10623611509799957,0.31775903701782227,0.12543828785419464,0.21993425488471985,0.20393970608711243,0.21026742458343506,0.19788557291030884
economic,0.17755547165870667,0.28465786576271057,0.0034841743763536215,0.15088431537151337,0.1459772288799286,0.2234611213207245,0.1426883190870285,0.3030148148536682,0.14351621270179749,0.2501782774925232,0.1873883157968521,0.282455176115036,0.11018706113100052,0.28465786576271057,0.21993175148963928,0.18082544207572937,0.1206481084227562
players,0.2529674172401428,0.12904666364192963,-0.003934598993510008,0.14679348468780518,0.23035462200641632,0.20581431686878204,0.16463632881641388,0.20305874943733215,0.23200175166130066,0.2225792557001114,0.07372253388166428,0.2647981345653534,0.14885196089744568,0.12904666364192963,0.16888724267482758,0.21080905199050903,0.15925642848014832
in,0.4129433035850525,0.3040012717247009,-0.037580832839012146,0.214982271194458,0.3605569899082184,0.539380669593811,0.3024539053440094,0.5696388483047485,0.3167906701564789,0.30461156368255615,0.2821226418018341,0.6662389636039734,0.2534193694591522,0.3040012717247009,0.3887844979763031,0.30808621644973755,0.20430970191955566
the,0.5514441132545471,0.30432501435279846,-0.01540423184633255,0.2645063102245331,0.39856547117233276,0.5829201340675354,0.35145696997642517,0.733189046382904,0.34376874566078186,0.4133751392364502,0.32194724678993225,1.0,0.4037000238895416,0.30432501435279846,0.48381632566452026,0.42745697498321533,0.22068053483963013
market,0.19177107512950897,0.19569741189479828,0.07352017611265182,0.24295413494110107,0.226875901222229,0.2680419683456421,0.2039095163345337,0.1694333702325821,0.13628064095973969,0.18094943463802338,0.12257654219865799,0.2041238248348236,0.16538642346858978,0.19569741189479828,0.17538416385650635,0.12116116285324097,0.12805593013763428
;,0.03110813908278942,0.05315014719963074,0.006909397430717945,0.11412105709314346,-0.027810893952846527,-0.02122584730386734,-0.037203412503004074,0.054534342139959335,0.07867884635925293,0.06441773474216461,0.11234180629253387,0.09152708947658539,0.06863370537757874,0.05315014719963074,0.05586666986346245,0.10986888408660889,0.10349778085947037
some,0.4537518322467804,0.22363653779029846,0.056411296129226685,0.2211521416902542,0.41344934701919556,0.34539633989334106,0.3415636718273163,0.4300730526447296,0.5857272148132324,0.43457192182540894,0.24678485095500946,0.4566698372364044,0.2941727340221405,0.22363653779029846,0.4293700158596039,0.4491020441055298,0.2562315762042999
states,0.2856254577636719,0.4065426290035248,-0.004298824816942215,0.2760929763317108,0.2563806474208832,0.24708621203899384,0.2313869148492813,0.30884552001953125,0.21073012053966522,0.2281532734632492,0.25090062618255615,0.3463578522205353,0.16970601677894592,0.4065426290035248,0.26192235946655273,0.21526020765304565,0.16272737085819244
today,0.3432668447494507,0.22002167999744415,-0.017862282693386078,0.17466923594474792,0.28935492038726807,0.2396019846200943,0.2260337918996811,0.3291318118572235,0.29835981130599976,0.2509833574295044,0.2718721032142639,0.35740926861763,0.3025522828102112,0.22002167999744415,0.33237552642822266,0.3814660608768463,0.17338968813419342
are,0.42537835240364075,0.1952878087759018,-0.008927806280553341,0.15189868211746216,0.2778770923614502,0.265255331993103,0.3537501394748688,0.39081433415412903,0.44607222080230713,0.32024338841438293,0.263676255941391,0.40399202704429626,0.19794520735740662,0.1952878087759018,0.3826591968536377,0.29724663496017456,0.24591213464736938
viewed,0.2676587700843811,0.17128564417362213,-0.004221256822347641,0.18224093317985535,0.27768802642822266,0.22637882828712463,0.191331684589386,0.27454227209091187,0.1957661509513855,0.2899033725261688,0.20780713856220245,0.34172287583351135,0.24435965716838837,0.17128564417362213,0.2334030270576477,0.2938295900821686,0.19983090460300446
as,0.3954789340496063,0.2241005152463913,-0.05775856226682663,0.25263646245002747,0.3506779670715332,0.39550232887268066,0.26786008477211,0.3886612355709076,0.34653908014297485,0.3824005722999573,0.25293901562690735,0.48381632566452026,0.2790030837059021,0.2241005152463913,1.0,0.31749409437179565,0.27043893933296204
empires,0.21581584215164185,0.3241313695907593,0.056196682155132294,0.21942217648029327,0.2500222325325012,0.20512381196022034,0.18683187663555145,0.2870881259441376,0.270525723695755,0.22065383195877075,0.15197812020778656,0.33908694982528687,0.19656828045845032,0.3241313695907593,0.19161733984947205,0.25909268856048584,0.15503522753715515
due,0.19303388893604279,0.16745583713054657,0.03925589844584465,0.1351262331008911,0.2075299322605133,0.2190696746110916,0.185593843460083,0.2533245384693146,0.17893491685390472,0.21841192245483398,0.17029869556427002,0.22577603161334991,0.18839088082313538,0.16745583713054657,0.16304998099803925,0.15204688906669617,0.10954997688531876
to,0.4025384783744812,0.31281599402427673,0.03782717138528824,0.2155669927597046,0.38635820150375366,0.45503583550453186,0.2706126868724823,0.41548454761505127,0.39868634939193726,0.5965728163719177,0.2941921353340149,0.535392165184021,0.30182456970214844,0.31281599402427673,0.42092081904411316,0.455847829580307,0.29463258385658264
their,0.3991999328136444,0.2463577538728714,-0.005530759692192078,0.19946178793907166,0.3300269544124603,0.29698723554611206,0.26465821266174316,0.4329940676689148,0.4359573721885681,0.4112042188644409,0.15615834295749664,0.516537070274353,0.29561689496040344,0.2463577538728714,0.29218852519989014,0.35142919421195984,0.1898253709077835
