,what,was,the,name,of,the,leader,ennobled,by,henry,iii
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.27799519896507263,0.3115673065185547,0.4408751428127289,0.2542637586593628,0.18552400171756744
drengot,0.25169479846954346,0.3664802610874176,0.30997970700263977,0.25206258893013,0.3345894515514374,0.30997970700263977,0.30677106976509094,0.4725208878517151,0.2645808458328247,0.290438175201416,0.2509672939777374
family,0.16391263902187347,0.21917963027954102,0.2394849956035614,0.23032744228839874,0.1893671154975891,0.2394849956035614,0.1354488879442215,0.2871743440628052,0.1652497947216034,0.16387589275836945,0.15252892673015594
thereafter,0.22742412984371185,0.2982167601585388,0.3637511134147644,0.1383129507303238,0.4017646014690399,0.3637511134147644,0.1995277851819992,0.2601388990879059,0.3358849585056305,0.20871058106422424,0.173918679356575
attained,0.1902945190668106,0.3045107126235962,0.2941405773162842,0.1226801946759224,0.36302679777145386,0.2941405773162842,0.23698106408119202,0.27727413177490234,0.2421676516532898,0.12788072228431702,0.1738322228193283
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.27799519896507263,0.3115673065185547,0.4408751428127289,0.2542637586593628,0.18552400171756744
principality,0.13763047754764557,0.193664088845253,0.3162875175476074,0.21008014678955078,0.3633994162082672,0.3162875175476074,0.22694584727287292,0.3368527293205261,0.16206471621990204,0.170587420463562,0.233907550573349
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.24122127890586853,0.32938113808631897,0.3646814823150635,0.2390729784965515,0.21691277623176575
capua,0.13908100128173828,0.22216111421585083,0.23558150231838226,0.19134566187858582,0.2630411684513092,0.23558150231838226,0.1720920354127884,0.3976438343524933,0.20555323362350464,0.32365769147872925,0.35318002104759216
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.23893310129642487,0.3149556815624237,0.3680937886238098,0.25662001967430115,0.27640607953071594
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.23547638952732086,0.26382893323898315,0.4289871156215668,0.2218981832265854,0.21456755697727203
emperor,0.1879471391439438,0.2147601991891861,0.2871226370334625,0.16485245525836945,0.2615426778793335,0.2871226370334625,0.19187381863594055,0.3734184503555298,0.16905413568019867,0.29230841994285583,0.2662605345249176
henry,0.1911626160144806,0.31945720314979553,0.2542637586593628,0.11923310905694962,0.2390729784965515,0.2542637586593628,0.16412167251110077,0.278896301984787,0.23741036653518677,1.0,0.2742297053337097
iii,0.09164873510599136,0.22718268632888794,0.18552400171756744,0.12248863279819489,0.21691277623176575,0.18552400171756744,0.14515246450901031,0.24248524010181427,0.1982051432132721,0.2742297053337097,0.9999999403953552
legally,0.25547662377357483,0.2909039556980133,0.21759270131587982,0.23220676183700562,0.19257651269435883,0.21759270131587982,0.11946596205234528,0.17709778249263763,0.2915385067462921,0.18098849058151245,0.11958801746368408
ennobled,0.18396882712841034,0.3356162905693054,0.3115673065185547,0.16690604388713837,0.32938113808631897,0.3115673065185547,0.25980761647224426,1.0,0.2613752782344818,0.278896301984787,0.24248524010181427
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.27799519896507263,0.3115673065185547,0.4408751428127289,0.2542637586593628,0.18552400171756744
hauteville,0.163759246468544,0.2500437796115875,0.2700349688529968,0.12911051511764526,0.28317320346832275,0.2700349688529968,0.1857660859823227,0.36611422896385193,0.1401158720254898,0.2892649173736572,0.23808173835277557
leader,0.15734966099262238,0.3073844909667969,0.27799519896507263,0.20258967578411102,0.24122127890586853,0.27799519896507263,1.0,0.25980761647224426,0.16688144207000732,0.16412167251110077,0.14515246450901031
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.23893310129642487,0.3149556815624237,0.3680937886238098,0.25662001967430115,0.27640607953071594
drogo,0.11283800005912781,0.20831389725208282,0.31258755922317505,0.23692937195301056,0.2797667682170868,0.31258755922317505,0.29018115997314453,0.31274154782295227,0.198775053024292,0.21944846212863922,0.1422431915998459
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.23893310129642487,0.3149556815624237,0.3680937886238098,0.25662001967430115,0.27640607953071594
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.20746754109859467,0.2267555147409439,0.3815547823905945,0.2156684696674347,0.18325692415237427
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.1001104861497879,0.06780257821083069,0.029072100296616554,0.11118976026773453,0.062442634254693985,-0.030704375356435776,-0.01974090375006199,-0.017043117433786392
dux,0.21691030263900757,0.18620853126049042,0.19879144430160522,0.28969117999076843,0.19362309575080872,0.19879144430160522,0.18651272356510162,0.3327740728855133,0.097655288875103,0.2268790602684021,0.22167328000068665
