,who,was,given,the,esteemed,status,of,mvp,for,super,bowl,50,?
denver,0.20955970883369446,0.2766761779785156,0.09698957949876785,0.2052404284477234,0.22787854075431824,0.038845404982566833,0.14595118165016174,0.31021052598953247,0.22017966210842133,0.24589714407920837,0.2861449718475342,0.03614028915762901,0.1520889848470688
linebacker,0.18917565047740936,0.24367733299732208,0.13489554822444916,0.19719967246055603,0.14850285649299622,0.05186308175325394,0.19011981785297394,0.4722055494785309,0.27424296736717224,0.28596732020378113,0.4219481945037842,-0.06238196790218353,0.15540370345115662
von,0.1834137886762619,0.2042967826128006,0.1625625491142273,0.21817399561405182,0.16797003149986267,0.08762465417385101,0.19899946451187134,0.17494645714759827,0.10186543315649033,0.09019782394170761,0.05615047365427017,0.05839231237769127,0.13907472789287567
miller,0.2093905359506607,0.23326176404953003,0.11330867558717728,0.21601076424121857,0.23951169848442078,0.09478988498449326,0.153602734208107,0.17567558586597443,0.21116214990615845,0.1263037472963333,0.12768206000328064,0.0038371188566088676,0.1295081228017807
was,0.3318818509578705,1.0000001192092896,0.26878538727760315,0.48711544275283813,0.38507020473480225,0.18093566596508026,0.4069072902202606,0.23143374919891357,0.3863949179649353,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.18412111699581146
named,0.38541290163993835,0.37528327107429504,0.36172717809677124,0.3521348536014557,0.21644483506679535,0.13984066247940063,0.2820465862751007,0.25624191761016846,0.22057102620601654,0.2206273078918457,0.18541297316551208,0.07201292365789413,0.1297498345375061
super,0.1819351613521576,0.21420986950397491,0.11709477752447128,0.21959073841571808,0.17984409630298615,0.15485714375972748,0.14718765020370483,0.3814384639263153,0.22938419878482819,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.09189514070749283,0.21915455162525177,0.14503885805606842,0.21576224267482758,0.2090124785900116,0.0962517261505127,0.2243070751428604,0.5169888734817505,0.24430087208747864,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
mvp,0.15547040104866028,0.23143374919891357,0.2741880714893341,0.19830666482448578,0.18135114014148712,0.14622542262077332,0.16760475933551788,0.9999998807907104,0.27104631066322327,0.3814384639263153,0.5169888734817505,0.045483801513910294,0.19954749941825867
",",0.3365725874900818,0.45456063747406006,0.2843315005302429,0.4933079481124878,0.30923572182655334,0.2404196411371231,0.4946078956127167,0.2245774120092392,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
recording,0.1975584477186203,0.2667168378829956,0.1742905229330063,0.2685704827308655,0.21251323819160461,0.13535799086093903,0.20561589300632477,0.12834443151950836,0.28583967685699463,0.12307024002075195,0.12853030860424042,0.0861549898982048,0.18037092685699463
five,0.22190363705158234,0.310379296541214,0.25824475288391113,0.41977158188819885,0.21479636430740356,0.1659129112958908,0.3980514109134674,0.1957017183303833,0.30701300501823425,0.16316142678260803,0.20672158896923065,0.027560986578464508,0.18342848122119904
solo,0.19703449308872223,0.17196130752563477,0.17215654253959656,0.1489274650812149,0.166407972574234,0.07063953578472137,0.1226537674665451,0.18715620040893555,0.2451012283563614,0.1858709752559662,0.19199752807617188,0.12169281393289566,0.1560981124639511
tackles,0.22380411624908447,0.17499198019504547,0.10838405787944794,0.19076409935951233,0.231374591588974,0.1351519525051117,0.17851661145687103,0.38997599482536316,0.27664637565612793,0.23457856476306915,0.34894615411758423,0.08310284465551376,0.20188532769680023
",",0.3365725874900818,0.45456063747406006,0.2843315005302429,0.4933079481124878,0.30923572182655334,0.2404196411371231,0.4946078956127167,0.2245774120092392,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
2½,0.048578135669231415,-0.001251319656148553,-0.022686447948217392,0.028328148648142815,0.01396830566227436,0.13823659718036652,0.035375628620386124,0.07660257816314697,-0.01783602125942707,0.056470829993486404,0.06224267557263374,0.09516675025224686,-0.02855924889445305
sacks,0.16894300282001495,0.1737009435892105,0.11544325947761536,0.23296904563903809,0.16828684508800507,0.10317330807447433,0.18118427693843842,0.2858697175979614,0.2247573584318161,0.14356042444705963,0.2921851873397827,-0.021206974983215332,0.0761517658829689
",",0.3365725874900818,0.45456063747406006,0.2843315005302429,0.4933079481124878,0.30923572182655334,0.2404196411371231,0.4946078956127167,0.2245774120092392,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.30185943841934204,0.5171257257461548,0.34507134556770325,0.24375928938388824,0.5116966962814331,0.16702094674110413,0.5064792633056641,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
two,0.2791741192340851,0.27166637778282166,0.2882862091064453,0.43858039379119873,0.16827066242694855,0.14386320114135742,0.37726253271102905,0.1452360302209854,0.34734001755714417,0.19097526371479034,0.20622028410434723,0.019217558205127716,0.19645625352859497
forced,0.35712045431137085,0.21640066802501678,0.2704610526561737,0.2571122944355011,0.2233656495809555,0.2024739682674408,0.27082350850105286,0.14319473505020142,0.19555193185806274,0.14922793209552765,0.1976994276046753,0.0028911917470395565,0.17547516524791718
fumbles,0.2144661247730255,0.22568732500076294,0.14422518014907837,0.21007823944091797,0.24036787450313568,0.15682253241539001,0.19014200568199158,0.38671132922172546,0.2659422755241394,0.31058406829833984,0.38857853412628174,0.06075746566057205,0.1826416552066803
.,0.3541337847709656,0.40146201848983765,0.3169408142566681,0.5934505462646484,0.2620595693588257,0.21120375394821167,0.5352458953857422,0.19778521358966827,0.4726039469242096,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
