,what,does,pumping,water,into,the,mesoglea,do,?
if,0.5277165174484253,0.4740144908428192,0.27168649435043335,0.2533992528915405,0.24821437895298004,0.33724796772003174,0.2806512415409088,0.4196736514568329,0.4441644251346588
they,0.4431931674480438,0.34390902519226074,0.24571695923805237,0.29944711923599243,0.32590940594673157,0.49925389885902405,0.3008899688720703,0.4667694866657257,0.2753053903579712
enter,0.2278345823287964,0.2293245643377304,0.16269443929195404,0.17710544168949127,0.31468522548675537,0.3499310314655304,0.15583764016628265,0.2698597013950348,0.11047764122486115
less,0.31119704246520996,0.33181050419807434,0.2557668387889862,0.30554935336112976,0.24033764004707336,0.29185041785240173,0.25454068183898926,0.27604779601097107,0.22418740391731262
dense,0.19609157741069794,0.19932720065116882,0.3032379746437073,0.37625065445899963,0.23684976994991302,0.2397867739200592,0.38557860255241394,0.22115403413772583,0.10843625664710999
brackish,0.14392901957035065,0.22311994433403015,0.3290940821170807,0.5595178604125977,0.20070385932922363,0.27849212288856506,0.43479716777801514,0.2070026993751526,0.13325713574886322
water,0.17456887662410736,0.29202038049697876,0.48822537064552307,0.9999998807907104,0.2901814877986908,0.297396719455719,0.30661070346832275,0.2054748237133026,0.14731885492801666
",",0.3087472915649414,0.28617382049560547,0.2648894488811493,0.26706066727638245,0.2826121151447296,0.4933079481124878,0.31623169779777527,0.3283645510673523,0.31091248989105225
the,0.42745697498321533,0.35928019881248474,0.27380403876304626,0.297396719455719,0.39493247866630554,1.0,0.27500203251838684,0.30239659547805786,0.22068053483963013
ciliary,0.24280540645122528,0.25633177161216736,0.3809608519077301,0.31614553928375244,0.2804214656352997,0.2600339353084564,0.39390209317207336,0.27858516573905945,0.16919046640396118
rosettes,0.15621772408485413,0.1658385992050171,0.18856069445610046,0.2622329592704773,0.1940273493528366,0.3116762340068817,0.33269718289375305,0.12152089923620224,0.08549460768699646
in,0.30808621644973755,0.214483380317688,0.20604990422725677,0.23966141045093536,0.38021373748779297,0.6662389636039734,0.23383210599422455,0.23402775824069977,0.20430970191955566
the,0.42745697498321533,0.35928019881248474,0.27380403876304626,0.297396719455719,0.39493247866630554,1.0,0.27500203251838684,0.30239659547805786,0.22068053483963013
body,0.2143840193748474,0.27194929122924805,0.3088017702102661,0.3155747652053833,0.2668304443359375,0.31682634353637695,0.256443053483963,0.1887626349925995,0.20136451721191406
cavity,0.21633920073509216,0.1917799860239029,0.4709976613521576,0.4007056951522827,0.30087733268737793,0.3135981261730194,0.4393249750137329,0.2324397712945938,0.16966374218463898
may,0.25739946961402893,0.35508081316947937,0.14720679819583893,0.16756772994995117,0.13332241773605347,0.2694292366504669,0.23466762900352478,0.28230178356170654,0.2768254578113556
pump,0.2035713642835617,0.218965083360672,0.6736142039299011,0.41148945689201355,0.20715351402759552,0.21872945129871368,0.2503729462623596,0.2159440815448761,0.24768272042274475
this,0.5489566326141357,0.4166489243507385,0.2826404273509979,0.29743993282318115,0.32724273204803467,0.6274310946464539,0.31364625692367554,0.34963881969451904,0.3155723512172699
into,0.2180619090795517,0.22312942147254944,0.2769692540168762,0.2901814877986908,1.0,0.39493247866630554,0.26302939653396606,0.20546826720237732,0.15662476420402527
the,0.42745697498321533,0.35928019881248474,0.27380403876304626,0.297396719455719,0.39493247866630554,1.0,0.27500203251838684,0.30239659547805786,0.22068053483963013
mesoglea,0.26560238003730774,0.15918974578380585,0.34163036942481995,0.30661070346832275,0.26302939653396606,0.27500203251838684,1.0,0.28406620025634766,0.2904593348503113
to,0.455847829580307,0.4391997456550598,0.23011426627635956,0.27858173847198486,0.38810545206069946,0.535392165184021,0.20881178975105286,0.38876664638519287,0.29463258385658264
increase,0.21153631806373596,0.19757407903671265,0.345772385597229,0.269004762172699,0.19989873468875885,0.32049667835235596,0.23608441650867462,0.25109392404556274,0.11119163036346436
its,0.30393704771995544,0.33437713980674744,0.18740013241767883,0.2640035152435303,0.2562001943588257,0.559237003326416,0.25544312596321106,0.18495778739452362,0.15103481709957123
bulk,0.19509074091911316,0.18534986674785614,0.23327188193798065,0.2535833716392517,0.20062533020973206,0.2220524251461029,0.2724214494228363,0.13353146612644196,0.14538165926933289
and,0.31309178471565247,0.3461615741252899,0.24935178458690643,0.3054247498512268,0.36597734689712524,0.5171257257461548,0.3101946711540222,0.276123583316803,0.20544172823429108
decrease,0.20072416961193085,0.14950121939182281,0.3556711673736572,0.25411257147789,0.17410746216773987,0.2781965136528015,0.2674916982650757,0.2077358216047287,0.08518534898757935
its,0.30393704771995544,0.33437713980674744,0.18740013241767883,0.2640035152435303,0.2562001943588257,0.559237003326416,0.25544312596321106,0.18495778739452362,0.15103481709957123
density,0.1728270947933197,0.1485164910554886,0.2646840810775757,0.3195847272872925,0.11808500438928604,0.2451544851064682,0.26094889640808105,0.14169186353683472,0.1457761973142624
",",0.3087472915649414,0.28617382049560547,0.2648894488811493,0.26706066727638245,0.2826121151447296,0.4933079481124878,0.31623169779777527,0.3283645510673523,0.31091248989105225
to,0.455847829580307,0.4391997456550598,0.23011426627635956,0.27858173847198486,0.38810545206069946,0.535392165184021,0.20881178975105286,0.38876664638519287,0.29463258385658264
avoid,0.2615243196487427,0.274709552526474,0.21628981828689575,0.20647840201854706,0.24638225138187408,0.24833035469055176,0.19742301106452942,0.3229144513607025,0.26885488629341125
sinking,0.20857955515384674,0.11221226304769516,0.27692022919654846,0.36078163981437683,0.22189703583717346,0.2752021849155426,0.16831618547439575,0.1409117430448532,0.20205460488796234
.,0.3567904531955719,0.3022993505001068,0.2313525378704071,0.26634910702705383,0.26250120997428894,0.5934505462646484,0.2893419861793518,0.3613996207714081,0.4130953550338745
