,which,network,regained,the,ratings,lead,in,america,in,1984,?
after,0.3217443823814392,0.12417551875114441,0.3923462927341461,0.4565047025680542,0.21166418492794037,0.25812917947769165,0.44050168991088867,0.17218677699565887,0.44050168991088867,-0.017813758924603462,0.16608688235282898
nearly,0.42783236503601074,0.11612334102392197,0.331161767244339,0.3409946858882904,0.17896410822868347,0.17319820821285248,0.3414846360683441,0.17873691022396088,0.3414846360683441,0.07362677156925201,0.11670064926147461
a,0.56894451379776,0.17299489676952362,0.21373826265335083,0.5829201340675354,0.1921599805355072,0.20661775767803192,0.539380669593811,0.22012436389923096,0.539380669593811,-9.57133379415609e-05,0.23916715383529663
decade,0.2553011476993561,0.13588622212409973,0.15167522430419922,0.2552448511123657,0.20009854435920715,0.2289516180753708,0.2119923084974289,0.17779640853405,0.2119923084974289,0.03485173359513283,0.11237446963787079
of,0.5011631846427917,0.21800683438777924,0.3207062780857086,0.733189046382904,0.15600527822971344,0.19835850596427917,0.5696388483047485,0.28803038597106934,0.5696388483047485,0.018355052918195724,0.1826142966747284
ratings,0.2222868949174881,0.3223499059677124,0.20657476782798767,0.23356813192367554,0.9999999403953552,0.12250639498233795,0.17289267480373383,0.2796488404273987,0.17289267480373383,-0.02212119661271572,0.19248855113983154
trouble,0.2742721736431122,0.15486246347427368,0.20452749729156494,0.23447689414024353,0.169048011302948,0.3074243664741516,0.17347075045108795,0.1695452481508255,0.17347075045108795,-0.02806411124765873,0.26066461205482483
",",0.3658004403114319,0.1932937651872635,0.2857684791088104,0.4933079481124878,0.21650241315364838,0.2561914026737213,0.5201468467712402,0.253568559885025,0.5201468467712402,0.1623975932598114,0.31091248989105225
nbc,0.17917364835739136,0.4656192362308502,0.11719515919685364,0.20618264377117157,0.30408090353012085,0.21367797255516052,0.19303210079669952,0.283139169216156,0.19303210079669952,0.17568401992321014,0.1680917739868164
had,0.3188965916633606,0.13757506012916565,0.4404135048389435,0.3875846862792969,0.1862778514623642,0.18650950491428375,0.385026752948761,0.2162282019853592,0.385026752948761,0.0076210154220461845,0.20728366076946259
regained,0.22884666919708252,0.09463376551866531,1.0000001192092896,0.32959938049316406,0.20657476782798767,0.19440828263759613,0.3130129873752594,0.2006627768278122,0.3130129873752594,0.027975212782621384,0.11412076652050018
the,0.6521818041801453,0.27187061309814453,0.32959938049316406,1.0,0.23356813192367554,0.21995973587036133,0.6662389636039734,0.37090015411376953,0.6662389636039734,-0.007670710328966379,0.22068053483963013
ratings,0.2222868949174881,0.3223499059677124,0.20657476782798767,0.23356813192367554,0.9999999403953552,0.12250639498233795,0.17289267480373383,0.2796488404273987,0.17289267480373383,-0.02212119661271572,0.19248855113983154
lead,0.2136504352092743,0.13148891925811768,0.19440828263759613,0.21995973587036133,0.12250639498233795,0.9999998807907104,0.2055644989013672,0.08754990994930267,0.2055644989013672,0.005448867101222277,0.14552436769008636
among,0.3077724575996399,0.16021117568016052,0.21865655481815338,0.3507058024406433,0.21384750306606293,0.17216618359088898,0.3211768567562103,0.27133968472480774,0.3211768567562103,0.053007323294878006,0.14343059062957764
the,0.6521818041801453,0.27187061309814453,0.32959938049316406,1.0,0.23356813192367554,0.21995973587036133,0.6662389636039734,0.37090015411376953,0.6662389636039734,-0.007670710328966379,0.22068053483963013
big,0.3132573664188385,0.16116547584533691,0.10538547486066818,0.308749794960022,0.14126454293727875,0.11775007843971252,0.2359251081943512,0.17339283227920532,0.2359251081943512,0.0707205981016159,0.20497842133045197
three,0.40919098258018494,0.16434773802757263,0.19764012098312378,0.43452659249305725,0.1685524731874466,0.14398542046546936,0.34828072786331177,0.2031271904706955,0.34828072786331177,0.02674373798072338,0.20928427577018738
networks,0.269361287355423,0.8756695985794067,0.07492001354694366,0.24705806374549866,0.3654436469078064,0.07296150177717209,0.17525765299797058,0.2081581950187683,0.17525765299797058,-0.022422367706894875,0.17815114557743073
in,0.4840516746044159,0.19496823847293854,0.3130129873752594,0.6662389636039734,0.17289267480373383,0.2055644989013672,1.0,0.3098583221435547,1.0,0.006334475241601467,0.20430970191955566
1984,-0.0876738429069519,0.014978140592575073,0.027975212782621384,-0.007670710328966379,-0.02212119661271572,0.005448867101222277,0.006334475241601467,0.2164364904165268,0.006334475241601467,1.0,0.07765956968069077
on,0.4245251417160034,0.30190837383270264,0.27354109287261963,0.5107308030128479,0.3123399615287781,0.18420197069644928,0.46853652596473694,0.24962958693504333,0.46853652596473694,0.03983059898018837,0.2714994251728058
the,0.6521818041801453,0.27187061309814453,0.32959938049316406,1.0,0.23356813192367554,0.21995973587036133,0.6662389636039734,0.37090015411376953,0.6662389636039734,-0.007670710328966379,0.22068053483963013
success,0.25532251596450806,0.18083390593528748,0.2988768219947815,0.2764457166194916,0.2697902023792267,0.17007695138454437,0.3020555078983307,0.27421683073043823,0.3020555078983307,0.050220951437950134,0.1216118186712265
of,0.5011631846427917,0.21800683438777924,0.3207062780857086,0.733189046382904,0.15600527822971344,0.19835850596427917,0.5696388483047485,0.28803038597106934,0.5696388483047485,0.018355052918195724,0.1826142966747284
series,0.2484029233455658,0.38316288590431213,0.10317090153694153,0.31376904249191284,0.34094566106796265,0.23631998896598816,0.2914260923862457,0.2544792592525482,0.2914260923862457,0.03837282955646515,0.1709602326154709
such,0.406057745218277,0.16911613941192627,0.10853005945682526,0.3575236201286316,0.16381122171878815,0.20387478172779083,0.2704046070575714,0.1928504854440689,0.2704046070575714,0.006304405629634857,0.17851735651493073
as,0.41006597876548767,0.2054080367088318,0.2660951018333435,0.48381632566452026,0.17184753715991974,0.2644319534301758,0.3887844979763031,0.22265762090682983,0.3887844979763031,0.08574230223894119,0.27043893933296204
the,0.6521818041801453,0.27187061309814453,0.32959938049316406,1.0,0.23356813192367554,0.21995973587036133,0.6662389636039734,0.37090015411376953,0.6662389636039734,-0.007670710328966379,0.22068053483963013
cosby,0.15658517181873322,0.1739194542169571,0.15992239117622375,0.1713472455739975,0.2400999516248703,0.21924901008605957,0.21394504606723785,0.2547414302825928,0.21394504606723785,0.19661657512187958,0.2721741497516632
show,0.32096749544143677,0.327574223279953,0.14558951556682587,0.319829523563385,0.3544621169567108,0.22444236278533936,0.27595704793930054,0.2167469561100006,0.27595704793930054,-0.011621082201600075,0.2520138621330261
",",0.3658004403114319,0.1932937651872635,0.2857684791088104,0.4933079481124878,0.21650241315364838,0.2561914026737213,0.5201468467712402,0.253568559885025,0.5201468467712402,0.1623975932598114,0.31091248989105225
cheers,0.21806487441062927,0.18147055804729462,0.1696905791759491,0.20615053176879883,0.28916555643081665,0.23044823110103607,0.21893979609012604,0.20750457048416138,0.21893979609012604,0.013981353491544724,0.5123106241226196
and,0.506277859210968,0.27591994404792786,0.31112781167030334,0.5171257257461548,0.24109064042568207,0.31077226996421814,0.4954058527946472,0.2647855281829834,0.4954058527946472,0.01118233148008585,0.20544172823429108
miami,0.2113117128610611,0.17295613884925842,0.08897064626216888,0.19180938601493835,0.19328252971172333,0.0863834097981453,0.17197883129119873,0.2317274659872055,0.17197883129119873,0.10122032463550568,0.14054250717163086
vice,0.12180701643228531,0.17316477000713348,0.19583339989185333,0.2412198781967163,0.1578504741191864,0.1409979611635208,0.14977192878723145,0.21930812299251556,0.14977192878723145,0.0562855564057827,0.1369185745716095
