,at,millingen,aan,de,rijn,where,the,rhine,splits,",",what,does,it,change,it,'s,name,to,?
the,0.457212895154953,0.2378097027540207,0.16527047753334045,0.23491892218589783,0.15022686123847961,0.5003893971443176,1.0,0.30735138058662415,0.3816553056240082,0.4933079481124878,0.42745697498321533,0.35928019881248474,0.6251175999641418,0.3641999065876007,0.6251175999641418,-0.01540423184633255,0.3171212375164032,0.535392165184021,0.22068053483963013
shape,0.13078007102012634,0.14453545212745667,0.11659794300794601,0.05371329188346863,0.12781573832035065,0.20171105861663818,0.29087939858436584,0.11089693009853363,0.2685268819332123,0.224068284034729,0.26758873462677,0.23946651816368103,0.32039815187454224,0.3620704710483551,0.32039815187454224,0.035907089710235596,0.21588827669620514,0.2912862002849579,0.11426173895597458
of,0.42558613419532776,0.24729877710342407,0.09112474322319031,0.26292696595191956,0.20357760787010193,0.38066378235816956,0.733189046382904,0.2548927664756775,0.2859184443950653,0.4946078956127167,0.33290785551071167,0.3119818866252899,0.38761502504348755,0.2569013833999634,0.38761502504348755,-0.03817026689648628,0.24075818061828613,0.41548454761505127,0.1826142966747284
the,0.457212895154953,0.2378097027540207,0.16527047753334045,0.23491892218589783,0.15022686123847961,0.5003893971443176,1.0,0.30735138058662415,0.3816553056240082,0.4933079481124878,0.42745697498321533,0.35928019881248474,0.6251175999641418,0.3641999065876007,0.6251175999641418,-0.01540423184633255,0.3171212375164032,0.535392165184021,0.22068053483963013
rhine,0.19469857215881348,0.5160973072052002,0.29843002557754517,0.17065118253231049,0.41360682249069214,0.2007746696472168,0.30735138058662415,1.0,0.15325769782066345,0.167837992310524,0.16475653648376465,0.13532963395118713,0.17693428695201874,0.14710880815982819,0.17693428695201874,0.0778765007853508,0.12217257916927338,0.1736302673816681,0.13754533231258392
delta,0.1374879777431488,0.1182999312877655,0.14431864023208618,0.12472070753574371,0.15940332412719727,0.2060132622718811,0.22022446990013123,0.21930839121341705,0.1807660460472107,0.2192559540271759,0.11423289775848389,0.1373838186264038,0.20976631343364716,0.12079797685146332,0.20976631343364716,0.1116364523768425,0.12350775301456451,0.16459326446056366,0.14208948612213135
is,0.25906258821487427,0.20007675886154175,0.1737658977508545,0.20309367775917053,0.14968563616275787,0.3586711287498474,0.5823672413825989,0.15617261826992035,0.26537737250328064,0.4691906273365021,0.28837618231773376,0.4403602182865143,0.6328473687171936,0.33028605580329895,0.6328473687171936,0.02396530658006668,0.3359788954257965,0.42745086550712585,0.22961433231830597
determined,0.20816855132579803,0.10758890956640244,0.11404348164796829,0.10183098912239075,0.1499730944633484,0.27922913432121277,0.3632190227508545,0.16228258609771729,0.25724920630455017,0.20723886787891388,0.2784222662448883,0.3343452513217926,0.22493480145931244,0.3451959788799286,0.22493480145931244,-0.04891816899180412,0.14734789729118347,0.3210490345954895,0.19379007816314697
by,0.2368064820766449,0.131650909781456,0.06511744111776352,0.1910746693611145,0.17609277367591858,0.2641284465789795,0.4408751428127289,0.18456800282001495,0.1630847156047821,0.3680937886238098,0.2455483376979828,0.143477201461792,0.40926623344421387,0.2329561412334442,0.40926623344421387,-0.010884488001465797,0.25480157136917114,0.33534231781959534,0.17966607213020325
two,0.32178381085395813,0.14368411898612976,0.11003317683935165,0.17332950234413147,0.17344693839550018,0.32765963673591614,0.43858039379119873,0.18329967558383942,0.413967490196228,0.35859420895576477,0.23363454639911652,0.2100418359041214,0.28080877661705017,0.175460547208786,0.28080877661705017,0.038143858313560486,0.18348293006420135,0.3343428373336792,0.19645625352859497
