,what,type,of,engines,became,popular,for,power,generation,after,piston,steam,engines,?
reciprocating,0.3255842924118042,0.304313600063324,0.27445268630981445,0.3725995421409607,0.06188945099711418,0.16395694017410278,0.33894744515419006,0.289396196603775,0.3073296546936035,0.1884988248348236,0.4374397397041321,0.2718157172203064,0.3725995421409607,0.2616906762123108
piston,0.13301563262939453,0.1932917833328247,0.15260520577430725,0.457582950592041,0.11792386323213577,0.1561671495437622,0.13033834099769592,0.2695995271205902,0.2153571993112564,0.10167483985424042,1.0000001192092896,0.3801049590110779,0.457582950592041,0.17207856476306915
type,0.2722663879394531,1.0000001192092896,0.18112817406654358,0.14994610846042633,0.09990005195140839,0.21348001062870026,0.20848464965820312,0.09106644988059998,0.22990892827510834,0.09807434678077698,0.1932917833328247,0.2094206064939499,0.14994610846042633,0.17536182701587677
steam,0.15672586858272552,0.2094206064939499,0.20239725708961487,0.4903687536716461,0.16910558938980103,0.2914596498012543,0.19393667578697205,0.35972869396209717,0.2492176592350006,0.17783430218696594,0.3801049590110779,1.0000001192092896,0.4903687536716461,0.113324373960495
engines,0.1634974628686905,0.14994610846042633,0.17593856155872345,1.0000001192092896,0.16198648512363434,0.16749583184719086,0.19945158064365387,0.3073769509792328,0.20379313826560974,0.18249601125717163,0.457582950592041,0.4903687536716461,1.0000001192092896,0.18940703570842743
remained,0.1733817607164383,0.04520195722579956,0.35287612676620483,0.17769627273082733,0.5749397873878479,0.24046500027179718,0.17849485576152802,0.20304328203201294,0.117258220911026,0.332328736782074,0.15290430188179016,0.2021377831697464,0.17769627273082733,0.08263323456048965
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2245008647441864,0.36325156688690186,0.2724021077156067,0.4739971458911896,0.2647338807582855,0.26573610305786133,0.4565047025680542,0.22337445616722107,0.23105813562870026,0.2245008647441864,0.22068053483963013
dominant,0.21783894300460815,0.21512246131896973,0.3018357455730438,0.1701275259256363,0.23370766639709473,0.26897841691970825,0.21235959231853485,0.27562618255615234,0.3182425796985626,0.18180593848228455,0.1396138221025467,0.18495407700538635,0.1701275259256363,0.07625212520360947
source,0.2553733289241791,0.19904370605945587,0.18598204851150513,0.2280399650335312,0.09892452508211136,0.15934599936008453,0.24517817795276642,0.2376585751771927,0.215984508395195,0.15709757804870605,0.21584348380565643,0.190715953707695,0.2280399650335312,0.2462312877178192
of,0.33290785551071167,0.18112817406654358,1.0,0.17593856155872345,0.3638904094696045,0.25281813740730286,0.4185989499092102,0.25273123383522034,0.23948384821414948,0.3867455720901489,0.15260520577430725,0.20239725708961487,0.17593856155872345,0.1826142966747284
power,0.22216427326202393,0.09106644988059998,0.25273123383522034,0.3073769509792328,0.20213118195533752,0.18941287696361542,0.15072456002235413,1.0000001192092896,0.268250048160553,0.22973893582820892,0.2695995271205902,0.35972869396209717,0.3073769509792328,0.15304024517536163
until,0.2693650424480438,0.08382980525493622,0.2787701487541199,0.19401630759239197,0.4033956825733185,0.21560947597026825,0.2802979350090027,0.1498769372701645,0.14890116453170776,0.43726685643196106,0.1692977249622345,0.19970092177391052,0.19401630759239197,0.20304496586322784
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2245008647441864,0.36325156688690186,0.2724021077156067,0.4739971458911896,0.2647338807582855,0.26573610305786133,0.4565047025680542,0.22337445616722107,0.23105813562870026,0.2245008647441864,0.22068053483963013
early,0.2454567849636078,0.24463579058647156,0.30937549471855164,0.16853192448616028,0.4042510688304901,0.33778220415115356,0.2892865538597107,0.1823132336139679,0.25648701190948486,0.3450239300727844,0.11000100523233414,0.24322280287742615,0.16853192448616028,0.15272949635982513
20th,0.1850772649049759,0.14924097061157227,0.21726468205451965,0.15909530222415924,0.17939957976341248,0.16304528713226318,0.19465364515781403,0.24901182949543,0.2858169674873352,0.1543927639722824,0.19398881494998932,0.17203637957572937,0.15909530222415924,0.14985637366771698
century,0.20422613620758057,0.12631413340568542,0.2826060354709625,0.15469561517238617,0.3329561948776245,0.30650585889816284,0.18660898506641388,0.15483827888965607,0.261453777551651,0.195833221077919,0.17830562591552734,0.2347051203250885,0.15469561517238617,0.1026201918721199
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20245449244976044,0.2798398435115814,0.2819201350212097,0.4464869201183319,0.2231994867324829,0.2031247764825821,0.38860568404197693,0.20961400866508484,0.2264556586742401,0.20245449244976044,0.31091248989105225
when,0.4700249433517456,0.17292563617229462,0.3757161796092987,0.23498889803886414,0.32363733649253845,0.18394137918949127,0.43402108550071716,0.28225177526474,0.14475411176681519,0.5331412553787231,0.2624344825744629,0.29351481795310974,0.23498889803886414,0.22841128706932068
advances,0.2105628252029419,0.09775768220424652,0.27895745635032654,0.234452486038208,0.16175010800361633,0.21765543520450592,0.2510219216346741,0.23602217435836792,0.20644594728946686,0.21729634702205658,0.20332932472229004,0.21999195218086243,0.234452486038208,0.12414493411779404
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.18084456026554108,0.31047213077545166,0.3157482445240021,0.4322226941585541,0.16666220128536224,0.1854984611272812,0.44050168991088867,0.21022552251815796,0.19852672517299652,0.18084456026554108,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2245008647441864,0.36325156688690186,0.2724021077156067,0.4739971458911896,0.2647338807582855,0.26573610305786133,0.4565047025680542,0.22337445616722107,0.23105813562870026,0.2245008647441864,0.22068053483963013
design,0.23893405497074127,0.19864718616008759,0.2522938847541809,0.38155606389045715,0.17423775792121887,0.12411224097013474,0.2477298229932785,0.1789396107196808,0.26397839188575745,0.06221819669008255,0.3349178433418274,0.2571820318698883,0.38155606389045715,0.16351860761642456
of,0.33290785551071167,0.18112817406654358,1.0,0.17593856155872345,0.3638904094696045,0.25281813740730286,0.4185989499092102,0.25273123383522034,0.23948384821414948,0.3867455720901489,0.15260520577430725,0.20239725708961487,0.17593856155872345,0.1826142966747284
electric,0.15451551973819733,0.19005827605724335,0.17329032719135284,0.27716219425201416,0.09894633293151855,0.17705342173576355,0.2190219610929489,0.34122735261917114,0.27617523074150085,0.11947925388813019,0.29808443784713745,0.3633075952529907,0.27716219425201416,0.15674720704555511
motors,0.180420383810997,0.14483754336833954,0.17503497004508972,0.4789537489414215,0.18162624537944794,0.20692817866802216,0.19300910830497742,0.3177069425582886,0.33686357736587524,0.11692390590906143,0.37302228808403015,0.3802523612976074,0.4789537489414215,0.16430476307868958
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.21148960292339325,0.31226563453674316,0.3164171278476715,0.5064792633056641,0.27496716380119324,0.23469051718711853,0.3765919506549835,0.18715782463550568,0.24133789539337158,0.21148960292339325,0.20544172823429108
internal,0.2065390944480896,0.1597461998462677,0.273920476436615,0.35454675555229187,0.11989372968673706,0.05435612425208092,0.21200111508369446,0.21354612708091736,0.18326157331466675,0.14653293788433075,0.3259240388870239,0.21935473382472992,0.35454675555229187,0.1665428727865219
