,what,was,tesla,'s,mother,'s,name,?
tesla,0.23221199214458466,0.16455206274986267,0.9999999403953552,0.06449045985937119,0.0837036594748497,0.06449045985937119,0.15570181608200073,0.10250775516033173
's,0.02692362666130066,0.008974763564765453,0.06449045985937119,0.9999999403953552,0.03889143466949463,0.9999999403953552,0.08507627248764038,-0.023395681753754616
mother,0.20282095670700073,0.28349727392196655,0.0837036594748497,0.03889143466949463,1.0,0.03889143466949463,0.2326076626777649,0.15180644392967224
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.30403390526771545,-0.0016132977325469255,0.28145334124565125,0.31091248989105225
đuka,0.12844999134540558,0.2614290714263916,0.3548438251018524,-0.04315226525068283,0.18955747783184052,-0.04315226525068283,0.07550017535686493,0.09384949505329132
tesla,0.23221199214458466,0.16455206274986267,0.9999999403953552,0.06449045985937119,0.0837036594748497,0.06449045985937119,0.15570181608200073,0.10250775516033173
(,0.2411840260028839,0.2980341613292694,0.2156914919614792,0.0012731997994706035,0.21272562444210052,0.0012731997994706035,0.2706909477710724,0.40561532974243164
née,0.10643918067216873,0.2249056100845337,0.11590089648962021,0.014581953175365925,0.4823715388774872,0.014581953175365925,0.1387573927640915,0.16017700731754303
mandić,0.1739497184753418,0.24921372532844543,0.286675363779068,0.1037994772195816,0.26710641384124756,0.1037994772195816,0.2143276482820511,0.16722726821899414
),0.26259949803352356,0.3267642855644226,0.22692398726940155,0.021107977256178856,0.21775713562965393,0.021107977256178856,0.2638341188430786,0.42300865054130554
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.30403390526771545,-0.0016132977325469255,0.28145334124565125,0.31091248989105225
whose,0.22831642627716064,0.2162860482931137,0.17088600993156433,-0.019954677671194077,0.2667029798030853,-0.019954677671194077,0.2720237076282501,0.16990536451339722
father,0.21527598798274994,0.3492507338523865,0.08892767131328583,0.029256420210003853,0.7780900001525879,0.029256420210003853,0.21667927503585815,0.14826634526252747
was,0.22111038863658905,1.0000001192092896,0.16455206274986267,0.008974763564765453,0.28349727392196655,0.008974763564765453,0.2646567225456238,0.18412111699581146
also,0.42747777700424194,0.4032125174999237,0.16213464736938477,-0.0014726108638569713,0.3031139075756073,-0.0014726108638569713,0.34663957357406616,0.21848613023757935
an,0.2821882665157318,0.3694365322589874,0.13714656233787537,0.025255560874938965,0.12154863774776459,0.025255560874938965,0.22033736109733582,0.19793890416622162
orthodox,0.21725283563137054,0.2057921141386032,0.2568820118904114,0.030631132423877716,0.2047746479511261,0.030631132423877716,0.08071581274271011,0.20826838910579681
priest,0.1868823766708374,0.2762300968170166,0.1718987375497818,-0.005394737236201763,0.24456992745399475,-0.005394737236201763,0.12462211400270462,0.1474698781967163
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.30403390526771545,-0.0016132977325469255,0.28145334124565125,0.31091248989105225
:10,0.11829477548599243,0.1669110804796219,-0.0881764143705368,0.0748058632016182,0.09319067746400833,0.0748058632016182,0.12628090381622314,0.02304980531334877
had,0.23849567770957947,0.5927209258079529,0.12050733715295792,-0.004401352722197771,0.21339581906795502,-0.004401352722197771,0.1840408891439438,0.20728366076946259
a,0.3320399522781372,0.4508470594882965,0.2211925983428955,0.04866964742541313,0.2082238644361496,0.04866964742541313,0.26421117782592773,0.23916715383529663
talent,0.20876705646514893,0.28871479630470276,0.2182157337665558,0.06876829266548157,0.2634180188179016,0.06876829266548157,0.17931310832500458,0.16550226509571075
for,0.3017193675041199,0.3863949179649353,0.13983871042728424,-0.07241261005401611,0.15797074139118195,-0.07241261005401611,0.25737348198890686,0.264628142118454
making,0.30777570605278015,0.28285154700279236,0.18178114295005798,0.043641600757837296,0.15505312383174896,0.043641600757837296,0.12650924921035767,0.2539324164390564
home,0.1608789712190628,0.25139835476875305,0.03651725873351097,0.07170099765062332,0.31207311153411865,0.07170099765062332,0.16885216534137726,0.0757145956158638
craft,0.19500882923603058,0.11311835050582886,0.1785394698381424,0.06482605636119843,0.16315370798110962,0.06482605636119843,0.08317232131958008,0.1354445517063141
tools,0.3442733585834503,0.1372663676738739,0.23483791947364807,-0.004947378300130367,0.060514114797115326,-0.004947378300130367,0.11951850354671478,0.30193743109703064
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.30403390526771545,-0.0016132977325469255,0.28145334124565125,0.31091248989105225
mechanical,0.22318285703659058,0.21271365880966187,0.399202823638916,0.021431105211377144,0.12650015950202942,0.021431105211377144,0.09268735349178314,0.10079140216112137
appliances,0.22092172503471375,0.17001184821128845,0.37127581238746643,0.0678497850894928,0.12997637689113617,0.0678497850894928,0.08568039536476135,0.1466084122657776
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.30403390526771545,-0.0016132977325469255,0.28145334124565125,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.19560420513153076,0.06895173341035843,0.30062589049339294,0.06895173341035843,0.21235932409763336,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.22516992688179016,-0.01540423184633255,0.3171212375164032,0.22068053483963013
ability,0.26366251707077026,0.11905787140130997,0.22248192131519318,0.014099662192165852,0.15302589535713196,0.014099662192165852,0.0840071588754654,0.1955445408821106
to,0.455847829580307,0.3636345863342285,0.17548894882202148,0.03782717138528824,0.2733205258846283,0.03782717138528824,0.27806994318962097,0.29463258385658264
memorize,0.36219504475593567,0.12074840813875198,0.20201346278190613,0.039411403238773346,0.2139962762594223,0.039411403238773346,0.1966203898191452,0.26351967453956604
serbian,0.17299731075763702,0.20167015492916107,0.3454362452030182,0.08339866995811462,0.10721275210380554,0.08339866995811462,0.0729266107082367,0.11544056981801987
epic,0.23931360244750977,0.15636561810970306,0.11435943841934204,-0.038259126245975494,0.15834063291549683,-0.038259126245975494,0.12066414952278137,0.22517812252044678
poems,0.12076784670352936,0.16765257716178894,0.06440111994743347,0.04816471412777901,0.19204659759998322,0.04816471412777901,0.13425996899604797,0.1622314602136612
.,0.3567904531955719,0.40146201848983765,0.17949827015399933,-0.003708066651597619,0.27072274684906006,-0.003708066651597619,0.24737101793289185,0.4130953550338745
