,who,was,genghis,khan,'s,father,?
he,0.5500732064247131,0.5410010814666748,0.28288567066192627,0.24136358499526978,0.024063590914011,0.4997532367706299,0.2089974731206894
was,0.3318818509578705,1.0000001192092896,0.3037589192390442,0.23483267426490784,0.008974763564765453,0.3492507338523865,0.18412111699581146
the,0.3733934462070465,0.48711544275283813,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.24010279774665833,0.22068053483963013
second-oldest,0.2948259711265564,0.38703417778015137,0.26703450083732605,0.22235536575317383,-0.04794931784272194,0.27178850769996643,0.286866158246994
son,0.3958503007888794,0.3045712113380432,0.34843745827674866,0.27596136927604675,-0.035570673644542694,0.6500785946846008,0.14735563099384308
of,0.2827862501144409,0.4069072902202606,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.22142449021339417,0.1826142966747284
his,0.44966956973075867,0.4405253231525421,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.5241755247116089,0.18075084686279297
father,0.4164644777774811,0.3492507338523865,0.28569796681404114,0.2717169225215912,0.029256420210003853,1.0,0.14826634526252747
yesügei,0.24024039506912231,0.2201683521270752,0.4269663393497467,0.3818969130516052,0.03585238382220268,0.25458455085754395,0.3550947606563568
",",0.3365725874900818,0.45456063747406006,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.30597206950187683,0.31091248989105225
a,0.36608949303627014,0.4508470594882965,0.194350928068161,0.1743650734424591,0.04866964742541313,0.22525158524513245,0.23916715383529663
khamag,0.24000760912895203,0.25947049260139465,0.5208006501197815,0.6006611585617065,0.0027096716221421957,0.22095690667629242,0.18921351432800293
mongol,0.22505711019039154,0.17204789817333221,0.6244974732398987,0.5576101541519165,-0.05976467952132225,0.14392048120498657,0.12849251925945282
's,0.05599616840481758,0.008974763564765453,0.031423866748809814,0.05307086929678917,0.9999999403953552,0.029256420210003853,-0.023395681753754616
major,0.17810054123401642,0.20676274597644806,0.18589334189891815,0.2116227149963379,-0.010959804058074951,0.12961037456989288,0.19788557291030884
chief,0.2604494094848633,0.2651097774505615,0.28865501284599304,0.23340407013893127,0.04866407439112663,0.2671160399913788,0.09466830641031265
of,0.2827862501144409,0.4069072902202606,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.22142449021339417,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.24010279774665833,0.22068053483963013
kiyad,0.2666354775428772,0.31384244561195374,0.5240398049354553,0.47645360231399536,-0.010431322269141674,0.29234999418258667,0.28005725145339966
and,0.41279885172843933,0.3740963041782379,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.3168204128742218,0.20544172823429108
an,0.2848317325115204,0.3694365322589874,0.14007556438446045,0.12960869073867798,0.025255560874938965,0.14175958931446075,0.19793890416622162
ally,0.3800370395183563,0.3238118886947632,0.25890666246414185,0.223036989569664,0.0734705775976181,0.33556196093559265,0.10381226241588593
of,0.2827862501144409,0.4069072902202606,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.22142449021339417,0.1826142966747284
toghrul,0.21635739505290985,0.2445739507675171,0.4040810763835907,0.4207839071750641,0.1209915354847908,0.1964530348777771,0.24630779027938843
khan,0.2616176903247833,0.23483267426490784,0.5896923542022705,1.0,0.05307086929678917,0.2717169225215912,0.12862591445446014
of,0.2827862501144409,0.4069072902202606,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.22142449021339417,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.24010279774665833,0.22068053483963013
keraite,0.3203418552875519,0.27104637026786804,0.46109575033187866,0.33977314829826355,0.06373780965805054,0.24224786460399628,0.23286446928977966
tribe,0.2723805904388428,0.18090631067752838,0.3625386655330658,0.3117479681968689,0.067699134349823,0.16479159891605377,0.11037874221801758
",",0.3365725874900818,0.45456063747406006,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.30597206950187683,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.3168204128742218,0.20544172823429108
the,0.3733934462070465,0.48711544275283813,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.24010279774665833,0.22068053483963013
oldest,0.2502763569355011,0.29228392243385315,0.21217986941337585,0.14978118240833282,-0.014085551723837852,0.20516584813594818,0.14864160120487213
son,0.3958503007888794,0.3045712113380432,0.34843745827674866,0.27596136927604675,-0.035570673644542694,0.6500785946846008,0.14735563099384308
of,0.2827862501144409,0.4069072902202606,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.22142449021339417,0.1826142966747284
his,0.44966956973075867,0.4405253231525421,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.5241755247116089,0.18075084686279297
mother,0.3498775064945221,0.28349727392196655,0.19527146220207214,0.20759077370166779,0.03889143466949463,0.7780900001525879,0.15180644392967224
hoelun,0.30049383640289307,0.30508533120155334,0.4529205560684204,0.31565603613853455,0.037844713777303696,0.23152583837509155,0.19743679463863373
.,0.3541337847709656,0.40146201848983765,0.25373268127441406,0.19819748401641846,-0.003708066651597619,0.2509099841117859,0.4130953550338745
