,who,was,edward,the,confessor,'s,half-brother,?
when,0.48282691836357117,0.37326499819755554,0.22842739522457123,0.5091903209686279,0.24121160805225372,-0.03368149697780609,0.3467754125595093,0.22841128706932068
finally,0.2843495011329651,0.3442646861076355,0.19022510945796967,0.4516841769218445,0.33602088689804077,-0.00435760198161006,0.27154281735420227,0.16868984699249268
edward,0.25107425451278687,0.22979897260665894,0.9999999403953552,0.1896408498287201,0.4057949483394623,-0.12474573403596878,0.4072830379009247,0.1439376026391983
the,0.3733934462070465,0.48711544275283813,0.1896408498287201,1.0,0.23849716782569885,-0.01540423184633255,0.29129859805107117,0.22068053483963013
confessor,0.27534452080726624,0.3344533443450928,0.4057949483394623,0.23849716782569885,1.0000001192092896,-0.0010690796189010143,0.4156055748462677,0.17480003833770752
returned,0.23187772929668427,0.4257400631904602,0.16215650737285614,0.32857778668403625,0.254844605922699,-0.04012485593557358,0.2957753539085388,0.07695316523313522
from,0.27839982509613037,0.31171464920043945,0.09603811055421829,0.40150508284568787,0.17567360401153564,-0.01936490088701248,0.22783440351486206,0.19969791173934937
his,0.44966956973075867,0.4405253231525421,0.2552046477794647,0.4394008219242096,0.34518933296203613,0.047556519508361816,0.4787575900554657,0.18075084686279297
father,0.4164644777774811,0.3492507338523865,0.2921515107154846,0.24010279774665833,0.36720454692840576,0.029256420210003853,0.6340210437774658,0.14826634526252747
's,0.05599616840481758,0.008974763564765453,-0.12474573403596878,-0.01540423184633255,-0.0010690796189010143,0.9999999403953552,-0.0015297123463824391,-0.023395681753754616
refuge,0.24543017148971558,0.11970147490501404,0.23015162348747253,0.24821332097053528,0.2111562192440033,-0.07019711285829544,0.2141585350036621,0.10042177140712738
in,0.2792111933231354,0.45514053106307983,0.19466985762119293,0.6662389636039734,0.2568356394767761,-0.037580832839012146,0.32226672768592834,0.20430970191955566
1041,-0.035425737500190735,0.08103794604539871,-0.0037369246128946543,0.18326260149478912,0.024894634261727333,0.0053651295602321625,0.034134697169065475,-0.018762150779366493
",",0.3365725874900818,0.45456063747406006,0.21751084923744202,0.4933079481124878,0.2914696931838989,-0.0016132977325469255,0.3877674341201782,0.31091248989105225
at,0.22096660733222961,0.36707764863967896,0.22425507009029388,0.457212895154953,0.21766284108161926,-0.08481216430664062,0.24345964193344116,0.21978627145290375
the,0.3733934462070465,0.48711544275283813,0.1896408498287201,1.0,0.23849716782569885,-0.01540423184633255,0.29129859805107117,0.22068053483963013
invitation,0.2785566449165344,0.15747112035751343,0.18886086344718933,0.2447957694530487,0.24471864104270935,0.016003210097551346,0.23686492443084717,0.23756657540798187
of,0.2827862501144409,0.4069072902202606,0.1742178201675415,0.733189046382904,0.24835138022899628,-0.03817026689648628,0.2616521120071411,0.1826142966747284
his,0.44966956973075867,0.4405253231525421,0.2552046477794647,0.4394008219242096,0.34518933296203613,0.047556519508361816,0.4787575900554657,0.18075084686279297
half-brother,0.42855358123779297,0.38833925127983093,0.4072830379009247,0.29129859805107117,0.4156055748462677,-0.0015297123463824391,1.0,0.19051197171211243
harthacnut,0.4107314944267273,0.32395631074905396,0.5127267837524414,0.3156718611717224,0.47319769859313965,0.00303420377895236,0.5524614453315735,0.2313898652791977
",",0.3365725874900818,0.45456063747406006,0.21751084923744202,0.4933079481124878,0.2914696931838989,-0.0016132977325469255,0.3877674341201782,0.31091248989105225
he,0.5500732064247131,0.5410010814666748,0.23865345120429993,0.4571082592010498,0.3241933584213257,0.024063590914011,0.40864622592926025,0.2089974731206894
brought,0.32684946060180664,0.35886916518211365,0.13569262623786926,0.32700833678245544,0.20393498241901398,-0.03164028376340866,0.2539142370223999,0.2339296191930771
with,0.3282766342163086,0.27411898970603943,0.1395002156496048,0.4223487675189972,0.17092305421829224,-0.04624466598033905,0.30984944105148315,0.2433311939239502
him,0.5491244792938232,0.3675798773765564,0.22814472019672394,0.39213326573371887,0.41977083683013916,0.004161491058766842,0.3981732726097107,0.23943768441677094
a,0.36608949303627014,0.4508470594882965,0.16167707741260529,0.5829201340675354,0.2384970337152481,0.04866964742541313,0.30920645594596863,0.23916715383529663
norman-educated,0.312826007604599,0.3629330098628998,0.3723944127559662,0.3010770082473755,0.3911851942539215,-0.03555125743150711,0.3454975485801697,0.19663290679454803
mind,0.20334786176681519,0.18094420433044434,0.18777602910995483,0.16300682723522186,0.24925832450389862,0.007844338193535805,0.2511855959892273,0.22109316289424896
.,0.3541337847709656,0.40146201848983765,0.2714897394180298,0.5934505462646484,0.24369454383850098,-0.003708066651597619,0.32828858494758606,0.4130953550338745
