,what,is,the,strongest,main,interaction,?
only,0.41415658593177795,0.44708555936813354,0.5497692227363586,0.3353765904903412,0.34266528487205505,0.2927702069282532,0.2767370045185089
four,0.18057085573673248,0.22331103682518005,0.40344667434692383,0.22978459298610687,0.22894445061683655,0.16118662059307098,0.14532537758350372
main,0.2344268560409546,0.3009335994720459,0.38631999492645264,0.2351764738559723,1.0000001192092896,0.1581277996301651,0.1665669083595276
interactions,0.32324331998825073,0.2037913054227829,0.24155202507972717,0.22248369455337524,0.1591838300228119,0.9526894092559814,0.21664206683635712
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.16421034932136536,0.2828797399997711,0.2743382155895233,0.24591213464736938
known,0.20381177961826324,0.41921812295913696,0.3624623417854309,0.26049795746803284,0.21903498470783234,0.1679985225200653,0.18314571678638458
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,0.016520347446203232,-0.05766917020082474,-0.1669088900089264,-0.07156077772378922
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2373267114162445,0.28862449526786804,0.1950211375951767,0.20430970191955566
order,0.16634008288383484,0.19403748214244843,0.3284194767475128,0.14534319937229156,0.10651892423629761,0.11353621631860733,0.13725648820400238
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.27349069714546204,0.3177044689655304,0.25039973855018616,0.1826142966747284
decreasing,0.21141842007637024,0.22444209456443787,0.318924218416214,0.27281180024147034,0.13761043548583984,0.346206396818161,0.06217806041240692
strength,0.23972263932228088,0.17222268879413605,0.22000056505203247,0.4651830792427063,0.13623835146427155,0.25293293595314026,0.09558156877756119
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2481238842010498,0.2989408075809479,0.197831928730011,0.31091248989105225
they,0.4431931674480438,0.330102801322937,0.49925389885902405,0.2107604444026947,0.19444097578525543,0.24331627786159515,0.2753053903579712
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.16421034932136536,0.2828797399997711,0.2743382155895233,0.24591213464736938
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,0.016520347446203232,-0.05766917020082474,-0.1669088900089264,-0.07156077772378922
strong,0.19839218258857727,0.24643836915493011,0.22482411563396454,0.6300055384635925,0.21962988376617432,0.3332301378250122,0.11990999430418015
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2481238842010498,0.2989408075809479,0.197831928730011,0.31091248989105225
electromagnetic,0.263467937707901,0.220349982380867,0.22307927906513214,0.2596805989742279,0.1456066071987152,0.47438129782676697,0.16735313832759857
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2481238842010498,0.2989408075809479,0.197831928730011,0.31091248989105225
weak,0.2838204503059387,0.21422678232192993,0.19635674357414246,0.5146735310554504,0.13970708847045898,0.3161022961139679,0.1458035111427307
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2481238842010498,0.2989408075809479,0.197831928730011,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.26421281695365906,0.29831406474113464,0.24703773856163025,0.20544172823429108
gravitational,0.23380526900291443,0.20917914807796478,0.2145237773656845,0.2555896043777466,0.1521419882774353,0.46048784255981445,0.17902444303035736
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.22475631535053253,0.31122034788131714,0.23142296075820923,0.4130953550338745
