,what,began,in,1527,when,luther,introdued,the,new,order,of,worship,?
luther,0.2134782373905182,0.17262868583202362,0.20523880422115326,0.11486634612083435,0.14516782760620117,1.0,0.16594015061855316,0.1759674996137619,0.14555130898952484,0.15481990575790405,0.1719115972518921,0.24786995351314545,0.1732746809720993
and,0.31309178471565247,0.3021392226219177,0.4954058527946472,0.21745556592941284,0.4716290831565857,0.20796556770801544,0.2686634361743927,0.5171257257461548,0.31402453780174255,0.2671266496181488,0.5116966962814331,0.23005808889865875,0.20544172823429108
his,0.26976513862609863,0.34144559502601624,0.3598145842552185,0.27222514152526855,0.37120407819747925,0.27093374729156494,0.25382551550865173,0.4394008219242096,0.24132801592350006,0.18186849355697632,0.38364991545677185,0.21135154366493225,0.18075084686279297
colleagues,0.23925349116325378,0.1740466207265854,0.21033704280853271,0.01125242654234171,0.23700353503227234,0.15299086272716522,0.2046838253736496,0.1930164247751236,0.1461128443479538,0.13708432018756866,0.2139822542667389,0.08095735311508179,0.15860716998577118
introduced,0.09417270123958588,0.26186472177505493,0.2614979147911072,-0.0005961835850030184,0.21339701116085052,0.05522856488823891,0.7899101376533508,0.242969810962677,0.285953551530838,0.15918591618537903,0.23328952491283417,0.09762096405029297,0.16386865079402924
the,0.42745697498321533,0.3059147596359253,0.6662389636039734,0.23505787551403046,0.5091903209686279,0.1759674996137619,0.2031450718641281,1.0,0.3845241069793701,0.3284194767475128,0.733189046382904,0.2739982008934021,0.22068053483963013
new,0.2130378633737564,0.22779060900211334,0.3758552670478821,0.1190953478217125,0.257220059633255,0.14555130898952484,0.26919203996658325,0.3845241069793701,0.9999999403953552,0.1788160651922226,0.343457967042923,0.18809077143669128,0.14782847464084625
order,0.16634008288383484,0.1833607703447342,0.24184700846672058,-0.0025486096274107695,0.2338472604751587,0.15481990575790405,0.18475301563739777,0.3284194767475128,0.1788160651922226,1.0000001192092896,0.31287699937820435,0.16300898790359497,0.13725648820400238
of,0.33290785551071167,0.2330763041973114,0.5696388483047485,0.12542112171649933,0.3757161796092987,0.1719115972518921,0.19145621359348297,0.733189046382904,0.343457967042923,0.31287699937820435,1.0,0.2610277831554413,0.1826142966747284
worship,0.2504543364048004,0.16849114000797272,0.17689664661884308,0.1370774507522583,0.16253983974456787,0.24786995351314545,0.177586168050766,0.2739982008934021,0.18809077143669128,0.16300898790359497,0.2610277831554413,0.9999999403953552,0.17813213169574738
during,0.24137552082538605,0.44479745626449585,0.4627237319946289,0.1804177612066269,0.46721696853637695,0.18200165033340454,0.15509133040905,0.4838213622570038,0.19458933174610138,0.14459867775440216,0.3869180977344513,0.15318380296230316,0.1325719803571701
their,0.35142919421195984,0.29290321469306946,0.34976133704185486,0.14925779402256012,0.3682888448238373,0.1988239735364914,0.18153950572013855,0.516537070274353,0.25697171688079834,0.27875247597694397,0.4329940676689148,0.27117663621902466,0.1898253709077835
visitation,0.17732800543308258,0.12829676270484924,0.21950778365135193,0.15736760199069977,0.18799735605716705,0.16479195654392242,0.16904166340827942,0.23022647202014923,0.10613234341144562,0.20349633693695068,0.2854449152946472,0.3520510494709015,0.20230261981487274
of,0.33290785551071167,0.2330763041973114,0.5696388483047485,0.12542112171649933,0.3757161796092987,0.1719115972518921,0.19145621359348297,0.733189046382904,0.343457967042923,0.31287699937820435,1.0,0.2610277831554413,0.1826142966747284
the,0.42745697498321533,0.3059147596359253,0.6662389636039734,0.23505787551403046,0.5091903209686279,0.1759674996137619,0.2031450718641281,1.0,0.3845241069793701,0.3284194767475128,0.733189046382904,0.2739982008934021,0.22068053483963013
electorate,0.2379383146762848,0.12032004445791245,0.2352893352508545,0.07106170803308487,0.14022696018218994,0.1452181488275528,0.172812819480896,0.23709100484848022,0.268124520778656,0.19575074315071106,0.3167199194431305,0.1568145751953125,0.1467054933309555
of,0.33290785551071167,0.2330763041973114,0.5696388483047485,0.12542112171649933,0.3757161796092987,0.1719115972518921,0.19145621359348297,0.733189046382904,0.343457967042923,0.31287699937820435,1.0,0.2610277831554413,0.1826142966747284
saxony,0.20899251103401184,0.12446961551904678,0.25673431158065796,0.1805683821439743,0.20117338001728058,0.2548035979270935,0.06439264863729477,0.27077290415763855,0.21360622346401215,0.18698179721832275,0.3575356900691986,0.15193651616573334,0.17603406310081482
",",0.3087472915649414,0.2705576717853546,0.5201468467712402,0.1986391693353653,0.36674630641937256,0.23255878686904907,0.2407727837562561,0.4933079481124878,0.36073189973831177,0.22478096187114716,0.4946078956127167,0.19550569355487823,0.31091248989105225
which,0.5261979103088379,0.15610557794570923,0.4840516746044159,0.12519241869449615,0.572554349899292,0.17501473426818848,0.1933438926935196,0.6521818041801453,0.33739399909973145,0.32510286569595337,0.5011631846427917,0.2632685601711273,0.25814583897590637
began,0.1665823757648468,1.0,0.34154343605041504,0.14542941749095917,0.25673019886016846,0.17262868583202362,0.272500216960907,0.3059147596359253,0.22779060900211334,0.1833607703447342,0.2330763041973114,0.16849114000797272,0.1370266228914261
