,name,a,larger,car,that,toyota,came,up,with,as,buyers,lamented,the,small,sized,compacts,?
some,0.18756690621376038,0.34539633989334106,0.3447200655937195,0.17440161108970642,0.6049469113349915,0.12611602246761322,0.30930107831954956,0.336993008852005,0.3924338221549988,0.4293700158596039,0.2605259120464325,0.2527875304222107,0.4566698372364044,0.39604613184928894,0.2503693401813507,0.3002340495586395,0.2562315762042999
buyers,0.13412106037139893,0.26643452048301697,0.24095521867275238,0.34954339265823364,0.3340986967086792,0.3807936906814575,0.20091722905635834,0.17944687604904175,0.20173437893390656,0.2153129279613495,0.9999998807907104,0.09955700486898422,0.26482927799224854,0.18039976060390472,0.2409488707780838,0.37906575202941895,0.16299520432949066
lamented,0.12667275965213776,0.21351630985736847,0.17577768862247467,0.05862133204936981,0.25377804040908813,0.02933802269399166,0.2623407244682312,0.1516464352607727,0.2544715702533722,0.2664712071418762,0.09955700486898422,1.0,0.25444838404655457,0.16696251928806305,0.2478918731212616,0.0984712764620781,0.13069462776184082
the,0.3171212375164032,0.5829201340675354,0.378620445728302,0.19754165410995483,0.5473989248275757,0.175506591796875,0.39390382170677185,0.38423117995262146,0.4223487675189972,0.48381632566452026,0.26482927799224854,0.25444838404655457,1.0,0.39655908942222595,0.23903165757656097,0.265345960855484,0.22068053483963013
small,0.18034958839416504,0.41262131929397583,0.6019567251205444,0.19883011281490326,0.351526141166687,0.1932985484600067,0.2319909781217575,0.3115811347961426,0.28140774369239807,0.2644537687301636,0.18039976060390472,0.16696251928806305,0.39655908942222595,1.0,0.5559731125831604,0.31243622303009033,0.13914890587329865
size,0.26006603240966797,0.24953703582286835,0.5483319163322449,0.2041770964860916,0.3037673830986023,0.27197664976119995,0.13014300167560577,0.28168144822120667,0.19676974415779114,0.23959164321422577,0.22179843485355377,0.12278822809457779,0.2946445941925049,0.46566784381866455,0.6295106410980225,0.38871118426322937,0.13693112134933472
of,0.24075818061828613,0.5052502155303955,0.32469573616981506,0.1781313419342041,0.41498205065727234,0.1666925847530365,0.3201526999473572,0.32945773005485535,0.41827285289764404,0.3886612355709076,0.1887296736240387,0.24192140996456146,0.733189046382904,0.353353351354599,0.2283622771501541,0.2642667591571808,0.1826142966747284
the,0.3171212375164032,0.5829201340675354,0.378620445728302,0.19754165410995483,0.5473989248275757,0.175506591796875,0.39390382170677185,0.38423117995262146,0.4223487675189972,0.48381632566452026,0.26482927799224854,0.25444838404655457,1.0,0.39655908942222595,0.23903165757656097,0.265345960855484,0.22068053483963013
first,0.3163818418979645,0.4287874400615692,0.20728200674057007,0.19753673672676086,0.3482176661491394,0.196528822183609,0.32804781198501587,0.2506323456764221,0.2691199779510498,0.33842000365257263,0.17380447685718536,0.21574488282203674,0.49448907375335693,0.15905256569385529,0.14103402197360992,0.21739311516284943,0.18701928853988647
japanese,0.14053042232990265,0.24601349234580994,0.11578597873449326,0.06280384212732315,0.22079560160636902,0.3477569818496704,0.13838303089141846,0.17795974016189575,0.13169635832309723,0.18128801882266998,0.18889987468719482,0.13393226265907288,0.21599429845809937,0.1307593286037445,0.14365863800048828,0.15097813308238983,0.12021756172180176
compacts,0.14474789798259735,0.27668124437332153,0.27350741624832153,0.28531283140182495,0.31611940264701843,0.3288259208202362,0.25426027178764343,0.21703970432281494,0.26127877831459045,0.2699102759361267,0.37906575202941895,0.0984712764620781,0.265345960855484,0.31243622303009033,0.3745545446872711,1.0000001192092896,0.1550748199224472
",",0.28145334124565125,0.427140474319458,0.2491181194782257,0.21104301512241364,0.4137537479400635,0.21259759366512299,0.3049119710922241,0.34193792939186096,0.4120737314224243,0.48816442489624023,0.18525828421115875,0.2864566445350647,0.4933079481124878,0.3083299398422241,0.16738343238830566,0.18933165073394775,0.31091248989105225
and,0.21235932409763336,0.3739250600337982,0.34781917929649353,0.19568514823913574,0.4731321930885315,0.14685073494911194,0.3049735128879547,0.4032393991947174,0.5477725267410278,0.49487000703811646,0.21388040482997894,0.25663521885871887,0.5171257257461548,0.35207539796829224,0.22133584320545197,0.24837042391300201,0.20544172823429108
both,0.2019103318452835,0.3171786069869995,0.29248252511024475,0.13942737877368927,0.4532228112220764,0.15208300948143005,0.2926093339920044,0.28324854373931885,0.4766458570957184,0.42436254024505615,0.23942935466766357,0.20770515501499176,0.4931981563568115,0.2316119223833084,0.22901907563209534,0.25570666790008545,0.19455738365650177
toyota,0.18980596959590912,0.1984649896621704,0.212949737906456,0.4981869161128998,0.21906925737857819,1.0,0.17036072909832,0.23424242436885834,0.10049954801797867,0.22407671809196472,0.3807936906814575,0.02933802269399166,0.175506591796875,0.1932985484600067,0.33844438195228577,0.3288259208202362,0.06279262900352478
and,0.21235932409763336,0.3739250600337982,0.34781917929649353,0.19568514823913574,0.4731321930885315,0.14685073494911194,0.3049735128879547,0.4032393991947174,0.5477725267410278,0.49487000703811646,0.21388040482997894,0.25663521885871887,0.5171257257461548,0.35207539796829224,0.22133584320545197,0.24837042391300201,0.20544172823429108
nissan,0.11435189843177795,0.21595333516597748,0.23420071601867676,0.3315969407558441,0.21233981847763062,0.5362215042114258,0.1162179633975029,0.1635158210992813,0.16778436303138733,0.1677408367395401,0.24757781624794006,0.09057658910751343,0.24678362905979156,0.16984987258911133,0.26729848980903625,0.3003177046775818,0.11686758697032928
(,0.2706909477710724,0.3206180930137634,0.09953869879245758,0.16872528195381165,0.2264307141304016,0.12960021197795868,0.16972680389881134,0.2525939643383026,0.29503780603408813,0.32029855251312256,0.037527795881032944,0.14951346814632416,0.33289089798927307,0.19026362895965576,0.136690154671669,0.15907742083072662,0.40561532974243164
then,0.2490658462047577,0.3970017731189728,0.2530877888202667,0.23841342329978943,0.455153226852417,0.10929149389266968,0.26197412610054016,0.3332931697368622,0.37121716141700745,0.375661164522171,0.18898500502109528,0.07756366580724716,0.4297412931919098,0.281782865524292,0.1290777176618576,0.13004545867443085,0.2884598970413208
known,0.3659360110759735,0.30882248282432556,0.21234314143657684,0.11933210492134094,0.20813259482383728,0.1761791706085205,0.22796744108200073,0.19595219194889069,0.23440474271774292,0.4815765619277954,0.13954930007457733,0.34366574883461,0.3624623417854309,0.23585258424282074,0.2198585867881775,0.19393675029277802,0.18314571678638458
as,0.2851914167404175,0.39550232887268066,0.2847188115119934,0.1940445899963379,0.4735107421875,0.22407671809196472,0.20288845896720886,0.22736889123916626,0.40387406945228577,1.0,0.2153129279613495,0.2664712071418762,0.48381632566452026,0.2644537687301636,0.25976699590682983,0.2699102759361267,0.27043893933296204
datsun,0.21806223690509796,0.22730602324008942,0.08006823062896729,0.13475632667541504,0.20922768115997314,0.4126764237880707,0.1278858184814453,0.15327142179012299,0.15705984830856323,0.14537544548511505,0.22840644419193268,0.1033129096031189,0.22483332455158234,0.126542866230011,0.15371495485305786,0.20152345299720764,0.24280552566051483
),0.2638341188430786,0.3640355169773102,0.11167450249195099,0.18427881598472595,0.23478686809539795,0.1379135698080063,0.18714536726474762,0.25800976157188416,0.3069596290588379,0.32161882519721985,0.03746721148490906,0.1559910923242569,0.3456730246543884,0.2108360379934311,0.13143442571163177,0.14980676770210266,0.42300865054130554
introduced,0.13045251369476318,0.2573881149291992,0.16051983833312988,0.2326672524213791,0.2056519091129303,0.21982815861701965,0.27932676672935486,0.16368155181407928,0.26105520129203796,0.25088563561439514,0.19256801903247833,0.2224520444869995,0.242969810962677,0.17895041406154633,0.26327788829803467,0.25812622904777527,0.16386865079402924
