,where,is,doctor,who,the,record,holder,for,most,successful,science,fiction,series,of,all,time,?
the,0.5003893971443176,0.5823672413825989,0.2820442318916321,0.3733934462070465,1.0,0.23569516837596893,0.228016197681427,0.4739971458911896,0.47635307908058167,0.31354787945747375,0.24037593603134155,0.20230287313461304,0.31376904249191284,0.733189046382904,0.4860881567001343,0.43061500787734985,0.22068053483963013
programme,0.16251133382320404,0.20126456022262573,0.2561369240283966,0.2317163497209549,0.23601844906806946,0.15332026779651642,0.17078426480293274,0.2829385995864868,0.15476195514202118,0.17696213722229004,0.3349377512931824,0.30077266693115234,0.300445556640625,0.18707643449306488,0.18628348410129547,0.265815794467926,0.139840766787529
is,0.3586711287498474,1.0,0.19875872135162354,0.24293622374534607,0.5823672413825989,0.19413821399211884,0.2363455891609192,0.43268078565597534,0.41165053844451904,0.24266567826271057,0.2747138440608978,0.2462390810251236,0.20355552434921265,0.4854315221309662,0.2553904056549072,0.25187405943870544,0.22961433231830597
listed,0.18622173368930817,0.24937160313129425,0.14116723835468292,0.226549431681633,0.31246060132980347,0.18490944802761078,0.16802680492401123,0.2745078206062317,0.29674747586250305,0.12334663420915604,0.1637100726366043,0.1934194713830948,0.15960267186164856,0.28872668743133545,0.37947186827659607,0.21275265514850616,0.2152968794107437
in,0.5344807505607605,0.5394441485404968,0.25567495822906494,0.2792111933231354,0.6662389636039734,0.23162534832954407,0.22437527775764465,0.4322226941585541,0.41416558623313904,0.2864660918712616,0.269875705242157,0.2784067988395691,0.2914260923862457,0.5696388483047485,0.3335905969142914,0.3431483507156372,0.20430970191955566
guinness,0.11209796369075775,0.226996511220932,0.17951802909374237,0.20442502200603485,0.217243030667305,0.380501389503479,0.41767433285713196,0.23229900002479553,0.23631785809993744,0.2143981158733368,0.16736236214637756,0.2255241721868515,0.2057071477174759,0.17682869732379913,0.25881457328796387,0.20579107105731964,0.10480751842260361
world,0.29259413480758667,0.24458536505699158,0.17958073318004608,0.25158336758613586,0.33604270219802856,0.2637731730937958,0.25880780816078186,0.2444595992565155,0.33157554268836975,0.26203447580337524,0.22145095467567444,0.20427753031253815,0.271695613861084,0.2828933000564575,0.3498691916465759,0.36250725388526917,0.17579582333564758
records,0.14535529911518097,0.16368350386619568,0.13662675023078918,0.1928240954875946,0.23809710144996643,0.6671046018600464,0.26692885160446167,0.15253792703151703,0.18826726078987122,0.1923397332429886,0.0768030434846878,0.18875502049922943,0.22188924252986908,0.17885147035121918,0.22187797725200653,0.2347841113805771,0.12384546548128128
as,0.35409465432167053,0.43216490745544434,0.17422905564308167,0.3923053741455078,0.48381632566452026,0.16795684397220612,0.23177094757556915,0.44774648547172546,0.3548237979412079,0.3002051115036011,0.2104831486940384,0.15913541615009308,0.2641415596008301,0.3886612355709076,0.33195313811302185,0.3239102065563202,0.27043893933296204
the,0.5003893971443176,0.5823672413825989,0.2820442318916321,0.3733934462070465,1.0,0.23569516837596893,0.228016197681427,0.4739971458911896,0.47635307908058167,0.31354787945747375,0.24037593603134155,0.20230287313461304,0.31376904249191284,0.733189046382904,0.4860881567001343,0.43061500787734985,0.22068053483963013
longest-running,0.28728118538856506,0.3526526689529419,0.24321793019771576,0.2916558086872101,0.44636663794517517,0.3090032637119293,0.28717535734176636,0.3589635491371155,0.3726743757724762,0.28764399886131287,0.2509201467037201,0.23851844668388367,0.27566590905189514,0.37591034173965454,0.31190574169158936,0.3748781979084015,0.22539764642715454
science,0.19053184986114502,0.2747138440608978,0.3319964110851288,0.19709691405296326,0.24037593603134155,0.09660932421684265,0.1503783017396927,0.23603716492652893,0.2152053862810135,0.15097858011722565,1.0,0.6595393419265747,0.2972274720668793,0.2616958022117615,0.1796533465385437,0.20873330533504486,0.17974960803985596
fiction,0.18953116238117218,0.2462390810251236,0.32431042194366455,0.22704675793647766,0.20230287313461304,0.16710081696510315,0.1853446364402771,0.23551957309246063,0.21354949474334717,0.1271878480911255,0.6595393419265747,1.0,0.42153650522232056,0.1798480898141861,0.13791562616825104,0.25068986415863037,0.19665013253688812
television,0.1743679940700531,0.21374565362930298,0.31410008668899536,0.2515988349914551,0.24569597840309143,0.2682490050792694,0.18579675257205963,0.27045196294784546,0.15985378623008728,0.23838146030902863,0.3329824209213257,0.4098784923553467,0.6111506819725037,0.21995750069618225,0.16301117837429047,0.22630026936531067,0.16825827956199646
show,0.25432080030441284,0.2144283652305603,0.2094513326883316,0.2095358669757843,0.319829523563385,0.22841885685920715,0.1318136602640152,0.3141973614692688,0.20260784029960632,0.19617031514644623,0.2331794947385788,0.2414160668849945,0.41789430379867554,0.21383242309093475,0.2571442127227783,0.19633352756500244,0.2520138621330261
in,0.5344807505607605,0.5394441485404968,0.25567495822906494,0.2792111933231354,0.6662389636039734,0.23162534832954407,0.22437527775764465,0.4322226941585541,0.41416558623313904,0.2864660918712616,0.269875705242157,0.2784067988395691,0.2914260923862457,0.5696388483047485,0.3335905969142914,0.3431483507156372,0.20430970191955566
the,0.5003893971443176,0.5823672413825989,0.2820442318916321,0.3733934462070465,1.0,0.23569516837596893,0.228016197681427,0.4739971458911896,0.47635307908058167,0.31354787945747375,0.24037593603134155,0.20230287313461304,0.31376904249191284,0.733189046382904,0.4860881567001343,0.43061500787734985,0.22068053483963013
world,0.29259413480758667,0.24458536505699158,0.17958073318004608,0.25158336758613586,0.33604270219802856,0.2637731730937958,0.25880780816078186,0.2444595992565155,0.33157554268836975,0.26203447580337524,0.22145095467567444,0.20427753031253815,0.271695613861084,0.2828933000564575,0.3498691916465759,0.36250725388526917,0.17579582333564758
",",0.3149496018886566,0.4691906273365021,0.20407600700855255,0.3365725874900818,0.4933079481124878,0.28093910217285156,0.2979716658592224,0.4464869201183319,0.3636029064655304,0.28826844692230225,0.2623405158519745,0.23848076164722443,0.24060699343681335,0.4946078956127167,0.425624817609787,0.3029961884021759,0.31091248989105225
the,0.5003893971443176,0.5823672413825989,0.2820442318916321,0.3733934462070465,1.0,0.23569516837596893,0.228016197681427,0.4739971458911896,0.47635307908058167,0.31354787945747375,0.24037593603134155,0.20230287313461304,0.31376904249191284,0.733189046382904,0.4860881567001343,0.43061500787734985,0.22068053483963013
``,0.020612511783838272,0.058766357600688934,0.03718610852956772,0.02397952415049076,0.029072100296616554,-0.015632163733243942,-0.004596231039613485,0.01270448137074709,0.08567854017019272,-0.01568824239075184,0.008533534593880177,-0.04913746193051338,-0.08478077501058578,0.06780257821083069,0.0555710643529892,0.041467953473329544,0.0685480609536171
most,0.3678402900695801,0.41165053844451904,0.17011499404907227,0.35393568873405457,0.47635307908058167,0.2591997981071472,0.19321557879447937,0.3906237483024597,1.0,0.38893797993659973,0.2152053862810135,0.21354949474334717,0.20793810486793518,0.4178851246833801,0.5116150975227356,0.35173171758651733,0.2107497900724411
successful,0.1425083875656128,0.24266567826271057,0.10717684030532837,0.22461774945259094,0.31354787945747375,0.26633787155151367,0.1765921413898468,0.2988608777523041,0.38893797993659973,1.0,0.15097858011722565,0.1271878480911255,0.24829715490341187,0.2304827868938446,0.25382283329963684,0.2716752886772156,0.1132197454571724
