,what,percentage,of,oxygen,is,usually,supplied,by,a,medical,mask,?
this,0.5489566326141357,0.3210579752922058,0.45148900151252747,0.31131085753440857,0.480927973985672,0.4242855906486511,0.27955517172813416,0.38438332080841064,0.5422310829162598,0.22871895134449005,0.19501134753227234,0.3155723512172699
is,0.28837618231773376,0.23538601398468018,0.4854315221309662,0.21825239062309265,1.0,0.4230746626853943,0.16354331374168396,0.3899846076965332,0.658733606338501,0.22198186814785004,0.18842504918575287,0.22961433231830597
not,0.5449194312095642,0.3768462836742401,0.3307090103626251,0.2703026235103607,0.3776007890701294,0.43927186727523804,0.30748501420021057,0.291808545589447,0.3791346549987793,0.23406864702701569,0.1506308913230896,0.41942933201789856
a,0.3320399522781372,0.25336048007011414,0.5052502155303955,0.21662019193172455,0.658733606338501,0.46690207719802856,0.19202668964862823,0.32094135880470276,1.0,0.20945803821086884,0.23763906955718994,0.23916715383529663
problem,0.42183366417884827,0.22926189005374908,0.20464475452899933,0.23895393311977386,0.23238427937030792,0.2552529275417328,0.2584952116012573,0.2011435180902481,0.2605542540550232,0.23921562731266022,0.20395638048648834,0.3762950301170349
except,0.2278055101633072,0.21466073393821716,0.2851351797580719,0.13397662341594696,0.2821842133998871,0.34109658002853394,0.21970967948436737,0.23904778063297272,0.18728198111057281,0.12150390446186066,0.09322888404130936,0.16405975818634033
for,0.3017193675041199,0.2764090597629547,0.4185989499092102,0.22718772292137146,0.43268078565597534,0.34784460067749023,0.26171043515205383,0.3248702883720398,0.44038116931915283,0.27440404891967773,0.1632125824689865,0.264628142118454
patients,0.28700166940689087,0.23483332991600037,0.1887446492910385,0.3845818340778351,0.16825053095817566,0.2887066900730133,0.21913230419158936,0.16835303604602814,0.21911826729774475,0.5262601971626282,0.23723605275154114,0.17145128548145294
on,0.34226128458976746,0.1802835762500763,0.3966929316520691,0.2008662223815918,0.3635730445384979,0.25784361362457275,0.16042734682559967,0.33887791633605957,0.3848365545272827,0.2253650575876236,0.11521469056606293,0.2714994251728058
mechanical,0.22318285703659058,0.14851339161396027,0.3339124023914337,0.1973392814397812,0.2110103964805603,0.23752903938293457,0.3242547810077667,0.24171027541160583,0.3179347515106201,0.31988054513931274,0.17186877131462097,0.10079140216112137
ventilators,0.25122565031051636,0.21108169853687286,0.18086965382099152,0.39169058203697205,0.21705025434494019,0.39075642824172974,0.2934721112251282,0.20456179976463318,0.2275785505771637,0.363300085067749,0.21008102595806122,0.18414758145809174
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.21812842786312103,0.4691906273365021,0.21946179866790771,0.2048300951719284,0.3680937886238098,0.427140474319458,0.2597777843475342,0.1876954585313797,0.31091248989105225
since,0.29783400893211365,0.18283697962760925,0.35513219237327576,0.21690857410430908,0.3567592203617096,0.19698971509933472,0.15871202945709229,0.32704517245292664,0.3303585946559906,0.11265134066343307,0.16195717453956604,0.2876587212085724
gas,0.20887799561023712,0.24714140594005585,0.21246914565563202,0.45564013719558716,0.1897863894701004,0.20259307324886322,0.21234548091888428,0.1669413298368454,0.26485589146614075,0.1978779435157776,0.2861400246620178,0.1582372784614563
supplied,0.148319274187088,0.2717647850513458,0.22998054325580597,0.2655673623085022,0.16354331374168396,0.18889066576957703,1.0000001192092896,0.275903582572937,0.19202668964862823,0.2547394335269928,0.15362246334552765,0.08668285608291626
through,0.23167094588279724,0.17666268348693848,0.3647414743900299,0.2961564362049103,0.27805060148239136,0.2423703521490097,0.18937627971172333,0.3433202803134918,0.3399752974510193,0.20497791469097137,0.15564462542533875,0.16913433372974396
oxygen,0.16781960427761078,0.22946897149085999,0.16848602890968323,0.9999999403953552,0.21825239062309265,0.27663707733154297,0.2655673623085022,0.1292176991701126,0.21662019193172455,0.21443094313144684,0.3049575686454773,0.16786395013332367
masks,0.2560511827468872,0.046899016946554184,0.21485672891139984,0.28744083642959595,0.18336427211761475,0.2855983376502991,0.1556796431541443,0.190604105591774,0.19002071022987366,0.2512451708316803,0.7481708526611328,0.17134486138820648
in,0.30808621644973755,0.18874377012252808,0.5696388483047485,0.1672476977109909,0.5394441485404968,0.28848564624786377,0.19743295013904572,0.370934396982193,0.539380669593811,0.25996583700180054,0.1299716830253601,0.20430970191955566
medical,0.2389855533838272,0.10958434641361237,0.2826511859893799,0.21443094313144684,0.22198186814785004,0.2146919220685959,0.2547394335269928,0.19604143500328064,0.20945803821086884,1.0,0.20137053728103638,0.13234087824821472
applications,0.20821766555309296,0.2694685757160187,0.24918507039546967,0.24149829149246216,0.2504705786705017,0.3128085434436798,0.27245187759399414,0.22322139143943787,0.2877165377140045,0.27173173427581787,0.14957593381404877,0.19125857949256897
is,0.28837618231773376,0.23538601398468018,0.4854315221309662,0.21825239062309265,1.0,0.4230746626853943,0.16354331374168396,0.3899846076965332,0.658733606338501,0.22198186814785004,0.18842504918575287,0.22961433231830597
typically,0.2460547685623169,0.26816701889038086,0.28964799642562866,0.2898569405078888,0.3483496606349945,0.7066826820373535,0.291326642036438,0.24891473352909088,0.37909039855003357,0.1876291185617447,0.15837685763835907,0.14485043287277222
composed,0.14231626689434052,0.11880499869585037,0.29509663581848145,0.20973333716392517,0.18838012218475342,0.16730697453022003,0.21223539113998413,0.3350425958633423,0.20229825377464294,0.02040748856961727,0.04286179319024086,0.0784355029463768
of,0.33290785551071167,0.24724560976028442,1.0,0.16848602890968323,0.4854315221309662,0.33931583166122437,0.22998054325580597,0.3646814823150635,0.5052502155303955,0.2826511859893799,0.16784228384494781,0.1826142966747284
only,0.41415658593177795,0.37015220522880554,0.49632513523101807,0.30512404441833496,0.44708555936813354,0.47758790850639343,0.3113497793674469,0.36511722207069397,0.47549712657928467,0.23871541023254395,0.1829400211572647,0.2767370045185089
30,-0.04443084076046944,-0.06280572712421417,0.003304550424218178,0.01225299946963787,0.01582122966647148,0.0064475033432245255,0.030620886012911797,0.04721919447183609,-0.003403416834771633,-0.01670757681131363,-0.03632077947258949,-0.08261742442846298
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.25139331817626953,0.18672586977481842,0.24281993508338928,0.17086359858512878,0.13780950009822845,0.17798779904842377,0.06752178072929382,0.009329549968242645,0.21441808342933655
–50,-0.07660719007253647,-0.02538982965052128,-0.17016524076461792,-0.0040940516628324986,-0.06607065349817276,-0.13573448359966278,-0.07717224955558777,-0.14940552413463593,-0.10916370898485184,-0.090012326836586,0.10228296369314194,-0.11680755019187927
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.25139331817626953,0.18672586977481842,0.24281993508338928,0.17086359858512878,0.13780950009822845,0.17798779904842377,0.06752178072929382,0.009329549968242645,0.21441808342933655
o,0.1489914506673813,0.043976038694381714,0.16054381430149078,0.2476140707731247,0.18684464693069458,0.08649704605340958,0.11072053760290146,0.15159443020820618,0.18840523064136505,0.09452234953641891,0.17765869200229645,0.23868927359580994
2,-0.049862053245306015,-0.09529469162225723,-0.013777675107121468,0.04063820466399193,-0.07940074801445007,-0.013704762794077396,-0.06086129695177078,-0.038811419159173965,-0.05323360115289688,0.002149747684597969,-0.0476454459130764,0.001977203879505396
by,0.2455483376979828,0.21129482984542847,0.3646814823150635,0.1292176991701126,0.3899846076965332,0.30666717886924744,0.275903582572937,1.0000001192092896,0.32094135880470276,0.19604143500328064,0.11108815670013428,0.17966607213020325
volume,0.18066860735416412,0.2662501037120819,0.27775493264198303,0.25003939867019653,0.20146408677101135,0.17513372004032135,0.28734660148620605,0.1885649859905243,0.16873154044151306,0.15704888105392456,0.12712834775447845,0.1651400327682495
(,0.2411840260028839,0.15512096881866455,0.35032153129577637,0.189798504114151,0.35393038392066956,0.19256804883480072,0.1363753080368042,0.20696312189102173,0.3206180930137634,0.19047237932682037,0.13309051096439362,0.40561532974243164
about,0.47976887226104736,0.1676761358976364,0.40939709544181824,0.1566355675458908,0.3532065451145172,0.3121892213821411,0.13945861160755157,0.30091190338134766,0.34171196818351746,0.2301110327243805,0.13746300339698792,0.302409827709198
30,-0.04443084076046944,-0.06280572712421417,0.003304550424218178,0.01225299946963787,0.01582122966647148,0.0064475033432245255,0.030620886012911797,0.04721919447183609,-0.003403416834771633,-0.01670757681131363,-0.03632077947258949,-0.08261742442846298
kpa,0.17692479491233826,0.2675814926624298,0.1648968756198883,0.2132871299982071,0.19405466318130493,0.21926183998584747,0.16745273768901825,0.11744852364063263,0.207414910197258,0.07954996824264526,0.1433568298816681,0.2370387464761734
at,0.2838611304759979,0.18349309265613556,0.42558613419532776,0.1428557187318802,0.25906258821487427,0.21524086594581604,0.13237163424491882,0.2368064820766449,0.3095070421695709,0.22335685789585114,0.09883802384138107,0.21978627145290375
standard,0.22809998691082,0.2631627917289734,0.2296806275844574,0.1331353485584259,0.23514990508556366,0.2648390531539917,0.19855152070522308,0.14653390645980835,0.2876655161380768,0.16497401893138885,0.10216855257749557,0.17029257118701935
