,who,did,the,panthers,play,in,their,division,championship,game,?
the,0.3733934462070465,0.34736719727516174,1.0,0.2602776288986206,0.24793598055839539,0.6662389636039734,0.516537070274353,0.26203617453575134,0.2540402412414551,0.285271555185318,0.22068053483963013
panthers,0.2132880985736847,0.189295694231987,0.2602776288986206,0.9999999403953552,0.2769072651863098,0.2115829735994339,0.20130555331707,0.2755917012691498,0.40219083428382874,0.26323550939559937,0.16608978807926178
then,0.29952746629714966,0.303744375705719,0.4297412931919098,0.1711401343345642,0.1956665962934494,0.36253848671913147,0.33413124084472656,0.1550924926996231,0.1592818647623062,0.2141346037387848,0.2884598970413208
blew,0.22247493267059326,0.29447054862976074,0.2350693792104721,0.15841616690158844,0.15977640450000763,0.1993202567100525,0.1932850182056427,0.05939232185482979,0.14978666603565216,0.08494593948125839,0.2121112197637558
out,0.3129808306694031,0.28413498401641846,0.39404502511024475,0.12961417436599731,0.19337211549282074,0.3576207756996155,0.34232497215270996,0.09272859990596771,0.170593723654747,0.2353202998638153,0.22020699083805084
the,0.3733934462070465,0.34736719727516174,1.0,0.2602776288986206,0.24793598055839539,0.6662389636039734,0.516537070274353,0.26203617453575134,0.2540402412414551,0.285271555185318,0.22068053483963013
arizona,0.18629911541938782,0.1684030294418335,0.22572119534015656,0.3588832914829254,0.17086857557296753,0.2594328224658966,0.14607097208499908,0.1511421650648117,0.14675039052963257,0.14382030069828033,0.14315035939216614
cardinals,0.2145349085330963,0.1666116863489151,0.2451406717300415,0.47018635272979736,0.2469978928565979,0.19347693026065826,0.1872430443763733,0.20150184631347656,0.29463377594947815,0.25987708568573,0.13200661540031433
in,0.2792111933231354,0.2593238651752472,0.6662389636039734,0.2115829735994339,0.24321173131465912,1.0,0.34976133704185486,0.2658538520336151,0.20047812163829803,0.23986028134822845,0.20430970191955566
the,0.3733934462070465,0.34736719727516174,1.0,0.2602776288986206,0.24793598055839539,0.6662389636039734,0.516537070274353,0.26203617453575134,0.2540402412414551,0.285271555185318,0.22068053483963013
nfc,0.17579996585845947,0.11289361864328384,0.2545439600944519,0.472109317779541,0.3316275477409363,0.20630285143852234,0.19696703553199768,0.37194398045539856,0.4293152987957001,0.4089287221431732,0.15073348581790924
championship,0.15638136863708496,0.18663130700588226,0.2540402412414551,0.40219083428382874,0.25606539845466614,0.20047812163829803,0.12631161510944366,0.2938467264175415,1.0000001192092896,0.24432945251464844,0.1390383541584015
game,0.2523840069770813,0.19789010286331177,0.285271555185318,0.26323550939559937,0.44828343391418457,0.23986028134822845,0.2491205334663391,0.15858912467956543,0.24432945251464844,0.9999998807907104,0.1829071193933487
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.2494642585515976,0.2231253683567047,0.5201468467712402,0.3045167922973633,0.24344468116760254,0.256124883890152,0.2653886377811432,0.31091248989105225
49–15,-0.018790461122989655,-0.03175068646669388,0.09043944627046585,0.020930055528879166,-0.06533356755971909,0.03759656473994255,0.16764576733112335,0.03785965219140053,-0.0035784251522272825,-0.0603368878364563,-0.055436357855796814
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.2494642585515976,0.2231253683567047,0.5201468467712402,0.3045167922973633,0.24344468116760254,0.256124883890152,0.2653886377811432,0.31091248989105225
racking,0.15830875933170319,0.2108302116394043,0.2599547207355499,0.1909378170967102,0.20666712522506714,0.255935937166214,0.2710206210613251,0.1576872169971466,0.17299732565879822,0.253297358751297,0.19295835494995117
up,0.26056501269340515,0.21613863110542297,0.38423117995262146,0.22487294673919678,0.18358232080936432,0.3120773434638977,0.3013010323047638,0.20626451075077057,0.18174704909324646,0.2075866311788559,0.1819818764925003
487,0.0771186426281929,-0.12252136319875717,-0.11880908161401749,-0.1087554469704628,-0.1500529944896698,-0.10079757124185562,-0.13722512125968933,-0.10742627084255219,-0.12426751852035522,-0.1329537034034729,-0.07421454787254333
yards,0.13584628701210022,0.11230118572711945,0.16070343554019928,0.33815330266952515,0.14562425017356873,0.14206624031066895,0.1770053654909134,0.15978753566741943,0.2674148976802826,0.2516956329345703,0.12453813850879669
and,0.41279885172843933,0.34479495882987976,0.5171257257461548,0.2230100929737091,0.25634777545928955,0.4954058527946472,0.45114588737487793,0.23460866510868073,0.22004875540733337,0.25192898511886597,0.20544172823429108
forcing,0.3017413914203644,0.28997835516929626,0.31176233291625977,0.12269148975610733,0.08815731108188629,0.2283181995153427,0.32299405336380005,0.10379590094089508,0.12519139051437378,0.08991260826587677,0.19852621853351593
seven,0.15699508786201477,0.11491922289133072,0.28151169419288635,0.23665861785411835,0.20631389319896698,0.24717609584331512,0.19945508241653442,0.15275707840919495,0.22131021320819855,0.2320161759853363,0.1732930988073349
turnovers,0.21896275877952576,0.1935662180185318,0.2887553572654724,0.25077417492866516,0.2681657373905182,0.20580574870109558,0.31569433212280273,0.1633634716272354,0.219132199883461,0.27393272519111633,0.19236040115356445
.,0.3541337847709656,0.35288307070732117,0.5934505462646484,0.23446570336818695,0.25552695989608765,0.5591574311256409,0.34427863359451294,0.27855971455574036,0.23509643971920013,0.2581658959388733,0.4130953550338745
,who,did,the,panthers,play,in,their,division,championship,game,?
the,0.3733934462070465,0.34736719727516174,1.0,0.2602776288986206,0.24793598055839539,0.6662389636039734,0.516537070274353,0.26203617453575134,0.2540402412414551,0.285271555185318,0.22068053483963013
panthers,0.2132880985736847,0.189295694231987,0.2602776288986206,0.9999999403953552,0.2769072651863098,0.2115829735994339,0.20130555331707,0.2755917012691498,0.40219083428382874,0.26323550939559937,0.16608978807926178
