,finding,what,helps,to,determine,if,a,fault,is,a,normal,fault,or,a,thrust,fault,?
finding,1.0000001192092896,0.3211895525455475,0.3418169319629669,0.29713475704193115,0.4917096793651581,0.3282109797000885,0.24783554673194885,0.20518995821475983,0.25634825229644775,0.24783554673194885,0.2520584464073181,0.20518995821475983,0.22263501584529877,0.24783554673194885,0.1433214396238327,0.20518995821475983,0.18021653592586517
the,0.2933822274208069,0.42745697498321533,0.28157877922058105,0.535392165184021,0.40889066457748413,0.33724796772003174,0.5829201340675354,0.2534576952457428,0.5823672413825989,0.5829201340675354,0.25256022810935974,0.2534576952457428,0.4174870550632477,0.5829201340675354,0.28476181626319885,0.2534576952457428,0.22068053483963013
key,0.21628586947917938,0.2270265817642212,0.15093781054019928,0.25827717781066895,0.22260376811027527,0.26067766547203064,0.23475825786590576,0.09625158458948135,0.23925143480300903,0.23475825786590576,0.18648172914981842,0.09625158458948135,0.23595933616161346,0.23475825786590576,0.12058423459529877,0.09625158458948135,0.18782930076122284
bed,0.1054776981472969,0.2236354798078537,0.11644075065851212,0.2060098946094513,0.03866393491625786,0.2472616285085678,0.21754467487335205,0.26978087425231934,0.13076892495155334,0.21754467487335205,0.2227051854133606,0.26978087425231934,0.25162264704704285,0.21754467487335205,0.20844201743602753,0.26978087425231934,0.21065229177474976
in,0.24054329097270966,0.30808621644973755,0.19714516401290894,0.45010748505592346,0.28156906366348267,0.2589588761329651,0.539380669593811,0.17540042102336884,0.5394441485404968,0.539380669593811,0.25896620750427246,0.17540042102336884,0.3586423695087433,0.539380669593811,0.17720508575439453,0.17540042102336884,0.20430970191955566
these,0.2674213945865631,0.4164220690727234,0.274049311876297,0.46852558851242065,0.325628399848938,0.3604618012905121,0.24380075931549072,0.2006092369556427,0.2498808652162552,0.24380075931549072,0.3675195872783661,0.2006092369556427,0.5009458661079407,0.24380075931549072,0.26044365763664246,0.2006092369556427,0.2571668326854706
situations,0.2869282066822052,0.38073766231536865,0.2768695652484894,0.3599810302257538,0.36768481135368347,0.4013912081718445,0.2725852429866791,0.26869410276412964,0.2667272984981537,0.2725852429866791,0.3276061713695526,0.26869410276412964,0.3777082860469818,0.2725852429866791,0.24770468473434448,0.26869410276412964,0.2605491280555725
may,0.22327865660190582,0.25739946961402893,0.24161207675933838,0.391582727432251,0.24689613282680511,0.3125908374786377,0.29255667328834534,0.12360712885856628,0.322792649269104,0.29255667328834534,0.2959641218185425,0.12360712885856628,0.399771511554718,0.29255667328834534,0.1628079116344452,0.12360712885856628,0.2768254578113556
help,0.37197619676589966,0.3728281855583191,0.6824778914451599,0.46191298961639404,0.3252565860748291,0.35667678713798523,0.23381464183330536,0.20175746083259583,0.152378648519516,0.23381464183330536,0.25608280301094055,0.20175746083259583,0.30695268511772156,0.23381464183330536,0.18728488683700562,0.20175746083259583,0.28403452038764954
determine,0.4917096793651581,0.39403316378593445,0.31149378418922424,0.4076496958732605,1.0,0.49447762966156006,0.3650607168674469,0.1817154586315155,0.31959035992622375,0.3650607168674469,0.2959822714328766,0.1817154586315155,0.3392714262008667,0.3650607168674469,0.182211235165596,0.1817154586315155,0.2943372130393982
whether,0.3719508647918701,0.5516265630722046,0.31277981400489807,0.43423423171043396,0.5527628660202026,0.6391664743423462,0.38829004764556885,0.19202430546283722,0.30252501368522644,0.38829004764556885,0.26486390829086304,0.19202430546283722,0.4563177227973938,0.38829004764556885,0.1801849901676178,0.19202430546283722,0.3150278329849243
the,0.2933822274208069,0.42745697498321533,0.28157877922058105,0.535392165184021,0.40889066457748413,0.33724796772003174,0.5829201340675354,0.2534576952457428,0.5823672413825989,0.5829201340675354,0.25256022810935974,0.2534576952457428,0.4174870550632477,0.5829201340675354,0.28476181626319885,0.2534576952457428,0.22068053483963013
fault,0.20518995821475983,0.3293912410736084,0.14496469497680664,0.18539772927761078,0.1817154586315155,0.2040300965309143,0.20718993246555328,1.0,0.22032389044761658,0.20718993246555328,0.19475020468235016,1.0,0.15710939466953278,0.20718993246555328,0.37793269753456116,1.0,0.1623915582895279
is,0.25634825229644775,0.28837618231773376,0.27021104097366333,0.42745086550712585,0.31959035992622375,0.30927813053131104,0.658733606338501,0.22032389044761658,1.0,0.658733606338501,0.2731911838054657,0.22032389044761658,0.41870999336242676,0.658733606338501,0.28386470675468445,0.22032389044761658,0.22961433231830597
a,0.24783554673194885,0.3320399522781372,0.26026079058647156,0.45503583550453186,0.3650607168674469,0.41272827982902527,1.0,0.20718993246555328,0.658733606338501,1.0,0.3121098279953003,0.20718993246555328,0.48853766918182373,1.0,0.2908261716365814,0.20718993246555328,0.23916715383529663
normal,0.2520584464073181,0.32813265919685364,0.33810704946517944,0.32997602224349976,0.2959822714328766,0.3868860900402069,0.3121098279953003,0.19475020468235016,0.2731911838054657,0.3121098279953003,0.9999999403953552,0.19475020468235016,0.39768552780151367,0.3121098279953003,0.25000137090682983,0.19475020468235016,0.19617988169193268
fault,0.20518995821475983,0.3293912410736084,0.14496469497680664,0.18539772927761078,0.1817154586315155,0.2040300965309143,0.20718993246555328,1.0,0.22032389044761658,0.20718993246555328,0.19475020468235016,1.0,0.15710939466953278,0.20718993246555328,0.37793269753456116,1.0,0.1623915582895279
or,0.22263501584529877,0.33867141604423523,0.3218982517719269,0.38921234011650085,0.3392714262008667,0.508355975151062,0.48853766918182373,0.15710939466953278,0.41870999336242676,0.48853766918182373,0.39768552780151367,0.15710939466953278,1.0000001192092896,0.48853766918182373,0.3142814040184021,0.15710939466953278,0.32389625906944275
a,0.24783554673194885,0.3320399522781372,0.26026079058647156,0.45503583550453186,0.3650607168674469,0.41272827982902527,1.0,0.20718993246555328,0.658733606338501,1.0,0.3121098279953003,0.20718993246555328,0.48853766918182373,1.0,0.2908261716365814,0.20718993246555328,0.23916715383529663
thrust,0.1433214396238327,0.22513122856616974,0.2041727900505066,0.2675754427909851,0.182211235165596,0.2706605792045593,0.2908261716365814,0.37793269753456116,0.28386470675468445,0.2908261716365814,0.25000137090682983,0.37793269753456116,0.3142814040184021,0.2908261716365814,1.0,0.37793269753456116,0.1531757265329361
fault,0.20518995821475983,0.3293912410736084,0.14496469497680664,0.18539772927761078,0.1817154586315155,0.2040300965309143,0.20718993246555328,1.0,0.22032389044761658,0.20718993246555328,0.19475020468235016,1.0,0.15710939466953278,0.20718993246555328,0.37793269753456116,1.0,0.1623915582895279
.,0.2890409827232361,0.3567904531955719,0.24475505948066711,0.4645031690597534,0.323413223028183,0.421799898147583,0.50484299659729,0.21987590193748474,0.4569662809371948,0.50484299659729,0.2961207330226898,0.21987590193748474,0.36683785915374756,0.50484299659729,0.19954590499401093,0.21987590193748474,0.4130953550338745
