,what,are,environmentalists,concerned,about,losing,in,the,amazon,forest,?
environmentalists,0.19048456847667694,0.30557140707969666,1.0,0.31629782915115356,0.21960940957069397,0.21512830257415771,0.22863207757472992,0.21014922857284546,0.191494420170784,0.2526702880859375,0.1933346390724182
are,0.29724663496017456,1.0,0.30557140707969666,0.32258060574531555,0.36165615916252136,0.12179135531187057,0.3841303884983063,0.40399202704429626,0.15230076014995575,0.17875638604164124,0.24591213464736938
concerned,0.41510701179504395,0.32258060574531555,0.31629782915115356,1.0,0.40401527285575867,0.2683747112751007,0.27584534883499146,0.2822320759296417,0.10390715301036835,0.106148861348629,0.27800148725509644
about,0.47976887226104736,0.36165615916252136,0.21960940957069397,0.40401527285575867,1.0,0.22529612481594086,0.39797019958496094,0.37995871901512146,0.20610886812210083,0.22346492111682892,0.302409827709198
loss,0.21803489327430725,0.16403886675834656,0.18697437644004822,0.2654512822628021,0.15215207636356354,0.5376445055007935,0.21028298139572144,0.27898719906806946,0.057539403438568115,0.18736384809017181,0.1312553584575653
of,0.33290785551071167,0.39081433415412903,0.19656090438365936,0.3373318910598755,0.40939709544181824,0.2693577706813812,0.5696388483047485,0.733189046382904,0.20143137872219086,0.2309139519929886,0.1826142966747284
biodiversity,0.24376149475574493,0.25296828150749207,0.496060311794281,0.3109091520309448,0.23264551162719727,0.14083315432071686,0.24094471335411072,0.2809895873069763,0.3419688940048218,0.33806565403938293,0.12075836956501007
that,0.6297725439071655,0.45265161991119385,0.2557125389575958,0.3909452557563782,0.4500710964202881,0.26504290103912354,0.435920387506485,0.5473989248275757,0.2228476107120514,0.17981816828250885,0.32716336846351624
will,0.3510494530200958,0.39387544989585876,0.24990232288837433,0.2477501481771469,0.22317971289157867,0.2563866376876831,0.2580665349960327,0.3635469079017639,0.16242073476314545,0.20596617460250854,0.35046905279159546
result,0.19945499300956726,0.18835392594337463,0.19360557198524475,0.2922791838645935,0.1532125622034073,0.2508828639984131,0.25670310854911804,0.27778977155685425,0.11672966182231903,0.09188102185726166,0.17218433320522308
from,0.2737620174884796,0.2674213647842407,0.1935180425643921,0.22353552281856537,0.3421173691749573,0.2280932366847992,0.4274188280105591,0.40150508284568787,0.08236479759216309,0.15542404353618622,0.19969791173934937
destruction,0.22247105836868286,0.17385336756706238,0.27406227588653564,0.2630513608455658,0.15626205503940582,0.26214975118637085,0.2888343632221222,0.3148382306098938,0.0957387313246727,0.20462259650230408,0.12016301602125168
of,0.33290785551071167,0.39081433415412903,0.19656090438365936,0.3373318910598755,0.40939709544181824,0.2693577706813812,0.5696388483047485,0.733189046382904,0.20143137872219086,0.2309139519929886,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,0.21014922857284546,0.2822320759296417,0.37995871901512146,0.3114689588546753,0.6662389636039734,1.0,0.260541707277298,0.24134553968906403,0.22068053483963013
forest,0.15328429639339447,0.17875638604164124,0.2526702880859375,0.106148861348629,0.22346492111682892,0.21349045634269714,0.24136987328529358,0.24134553968906403,0.26471444964408875,1.0000001192092896,0.1214437186717987
",",0.3087472915649414,0.4062570035457611,0.290305495262146,0.3247314691543579,0.3877100944519043,0.2863842844963074,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2901519536972046,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.28289034962654114,0.32755184173583984,0.3875081241130829,0.2877202332019806,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.26268187165260315,0.20544172823429108
also,0.42747777700424194,0.4565894305706024,0.27284476161003113,0.28558093309402466,0.32894372940063477,0.2477005571126938,0.5073733329772949,0.6021018624305725,0.21944282948970795,0.19030848145484924,0.21848613023757935
about,0.47976887226104736,0.36165615916252136,0.21960940957069397,0.40401527285575867,1.0,0.22529612481594086,0.39797019958496094,0.37995871901512146,0.20610886812210083,0.22346492111682892,0.302409827709198
the,0.42745697498321533,0.40399202704429626,0.21014922857284546,0.2822320759296417,0.37995871901512146,0.3114689588546753,0.6662389636039734,1.0,0.260541707277298,0.24134553968906403,0.22068053483963013
release,0.19122223556041718,0.2047625333070755,0.17861558496952057,0.17787231504917145,0.17202328145503998,0.1755126267671585,0.2109319418668747,0.2814774513244629,0.18088364601135254,0.11455758661031723,0.14489315450191498
of,0.33290785551071167,0.39081433415412903,0.19656090438365936,0.3373318910598755,0.40939709544181824,0.2693577706813812,0.5696388483047485,0.733189046382904,0.20143137872219086,0.2309139519929886,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,0.21014922857284546,0.2822320759296417,0.37995871901512146,0.3114689588546753,0.6662389636039734,1.0,0.260541707277298,0.24134553968906403,0.22068053483963013
carbon,0.22238978743553162,0.2875964641571045,0.2697942554950714,0.2260637879371643,0.22196762263774872,0.17043815553188324,0.1857566386461258,0.23183570802211761,0.1535501331090927,0.21766255795955658,0.19040444493293762
contained,0.18997789919376373,0.35942453145980835,0.15793955326080322,0.32937362790107727,0.35950636863708496,0.19559000432491302,0.3168308436870575,0.31440216302871704,0.16521644592285156,0.1288134902715683,0.171995609998703
within,0.2498195916414261,0.3069663643836975,0.25927039980888367,0.3093160390853882,0.3249956965446472,0.17170320451259613,0.40576374530792236,0.39827480912208557,0.09349033236503601,0.159495547413826,0.1870293766260147
the,0.42745697498321533,0.40399202704429626,0.21014922857284546,0.2822320759296417,0.37995871901512146,0.3114689588546753,0.6662389636039734,1.0,0.260541707277298,0.24134553968906403,0.22068053483963013
vegetation,0.2184489667415619,0.2889709174633026,0.3687821626663208,0.19803638756275177,0.2070682942867279,0.19392022490501404,0.25661489367485046,0.27478766441345215,0.36174994707107544,0.47535499930381775,0.10736152529716492
",",0.3087472915649414,0.4062570035457611,0.290305495262146,0.3247314691543579,0.3877100944519043,0.2863842844963074,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2901519536972046,0.31091248989105225
which,0.5261979103088379,0.42922598123550415,0.2320893257856369,0.30252736806869507,0.4059852957725525,0.25697997212409973,0.4840516746044159,0.6521818041801453,0.1877625584602356,0.20571978390216827,0.25814583897590637
could,0.4188697934150696,0.33511802554130554,0.20132595300674438,0.3529188930988312,0.29409685730934143,0.30319857597351074,0.29357993602752686,0.35393214225769043,0.18253840506076813,0.15842749178409576,0.3411986827850342
accelerate,0.26969650387763977,0.21999424695968628,0.20780150592327118,0.30200812220573425,0.1836477816104889,0.20465676486492157,0.16693782806396484,0.23939219117164612,0.1445026397705078,0.15506702661514282,0.143491730093956
global,0.21706031262874603,0.13763219118118286,0.386680543422699,0.20422562956809998,0.16161426901817322,0.08246324956417084,0.10151144117116928,0.17898012697696686,0.17898409068584442,0.1035795733332634,0.22985349595546722
warming,0.28293129801750183,0.19930076599121094,0.43628889322280884,0.3191356360912323,0.3060736358165741,0.24287553131580353,0.23962810635566711,0.28771063685417175,0.21612219512462616,0.26692506670951843,0.24314598739147186
.,0.3567904531955719,0.3452940285205841,0.26770803332328796,0.2531110942363739,0.42038556933403015,0.33379220962524414,0.5591574311256409,0.5934505462646484,0.262887567281723,0.2418428510427475,0.4130953550338745
