,when,did,the,very,first,plugs-out,test,occur,?
the,0.5091903209686279,0.34736719727516174,1.0,0.34171217679977417,0.49448907375335693,0.3300256133079529,0.19235259294509888,0.26611819863319397,0.22068053483963013
plugs-out,0.32431313395500183,0.27257704734802246,0.3300256133079529,0.3011709153652191,0.22403879463672638,1.0,0.33323168754577637,0.2875257730484009,0.3156822621822357
test,0.2440095990896225,0.1707909107208252,0.19235259294509888,0.1826881766319275,0.2889637351036072,0.33323168754577637,1.0000001192092896,0.12350452691316605,0.19832737743854523
began,0.25673019886016846,0.4415510594844818,0.3059147596359253,0.18936516344547272,0.3549816310405731,0.12089686840772629,0.05995449796319008,0.12628057599067688,0.1370266228914261
on,0.37706470489501953,0.2670976221561432,0.5107308030128479,0.28276392817497253,0.3120559751987457,0.32146087288856506,0.22242271900177002,0.21015475690364838,0.2714994251728058
the,0.5091903209686279,0.34736719727516174,1.0,0.34171217679977417,0.49448907375335693,0.3300256133079529,0.19235259294509888,0.26611819863319397,0.22068053483963013
morning,0.2786853313446045,0.2513515055179596,0.23715223371982574,0.21579845249652863,0.1886126548051834,0.23727154731750488,0.11609142273664474,0.14248250424861908,0.17971698939800262
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.34437474608421326,0.3536086082458496,0.22132720053195953,0.164191335439682,0.24223870038986206,0.1826142966747284
january,0.23963238298892975,0.23508968949317932,0.2467057853937149,0.137813001871109,0.2734774649143219,0.2005908340215683,0.18430320918560028,0.04590550810098648,0.28608936071395874
27,-0.042299967259168625,0.09100242704153061,0.02698022499680519,0.056503523141145706,0.06892988085746765,0.03037634678184986,0.010886520147323608,0.06292463093996048,0.036716945469379425
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.34709087014198303,0.34503069519996643,0.30510684847831726,0.17614826560020447,0.28566715121269226,0.31091248989105225
1967,-0.10118751227855682,-0.049660373479127884,-0.012038951739668846,-0.07031554728746414,-0.004359416197985411,-0.25631624460220337,-0.01192578487098217,-0.1662473976612091,0.017933469265699387
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.34709087014198303,0.34503069519996643,0.30510684847831726,0.17614826560020447,0.28566715121269226,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.4546867609024048,0.3167642652988434,0.2891211211681366,0.22158049046993256,0.2570546269416809,0.20544172823429108
immediately,0.513379693031311,0.32630231976509094,0.39876270294189453,0.2115997076034546,0.3052530288696289,0.2681432068347931,0.1901455670595169,0.23490257561206818,0.21004259586334229
was,0.37326499819755554,0.41399896144866943,0.48711544275283813,0.3183368146419525,0.5022147297859192,0.22145622968673706,0.13941486179828644,0.0945671796798706,0.18412111699581146
plagued,0.2551393210887909,0.29199790954589844,0.22299817204475403,0.2236255705356598,0.20926018059253693,0.2149692326784134,0.08531619608402252,0.2956381142139435,0.12327152490615845
with,0.5075214505195618,0.25472134351730347,0.4223487675189972,0.3860565423965454,0.2691199779510498,0.27320292592048645,0.14787445962429047,0.2122029811143875,0.2433311939239502
problems,0.35367631912231445,0.2553269863128662,0.2659202516078949,0.32230573892593384,0.1917094886302948,0.30714333057403564,0.24714455008506775,0.3032565116882324,0.2638136148452759
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.3872767388820648,0.4345304071903229,0.3162477910518646,0.23588362336158752,0.21290622651576996,0.4130953550338745
