,the,loss,of,edinburgh,pentlands,really,disappointed,whom,the,most,?
for,0.4739971458911896,0.24238932132720947,0.4185989499092102,0.16560859978199005,0.3539641797542572,0.35764625668525696,0.24291539192199707,0.24361787736415863,0.4739971458911896,0.3906237483024597,0.264628142118454
the,1.0,0.27898719906806946,0.733189046382904,0.2266589254140854,0.3182450830936432,0.3639739453792572,0.25361037254333496,0.23752936720848083,1.0,0.47635307908058167,0.22068053483963013
conservatives,0.19514378905296326,0.17567238211631775,0.16622577607631683,0.20954282581806183,0.3355990946292877,0.18483398854732513,0.23007091879844666,0.17683085799217224,0.19514378905296326,0.18792137503623962,0.17010615766048431
",",0.4933079481124878,0.23328691720962524,0.4946078956127167,0.21550443768501282,0.3550845980644226,0.31353938579559326,0.3088342249393463,0.25587570667266846,0.4933079481124878,0.3636029064655304,0.31091248989105225
the,1.0,0.27898719906806946,0.733189046382904,0.2266589254140854,0.3182450830936432,0.3639739453792572,0.25361037254333496,0.23752936720848083,1.0,0.47635307908058167,0.22068053483963013
main,0.38631999492645264,0.18162384629249573,0.3177044689655304,0.15758034586906433,0.1848515272140503,0.24270306527614594,0.12581802904605865,0.14803113043308258,0.38631999492645264,0.288818359375,0.1665669083595276
disappointment,0.2568087577819824,0.33233654499053955,0.2506951689720154,0.18202777206897736,0.2227400541305542,0.4108208119869232,0.8398745656013489,0.30900150537490845,0.2568087577819824,0.21714827418327332,0.24271000921726227
was,0.48711544275283813,0.13580112159252167,0.4069072902202606,0.25017035007476807,0.34210023283958435,0.25870808959007263,0.269395112991333,0.2438793033361435,0.48711544275283813,0.29933857917785645,0.18412111699581146
the,1.0,0.27898719906806946,0.733189046382904,0.2266589254140854,0.3182450830936432,0.3639739453792572,0.25361037254333496,0.23752936720848083,1.0,0.47635307908058167,0.22068053483963013
loss,0.27898719906806946,0.9999999403953552,0.26357072591781616,0.09906379878520966,0.189946711063385,0.1970345675945282,0.25244489312171936,0.14548565447330475,0.27898719906806946,0.21166662871837616,0.1312553584575653
of,0.733189046382904,0.26357072591781616,1.0,0.263994961977005,0.3609439432621002,0.28025540709495544,0.2462366670370102,0.2070929855108261,0.733189046382904,0.4178851246833801,0.1826142966747284
edinburgh,0.2266589254140854,0.09906379878520966,0.263994961977005,1.0000001192092896,0.43502405285835266,0.1856328248977661,0.1625969558954239,0.15710903704166412,0.2266589254140854,0.1597224473953247,0.09266204386949539
pentlands,0.3182450830936432,0.189946711063385,0.3609439432621002,0.43502405285835266,1.0,0.2784102261066437,0.19979290664196014,0.2573397755622864,0.3182450830936432,0.2896634340286255,0.2526983320713043
",",0.4933079481124878,0.23328691720962524,0.4946078956127167,0.21550443768501282,0.3550845980644226,0.31353938579559326,0.3088342249393463,0.25587570667266846,0.4933079481124878,0.3636029064655304,0.31091248989105225
the,1.0,0.27898719906806946,0.733189046382904,0.2266589254140854,0.3182450830936432,0.3639739453792572,0.25361037254333496,0.23752936720848083,1.0,0.47635307908058167,0.22068053483963013
seat,0.24530775845050812,0.12786276638507843,0.2283020317554474,0.11725714802742004,0.309831827878952,0.11244695633649826,0.11957377940416336,0.14420853555202484,0.24530775845050812,0.13517065346240997,0.06630133837461472
of,0.733189046382904,0.26357072591781616,1.0,0.263994961977005,0.3609439432621002,0.28025540709495544,0.2462366670370102,0.2070929855108261,0.733189046382904,0.4178851246833801,0.1826142966747284
former,0.2251449078321457,0.08543256670236588,0.30415382981300354,0.13360360264778137,0.26515138149261475,0.11402534693479538,0.2413404881954193,0.1654280573129654,0.2251449078321457,0.18457147479057312,0.10570605844259262
party,0.23779736459255219,0.14033323526382446,0.23662418127059937,0.17697806656360626,0.21610218286514282,0.2226763218641281,0.21636486053466797,0.18430767953395844,0.23779736459255219,0.16801448166370392,0.19031576812267303
leader,0.27799519896507263,0.14281368255615234,0.24122127890586853,0.08849015086889267,0.21110212802886963,0.15994225442409515,0.20843294262886047,0.18057644367218018,0.27799519896507263,0.20604915916919708,0.09527933597564697
david,0.2237231284379959,0.07544605433940887,0.191870778799057,0.21984949707984924,0.17701034247875214,0.13669151067733765,0.2196318805217743,0.23143675923347473,0.2237231284379959,0.14691786468029022,0.04158485680818558
mcletchie,0.25644728541374207,0.1364487111568451,0.21305835247039795,0.28611844778060913,0.2937546670436859,0.23329073190689087,0.34683817625045776,0.26121392846107483,0.25644728541374207,0.1676882654428482,0.19540517032146454
",",0.4933079481124878,0.23328691720962524,0.4946078956127167,0.21550443768501282,0.3550845980644226,0.31353938579559326,0.3088342249393463,0.25587570667266846,0.4933079481124878,0.3636029064655304,0.31091248989105225
to,0.535392165184021,0.2457711398601532,0.41548454761505127,0.14218463003635406,0.3005036413669586,0.4400773048400879,0.3052293360233307,0.3108522593975067,0.535392165184021,0.321603000164032,0.29463258385658264
the,1.0,0.27898719906806946,0.733189046382904,0.2266589254140854,0.3182450830936432,0.3639739453792572,0.25361037254333496,0.23752936720848083,1.0,0.47635307908058167,0.22068053483963013
snp,0.283728688955307,0.14867664873600006,0.26387298107147217,0.3016020357608795,0.33229562640190125,0.13183382153511047,0.11163903027772903,0.1793096661567688,0.283728688955307,0.20417723059654236,0.14808869361877441
.,0.5934505462646484,0.21266451478004456,0.5352458953857422,0.215346097946167,0.3527056872844696,0.32864809036254883,0.27088892459869385,0.26115289330482483,0.5934505462646484,0.35404038429260254,0.4130953550338745
