,what,group,has,approved,the,appointment,of,an,openly,partnered,lesbian,to,the,provisional,diaconate,?
the,0.42745697498321533,0.30795547366142273,0.4177538752555847,0.30207422375679016,1.0,0.27414143085479736,0.733189046382904,0.4207492768764496,0.19510823488235474,0.1498856395483017,0.18838512897491455,0.535392165184021,1.0,0.28786423802375793,0.26569727063179016,0.22068053483963013
baltimore-washington,0.17966234683990479,0.18483033776283264,0.20654712617397308,0.2070598602294922,0.28986477851867676,0.2570282220840454,0.20252996683120728,0.1697658747434616,0.2406311184167862,0.19294169545173645,0.24432097375392914,0.27060967683792114,0.28986477851867676,0.20756135880947113,0.29526087641716003,0.17796984314918518
conference,0.15329721570014954,0.20237058401107788,0.14395518600940704,0.23838165402412415,0.25393402576446533,0.27801910042762756,0.19579021632671356,0.09000018239021301,0.19206660985946655,0.18023020029067993,0.1533551961183548,0.2324119359254837,0.25393402576446533,0.2303178608417511,0.20502744615077972,0.11172781884670258
of,0.33290785551071167,0.25542253255844116,0.3909035325050354,0.3106788992881775,0.733189046382904,0.32000482082366943,1.0,0.32280945777893066,0.14141330122947693,0.10293242335319519,0.1412847489118576,0.41548454761505127,0.733189046382904,0.3027793765068054,0.240611732006073,0.1826142966747284
the,0.42745697498321533,0.30795547366142273,0.4177538752555847,0.30207422375679016,1.0,0.27414143085479736,0.733189046382904,0.4207492768764496,0.19510823488235474,0.1498856395483017,0.18838512897491455,0.535392165184021,1.0,0.28786423802375793,0.26569727063179016,0.22068053483963013
umc,0.2557855546474457,0.22276800870895386,0.18818236887454987,0.22920365631580353,0.21262750029563904,0.19702205061912537,0.18128293752670288,0.20038536190986633,0.2409498691558838,0.14607001841068268,0.25825729966163635,0.23076260089874268,0.21262750029563904,0.11996863782405853,0.1741333156824112,0.2609967589378357
has,0.20338068902492523,0.1970849484205246,1.0,0.18731732666492462,0.4177538752555847,0.1344069242477417,0.3909035325050354,0.2991473078727722,0.2552923858165741,0.1229148730635643,0.20544448494911194,0.3619994819164276,0.4177538752555847,0.0973055437207222,0.2044203132390976,0.15994466841220856
approved,0.23795665800571442,0.1127391830086708,0.18731732666492462,1.0,0.30207422375679016,0.4043413996696472,0.3106788992881775,0.1935945749282837,0.2583079934120178,0.17179517447948456,0.1186525970697403,0.2687867283821106,0.30207422375679016,0.32966139912605286,0.2280341535806656,0.25914356112480164
the,0.42745697498321533,0.30795547366142273,0.4177538752555847,0.30207422375679016,1.0,0.27414143085479736,0.733189046382904,0.4207492768764496,0.19510823488235474,0.1498856395483017,0.18838512897491455,0.535392165184021,1.0,0.28786423802375793,0.26569727063179016,0.22068053483963013
appointment,0.22421441972255707,0.11255379021167755,0.1344069242477417,0.4043413996696472,0.27414143085479736,1.0000001192092896,0.32000482082366943,0.20349735021591187,0.26450344920158386,0.2090725302696228,0.2312217801809311,0.24941734969615936,0.27414143085479736,0.34092798829078674,0.2639739215373993,0.16662907600402832
of,0.33290785551071167,0.25542253255844116,0.3909035325050354,0.3106788992881775,0.733189046382904,0.32000482082366943,1.0,0.32280945777893066,0.14141330122947693,0.10293242335319519,0.1412847489118576,0.41548454761505127,0.733189046382904,0.3027793765068054,0.240611732006073,0.1826142966747284
an,0.2821882665157318,0.1671597808599472,0.2991473078727722,0.1935945749282837,0.4207492768764496,0.20349735021591187,0.32280945777893066,1.0,0.18145424127578735,0.05566767230629921,0.21760568022727966,0.3138085603713989,0.4207492768764496,0.196761816740036,0.25941962003707886,0.19793890416622162
openly,0.24464668333530426,0.19355811178684235,0.2552923858165741,0.2583079934120178,0.19510823488235474,0.26450344920158386,0.14141330122947693,0.18145424127578735,1.0,0.3296809494495392,0.5444199442863464,0.25191524624824524,0.19510823488235474,0.1347065418958664,0.25838544964790344,0.16308623552322388
partnered,0.05339338257908821,0.18043211102485657,0.1229148730635643,0.17179517447948456,0.1498856395483017,0.2090725302696228,0.10293242335319519,0.05566767230629921,0.3296809494495392,1.0,0.3041140139102936,0.12930966913700104,0.1498856395483017,0.112356998026371,0.2590043246746063,0.15653236210346222
lesbian,0.1944192498922348,0.20778138935565948,0.20544448494911194,0.1186525970697403,0.18838512897491455,0.2312217801809311,0.1412847489118576,0.21760568022727966,0.5444199442863464,0.3041140139102936,1.0000001192092896,0.19449923932552338,0.18838512897491455,0.07068385183811188,0.27702614665031433,0.1751367151737213
to,0.455847829580307,0.2672896385192871,0.3619994819164276,0.2687867283821106,0.535392165184021,0.24941734969615936,0.41548454761505127,0.3138085603713989,0.25191524624824524,0.12930966913700104,0.19449923932552338,1.0,0.535392165184021,0.20113271474838257,0.34688806533813477,0.29463258385658264
