,where,is,corporal,punishment,usually,performed,these,days,?
this,0.4012809097766876,0.480927973985672,0.15416984260082245,0.24923382699489594,0.4242855906486511,0.23454336822032928,0.4811280071735382,0.30888450145721436,0.3155723512172699
often,0.4629369378089905,0.3856629431247711,0.18025285005569458,0.2746441066265106,0.7742448449134827,0.2518651485443115,0.5577440857887268,0.1890486776828766,0.23748154938220978
used,0.31140151619911194,0.3288823366165161,0.1742590367794037,0.19342991709709167,0.4620378017425537,0.2459409534931183,0.43212080001831055,0.19947199523448944,0.22430120408535004
to,0.47735077142715454,0.42745086550712585,0.15775661170482635,0.208286851644516,0.3824864327907562,0.18510960042476654,0.46852558851242065,0.2942236363887787,0.29463258385658264
take,0.31621453166007996,0.22669753432273865,0.06877406686544418,0.1740543395280838,0.2834988534450531,0.21086743474006653,0.3182767629623413,0.2955247759819031,0.21897350251674652
place,0.4786618947982788,0.3122972249984741,0.11699500679969788,0.17286942899227142,0.2219981700181961,0.21628892421722412,0.2565402090549469,0.25988784432411194,0.2455766350030899
in,0.5344807505607605,0.5394441485404968,0.15530824661254883,0.19258901476860046,0.28848564624786377,0.27994897961616516,0.3791837692260742,0.24827800691127777,0.20430970191955566
the,0.5003893971443176,0.5823672413825989,0.22063873708248138,0.2503047287464142,0.36782920360565186,0.239950031042099,0.49086877703666687,0.2574930489063263,0.22068053483963013
classroom,0.21222655475139618,0.14807726442813873,0.06744234263896942,0.13065557181835175,0.19251342117786407,0.17380765080451965,0.25410786271095276,0.15091054141521454,0.23190370202064514
or,0.3651050925254822,0.41870999336242676,0.1871897280216217,0.23232755064964294,0.654004693031311,0.17481353878974915,0.5009458661079407,0.19658851623535156,0.32389625906944275
hallway,0.3452950716018677,0.20556916296482086,0.20551848411560059,0.20316137373447418,0.2903898358345032,0.19167950749397278,0.20574386417865753,0.11082679778337479,0.19005796313285828
",",0.3149496018886566,0.4691906273365021,0.2217067927122116,0.2216428816318512,0.21946179866790771,0.2933148443698883,0.37613096833229065,0.34504905343055725,0.31091248989105225
but,0.49101024866104126,0.4106791317462921,0.1317705363035202,0.2950800359249115,0.4121614694595337,0.22038908302783966,0.47236254811286926,0.3238312304019928,0.27921953797340393
nowadays,0.23156584799289703,0.31008729338645935,0.06989344209432602,0.08547018468379974,0.4061165452003479,0.23794613778591156,0.34953901171684265,0.283671110868454,0.05864164978265762
the,0.5003893971443176,0.5823672413825989,0.22063873708248138,0.2503047287464142,0.36782920360565186,0.239950031042099,0.49086877703666687,0.2574930489063263,0.22068053483963013
punishment,0.2222001552581787,0.22508563101291656,0.34936437010765076,1.0000001192092896,0.18819399178028107,0.15870146453380585,0.25725433230400085,0.15178675949573517,0.23842233419418335
is,0.3586711287498474,1.0,0.13202491402626038,0.22508563101291656,0.4230746626853943,0.19216197729110718,0.2498808652162552,0.1960425078868866,0.22961433231830597
usually,0.4019157886505127,0.4230746626853943,0.17962075769901276,0.18819399178028107,1.0000001192092896,0.21773186326026917,0.49153953790664673,0.2504476010799408,0.19435347616672516
given,0.2906268835067749,0.249215230345726,0.19201555848121643,0.19117942452430725,0.29048091173171997,0.2475721687078476,0.3086796998977661,0.234863743185997,0.2570464313030243
privately,0.2932184338569641,0.18539957702159882,0.32248905301094055,0.18689006567001343,0.17403823137283325,0.22412888705730438,0.23398074507713318,0.1494673788547516,0.1842089295387268
in,0.5344807505607605,0.5394441485404968,0.15530824661254883,0.19258901476860046,0.28848564624786377,0.27994897961616516,0.3791837692260742,0.24827800691127777,0.20430970191955566
the,0.5003893971443176,0.5823672413825989,0.22063873708248138,0.2503047287464142,0.36782920360565186,0.239950031042099,0.49086877703666687,0.2574930489063263,0.22068053483963013
principal,0.21283301711082458,0.1573130041360855,0.19779403507709503,0.10784443467855453,0.1393163949251175,0.22405219078063965,0.1874522566795349,0.10174773633480072,0.10016445070505142
's,0.0007701900321990252,0.02396530658006668,-0.004787743557244539,0.0910848006606102,0.08620650321245193,0.05618653818964958,0.026068098843097687,0.08848981559276581,-0.023395681753754616
office,0.14498522877693176,0.1776546686887741,0.1450495421886444,0.16350549459457397,0.19309164583683014,0.15672710537910461,0.1398029625415802,0.20414571464061737,0.16497313976287842
.,0.41390106081962585,0.4569662809371948,0.23281329870224,0.24320337176322937,0.28580138087272644,0.2417089343070984,0.3840779960155487,0.2610209584236145,0.4130953550338745
