,how,did,the,yuan,come,to,have,the,4,schools,of,medicine,?
the,0.33890387415885925,0.34736719727516174,1.0,0.2548272907733917,0.36020293831825256,0.535392165184021,0.40389683842658997,1.0,0.15499350428581238,0.22905772924423218,0.733189046382904,0.19564834237098694,0.22068053483963013
chinese,0.21388240158557892,0.19065357744693756,0.2785343527793884,0.5665212273597717,0.16460680961608887,0.17416036128997803,0.24307501316070557,0.2785343527793884,0.12481670826673508,0.19302847981452942,0.24275560677051544,0.19321709871292114,0.20843194425106049
medical,0.20867709815502167,0.17372813820838928,0.2398311346769333,0.09371787309646606,0.13070933520793915,0.2909846603870392,0.2445978969335556,0.2398311346769333,-0.0023898512590676546,0.2812371253967285,0.2826511859893799,0.5872411727905273,0.13234087824821472
tradition,0.17727917432785034,0.1859186738729477,0.2632053792476654,0.14433301985263824,0.22060449421405792,0.2571658790111542,0.2208789885044098,0.2632053792476654,0.028381474316120148,0.32277584075927734,0.2663337290287018,0.20377175509929657,0.15717756748199463
of,0.2480744868516922,0.2513895630836487,0.733189046382904,0.22696353495121002,0.3194141983985901,0.41548454761505127,0.3802283704280853,0.733189046382904,0.17227263748645782,0.265506386756897,1.0,0.20997224748134613,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,1.0,0.2548272907733917,0.36020293831825256,0.535392165184021,0.40389683842658997,1.0,0.15499350428581238,0.22905772924423218,0.733189046382904,0.19564834237098694,0.22068053483963013
yuan,0.19823622703552246,0.1467057168483734,0.2548272907733917,1.0,0.10192757844924927,0.1499021351337433,0.16232050955295563,0.2548272907733917,0.15031284093856812,0.14801600575447083,0.22696353495121002,0.10308883339166641,0.12871281802654266
had,0.2549138069152832,0.540525496006012,0.3875846862792969,0.15790773928165436,0.2712404131889343,0.37984350323677063,0.6263401508331299,0.3875846862792969,0.14596869051456451,0.2195458710193634,0.37755560874938965,0.119252048432827,0.20728366076946259
``,-0.01591024175286293,-0.029888948425650597,0.029072100296616554,0.12237913906574249,-0.008487103506922722,0.06720756739377975,0.1022237241268158,0.029072100296616554,0.07803654670715332,0.019756430760025978,0.06780257821083069,0.08245408535003662,0.0685480609536171
four,0.1955733299255371,0.20222175121307373,0.40344667434692383,0.13713949918746948,0.21945390105247498,0.2803118824958801,0.3544043302536011,0.40344667434692383,0.05966099724173546,0.22219513356685638,0.36293646693229675,0.08809544891119003,0.14532537758350372
great,0.20413632690906525,0.2083706259727478,0.2822027802467346,0.1734679937362671,0.24104450643062592,0.1880372017621994,0.24053381383419037,0.2822027802467346,0.1032378077507019,0.1570356786251068,0.3168134391307831,0.15086863934993744,0.13135133683681488
schools,0.12874440848827362,0.20622693002223969,0.22905772924423218,0.14801600575447083,0.2323450893163681,0.2362271547317505,0.26828762888908386,0.22905772924423218,0.019904205575585365,1.0,0.265506386756897,0.21150217950344086,0.18349280953407288
'',-0.0029843549709767103,0.01978493109345436,0.041273195296525955,0.044363681226968765,0.020051119849085808,-0.009905828163027763,0.0312618687748909,0.041273195296525955,0.011182256042957306,0.07826808094978333,0.13035868108272552,0.042358800768852234,0.018684765323996544
that,0.557814359664917,0.47518548369407654,0.5473989248275757,0.21402506530284882,0.41515251994132996,0.5436353087425232,0.6182622313499451,0.5473989248275757,-0.04881570115685463,0.2649109661579132,0.41498205065727234,0.19227497279644012,0.32716336846351624
the,0.33890387415885925,0.34736719727516174,1.0,0.2548272907733917,0.36020293831825256,0.535392165184021,0.40389683842658997,1.0,0.15499350428581238,0.22905772924423218,0.733189046382904,0.19564834237098694,0.22068053483963013
yuan,0.19823622703552246,0.1467057168483734,0.2548272907733917,1.0,0.10192757844924927,0.1499021351337433,0.16232050955295563,0.2548272907733917,0.15031284093856812,0.14801600575447083,0.22696353495121002,0.10308883339166641,0.12871281802654266
inherited,0.26786091923713684,0.22015666961669922,0.2094005048274994,0.12867267429828644,0.23324748873710632,0.2240290641784668,0.26122716069221497,0.2094005048274994,0.1288876086473465,0.14249904453754425,0.2982654571533203,0.11643623560667038,0.1930614858865738
from,0.22939439117908478,0.20248863101005554,0.40150508284568787,0.09845740348100662,0.32651904225349426,0.4069952368736267,0.30702701210975647,0.40150508284568787,0.057375580072402954,0.1357884258031845,0.4249346852302551,0.1637396514415741,0.19969791173934937
the,0.33890387415885925,0.34736719727516174,1.0,0.2548272907733917,0.36020293831825256,0.535392165184021,0.40389683842658997,1.0,0.15499350428581238,0.22905772924423218,0.733189046382904,0.19564834237098694,0.22068053483963013
jin,0.17690342664718628,0.12242958694696426,0.23336409032344818,0.533965528011322,0.18227511644363403,0.16679616272449493,0.17471173405647278,0.23336409032344818,0.1426970660686493,0.0762673020362854,0.18017646670341492,0.10294868052005768,0.12195159494876862
dynasty,0.20248688757419586,0.19201454520225525,0.26267939805984497,0.49336904287338257,0.11355633288621902,0.1214921623468399,0.176484152674675,0.26267939805984497,0.21789078414440155,0.15391048789024353,0.285645067691803,0.134052574634552,0.15884074568748474
.,0.3287222981452942,0.35288307070732117,0.5934505462646484,0.17233723402023315,0.2866859436035156,0.4645031690597534,0.41614407300949097,0.5934505462646484,0.0835196003317833,0.2752705216407776,0.5352458953857422,0.242958664894104,0.4130953550338745
