,what,complexity,class,is,commonly,characterized,by,unknown,algorithms,to,enhance,solvability,?
the,0.42745697498321533,0.21171598136425018,0.18034407496452332,0.5823672413825989,0.2974449694156647,0.30089181661605835,0.4408751428127289,0.23777544498443604,0.167828768491745,0.535392165184021,0.20015929639339447,0.2684192359447479,0.22068053483963013
complexity,0.33747240900993347,1.0,0.22154183685779572,0.2541271150112152,0.22764980792999268,0.3055938482284546,0.17643122375011444,0.17333564162254333,0.5325000286102295,0.28336837887763977,0.37255194783210754,0.6333786845207214,0.23062916100025177
class,0.16880196332931519,0.22154183685779572,1.0,0.1275252103805542,0.07048939168453217,0.14909538626670837,0.12142201513051987,0.13737016916275024,0.1425400823354721,0.18696844577789307,0.1642736941576004,0.20910952985286713,0.12778934836387634
np,0.273849755525589,0.4016888439655304,0.18459567427635193,0.2208731323480606,0.15360388159751892,0.15589821338653564,0.029118457809090614,0.19687475264072418,0.42797693610191345,0.12644809484481812,0.08700260519981384,0.46999117732048035,0.25319206714630127
",",0.3087472915649414,0.27822354435920715,0.1753857135772705,0.4691906273365021,0.27548834681510925,0.23185861110687256,0.3680937886238098,0.26479753851890564,0.22988320887088776,0.44245919585227966,0.15132740139961243,0.2540762722492218,0.31091248989105225
on,0.34226128458976746,0.22000707685947418,0.1869632750749588,0.3635730445384979,0.15252314507961273,0.18066512048244476,0.33887791633605957,0.2316989302635193,0.15475624799728394,0.41031414270401,0.19664105772972107,0.201430082321167,0.2714994251728058
the,0.42745697498321533,0.21171598136425018,0.18034407496452332,0.5823672413825989,0.2974449694156647,0.30089181661605835,0.4408751428127289,0.23777544498443604,0.167828768491745,0.535392165184021,0.20015929639339447,0.2684192359447479,0.22068053483963013
other,0.341873437166214,0.25132685899734497,0.16611546277999878,0.25895947217941284,0.2598826587200165,0.2210853546857834,0.3321913778781891,0.18112406134605408,0.19012661278247833,0.4193183183670044,0.24351553618907928,0.278414785861969,0.24682199954986572
hand,0.26703396439552307,0.19301927089691162,0.1893034130334854,0.2402249276638031,0.11848501116037369,0.14473368227481842,0.24163919687271118,0.16092917323112488,0.17209282517433167,0.29793334007263184,0.22686509788036346,0.2623143792152405,0.20656698942184448
",",0.3087472915649414,0.27822354435920715,0.1753857135772705,0.4691906273365021,0.27548834681510925,0.23185861110687256,0.3680937886238098,0.26479753851890564,0.22988320887088776,0.44245919585227966,0.15132740139961243,0.2540762722492218,0.31091248989105225
contains,0.14236655831336975,0.2132667452096939,0.12439050525426865,0.4272567629814148,0.2053486406803131,0.21094992756843567,0.21414010226726532,0.17188580334186554,0.13455185294151306,0.22413384914398193,0.22626936435699463,0.17676137387752533,0.15215006470680237
many,0.36131182312965393,0.2883065640926361,0.13207179307937622,0.2649032473564148,0.3126119077205658,0.3097083866596222,0.3409687578678131,0.20950357615947723,0.20716683566570282,0.40243685245513916,0.23522433638572693,0.30528607964515686,0.2124512493610382
problems,0.3306994140148163,0.45911696553230286,0.18972691893577576,0.16985496878623962,0.20154808461666107,0.2846454381942749,0.20223401486873627,0.17743396759033203,0.3502533733844757,0.28989166021347046,0.2515231668949127,0.490709125995636,0.2638136148452759
that,0.6297725439071655,0.3234518766403198,0.23035554587841034,0.3995479643344879,0.23247161507606506,0.295734703540802,0.37496164441108704,0.2580740749835968,0.2668388783931732,0.5436353087425232,0.30286234617233276,0.4160497188568115,0.32716336846351624
people,0.32444337010383606,0.1789577603340149,0.12438123673200607,0.34254953265190125,0.16831427812576294,0.1660676896572113,0.20350977778434753,0.1727358102798462,0.12676063179969788,0.37275731563568115,0.08451486378908157,0.25513383746147156,0.23739641904830933
would,0.45766422152519226,0.27243655920028687,0.1581210196018219,0.33626067638397217,0.1002546176314354,0.1755090206861496,0.28394925594329834,0.24298015236854553,0.22607526183128357,0.5965728163719177,0.291718989610672,0.31458279490470886,0.37178951501846313
like,0.4320242702960968,0.25335803627967834,0.20354855060577393,0.29710376262664795,0.3076494634151459,0.28793683648109436,0.2583819031715393,0.1311877816915512,0.18875011801719666,0.35482415556907654,0.2771669626235962,0.23795020580291748,0.3268813192844391
to,0.455847829580307,0.28336837887763977,0.18696844577789307,0.42745086550712585,0.2571072280406952,0.2198610156774521,0.33534231781959534,0.2203521579504013,0.2158832848072052,1.0,0.2817879319190979,0.33553120493888855,0.29463258385658264
solve,0.3072938323020935,0.4029405415058136,0.09394009411334991,0.21876689791679382,0.15853385627269745,0.1637592762708664,0.17813259363174438,0.12805157899856567,0.49159330129623413,0.2640334367752075,0.21470053493976593,0.5850592851638794,0.27457404136657715
efficiently,0.2902039587497711,0.47260206937789917,0.19322754442691803,0.23061436414718628,0.3145965039730072,0.30446019768714905,0.26639604568481445,0.0903601422905922,0.4232286512851715,0.39917054772377014,0.3784230053424835,0.5335966944694519,0.22194626927375793
",",0.3087472915649414,0.27822354435920715,0.1753857135772705,0.4691906273365021,0.27548834681510925,0.23185861110687256,0.3680937886238098,0.26479753851890564,0.22988320887088776,0.44245919585227966,0.15132740139961243,0.2540762722492218,0.31091248989105225
but,0.5029441118240356,0.26913172006607056,0.21080657839775085,0.4106791317462921,0.1945234090089798,0.2991344630718231,0.3159136474132538,0.2904772162437439,0.23478630185127258,0.5542377829551697,0.2683069705963135,0.31808140873908997,0.27921953797340393
for,0.3017193675041199,0.27243003249168396,0.17833863198757172,0.43268078565597534,0.27418190240859985,0.21406006813049316,0.3248702883720398,0.20547941327095032,0.25604015588760376,0.4451248347759247,0.29471734166145325,0.3531567454338074,0.264628142118454
which,0.5261979103088379,0.2941568195819855,0.23547251522541046,0.4457404911518097,0.3553910553455353,0.3696018159389496,0.40543368458747864,0.23556388914585114,0.24994626641273499,0.5345056653022766,0.33659762144088745,0.38093945384025574,0.25814583897590637
no,0.339326947927475,0.24885083734989166,0.13246874511241913,0.19581134617328644,0.11379646509885788,0.1408253014087677,0.15267254412174225,0.2462729513645172,0.15634115040302277,0.30015695095062256,0.21573293209075928,0.2819587290287018,0.32165053486824036
efficient,0.22662539780139923,0.44493651390075684,0.19982673227787018,0.19970080256462097,0.30643975734710693,0.27697691321372986,0.1805124431848526,0.07976499199867249,0.4100019931793213,0.29811713099479675,0.37051644921302795,0.5171096324920654,0.18034493923187256
algorithm,0.2700590193271637,0.4874947965145111,0.11908161640167236,0.24848374724388123,0.2524632215499878,0.15567825734615326,0.14533276855945587,0.136496901512146,0.9430480003356934,0.20727625489234924,0.22201819717884064,0.5302088260650635,0.21180397272109985
is,0.28837618231773376,0.2541271150112152,0.1275252103805542,1.0,0.3994327187538147,0.26732131838798523,0.3899846076965332,0.2287159115076065,0.24730736017227173,0.42745086550712585,0.13910281658172607,0.283805251121521,0.22961433231830597
known,0.20381177961826324,0.17207187414169312,0.12499057501554489,0.41921812295913696,0.4381987154483795,0.289523720741272,0.24461808800697327,0.2759796380996704,0.22406485676765442,0.14337651431560516,0.09226423501968384,0.20233400166034698,0.18314571678638458
",",0.3087472915649414,0.27822354435920715,0.1753857135772705,0.4691906273365021,0.27548834681510925,0.23185861110687256,0.3680937886238098,0.26479753851890564,0.22988320887088776,0.44245919585227966,0.15132740139961243,0.2540762722492218,0.31091248989105225
such,0.23989605903625488,0.33842724561691284,0.1532279998064041,0.23545363545417786,0.35613489151000977,0.27962756156921387,0.2736194431781769,0.1315656304359436,0.2650546431541443,0.2871878743171692,0.3100900650024414,0.3245919942855835,0.17851735651493073
as,0.31749409437179565,0.22960948944091797,0.22566811740398407,0.43216490745544434,0.3544585108757019,0.2511933445930481,0.3815547823905945,0.21361470222473145,0.19219911098480225,0.42092081904411316,0.19208864867687225,0.2581520676612854,0.27043893933296204
the,0.42745697498321533,0.21171598136425018,0.18034407496452332,0.5823672413825989,0.2974449694156647,0.30089181661605835,0.4408751428127289,0.23777544498443604,0.167828768491745,0.535392165184021,0.20015929639339447,0.2684192359447479,0.22068053483963013
boolean,0.27341124415397644,0.3921334147453308,0.17701783776283264,0.24110576510429382,0.2412932813167572,0.2018153965473175,0.10928058624267578,0.2832361161708832,0.48789647221565247,0.22813230752944946,0.21806210279464722,0.46905574202537537,0.31161975860595703
satisfiability,0.38953596353530884,0.6418663859367371,0.23174887895584106,0.21485021710395813,0.22683903574943542,0.3221787214279175,0.1729307323694229,0.1785857230424881,0.4736196994781494,0.2691228985786438,0.4471801817417145,0.7461108565330505,0.31815093755722046
problem,0.42183366417884827,0.5039530992507935,0.19669321179389954,0.23238427937030792,0.23363131284713745,0.21800804138183594,0.2011435180902481,0.21102827787399292,0.40899839997291565,0.2502208352088928,0.27666816115379333,0.5705896019935608,0.3762950301170349
",",0.3087472915649414,0.27822354435920715,0.1753857135772705,0.4691906273365021,0.27548834681510925,0.23185861110687256,0.3680937886238098,0.26479753851890564,0.22988320887088776,0.44245919585227966,0.15132740139961243,0.2540762722492218,0.31091248989105225
