,what,was,the,first,year,that,yale,and,harvard,played,football,?
harvard,0.2177114188671112,0.2415156066417694,0.24496200680732727,0.23987877368927002,0.12264450639486313,0.21386723220348358,0.6204341053962708,0.2453373372554779,1.0,0.1634344458580017,0.21268169581890106,0.11685016006231308
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,-0.014458609744906425,-0.04087831452488899,0.04397977516055107,-0.04306904599070549,0.06895173341035843,-0.06887804716825485,0.03920676186680794,-0.03938785195350647,-0.023395681753754616
athletic,0.1290024071931839,0.1858414113521576,0.22677098214626312,0.1337488889694214,0.08530744910240173,0.16314919292926788,0.23480671644210815,0.2556641101837158,0.21660740673542023,0.2557204067707062,0.4078763425350189,0.06249280273914337
rivalry,0.16695702075958252,0.2416546493768692,0.227608323097229,0.16177934408187866,0.18298175930976868,0.214837446808815,0.22918877005577087,0.2228763997554779,0.21891222894191742,0.2845340967178345,0.27016976475715637,0.09352650493383408
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.2691199779510498,0.3220449686050415,0.4154358208179474,0.0781266987323761,0.5477725267410278,0.11114109307527542,0.24504201114177704,0.11973617970943451,0.2433311939239502
yale,0.1766820251941681,0.20683710277080536,0.20174992084503174,0.24048301577568054,0.11469543725252151,0.18142174184322357,1.0,0.2546328902244568,0.6204341053962708,0.14194254577159882,0.16984735429286957,0.1444430649280548
is,0.28837618231773376,0.5810302495956421,0.5823672413825989,0.30889374017715454,0.2402215600013733,0.3995479643344879,0.0664043128490448,0.3859752118587494,0.15387701988220215,0.2258751392364502,0.21727435290813446,0.22961433231830597
intense,0.2151675522327423,0.2297455072402954,0.217502623796463,0.24077540636062622,0.09989110380411148,0.2915270924568176,0.14708948135375977,0.261640340089798,0.16717299818992615,0.11308292299509048,0.12993432581424713,0.15166594088077545
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.3359307050704956,0.435920387506485,0.2340804785490036,0.4954058527946472,0.26072487235069275,0.27605336904525757,0.2378888875246048,0.20430970191955566
every,0.30284011363983154,0.23630550503730774,0.4023689329624176,0.41254907846450806,0.3677065968513489,0.4773697257041931,0.09205379337072372,0.26607486605644226,0.13897068798542023,0.1412564516067505,0.1050669252872467,0.24066033959388733
sport,0.1305270493030548,0.17809973657131195,0.15650692582130432,0.1735720932483673,0.22557823359966278,0.2018578201532364,0.1565154641866684,0.20057028532028198,0.19148293137550354,0.2122579663991928,0.3748422861099243,0.0972188338637352
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.3359307050704956,0.435920387506485,0.2340804785490036,0.4954058527946472,0.26072487235069275,0.27605336904525757,0.2378888875246048,0.20430970191955566
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.3828166127204895,0.242343008518219,0.6894589066505432,0.15372246503829956,0.506277859210968,0.17797638475894928,0.17687860131263733,0.18762435019016266,0.25814583897590637
they,0.4431931674480438,0.3300964832305908,0.49925389885902405,0.3431090712547302,0.22890345752239227,0.5710820555686951,0.21131408214569092,0.5073080658912659,0.19379988312721252,0.2663506865501404,0.19099120795726776,0.2753053903579712
meet,0.2533189356327057,0.14274883270263672,0.312436044216156,0.2163393348455429,0.14165005087852478,0.32301846146583557,0.08832326531410217,0.31950852274894714,0.13133631646633148,0.21326982975006104,0.1144205704331398,0.1658235788345337
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.28560417890548706,0.4137537479400635,0.2082056850194931,0.6633074283599854,0.2719281017780304,0.2987361550331116,0.25483596324920654,0.31091248989105225
coming,0.42659226059913635,0.25429201126098633,0.4306776821613312,0.25695502758026123,0.24063487350940704,0.4132051467895508,0.20682470500469208,0.3707200884819031,0.15707239508628845,0.1851414144039154,0.17483264207839966,0.2504907250404358
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.3792489171028137,0.23523004353046417,0.5436353087425232,0.20129746198654175,0.48971283435821533,0.2043667882680893,0.14824016392230988,0.14816443622112274,0.29463258385658264
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.4287874400615692,0.29350247979164124,0.47537946701049805,0.14818094670772552,0.3739250600337982,0.24754071235656738,0.2472371906042099,0.20103967189788818,0.23916715383529663
climax,0.2561795711517334,0.18346209824085236,0.3217308521270752,0.245362788438797,0.25892558693885803,0.23157323896884918,0.08599751442670822,0.24485760927200317,0.15426594018936157,0.26884475350379944,0.11417762190103531,0.175149604678154
each,0.3353266417980194,0.14424845576286316,0.470844566822052,0.35237833857536316,0.286208838224411,0.46111494302749634,0.1402776688337326,0.2984027564525604,0.1455710530281067,0.18017806112766266,0.09753754734992981,0.21173812448978424
fall,0.26931828260421753,0.22278504073619843,0.3639753758907318,0.19733107089996338,0.26067012548446655,0.2639525830745697,0.10233139246702194,0.25737735629081726,0.1400223970413208,0.16305743157863617,0.11298666149377823,0.1656162142753601
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.3359307050704956,0.435920387506485,0.2340804785490036,0.4954058527946472,0.26072487235069275,0.27605336904525757,0.2378888875246048,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.3609684407711029,0.5473989248275757,0.20174992084503174,0.5171257257461548,0.24496200680732727,0.2603478729724884,0.18794101476669312,0.22068053483963013
annual,0.14798973500728607,0.19130820035934448,0.2958983778953552,0.20848342776298523,0.37299844622612,0.217058464884758,0.15573696792125702,0.20847271382808685,0.19021044671535492,0.1344812512397766,0.11964382976293564,0.1083487942814827
football,0.21136903762817383,0.23601193726062775,0.18794101476669312,0.1892295479774475,0.18749721348285675,0.1859128326177597,0.16984735429286957,0.1999056488275528,0.21268169581890106,0.43463802337646484,0.9999999403953552,0.14957410097122192
meeting,0.2296355813741684,0.24202010035514832,0.3390691578388214,0.25918373465538025,0.20420295000076294,0.28332412242889404,0.17791329324245453,0.23922012746334076,0.21210166811943054,0.21877792477607727,0.1390485316514969,0.1329771876335144
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.28560417890548706,0.4137537479400635,0.2082056850194931,0.6633074283599854,0.2719281017780304,0.2987361550331116,0.25483596324920654,0.31091248989105225
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.3828166127204895,0.242343008518219,0.6894589066505432,0.15372246503829956,0.506277859210968,0.17797638475894928,0.17687860131263733,0.18762435019016266,0.25814583897590637
dates,0.2078574001789093,0.23610089719295502,0.3088380992412567,0.2531071901321411,0.31653496623039246,0.283852219581604,0.10429580509662628,0.1938803791999817,0.13601623475551605,0.08053433895111084,0.12136881798505783,0.2331625074148178
back,0.2965294420719147,0.2438982129096985,0.3612101674079895,0.26990386843681335,0.19452595710754395,0.34040841460227966,0.24158348143100739,0.32774487137794495,0.15486958622932434,0.1791687160730362,0.1796528398990631,0.2397768795490265
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.3792489171028137,0.23523004353046417,0.5436353087425232,0.20129746198654175,0.48971283435821533,0.2043667882680893,0.14824016392230988,0.14816443622112274,0.29463258385658264
1875,0.12304215133190155,0.1952691674232483,0.20612575113773346,0.15518879890441895,0.20294611155986786,0.13792337477207184,0.11307058483362198,0.09004559367895126,0.08442815393209457,0.1367047131061554,0.18176104128360748,0.22339659929275513
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.2506658732891083,0.4731321930885315,0.2546328902244568,1.0,0.2453373372554779,0.268975168466568,0.1999056488275528,0.20544172823429108
is,0.28837618231773376,0.5810302495956421,0.5823672413825989,0.30889374017715454,0.2402215600013733,0.3995479643344879,0.0664043128490448,0.3859752118587494,0.15387701988220215,0.2258751392364502,0.21727435290813446,0.22961433231830597
usually,0.32521089911460876,0.213388592004776,0.36782920360565186,0.2776850461959839,0.16312944889068604,0.43660464882850647,0.14595991373062134,0.3817319869995117,0.11366662383079529,0.11963255703449249,0.10244585573673248,0.19435347616672516
called,0.3235960602760315,0.33927658200263977,0.489897221326828,0.39303290843963623,0.15425430238246918,0.41604554653167725,0.1964387595653534,0.3251761794090271,0.18393799662590027,0.2770283818244934,0.19814801216125488,0.18963319063186646
simply,0.4566527307033539,0.22043688595294952,0.3653980493545532,0.2220369279384613,0.10970879346132278,0.43726885318756104,0.16283155977725983,0.2689659595489502,0.1389145702123642,0.09931804239749908,0.1360580325126648,0.2984147369861603
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.006519378628581762,0.050706423819065094,0.05285148695111275,-0.0219484381377697,0.036644238978624344,0.012157585471868515,0.03955623880028725,0.04665558412671089,0.0685480609536171
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.3609684407711029,0.5473989248275757,0.20174992084503174,0.5171257257461548,0.24496200680732727,0.2603478729724884,0.18794101476669312,0.22068053483963013
game,0.2246788740158081,0.2568269371986389,0.285271555185318,0.258794367313385,0.24385766685009003,0.27499276399612427,0.10762902349233627,0.25192898511886597,0.15297338366508484,0.3575804531574249,0.2986574172973633,0.1829071193933487
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,-0.03874251991510391,-0.01924106478691101,0.007880004122853279,0.037265487015247345,0.021612688899040222,-0.04945635795593262,-0.062275923788547516,-0.04742448776960373,0.018684765323996544
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.32538118958473206,0.4460422694683075,0.2389662116765976,0.588965117931366,0.254516065120697,0.2876244783401489,0.2514924108982086,0.4130953550338745
