,what,happens,if,angiosperm,shoots,do,n't,get,enough,light,?
if,0.5277165174484253,0.401856392621994,1.0,0.23523563146591187,0.20418576896190643,0.4196736514568329,-0.08747852593660355,0.5463786721229553,0.5349239110946655,0.16770406067371368,0.4441644251346588
angiosperm,0.19576749205589294,0.23596930503845215,0.23523563146591187,1.0,0.21389545500278473,0.20873917639255524,0.06501336395740509,0.1423095166683197,0.16048920154571533,0.111009381711483,0.16316048800945282
shoots,0.15500527620315552,0.26857373118400574,0.20418576896190643,0.21389545500278473,1.0,0.1748117059469223,0.009646415710449219,0.2908078730106354,0.2650623321533203,0.28048866987228394,0.11940876394510269
are,0.29724663496017456,0.39070773124694824,0.32547882199287415,0.31277215480804443,0.2128557413816452,0.41111594438552856,-0.1517762839794159,0.36355718970298767,0.30786940455436707,0.21304044127464294,0.24591213464736938
not,0.5449194312095642,0.3439979553222656,0.6100378632545471,0.24047482013702393,0.18581846356391907,0.6619802713394165,-0.11552248895168304,0.4426962435245514,0.5789480805397034,0.18995258212089539,0.41942933201789856
exposed,0.21776136755943298,0.3393632173538208,0.29261651635169983,0.20783434808254242,0.23834967613220215,0.23062141239643097,-0.011665682308375835,0.27076220512390137,0.30239787697792053,0.25035786628723145,0.12477970123291016
to,0.455847829580307,0.25381678342819214,0.4559597074985504,0.21960128843784332,0.21985311806201935,0.38876664638519287,-0.14541994035243988,0.4388369917869568,0.43150144815444946,0.22474321722984314,0.29463258385658264
the,0.42745697498321533,0.32930514216423035,0.33724796772003174,0.2525395154953003,0.2549768090248108,0.30239659547805786,-0.11449059844017029,0.29667025804519653,0.304282009601593,0.2649136185646057,0.22068053483963013
required,0.2506856620311737,0.28562742471694946,0.46138036251068115,0.19168700277805328,0.08644556254148483,0.3894413411617279,-0.08154822140932083,0.31676754355430603,0.4444041848182678,0.17844024300575256,0.24962718784809113
light,0.22953972220420837,0.26645368337631226,0.16770406067371368,0.111009381711483,0.28048866987228394,0.16024693846702576,-0.0523095428943634,0.18875737488269806,0.23226332664489746,0.9999998807907104,0.17429810762405396
for,0.3017193675041199,0.2718198299407959,0.3609124422073364,0.11850745230913162,0.14260481297969818,0.29510271549224854,-0.05512906610965729,0.342695415019989,0.35648372769355774,0.21351271867752075,0.264628142118454
chloroplast,0.23505516350269318,0.23770885169506073,0.2803628742694855,0.5125715732574463,0.21889625489711761,0.2310386300086975,-0.03544950857758522,0.17309294641017914,0.24308881163597107,0.35266226530075073,0.12532055377960205
formation,0.16291823983192444,0.24880748987197876,0.15024374425411224,0.298624187707901,0.054544635117053986,0.12149153649806976,-0.025992220267653465,0.1525213122367859,0.2388918548822403,0.20427300035953522,0.09831923991441727
",",0.3087472915649414,0.24968470633029938,0.257730096578598,0.2125566154718399,0.2671235203742981,0.3283645510673523,0.11016341298818588,0.2926318049430847,0.2852858901023865,0.22209852933883667,0.31091248989105225
proplastids,0.25782695412635803,0.2686818540096283,0.35991358757019043,0.5897813439369202,0.23832327127456665,0.3487069606781006,-0.04214731976389885,0.23513606190681458,0.2877456843852997,0.27135154604911804,0.20560644567012787
may,0.25739946961402893,0.2597687542438507,0.3125908374786377,0.24368491768836975,0.12824538350105286,0.28230178356170654,0.14091402292251587,0.19888654351234436,0.2875986099243164,0.12095122039318085,0.2768254578113556
develop,0.20962175726890564,0.3213582932949066,0.2230866700410843,0.30266863107681274,0.27318474650382996,0.2828625738620758,-0.0011192462407052517,0.3181179165840149,0.3028304874897003,0.24859574437141418,0.15784582495689392
into,0.2180619090795517,0.23569484055042267,0.24821437895298004,0.21629853546619415,0.2822290062904358,0.20546826720237732,-0.0681244283914566,0.29681822657585144,0.28036415576934814,0.18614551424980164,0.15662476420402527
an,0.2821882665157318,0.2509342133998871,0.26347705721855164,0.1737939417362213,0.23313844203948975,0.25865980982780457,0.07694102823734283,0.20705485343933105,0.27753549814224243,0.21187175810337067,0.19793890416622162
etioplast,0.23684675991535187,0.2850044071674347,0.298316091299057,0.5161303877830505,0.23383201658725739,0.27120378613471985,0.02525869756937027,0.17181985080242157,0.23661738634109497,0.312562495470047,0.17501437664031982
stage,0.15168409049510956,0.20612815022468567,0.1587570160627365,0.2795485556125641,0.09855541586875916,0.1597106009721756,0.10475759208202362,0.17723536491394043,0.18926258385181427,0.12383899092674255,0.14916576445102692
before,0.3801657259464264,0.27589496970176697,0.38886740803718567,0.19589018821716309,0.188315287232399,0.2566060721874237,-0.03339577093720436,0.28847837448120117,0.3189032971858978,0.18204018473625183,0.2507109045982361
becoming,0.2530137896537781,0.22963549196720123,0.29631733894348145,0.14132122695446014,0.1753818690776825,0.22231726348400116,0.006483936216682196,0.3163743019104004,0.2801021635532379,0.18431176245212555,0.17354105412960052
chloroplasts,0.2524593770503998,0.2874855697154999,0.29121533036231995,0.5468156337738037,0.23376205563545227,0.2621478736400604,-0.03901694342494011,0.19422104954719543,0.24342131614685059,0.35485613346099854,0.13049766421318054
.,0.3567904531955719,0.24076157808303833,0.421799898147583,0.19110332429409027,0.23640424013137817,0.3613996207714081,0.01884327083826065,0.39392393827438354,0.3491275906562805,0.2497042715549469,0.4130953550338745
