,what,was,apolitical,islam,?
similarly,0.2804308831691742,0.22495980560779572,0.24697431921958923,0.21975363790988922,0.23036029934883118
",",0.3087472915649414,0.45456063747406006,0.27549776434898376,0.23459285497665405,0.31091248989105225
a,0.3320399522781372,0.4508470594882965,0.2176414430141449,0.15636202692985535,0.23916715383529663
writer,0.16903695464134216,0.29712387919425964,0.29320043325424194,0.14185835421085358,0.1860569268465042
for,0.3017193675041199,0.3863949179649353,0.2653250992298126,0.1461709886789322,0.264628142118454
the,0.42745697498321533,0.48711544275283813,0.22035159170627594,0.2207694798707962,0.22068053483963013
international,0.10870302468538284,0.22185437381267548,0.2710552215576172,0.17613983154296875,0.15335838496685028
crisis,0.23514460027217865,0.20050278306007385,0.2691739499568939,0.17602422833442688,0.17902959883213043
group,0.2114069163799286,0.1789962202310562,0.16613639891147614,0.17468653619289398,0.13827809691429138
maintains,0.17929726839065552,0.15520937740802765,0.20644769072532654,0.16449376940727234,0.13273680210113525
that,0.6297725439071655,0.33670201897621155,0.24117566645145416,0.22824111580848694,0.32716336846351624
``,0.008517155423760414,-0.012679691426455975,0.11113590747117996,0.1292753964662552,0.0685480609536171
the,0.42745697498321533,0.48711544275283813,0.22035159170627594,0.2207694798707962,0.22068053483963013
conception,0.284974068403244,0.29101601243019104,0.2970122694969177,0.29615724086761475,0.16465921700000763
of,0.33290785551071167,0.4069072902202606,0.2843259572982788,0.21728332340717316,0.1826142966747284
'political,0.24287043511867523,0.2454662024974823,0.9286271333694458,0.3564319312572479,0.17658746242523193
islam,0.23237212002277374,0.15794138610363007,0.37911930680274963,1.0000001192092896,0.18358638882637024
',0.3245812654495239,0.33675912022590637,0.17511038482189178,0.14431777596473694,0.330942302942276
'',0.08143015950918198,0.04456103965640068,0.011149427853524685,0.020673450082540512,0.018684765323996544
is,0.28837618231773376,0.5810302495956421,0.17070238292217255,0.17952334880828857,0.22961433231830597
a,0.3320399522781372,0.4508470594882965,0.2176414430141449,0.15636202692985535,0.23916715383529663
creation,0.2653278112411499,0.26162147521972656,0.20595282316207886,0.18346241116523743,0.2407430112361908
of,0.33290785551071167,0.4069072902202606,0.2843259572982788,0.21728332340717316,0.1826142966747284
americans,0.2497653216123581,0.28990358114242554,0.22368013858795166,0.2140476405620575,0.19417695701122284
to,0.455847829580307,0.3636345863342285,0.2037111073732376,0.2398901730775833,0.29463258385658264
explain,0.46946078538894653,0.18036529421806335,0.22836129367351532,0.19400592148303986,0.365981787443161
the,0.42745697498321533,0.48711544275283813,0.22035159170627594,0.2207694798707962,0.22068053483963013
iranian,0.1183423325419426,0.203793466091156,0.20374232530593872,0.42419958114624023,0.13520781695842743
islamic,0.2204568088054657,0.19776177406311035,0.37593501806259155,0.727012574672699,0.1692383587360382
revolution,0.1946869045495987,0.3365444839000702,0.2857111096382141,0.26802921295166016,0.1727980077266693
and,0.31309178471565247,0.3740963041782379,0.29977574944496155,0.25070106983184814,0.20544172823429108
apolitical,0.26857051253318787,0.23543880879878998,1.0,0.37911930680274963,0.2318745255470276
islam,0.23237212002277374,0.15794138610363007,0.37911930680274963,1.0000001192092896,0.18358638882637024
was,0.22111038863658905,1.0000001192092896,0.23543880879878998,0.15794138610363007,0.18412111699581146
a,0.3320399522781372,0.4508470594882965,0.2176414430141449,0.15636202692985535,0.23916715383529663
historical,0.2923852205276489,0.18540561199188232,0.3522125780582428,0.19215567409992218,0.1665111482143402
fluke,0.17603105306625366,0.10969208180904388,0.11686684191226959,0.16992540657520294,0.134214848279953
of,0.33290785551071167,0.4069072902202606,0.2843259572982788,0.21728332340717316,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.22035159170627594,0.2207694798707962,0.22068053483963013
``,0.008517155423760414,-0.012679691426455975,0.11113590747117996,0.1292753964662552,0.0685480609536171
short-lived,0.25058919191360474,0.4607681930065155,0.2606305480003357,0.2727651000022888,0.27253833413124084
era,0.18199029564857483,0.24523797631263733,0.2563142776489258,0.16984061896800995,0.14369545876979828
of,0.33290785551071167,0.4069072902202606,0.2843259572982788,0.21728332340717316,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.22035159170627594,0.2207694798707962,0.22068053483963013
heyday,0.20279252529144287,0.38749203085899353,0.30834510922431946,0.24316513538360596,0.12949229776859283
of,0.33290785551071167,0.4069072902202606,0.2843259572982788,0.21728332340717316,0.1826142966747284
secular,0.26444122195243835,0.23214595019817352,0.46408089995384216,0.3986283242702484,0.13290788233280182
arab,0.14742176234722137,0.20103047788143158,0.2520105838775635,0.45920249819755554,0.18450474739074707
nationalism,0.25555992126464844,0.22557993233203888,0.5033159255981445,0.38991525769233704,0.1636960208415985
between,0.2462156116962433,0.24048170447349548,0.15700237452983856,0.12694580852985382,0.12887074053287506
1945,-0.14733538031578064,0.04900975897908211,-0.02493656799197197,0.0034638661891222,-0.03421006724238396
and,0.31309178471565247,0.3740963041782379,0.29977574944496155,0.25070106983184814,0.20544172823429108
1970,-0.04533620923757553,0.08790356665849686,0.05253416299819946,0.07513967901468277,-0.007446378003805876
'',0.08143015950918198,0.04456103965640068,0.011149427853524685,0.020673450082540512,0.018684765323996544
",",0.3087472915649414,0.45456063747406006,0.27549776434898376,0.23459285497665405,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.29977574944496155,0.25070106983184814,0.20544172823429108
it,0.45803478360176086,0.4577186405658722,0.18272224068641663,0.19719752669334412,0.25732165575027466
is,0.28837618231773376,0.5810302495956421,0.17070238292217255,0.17952334880828857,0.22961433231830597
quietist/non-political,0.32806524634361267,0.3143620491027832,0.8286320567131042,0.3737378716468811,0.2584339678287506
islam,0.23237212002277374,0.15794138610363007,0.37911930680274963,1.0000001192092896,0.18358638882637024
",",0.3087472915649414,0.45456063747406006,0.27549776434898376,0.23459285497665405,0.31091248989105225
not,0.5449194312095642,0.2888734042644501,0.2601413428783417,0.2667055130004883,0.41942933201789856
islamism,0.28119760751724243,0.21435104310512543,0.4979628324508667,0.7715402841567993,0.19147449731826782
",",0.3087472915649414,0.45456063747406006,0.27549776434898376,0.23459285497665405,0.31091248989105225
that,0.6297725439071655,0.33670201897621155,0.24117566645145416,0.22824111580848694,0.32716336846351624
requires,0.24784088134765625,0.1827157437801361,0.22222734987735748,0.1813451200723648,0.26020103693008423
explanation,0.3953537344932556,0.16375088691711426,0.2399594932794571,0.23359271883964539,0.33794105052948
.,0.3567904531955719,0.40146201848983765,0.24804188311100006,0.2825687527656555,0.4130953550338745
