,who,previously,held,the,record,for,being,the,oldest,quarterback,to,play,in,a,super,bowl,?
the,0.3733934462070465,0.33854439854621887,0.32185450196266174,1.0,0.23569516837596893,0.4739971458911896,0.419739305973053,1.0,0.30836519598960876,0.23757418990135193,0.535392165184021,0.24793598055839539,0.6662389636039734,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
past,0.3421076834201813,0.35451439023017883,0.22755925357341766,0.2747827172279358,0.27350008487701416,0.3203027844429016,0.318072110414505,0.2747827172279358,0.21033574640750885,0.1680554449558258,0.3031400740146637,0.12316795438528061,0.24275542795658112,0.24050787091255188,0.15902681648731232,0.17576618492603302,0.2598046660423279
record,0.24139603972434998,0.24885514378547668,0.22420307993888855,0.23569516837596893,1.0,0.24185582995414734,0.23657764494419098,0.23569516837596893,0.20740348100662231,0.2873646914958954,0.22007153928279877,0.20520026981830597,0.23162534832954407,0.2588478624820709,0.2505435347557068,0.24389338493347168,0.14407116174697876
was,0.3318818509578705,0.41197097301483154,0.30231067538261414,0.48711544275283813,0.2787264287471771,0.3863949179649353,0.5201660394668579,0.48711544275283813,0.29228392243385315,0.24103644490242004,0.3636345863342285,0.23784595727920532,0.45514053106307983,0.4508470594882965,0.21420986950397491,0.21915455162525177,0.18412111699581146
held,0.21375896036624908,0.23809833824634552,1.0,0.32185450196266174,0.22420307993888855,0.2495253086090088,0.2188621312379837,0.32185450196266174,0.2513575851917267,0.14380978047847748,0.22177374362945557,0.15105700492858887,0.3127288818359375,0.22326228022575378,0.1602509617805481,0.1913566142320633,0.14103956520557404
by,0.39727845788002014,0.29680147767066956,0.19236290454864502,0.4408751428127289,0.1887274980545044,0.3248702883720398,0.4690866470336914,0.4408751428127289,0.1444724202156067,0.12718109786510468,0.33534231781959534,0.20151817798614502,0.370934396982193,0.32094135880470276,0.15233319997787476,0.12992306053638458,0.17966607213020325
john,0.30388808250427246,0.14386102557182312,0.14682316780090332,0.2230520099401474,0.22190625965595245,0.22649751603603363,0.19733887910842896,0.2230520099401474,0.14002710580825806,0.19255928695201874,0.2070634365081787,0.18351593613624573,0.22177861630916595,0.20638683438301086,0.1567493975162506,0.19344750046730042,0.13162356615066528
elway,0.30533918738365173,0.253547340631485,0.16974188387393951,0.2985321283340454,0.2513806223869324,0.27748486399650574,0.24538657069206238,0.2985321283340454,0.2306724488735199,0.5347420573234558,0.2782730460166931,0.32164624333381653,0.2640700042247772,0.24827887117862701,0.2389257848262787,0.3023669123649597,0.2248448133468628
",",0.3365725874900818,0.3206103444099426,0.2880980372428894,0.4933079481124878,0.28093910217285156,0.4464869201183319,0.34499165415763855,0.4933079481124878,0.23638197779655457,0.2844501733779907,0.44245919585227966,0.2231253683567047,0.5201468467712402,0.427140474319458,0.22322475910186768,0.1810409277677536,0.31091248989105225
who,0.9999998807907104,0.2973023056983948,0.21375896036624908,0.3733934462070465,0.24139603972434998,0.37110671401023865,0.44037187099456787,0.3733934462070465,0.2502763569355011,0.17410103976726532,0.42656609416007996,0.2742305099964142,0.2792111933231354,0.36608949303627014,0.1819351613521576,0.09189514070749283,0.26220351457595825
led,0.2450801581144333,0.24075601994991302,0.2632672190666199,0.3267505168914795,0.20697647333145142,0.2628403306007385,0.19199872016906738,0.3267505168914795,0.12691432237625122,0.20787952840328217,0.21815308928489685,0.10894020646810532,0.2990247309207916,0.19072435796260834,0.12589675188064575,0.16275393962860107,0.09273858368396759
the,0.3733934462070465,0.33854439854621887,0.32185450196266174,1.0,0.23569516837596893,0.4739971458911896,0.419739305973053,1.0,0.30836519598960876,0.23757418990135193,0.535392165184021,0.24793598055839539,0.6662389636039734,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
broncos,0.1763724684715271,0.19220133125782013,0.22484172880649567,0.25985947251319885,0.18765106797218323,0.2739109396934509,0.1692562848329544,0.25985947251319885,0.11184926331043243,0.5632858872413635,0.23674264550209045,0.3148726522922516,0.20316283404827118,0.19771797955036163,0.36141330003738403,0.4351775348186493,0.18377114832401276
to,0.42656609416007996,0.2865954041481018,0.22177374362945557,0.535392165184021,0.22007153928279877,0.4451248347759247,0.4514104127883911,0.535392165184021,0.16884976625442505,0.17934949696063995,1.0,0.272149920463562,0.45010748505592346,0.45503583550453186,0.17783479392528534,0.16993016004562378,0.29463258385658264
victory,0.18512490391731262,0.14644281566143036,0.3319740891456604,0.2795662581920624,0.3074263036251068,0.2551555335521698,0.16603262722492218,0.2795662581920624,0.1551419496536255,0.18576373159885406,0.17833203077316284,0.19793079793453217,0.21562302112579346,0.20717723667621613,0.2620534598827362,0.25666385889053345,0.15412560105323792
in,0.2792111933231354,0.2762584090232849,0.3127288818359375,0.6662389636039734,0.23162534832954407,0.4322226941585541,0.33162933588027954,0.6662389636039734,0.33251360058784485,0.17283181846141815,0.45010748505592346,0.24321173131465912,1.0,0.539380669593811,0.18576006591320038,0.17236235737800598,0.20430970191955566
super,0.1819351613521576,0.24618855118751526,0.1602509617805481,0.21959073841571808,0.2505435347557068,0.22938419878482819,0.19301097095012665,0.21959073841571808,0.08387745171785355,0.28511252999305725,0.17783479392528534,0.17709366977214813,0.18576006591320038,0.26005712151527405,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.09189514070749283,0.13252989947795868,0.1913566142320633,0.21576224267482758,0.24389338493347168,0.24430087208747864,0.16827359795570374,0.21576224267482758,0.12132421880960464,0.37160974740982056,0.16993016004562378,0.19427603483200073,0.17236235737800598,0.19533146917819977,0.4848237931728363,1.0,0.21118052303791046
xxxiii,0.1448201686143875,0.27622470259666443,0.25991690158843994,0.3131234347820282,0.2655649185180664,0.24195198714733124,0.2610577642917633,0.3131234347820282,0.1864260733127594,0.41446369886398315,0.22661873698234558,0.21393346786499023,0.23179616034030914,0.2048347145318985,0.521435022354126,0.5332549810409546,0.19756333529949188
at,0.22096660733222961,0.2111676037311554,0.3822793960571289,0.457212895154953,0.21598400175571442,0.34237727522850037,0.2686914801597595,0.457212895154953,0.19083666801452637,0.19062480330467224,0.36524343490600586,0.15264669060707092,0.4374977946281433,0.3095070421695709,0.11449114978313446,0.2709662914276123,0.21978627145290375
age,0.2584081292152405,0.10139170289039612,0.15829674899578094,0.24711290001869202,0.13122595846652985,0.23129768669605255,0.14903731644153595,0.24711290001869202,0.3209105134010315,0.16365040838718414,0.23830388486385345,0.225258469581604,0.30576348304748535,0.19297243654727936,0.1118914783000946,0.0928628072142601,0.16859300434589386
38,0.05407789349555969,-0.02255924604833126,0.06903945654630661,0.054539695382118225,-0.003160699736326933,0.02082526683807373,-0.011146660894155502,0.054539695382118225,0.0953959971666336,-0.0012782335979864001,-0.04340619221329689,-0.00921800546348095,0.033282700926065445,0.02196192368865013,0.0008700569742359221,0.02592012658715248,0.014457103796303272
and,0.41279885172843933,0.28226712346076965,0.22757986187934875,0.5171257257461548,0.23470573127269745,0.5064792633056641,0.4286794066429138,0.5171257257461548,0.19885091483592987,0.202833354473114,0.48971283435821533,0.25634777545928955,0.4954058527946472,0.3739250600337982,0.18368244171142578,0.1698254644870758,0.20544172823429108
is,0.24293622374534607,0.24012024700641632,0.19884860515594482,0.5823672413825989,0.19413821399211884,0.43268078565597534,0.4445112943649292,0.5823672413825989,0.3135911226272583,0.19901543855667114,0.42745086550712585,0.2174319475889206,0.5394441485404968,0.658733606338501,0.15390309691429138,0.14233897626399994,0.22961433231830597
currently,0.3362814784049988,0.417217493057251,0.18110422790050507,0.2945235073566437,0.2223842442035675,0.4316125214099884,0.307126522064209,0.2945235073566437,0.2551729679107666,0.234860360622406,0.2719990611076355,0.24154995381832123,0.30261120200157166,0.2612716257572174,0.2192588597536087,0.09355533123016357,0.1861555278301239
denver,0.20955970883369446,0.2017526626586914,0.11879604309797287,0.2052404284477234,0.19634279608726501,0.22017966210842133,0.21056878566741943,0.2052404284477234,0.15985074639320374,0.44688186049461365,0.23706497251987457,0.22126924991607666,0.2221570909023285,0.179859921336174,0.24589714407920837,0.2861449718475342,0.1520889848470688
's,0.05599616840481758,-0.008872446604073048,0.02657921425998211,-0.01540423184633255,0.05960977077484131,-0.07241261005401611,-0.055871423333883286,-0.01540423184633255,-0.014085551723837852,-0.05772290751338005,0.03782717138528824,0.08983290195465088,-0.037580832839012146,0.04866964742541313,0.09726737439632416,-0.02838491089642048,-0.023395681753754616
executive,0.20786358416080475,0.303784042596817,0.21643352508544922,0.2402946650981903,0.2675747871398926,0.12237442284822464,0.16080531477928162,0.2402946650981903,0.1498139351606369,0.28710195422172546,0.20976532995700836,0.09707687050104141,0.1878502070903778,0.21100085973739624,0.1542377471923828,0.09344751387834549,0.12134998291730881
vice,0.22284634411334991,0.25741779804229736,0.21172375977039337,0.2412198781967163,0.1606859266757965,0.16580872237682343,0.1773563027381897,0.2412198781967163,0.14687778055667877,0.25306808948516846,0.2266794741153717,0.10325993597507477,0.14977192878723145,0.13536539673805237,0.12336721271276474,0.09809011220932007,0.1369185745716095
president,0.22565458714962006,0.21017086505889893,0.21008138358592987,0.24330610036849976,0.14263640344142914,0.17469504475593567,0.14944888651371002,0.24330610036849976,0.1693301796913147,0.2540740370750427,0.21247753500938416,0.16015766561031342,0.18811661005020142,0.16959697008132935,0.11904861032962799,0.17701053619384766,0.14148259162902832
of,0.2827862501144409,0.2850290536880493,0.28960686922073364,0.733189046382904,0.19289259612560272,0.4185989499092102,0.34885138273239136,0.733189046382904,0.33351290225982666,0.19996441900730133,0.41548454761505127,0.15350224077701569,0.5696388483047485,0.5052502155303955,0.14718765020370483,0.2243070751428604,0.1826142966747284
football,0.17791859805583954,0.21497467160224915,0.14744867384433746,0.18794101476669312,0.21114911139011383,0.23134100437164307,0.12400856614112854,0.18794101476669312,0.2045140266418457,0.5751041769981384,0.14816443622112274,0.2865869700908661,0.2378888875246048,0.20103967189788818,0.295350581407547,0.3109349310398102,0.14957410097122192
operations,0.18454647064208984,0.21773254871368408,0.21548517048358917,0.2928410470485687,0.15865947306156158,0.27237167954444885,0.19082024693489075,0.2928410470485687,0.11396357417106628,0.1440735161304474,0.2544249892234802,0.11113320291042328,0.2654678225517273,0.2154437005519867,0.15616489946842194,0.0534176342189312,0.13622350990772247
and,0.41279885172843933,0.28226712346076965,0.22757986187934875,0.5171257257461548,0.23470573127269745,0.5064792633056641,0.4286794066429138,0.5171257257461548,0.19885091483592987,0.202833354473114,0.48971283435821533,0.25634777545928955,0.4954058527946472,0.3739250600337982,0.18368244171142578,0.1698254644870758,0.20544172823429108
general,0.2461782991886139,0.1864950805902481,0.17221853137016296,0.28634732961654663,0.06800749897956848,0.23497237265110016,0.21628807485103607,0.28634732961654663,0.0768590122461319,0.09336008876562119,0.24755197763442993,0.04696480929851532,0.259066641330719,0.2157215178012848,0.04521964490413666,0.07438556104898453,0.1972234547138214
manager,0.22238492965698242,0.21827879548072815,0.14401598274707794,0.18262924253940582,0.2122219353914261,0.20642828941345215,0.20123407244682312,0.18262924253940582,0.15430408716201782,0.30336081981658936,0.18800784647464752,0.195071280002594,0.22855541110038757,0.2452516406774521,0.10942146927118301,0.10839234292507172,0.11875338107347488
.,0.3541337847709656,0.3060270845890045,0.2628571093082428,0.5934505462646484,0.2186054140329361,0.4726039469242096,0.35574623942375183,0.5934505462646484,0.2520267069339752,0.23691914975643158,0.4645031690597534,0.25552695989608765,0.5591574311256409,0.50484299659729,0.2757420241832733,0.21516893804073334,0.4130953550338745
