,when,did,the,pope,warned,luther,of,excommunication,?
on,0.37706470489501953,0.2670976221561432,0.5107308030128479,0.1881118267774582,0.21929949522018433,0.19090485572814941,0.3966929316520691,0.18193912506103516,0.2714994251728058
15,-0.04047394171357155,0.03605250269174576,-0.011810222640633583,0.0428139865398407,-0.04692878946661949,0.08575411885976791,-0.02319195494055748,0.039789892733097076,-0.010706285014748573
june,0.2469879388809204,0.26244688034057617,0.24568822979927063,0.17924052476882935,0.23319607973098755,0.16906097531318665,0.19721001386642456,0.2532768249511719,0.31416764855384827
1520,0.05388196185231209,0.15639068186283112,0.037181392312049866,0.20307353138923645,0.16806304454803467,0.25964635610580444,0.07661939412355423,0.20972155034542084,0.1734924167394638
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.21447758376598358,0.2480981945991516,0.23255878686904907,0.4946078956127167,0.301778107881546,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,1.0,0.2285010814666748,0.21100614964962006,0.1759674996137619,0.733189046382904,0.2982163727283478,0.22068053483963013
pope,0.22106969356536865,0.17841137945652008,0.2285010814666748,1.0,0.19197338819503784,0.27229586243629456,0.23057007789611816,0.5479821562767029,0.25004681944847107
warned,0.3019244074821472,0.4010273814201355,0.21100614964962006,0.19197338819503784,1.0,0.19505824148654938,0.2130305916070938,0.343982994556427,0.2909487187862396
luther,0.14516782760620117,0.23667675256729126,0.1759674996137619,0.27229586243629456,0.19505824148654938,1.0,0.1719115972518921,0.3701219856739044,0.1732746809720993
with,0.5075214505195618,0.25472134351730347,0.4223487675189972,0.16502025723457336,0.22644591331481934,0.14705438911914825,0.41827285289764404,0.2390652447938919,0.2433311939239502
the,0.5091903209686279,0.34736719727516174,1.0,0.2285010814666748,0.21100614964962006,0.1759674996137619,0.733189046382904,0.2982163727283478,0.22068053483963013
papal,0.22282350063323975,0.17935830354690552,0.24918924272060394,0.6140602231025696,0.17808519303798676,0.23832891881465912,0.25997212529182434,0.5225529074668884,0.18529073894023895
bull,0.20243389904499054,0.10752205550670624,0.23564068973064423,0.26373761892318726,0.11000767350196838,0.17616742849349976,0.2118547409772873,0.22150123119354248,0.12595409154891968
(,0.2459595799446106,0.18979617953300476,0.33289089798927307,0.1577942669391632,0.16673623025417328,0.1677781045436859,0.35032153129577637,0.22714820504188538,0.40561532974243164
edict,0.22003233432769775,0.16355286538600922,0.17931364476680756,0.5137165784835815,0.22725558280944824,0.21338587999343872,0.2533416450023651,0.48428454995155334,0.16218337416648865
),0.2538422644138336,0.18584993481636047,0.3456730246543884,0.14868398010730743,0.16520386934280396,0.18587662279605865,0.3680361211299896,0.24093911051750183,0.42300865054130554
exsurge,0.30068618059158325,0.20298512279987335,0.3877529501914978,0.18669943511486053,0.25924474000930786,0.1806417852640152,0.3122937083244324,0.2896020710468292,0.16669945418834686
domine,0.18955272436141968,0.0824403390288353,0.26501527428627014,0.24082793295383453,0.020447583869099617,0.11339721083641052,0.24615973234176636,0.2220466136932373,0.09118706732988358
that,0.5860282182693481,0.47518548369407654,0.5473989248275757,0.2279791384935379,0.340532511472702,0.21746599674224854,0.41498205065727234,0.26440268754959106,0.32716336846351624
he,0.39115971326828003,0.3292143940925598,0.4571082592010498,0.25602394342422485,0.2673533260822296,0.2454872578382492,0.38706058263778687,0.265941321849823,0.2089974731206894
risked,0.2510700523853302,0.2967739999294281,0.21187268197536469,0.2013387829065323,0.36730143427848816,0.2138054370880127,0.2625953257083893,0.32501959800720215,0.12233341485261917
excommunication,0.27326613664627075,0.2508854866027832,0.2982163727283478,0.5479821562767029,0.343982994556427,0.3701219856739044,0.3315572440624237,1.0,0.15240629017353058
unless,0.4934720993041992,0.2809399366378784,0.3451882302761078,0.1857772022485733,0.34679919481277466,0.17833314836025238,0.26434075832366943,0.2887055277824402,0.37169966101646423
he,0.39115971326828003,0.3292143940925598,0.4571082592010498,0.25602394342422485,0.2673533260822296,0.2454872578382492,0.38706058263778687,0.265941321849823,0.2089974731206894
recanted,0.2365068644285202,0.3701290190219879,0.341305673122406,0.45287466049194336,0.3836115300655365,0.2560282051563263,0.34592390060424805,0.4942198395729065,0.195877343416214
41,-0.06803862750530243,-0.09649815410375595,0.19715392589569092,-0.021821575239300728,-0.051583632826805115,-0.07232905179262161,0.2314874827861786,-0.01749461703002453,-0.08073537796735764
sentences,0.2732432782649994,0.2248407006263733,0.2084118127822876,0.1618701070547104,0.18030861020088196,0.16136953234672546,0.2076345682144165,0.22332832217216492,0.290255606174469
drawn,0.2228565216064453,0.1429028958082199,0.2380581647157669,0.06182648986577988,0.1838046759366989,0.17048944532871246,0.22420795261859894,0.10623856633901596,0.15159106254577637
from,0.405669629573822,0.20248863101005554,0.40150508284568787,0.14484038949012756,0.14331847429275513,0.10716932266950607,0.4249346852302551,0.15984377264976501,0.19969791173934937
his,0.37120407819747925,0.3546801507472992,0.4394008219242096,0.27638018131256104,0.25976091623306274,0.27093374729156494,0.38364991545677185,0.35100704431533813,0.18075084686279297
writings,0.18043038249015808,0.262403666973114,0.21431727707386017,0.2807806134223938,0.2345392405986786,0.32714858651161194,0.24593348801136017,0.36591416597366333,0.1770159751176834
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.21447758376598358,0.2480981945991516,0.23255878686904907,0.4946078956127167,0.301778107881546,0.31091248989105225
including,0.24633030593395233,0.26678287982940674,0.3738902807235718,0.08457091450691223,0.21767237782478333,0.16646233201026917,0.44195112586021423,0.14042706787586212,0.1633303165435791
the,0.5091903209686279,0.34736719727516174,1.0,0.2285010814666748,0.21100614964962006,0.1759674996137619,0.733189046382904,0.2982163727283478,0.22068053483963013
95,-0.0697803720831871,-0.0686124712228775,-0.027035299688577652,-0.17422233521938324,-0.10718003660440445,-0.058819543570280075,0.03395380079746246,-0.16560906171798706,-0.15227507054805756
theses,0.19483643770217896,0.20294758677482605,0.32067108154296875,0.2869024872779846,0.19629216194152832,0.4810737073421478,0.27413663268089294,0.3889150023460388,0.19188037514686584
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.21447758376598358,0.2480981945991516,0.23255878686904907,0.4946078956127167,0.301778107881546,0.31091248989105225
within,0.3464125096797943,0.15734176337718964,0.39827480912208557,0.15771876275539398,0.1457671970129013,0.13910457491874695,0.39594778418540955,0.19019080698490143,0.1870293766260147
60,0.0413321778178215,0.009732695296406746,0.04635925963521004,0.12891823053359985,-0.015330707654356956,0.03854973986744881,0.05524682253599167,0.11483030766248703,0.06999651342630386
days,0.3205467760562897,0.2182302623987198,0.2574930489063263,0.23615066707134247,0.2512325346469879,0.13727988302707672,0.23668107390403748,0.2103453129529953,0.2198754847049713
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.20701080560684204,0.25593021512031555,0.24907569587230682,0.5352458953857422,0.25710731744766235,0.4130953550338745
