,what,is,similar,to,vocational,training,?
teachers,0.2526462972164154,0.15701442956924438,0.11534673720598221,0.2668606638908386,0.4171289801597595,0.46216240525245667,0.19522249698638916
may,0.25739946961402893,0.322792649269104,0.2430766224861145,0.391582727432251,0.16760727763175964,0.1519010066986084,0.2768254578113556
provide,0.27049049735069275,0.23050084710121155,0.2828288674354553,0.3479624092578888,0.3868961036205292,0.2833538353443146,0.22704634070396423
instruction,0.3581218719482422,0.21809233725070953,0.2029794454574585,0.3158412575721741,0.34781724214553833,0.3115006387233734,0.2353983372449875
in,0.30808621644973755,0.5394441485404968,0.28091391921043396,0.45010748505592346,0.34354594349861145,0.27909529209136963,0.20430970191955566
literacy,0.18552760779857635,0.26296091079711914,0.12575377523899078,0.23689061403274536,0.38101235032081604,0.24998807907104492,0.18642817437648773
and,0.31309178471565247,0.3859752118587494,0.3316260874271393,0.48971283435821533,0.3369474709033966,0.264431893825531,0.20544172823429108
numeracy,0.22764112055301666,0.23777931928634644,0.1518002152442932,0.22644805908203125,0.2615160346031189,0.19332975149154663,0.20641189813613892
",",0.3087472915649414,0.4691906273365021,0.29403579235076904,0.44245919585227966,0.30218085646629333,0.23877868056297302,0.31091248989105225
craftsmanship,0.17800095677375793,0.1985916644334793,0.17559193074703217,0.23126737773418427,0.31143152713775635,0.3853108286857605,0.0932312160730362
or,0.33867141604423523,0.41870999336242676,0.3725942075252533,0.38921234011650085,0.26714026927948,0.19706742465496063,0.32389625906944275
vocational,0.25595757365226746,0.22618427872657776,0.1904006451368332,0.28264284133911133,0.9999999403953552,0.4637535810470581,0.1961013227701187
training,0.19520394504070282,0.16467677056789398,0.10071451961994171,0.2564074397087097,0.4637535810470581,1.0000001192092896,0.14311334490776062
",",0.3087472915649414,0.4691906273365021,0.29403579235076904,0.44245919585227966,0.30218085646629333,0.23877868056297302,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.2963123023509979,0.535392165184021,0.23646128177642822,0.22380973398685455,0.22068053483963013
arts,0.15975245833396912,0.1983575075864792,0.13480153679847717,0.2388276606798172,0.30437061190605164,0.34251466393470764,0.09471383690834045
",",0.3087472915649414,0.4691906273365021,0.29403579235076904,0.44245919585227966,0.30218085646629333,0.23877868056297302,0.31091248989105225
religion,0.3103729486465454,0.2032168060541153,0.15196305513381958,0.272845596075058,0.32717642188072205,0.18731079995632172,0.2503177225589752
",",0.3087472915649414,0.4691906273365021,0.29403579235076904,0.44245919585227966,0.30218085646629333,0.23877868056297302,0.31091248989105225
civics,0.17743419110774994,0.13888341188430786,0.1378624439239502,0.22007517516613007,0.3762499690055847,0.32318568229675293,0.1362212896347046
",",0.3087472915649414,0.4691906273365021,0.29403579235076904,0.44245919585227966,0.30218085646629333,0.23877868056297302,0.31091248989105225
community,0.29032719135284424,0.26023760437965393,0.17654183506965637,0.2863751947879791,0.2912476062774658,0.19092418253421783,0.2380419820547104
roles,0.19272974133491516,0.1586921066045761,0.06732890009880066,0.12376586347818375,0.22149676084518433,0.20803315937519073,0.1763966977596283
",",0.3087472915649414,0.4691906273365021,0.29403579235076904,0.44245919585227966,0.30218085646629333,0.23877868056297302,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.3725942075252533,0.38921234011650085,0.26714026927948,0.19706742465496063,0.32389625906944275
life,0.24693015217781067,0.2110576033592224,0.16648578643798828,0.24560359120368958,0.2545340061187744,0.2196228951215744,0.21677987277507782
skills,0.28520897030830383,0.15945598483085632,0.20093785226345062,0.29669415950775146,0.379506379365921,0.4960663914680481,0.1864275485277176
.,0.3567904531955719,0.4569662809371948,0.306670606136322,0.4645031690597534,0.23833756148815155,0.22760693728923798,0.4130953550338745
