,what,bridge,did,the,germans,fail,to,demolish,?
in,0.30808621644973755,0.235438272356987,0.2593238651752472,0.6662389636039734,0.27087339758872986,0.1670188158750534,0.45010748505592346,0.2594827711582184,0.20430970191955566
a,0.3320399522781372,0.1554761528968811,0.2552328109741211,0.5829201340675354,0.21334990859031677,0.21012653410434723,0.45503583550453186,0.2220943719148636,0.23916715383529663
separate,0.33215096592903137,0.10664170235395432,0.2542422115802765,0.3612915575504303,0.17834597826004028,0.19196349382400513,0.3234710395336151,0.23413382470607758,0.16835719347000122
operation,0.22083862125873566,0.10905613005161285,0.14901505410671234,0.2985492944717407,0.292955607175827,0.17680664360523224,0.2483084350824356,0.17877505719661713,0.12387953698635101
",",0.3087472915649414,0.2011108100414276,0.3015086054801941,0.4933079481124878,0.27949151396751404,0.32029256224632263,0.44245919585227966,0.23007825016975403,0.31091248989105225
the,0.42745697498321533,0.27692803740501404,0.34736719727516174,1.0,0.28980037569999695,0.27147823572158813,0.535392165184021,0.2647463083267212,0.22068053483963013
ludendorff,0.15015915036201477,0.21445253491401672,0.22769944369792938,0.26621881127357483,0.4925515353679657,0.22026117146015167,0.19097000360488892,0.3221273124217987,0.2730090022087097
bridge,0.16739098727703094,0.9999999403953552,0.16532720625400543,0.27692803740501404,0.16640134155750275,0.1620398610830307,0.21516349911689758,0.3256087303161621,0.1396101862192154
",",0.3087472915649414,0.2011108100414276,0.3015086054801941,0.4933079481124878,0.27949151396751404,0.32029256224632263,0.44245919585227966,0.23007825016975403,0.31091248989105225
crossing,0.24559025466442108,0.48552191257476807,0.1730736345052719,0.35441040992736816,0.25194141268730164,0.12870056927204132,0.24336877465248108,0.20078514516353607,0.13238975405693054
the,0.42745697498321533,0.27692803740501404,0.34736719727516174,1.0,0.28980037569999695,0.27147823572158813,0.535392165184021,0.2647463083267212,0.22068053483963013
rhine,0.16475653648376465,0.2627650499343872,0.15695837140083313,0.30735138058662415,0.4224413335323334,0.17544017732143402,0.1736302673816681,0.24851584434509277,0.13754533231258392
at,0.2838611304759979,0.2026928812265396,0.28390252590179443,0.457212895154953,0.2060931921005249,0.2493952214717865,0.36524343490600586,0.22629764676094055,0.21978627145290375
remagen,0.11452659964561462,0.28073862195014954,0.22267217934131622,0.3145361840724945,0.37471845746040344,0.14437144994735718,0.1710435301065445,0.281926691532135,0.11813917011022568
",",0.3087472915649414,0.2011108100414276,0.3015086054801941,0.4933079481124878,0.27949151396751404,0.32029256224632263,0.44245919585227966,0.23007825016975403,0.31091248989105225
became,0.1434093862771988,0.1100342869758606,0.3632316589355469,0.36325156688690186,0.18751998245716095,0.08705062419176102,0.20401327311992645,0.14577990770339966,0.11374033987522125
famous,0.1616666167974472,0.15305426716804504,0.22946208715438843,0.28616565465927124,0.14950662851333618,0.09877576678991318,0.12665097415447235,0.15902912616729736,0.10379006713628769
",",0.3087472915649414,0.2011108100414276,0.3015086054801941,0.4933079481124878,0.27949151396751404,0.32029256224632263,0.44245919585227966,0.23007825016975403,0.31091248989105225
when,0.4700249433517456,0.14630869030952454,0.3228907287120819,0.5091903209686279,0.18977558612823486,0.2711729407310486,0.5423505902290344,0.16857127845287323,0.22841128706932068
u.s.,0.11178889125585556,0.08622313290834427,0.11472565680742264,0.06592652946710587,0.2587444484233856,0.1411767154932022,0.09732837975025177,0.14054156839847565,0.07886100560426712
forces,0.2112482488155365,0.17818456888198853,0.13164828717708588,0.3134811818599701,0.4509167969226837,0.16916438937187195,0.2581802308559418,0.1892189085483551,0.16984491050243378
were,0.22298263013362885,0.14725017547607422,0.4162326455116272,0.3906462490558624,0.40240195393562317,0.23260025680065155,0.31913647055625916,0.25555455684661865,0.17890112102031708
able,0.3404487371444702,0.11873090267181396,0.43777281045913696,0.3435857892036438,0.24597547948360443,0.39067479968070984,0.529755175113678,0.2545730769634247,0.260649710893631
to,0.455847829580307,0.21516349911689758,0.4452643394470215,0.535392165184021,0.31501704454421997,0.39796504378318787,1.0,0.2577703595161438,0.29463258385658264
capture,0.20491331815719604,0.1597466766834259,0.1035466119647026,0.3008226752281189,0.30634015798568726,0.270310640335083,0.30964332818984985,0.1925719976425171,0.12945853173732758
it,0.45803478360176086,0.22799189388751984,0.2993364930152893,0.6251175999641418,0.28286248445510864,0.2470325231552124,0.513711154460907,0.2208508849143982,0.25732165575027466
intact,0.2567657232284546,0.20125971734523773,0.22397801280021667,0.3529794216156006,0.2229597419500351,0.19422520697116852,0.2669530212879181,0.2564636468887329,0.1481182724237442
–,0.13008765876293182,0.11783351004123688,0.2259434312582016,0.2607575058937073,0.11662886291742325,0.19707044959068298,0.19410304725170135,0.16440525650978088,0.2714554965496063
much,0.45316147804260254,0.15842123329639435,0.37947356700897217,0.35023224353790283,0.2810549736022949,0.24367651343345642,0.40610215067863464,0.16893251240253448,0.23442231118679047
to,0.455847829580307,0.21516349911689758,0.4452643394470215,0.535392165184021,0.31501704454421997,0.39796504378318787,1.0,0.2577703595161438,0.29463258385658264
their,0.35142919421195984,0.1388205736875534,0.38078752160072327,0.516537070274353,0.2962525486946106,0.23950693011283875,0.44619059562683105,0.18212449550628662,0.1898253709077835
own,0.35062843561172485,0.05478000268340111,0.34475913643836975,0.334675133228302,0.18930993974208832,0.2884227931499481,0.35879063606262207,0.18269380927085876,0.1937696635723114
surprise,0.36677178740501404,0.04351314902305603,0.27270105481147766,0.3208262622356415,0.335348516702652,0.3151460886001587,0.2876385748386383,0.19200919568538666,0.19950073957443237
