,what,was,the,first,super,bowl,to,use,the,standardized,logo,template,?
jaime,0.09760648012161255,0.27521634101867676,0.1497415453195572,0.16292019188404083,0.09842675924301147,0.09351762384176254,0.15307749807834625,0.05471525713801384,0.1497415453195572,0.06234167888760567,0.17948958277702332,0.10835663229227066,0.17267657816410065
weston,0.15810735523700714,0.25517287850379944,0.24915355443954468,0.23200468719005585,0.3097233474254608,0.1918351799249649,0.21674318611621857,0.15225262939929962,0.24915355443954468,0.12002967298030853,0.15097662806510925,0.15530987083911896,0.14432699978351593
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.22322475910186768,0.1810409277677536,0.44245919585227966,0.3276674151420593,0.4933079481124878,0.2094779908657074,0.20034073293209076,0.21511445939540863,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.21959073841571808,0.21576224267482758,0.535392165184021,0.34342584013938904,1.0,0.2841286361217499,0.2806010842323303,0.2930607795715332,0.22068053483963013
league,0.16616638004779816,0.21425791084766388,0.2724147439002991,0.2673356533050537,0.37144264578819275,0.3365440368652344,0.18720030784606934,0.14532800018787384,0.2724147439002991,0.2092103362083435,0.17986905574798584,0.16833387315273285,0.15941482782363892
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,-0.014458609744906425,0.09726737439632416,-0.02838491089642048,0.03782717138528824,0.004619393963366747,-0.01540423184633255,-0.030616410076618195,0.036982785910367966,-0.010619721375405788,-0.023395681753754616
vice,0.13314306735992432,0.22215546667575836,0.2412198781967163,0.26506906747817993,0.12336721271276474,0.09809011220932007,0.2266794741153717,0.13344785571098328,0.2412198781967163,0.20116667449474335,0.15652020275592804,0.12631869316101074,0.1369185745716095
president,0.1870913952589035,0.2505730390548706,0.24330610036849976,0.2690713107585907,0.11904861032962799,0.17701053619384766,0.21247753500938416,0.13086669147014618,0.24330610036849976,0.19889013469219208,0.16150593757629395,0.18669091165065765,0.14148259162902832
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.3536086082458496,0.14718765020370483,0.2243070751428604,0.41548454761505127,0.2750902473926544,0.733189046382904,0.22872188687324524,0.1528109908103943,0.1811947077512741,0.1826142966747284
brand,0.18316686153411865,0.2258959710597992,0.18590734899044037,0.22927528619766235,0.19824068248271942,0.13646726310253143,0.2430490255355835,0.22015145421028137,0.18590734899044037,0.21599139273166656,0.3754843473434448,0.1295320838689804,0.14453907310962677
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.18368244171142578,0.1698254644870758,0.48971283435821533,0.34145063161849976,0.5171257257461548,0.2532564401626587,0.146534726023674,0.19749930500984192,0.20544172823429108
creative,0.2690553069114685,0.1793939173221588,0.1688297688961029,0.20193354785442352,0.1513962745666504,0.06895308941602707,0.27673864364624023,0.239425927400589,0.1688297688961029,0.20898012816905975,0.32671457529067993,0.17720749974250793,0.1945163905620575
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.22322475910186768,0.1810409277677536,0.44245919585227966,0.3276674151420593,0.4933079481124878,0.2094779908657074,0.20034073293209076,0.21511445939540863,0.31091248989105225
explained,0.4148936867713928,0.3052760064601898,0.2738569974899292,0.18772874772548676,0.09943631291389465,0.06472428888082504,0.2741650342941284,0.27943214774131775,0.2738569974899292,0.24953942000865936,0.23302173614501953,0.26966094970703125,0.31240519881248474
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.3482176661491394,0.18258553743362427,0.10987387597560883,0.5436353087425232,0.3939064145088196,0.5473989248275757,0.3150653541088104,0.25242704153060913,0.3491072654724121,0.32716336846351624
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.4287874400615692,0.26005712151527405,0.19533146917819977,0.45503583550453186,0.30793872475624084,0.5829201340675354,0.2846675217151642,0.21248295903205872,0.2510925829410553,0.23916715383529663
primary,0.2113915979862213,0.16384649276733398,0.25688621401786804,0.22635842859745026,0.18483003973960876,0.13414599001407623,0.27388349175453186,0.2141076624393463,0.25688621401786804,0.2551949918270111,0.19119973480701447,0.16473105549812317,0.16286636888980865
reason,0.3762516975402832,0.23413166403770447,0.29647648334503174,0.21289333701133728,0.19653785228729248,0.17190617322921753,0.3437597155570984,0.3949410915374756,0.29647648334503174,0.21981677412986755,0.20557773113250732,0.36608222126960754,0.3403966724872589
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.3800288736820221,0.22938419878482819,0.24430087208747864,0.4451248347759247,0.47655582427978516,0.4739971458911896,0.3441481590270996,0.2166183590888977,0.31436651945114136,0.264628142118454
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.21959073841571808,0.21576224267482758,0.535392165184021,0.34342584013938904,1.0,0.2841286361217499,0.2806010842323303,0.2930607795715332,0.22068053483963013
change,0.3690716028213501,0.18487286567687988,0.3641999065876007,0.19953392446041107,0.07162114977836609,0.11625490337610245,0.3581787943840027,0.41062748432159424,0.3641999065876007,0.2547163665294647,0.2542375922203064,0.31564071774482727,0.24115969240665436
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.5022147297859192,0.21420986950397491,0.21915455162525177,0.3636345863342285,0.17744606733322144,0.48711544275283813,0.17196200788021088,0.17813098430633545,0.1499771922826767,0.18412111699581146
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.21959073841571808,0.21576224267482758,0.535392165184021,0.34342584013938904,1.0,0.2841286361217499,0.2806010842323303,0.2930607795715332,0.22068053483963013
difficulty,0.3258202373981476,0.18199218809604645,0.28524860739707947,0.19997960329055786,0.14588120579719543,0.052141282707452774,0.3135955035686493,0.2691948115825653,0.28524860739707947,0.25053343176841736,0.08785176277160645,0.16367216408252716,0.1517200618982315
