,at,what,time,did,tesla,get,dinner,?
tesla,0.16552478075027466,0.23221199214458466,0.14928559958934784,0.09757418930530548,0.9999999403953552,0.11516023427248001,0.09326346218585968,0.10250775516033173
worked,0.2835908532142639,0.168898344039917,0.31418266892433167,0.3377852141857147,0.15985111892223358,0.24162256717681885,0.18994440138339996,0.0901828184723854
every,0.3021482229232788,0.30284011363983154,0.3758189380168915,0.21975891292095184,0.11471773684024811,0.3379911482334137,0.20590229332447052,0.24066033959388733
day,0.27667680382728577,0.2990210950374603,0.32810065150260925,0.20275387167930603,0.16580471396446228,0.2319166511297226,0.22771413624286652,0.2141837179660797
from,0.3447161316871643,0.2737620174884796,0.2964353561401367,0.20248863101005554,0.10324860364198685,0.3159880042076111,0.1450040638446808,0.19969791173934937
9:00,0.11256846785545349,0.05057979002594948,0.08673078566789627,-0.06190415099263191,-0.011393952183425426,0.005593117326498032,-0.06506814807653427,-0.04392186552286148
a.m.,0.0665980875492096,0.050418004393577576,0.01477852649986744,0.06142153590917587,0.08924800902605057,0.07477663457393646,0.19316868484020233,-0.013456551358103752
until,0.3527887761592865,0.2693650424480438,0.37097078561782837,0.33905428647994995,0.13834604620933533,0.2179327756166458,0.16978147625923157,0.20304496586322784
6:00,0.14135333895683289,0.04521118849515915,0.08073742687702179,0.13222403824329376,0.22512829303741455,0.0676998496055603,0.1677936613559723,0.08380795270204544
p.m.,-0.01704772375524044,-0.07434375584125519,-0.13857626914978027,-0.04798247292637825,0.0922384038567543,0.009113081730902195,0.06992843002080917,-0.07103965431451797
or,0.21026140451431274,0.33867141604423523,0.2774261236190796,0.28211739659309387,0.1529218554496765,0.3740382194519043,0.1673925518989563,0.32389625906944275
later,0.3238905966281891,0.2517229914665222,0.35012131929397583,0.38386887311935425,0.1893843412399292,0.23728859424591064,0.27831247448921204,0.1417175978422165
",",0.38314947485923767,0.3087472915649414,0.3029961884021759,0.3015086054801941,0.20599327981472015,0.2926318049430847,0.2346692681312561,0.31091248989105225
with,0.29126521944999695,0.2464839518070221,0.31862112879753113,0.25472134351730347,0.16424812376499176,0.3307689428329468,0.2277189940214157,0.2433311939239502
dinner,0.16810168325901031,0.2525511384010315,0.16751691699028015,0.18271605670452118,0.09326346218585968,0.18902845680713654,1.0000001192092896,0.2127307951450348
from,0.3447161316871643,0.2737620174884796,0.2964353561401367,0.20248863101005554,0.10324860364198685,0.3159880042076111,0.1450040638446808,0.19969791173934937
exactly,0.28587326407432556,0.5801165103912354,0.4097803831100464,0.2954261898994446,0.26700079441070557,0.27618780732154846,0.1490994542837143,0.35508325695991516
8:10,0.08677449822425842,0.18699920177459717,0.042301662266254425,0.13486972451210022,0.008963845670223236,-0.010330391116440296,0.03740276023745537,0.10444045811891556
p.m.,-0.01704772375524044,-0.07434375584125519,-0.13857626914978027,-0.04798247292637825,0.0922384038567543,0.009113081730902195,0.06992843002080917,-0.07103965431451797
",",0.38314947485923767,0.3087472915649414,0.3029961884021759,0.3015086054801941,0.20599327981472015,0.2926318049430847,0.2346692681312561,0.31091248989105225
at,1.0,0.2838611304759979,0.3956010341644287,0.28390252590179443,0.16552478075027466,0.24260355532169342,0.16810168325901031,0.21978627145290375
delmonico,0.17368784546852112,0.14636221528053284,0.14214985072612762,0.10337046533823013,0.21588777005672455,0.10140013694763184,0.4190933406352997,0.06760771572589874
's,-0.08481216430664062,0.02692362666130066,0.01301188487559557,0.05069678649306297,0.06449045985937119,-0.031001994386315346,0.022960253059864044,-0.023395681753754616
restaurant,0.23423029482364655,0.1776580959558487,0.1827344298362732,0.14060670137405396,0.1398332417011261,0.16552457213401794,0.45019322633743286,0.1934901773929596
and,0.3571503460407257,0.31309178471565247,0.3025408685207367,0.34479495882987976,0.19560420513153076,0.37609121203422546,0.2288680225610733,0.20544172823429108
later,0.3238905966281891,0.2517229914665222,0.35012131929397583,0.38386887311935425,0.1893843412399292,0.23728859424591064,0.27831247448921204,0.1417175978422165
the,0.457212895154953,0.42745697498321533,0.43061500787734985,0.34736719727516174,0.1324402391910553,0.29667025804519653,0.22098013758659363,0.22068053483963013
waldorf-astoria,0.23195777833461761,0.18635472655296326,0.1859448254108429,0.19198228418827057,0.13955484330654144,0.2013939917087555,0.30569103360176086,0.17727486789226532
hotel,0.2675158977508545,0.12076243758201599,0.1633985936641693,0.17199647426605225,0.11258964985609055,0.20350363850593567,0.3335055112838745,0.05846213921904564
.,0.4549728035926819,0.3567904531955719,0.371569961309433,0.35288307070732117,0.17949827015399933,0.39392393827438354,0.21702586114406586,0.4130953550338745
