,when,was,levi,'s,stadium,awarded,the,right,to,host,super,bowl,50,?
on,0.37706470489501953,0.3909217119216919,0.1284046620130539,0.0026888418942689896,0.16608425974845886,0.1811772733926773,0.5107308030128479,0.269443154335022,0.41031414270401,0.1900089532136917,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.2714994251728058
may,0.3167054355144501,0.3388521671295166,0.16717766225337982,-0.07006479054689407,0.13503223657608032,0.18252165615558624,0.2694292366504669,0.22626712918281555,0.391582727432251,0.2119842767715454,0.06435030698776245,0.13486415147781372,-0.09536082297563553,0.2768254578113556
21,-0.13404759764671326,0.03990492597222328,0.12100505828857422,0.07130758464336395,0.18187688291072845,0.03489089012145996,-0.05849577113986015,-0.021458562463521957,-0.14846622943878174,0.020121410489082336,0.0765494555234909,0.057394351810216904,0.026449495926499367,-0.01186173316091299
",",0.36674630641937256,0.45456063747406006,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.2723027765750885,0.4933079481124878,0.24165019392967224,0.44245919585227966,0.26840344071388245,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
2013,-0.3901043236255646,-0.16685336828231812,0.06179529428482056,-0.05552978441119194,-0.13161684572696686,0.10753685981035233,-0.38509321212768555,-0.2670367956161499,-0.4248543977737427,-0.14549095928668976,-0.19311918318271637,-0.1821834146976471,-0.09575455635786057,-0.2969330847263336
",",0.36674630641937256,0.45456063747406006,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.2723027765750885,0.4933079481124878,0.24165019392967224,0.44245919585227966,0.26840344071388245,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
nfl,0.13304822146892548,0.20145657658576965,0.12570512294769287,0.01630374602973461,0.28547149896621704,0.182078018784523,0.15305201709270477,0.05523298308253288,0.1526731252670288,0.22719800472259521,0.319060355424881,0.48354101181030273,-0.06279195845127106,0.10610254108905792
owners,0.20020481944084167,0.23518425226211548,0.11089672893285751,-0.01466303039342165,0.19397324323654175,0.14972560107707977,0.23230907320976257,0.15178155899047852,0.3001708984375,0.1335274577140808,0.09338007122278214,0.16314508020877838,-0.03137011080980301,0.15586642920970917
at,0.38876327872276306,0.36707764863967896,0.1250557154417038,-0.08481216430664062,0.22218671441078186,0.2368638515472412,0.457212895154953,0.2548061013221741,0.36524343490600586,0.15717428922653198,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.21978627145290375
their,0.3682888448238373,0.2396296262741089,0.18888302147388458,-0.005530759692192078,0.2116764336824417,0.1778663992881775,0.516537070274353,0.21140746772289276,0.44619059562683105,0.2103118747472763,0.14342328906059265,0.1663845032453537,0.06537782400846481,0.1898253709077835
