,how,many,abc,affiliates,does,the,e.,w.,scripps,company,own,?
the,0.33890387415885925,0.4335206151008606,0.2068762183189392,0.1912562996149063,0.35928019881248474,1.0,0.04129594564437866,0.007494001649320126,0.28097137808799744,0.26591673493385315,0.334675133228302,0.22068053483963013
e.,-0.012050791643559933,-0.01649918034672737,0.038080811500549316,-0.03356460481882095,-0.05479554831981659,0.04129594564437866,0.9999999403953552,0.13829351961612701,0.05561547353863716,0.01191067323088646,0.021282300353050232,0.04848470166325569
w.,-0.02465987578034401,-0.04898321256041527,0.13449792563915253,-0.03787384182214737,0.04397980496287346,0.007494001649320126,0.13829351961612701,1.0,0.10944496840238571,-0.008169949986040592,-0.04459365829825401,-0.07353907823562622
scripps,0.12750042974948883,0.24292470514774323,0.26996737718582153,0.28007829189300537,0.11180004477500916,0.28097137808799744,0.05561547353863716,0.10944496840238571,1.0,0.1992426961660385,0.2417445033788681,0.16217854619026184
company,0.15308363735675812,0.196149542927742,0.16210390627384186,0.2566125988960266,0.14109405875205994,0.26591673493385315,0.01191067323088646,-0.008169949986040592,0.1992426961660385,1.0,0.26400935649871826,0.12195809185504913
is,0.22544461488723755,0.2649032473564148,0.16037321090698242,0.10302519798278809,0.4403602182865143,0.5823672413825989,-0.027958322316408157,0.012734162621200085,0.15916210412979126,0.18005689978599548,0.2145606279373169,0.22961433231830597
the,0.33890387415885925,0.4335206151008606,0.2068762183189392,0.1912562996149063,0.35928019881248474,1.0,0.04129594564437866,0.007494001649320126,0.28097137808799744,0.26591673493385315,0.334675133228302,0.22068053483963013
largest,0.08743762224912643,0.23644231259822845,0.09599892795085907,0.257845014333725,0.18477381765842438,0.3757036626338959,-0.003230214351788163,-0.035869672894477844,0.14641891419887543,0.1974945217370987,0.10407363623380661,0.12401245534420013
operator,0.11005053669214249,0.06557147949934006,0.21460629999637604,0.24157772958278656,0.20149263739585876,0.22986549139022827,0.025479290634393692,-0.007477270904928446,0.2838694453239441,0.346477210521698,0.16039110720157623,0.12810945510864258
of,0.2480744868516922,0.37253960967063904,0.14607268571853638,0.1803562045097351,0.3119818866252899,0.733189046382904,0.03512954339385033,-0.0285952165722847,0.25224360823631287,0.20467796921730042,0.3269667625427246,0.1826142966747284
abc,0.19232043623924255,0.18267793953418732,1.0000001192092896,0.26733168959617615,0.1641341596841812,0.2068762183189392,0.038080811500549316,0.13449792563915253,0.26996737718582153,0.16210390627384186,0.23574505746364594,0.19065172970294952
stations,0.18198855221271515,0.2893238365650177,0.23858611285686493,0.34138554334640503,0.2039099484682083,0.24762700498104095,0.024509379640221596,-0.05891408771276474,0.21320362389087677,0.24801203608512878,0.22520172595977783,0.13192185759544373
in,0.2601168751716614,0.41474202275276184,0.1697147786617279,0.17909713089466095,0.214483380317688,0.6662389636039734,0.05083685740828514,-0.029492290690541267,0.23393487930297852,0.22141718864440918,0.31893372535705566,0.20430970191955566
terms,0.2502101957798004,0.23409409821033478,0.02278456650674343,0.12165217101573944,0.24520082771778107,0.29706791043281555,-0.006678823847323656,-0.10240854322910309,0.11718590557575226,0.16267183423042297,0.11586175113916397,0.23466452956199646
of,0.2480744868516922,0.37253960967063904,0.14607268571853638,0.1803562045097351,0.3119818866252899,0.733189046382904,0.03512954339385033,-0.0285952165722847,0.25224360823631287,0.20467796921730042,0.3269667625427246,0.1826142966747284
