,who,does,history,view,as,accountable,for,the,error,philip,i,made,and,luther,'s,advice,in,the,matter,?
in,0.2792111933231354,0.214483380317688,0.29215577244758606,0.17477142810821533,0.3887844979763031,0.22163423895835876,0.4322226941585541,0.6662389636039734,0.16210632026195526,0.26558998227119446,0.22907796502113342,0.25271502137184143,0.4954058527946472,0.20523880422115326,-0.037580832839012146,0.10283523052930832,1.0,0.6662389636039734,0.2179846465587616,0.20430970191955566
the,0.3733934462070465,0.35928019881248474,0.33215048909187317,0.25610461831092834,0.48381632566452026,0.22448375821113586,0.4739971458911896,1.0,0.1961134821176529,0.21499985456466675,0.26687872409820557,0.3885267674922943,0.5171257257461548,0.1759674996137619,-0.01540423184633255,0.20341236889362335,0.6662389636039734,1.0,0.2957161068916321,0.22068053483963013
view,0.16007070243358612,0.16403715312480927,0.2767307162284851,1.0,0.13756150007247925,0.24690499901771545,0.1212775781750679,0.25610461831092834,0.21896979212760925,0.13037295639514923,0.16843385994434357,0.20857441425323486,0.19056165218353271,0.14754484593868256,0.08296377211809158,0.14214153587818146,0.17477142810821533,0.25610461831092834,0.1524665355682373,0.17672975361347198
of,0.2827862501144409,0.3119818866252899,0.31014925241470337,0.21446028351783752,0.3886612355709076,0.26967644691467285,0.4185989499092102,0.733189046382904,0.15479235351085663,0.24375313520431519,0.25849398970603943,0.33167365193367004,0.5116966962814331,0.1719115972518921,-0.03817026689648628,0.20659290254116058,0.5696388483047485,0.733189046382904,0.2804143726825714,0.1826142966747284
luther,0.21013082563877106,0.14081993699073792,0.09978976845741272,0.14754484593868256,0.20242992043495178,0.1233290284872055,0.12958186864852905,0.1759674996137619,0.08149916678667068,0.22734054923057556,0.232476145029068,0.15519264340400696,0.20796556770801544,1.0,-0.009990512393414974,0.11563574522733688,0.20523880422115326,0.1759674996137619,0.197893425822258,0.1732746809720993
's,0.05599616840481758,-0.02895052544772625,-0.0466335192322731,0.08296377211809158,-0.05775856226682663,0.03219333291053772,-0.07241261005401611,-0.01540423184633255,-0.04185902699828148,-0.022211208939552307,0.09143294394016266,0.08483956009149551,0.06895173341035843,-0.009990512393414974,0.9999999403953552,0.008029541932046413,-0.037580832839012146,-0.01540423184633255,0.039716437458992004,-0.023395681753754616
biographer,0.3513590395450592,0.09869737923145294,0.27364811301231384,0.15663045644760132,0.15071097016334534,0.21150065958499908,0.1494375318288803,0.14322417974472046,0.018133459612727165,0.19608892500400543,0.18594622611999512,0.11478598415851593,0.16902051866054535,0.23538127541542053,0.04481106624007225,0.23631112277507782,0.1484682559967041,0.14322417974472046,0.16339005529880524,0.18108020722866058
martin,0.22000780701637268,0.13366375863552094,0.12804852426052094,0.09623951464891434,0.13608874380588531,0.09907512366771698,0.1178249642252922,0.22029393911361694,0.12246226519346237,0.26862627267837524,0.17251580953598022,0.1410888135433197,0.2544763386249542,0.6228963136672974,0.07599356025457382,0.10802607238292694,0.22752496600151062,0.22029393911361694,0.16944317519664764,0.060103293508291245
brecht,0.22476588189601898,0.12902994453907013,0.19028031826019287,0.099910207092762,0.17236313223838806,0.14018157124519348,0.17709749937057495,0.19037958979606628,0.07726723700761795,0.23010820150375366,0.17846433818340302,0.21447427570819855,0.21124550700187683,0.2791024446487427,0.08701126277446747,0.11679089069366455,0.2407945692539215,0.19037958979606628,0.20554663240909576,0.14488542079925537
",",0.3365725874900818,0.28617382049560547,0.2728564441204071,0.216712087392807,0.48816442489624023,0.30924054980278015,0.4464869201183319,0.4933079481124878,0.2065339833498001,0.28930366039276123,0.3467482030391693,0.32507219910621643,0.6633074283599854,0.23255878686904907,-0.0016132977325469255,0.26435917615890503,0.5201468467712402,0.4933079481124878,0.26075416803359985,0.31091248989105225
``,0.02397952415049076,0.06539655476808548,-0.03507232666015625,-0.07257454097270966,0.03910288214683533,0.180002823472023,0.01270448137074709,0.029072100296616554,0.14330992102622986,0.043631553649902344,0.050574399530887604,-0.0342245027422905,0.036644238978624344,-0.013964727520942688,-0.03416389226913452,0.01133119035512209,0.04765888676047325,0.029072100296616554,0.05683933198451996,0.0685480609536171
giving,0.2905098795890808,0.2728481590747833,0.16023282706737518,0.11874328553676605,0.30383536219596863,0.22589713335037231,0.39347827434539795,0.3626074492931366,0.1459626704454422,0.112227663397789,0.22451964020729065,0.2730445861816406,0.32261931896209717,0.13466259837150574,0.013468046672642231,0.3142832815647125,0.24607835710048676,0.3626074492931366,0.22489358484745026,0.2052922248840332
confessional,0.2534419298171997,0.1510811597108841,0.13318362832069397,0.22735123336315155,0.1801474243402481,0.16972187161445618,0.23170500993728638,0.2235388159751892,0.14595213532447815,0.2494022101163864,0.2705814242362976,0.14230461418628693,0.24860212206840515,0.4338546395301819,0.019090933725237846,0.23460131883621216,0.25043678283691406,0.2235388159751892,0.16304050385951996,0.18100155889987946
advice,0.3229794502258301,0.2121681123971939,0.17017580568790436,0.14214153587818146,0.26474443078041077,0.3320016860961914,0.2694541811943054,0.20341236889362335,0.19339577853679657,0.16526982188224792,0.2906515896320343,0.12154577672481537,0.27470922470092773,0.11563574522733688,0.008029541932046413,1.0,0.10283523052930832,0.20341236889362335,0.23562832176685333,0.17199933528900146
for,0.37110671401023865,0.35159170627593994,0.25068506598472595,0.1212775781750679,0.44774648547172546,0.33067095279693604,0.9999999403953552,0.4739971458911896,0.2588914632797241,0.2110455334186554,0.257647842168808,0.3147922456264496,0.5064792633056641,0.12958186864852905,-0.07241261005401611,0.2694541811943054,0.4322226941585541,0.4739971458911896,0.2296326607465744,0.264628142118454
philip,0.25307518243789673,0.11716712266206741,0.16807176172733307,0.13037295639514923,0.1352866142988205,0.1470746397972107,0.2110455334186554,0.21499985456466675,0.09673882275819778,1.0,0.1982668936252594,0.15147750079631805,0.23630882799625397,0.22734054923057556,-0.022211208939552307,0.16526982188224792,0.26558998227119446,0.21499985456466675,0.13656297326087952,0.11887923628091812
of,0.2827862501144409,0.3119818866252899,0.31014925241470337,0.21446028351783752,0.3886612355709076,0.26967644691467285,0.4185989499092102,0.733189046382904,0.15479235351085663,0.24375313520431519,0.25849398970603943,0.33167365193367004,0.5116966962814331,0.1719115972518921,-0.03817026689648628,0.20659290254116058,0.5696388483047485,0.733189046382904,0.2804143726825714,0.1826142966747284
hesse,0.16736814379692078,0.09823615103960037,0.08509460836648941,0.1028585433959961,0.19450823962688446,0.11653802543878555,0.12194209545850754,0.24440348148345947,0.024109819903969765,0.21449171006679535,0.1959533989429474,0.15545286238193512,0.25794798135757446,0.27138224244117737,0.10014219582080841,0.15231187641620636,0.24360625445842743,0.24440348148345947,0.16243590414524078,0.11271942406892776
was,0.3318818509578705,0.19302551448345184,0.25589004158973694,0.1727466583251953,0.3677520453929901,0.245205357670784,0.3863949179649353,0.48711544275283813,0.15878652036190033,0.2779109477996826,0.23566235601902008,0.3433256447315216,0.3740963041782379,0.19185513257980347,0.008974763564765453,0.19147352874279022,0.45514053106307983,0.48711544275283813,0.18972504138946533,0.18412111699581146
