,polynomial,time,reductions,are,an,example,of,what,?
there,0.278530478477478,0.3047161102294922,0.3138037621974945,0.5433560013771057,0.22476400434970856,0.346343457698822,0.44397735595703125,0.35085538029670715,0.29405656456947327
are,0.2628597319126129,0.24188680946826935,0.30824655294418335,1.0,0.1556541919708252,0.4108889698982239,0.39081433415412903,0.29724663496017456,0.24591213464736938
many,0.2155458927154541,0.3523001968860626,0.31722602248191833,0.5655534863471985,0.2465583086013794,0.43096116185188293,0.37253960967063904,0.36131182312965393,0.2124512493610382
different,0.29341238737106323,0.34340640902519226,0.357312947511673,0.5170795917510986,0.20424599945545197,0.47035282850265503,0.3747533857822418,0.39262300729751587,0.24476227164268494
types,0.1873750388622284,0.20990289747714996,0.3649385869503021,0.4691450595855713,0.12193157523870468,0.37960749864578247,0.2447618544101715,0.25706279277801514,0.1285012811422348
of,0.23810522258281708,0.35127586126327515,0.29430124163627625,0.39081433415412903,0.32280945777893066,0.3570667505264282,1.0,0.33290785551071167,0.1826142966747284
reductions,0.3693830072879791,0.19938719272613525,0.9999999403953552,0.30824655294418335,0.21504631638526917,0.31970125436782837,0.29430124163627625,0.23610827326774597,0.18793964385986328
",",0.21592853963375092,0.3029961884021759,0.24425239861011505,0.4062570035457611,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.3087472915649414,0.31091248989105225
based,0.10319343954324722,0.22609136998653412,0.2370736300945282,0.3002447783946991,0.2026301473379135,0.29313981533050537,0.3033197224140167,0.274813175201416,0.134929820895195
on,0.05230846256017685,0.30044233798980713,0.21203742921352386,0.268924742937088,0.3192969560623169,0.22160455584526062,0.3966929316520691,0.34226128458976746,0.2714994251728058
the,0.1902180016040802,0.43061500787734985,0.2916041910648346,0.40399202704429626,0.4207492768764496,0.3755223751068115,0.733189046382904,0.42745697498321533,0.22068053483963013
method,0.3726712167263031,0.23689617216587067,0.3077186644077301,0.18370844423770905,0.22589744627475739,0.2578612267971039,0.22896558046340942,0.25476205348968506,0.2194802314043045
of,0.23810522258281708,0.35127586126327515,0.29430124163627625,0.39081433415412903,0.32280945777893066,0.3570667505264282,1.0,0.33290785551071167,0.1826142966747284
reduction,0.35679155588150024,0.15460512042045593,0.9273279905319214,0.21609076857566833,0.2275005280971527,0.3020326793193817,0.2803387939929962,0.19884426891803741,0.1612403839826584
",",0.21592853963375092,0.3029961884021759,0.24425239861011505,0.4062570035457611,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.3087472915649414,0.31091248989105225
such,0.21305730938911438,0.24758757650852203,0.33269956707954407,0.4654397666454315,0.2025681436061859,0.4555383324623108,0.3209529519081116,0.23989605903625488,0.17851735651493073
as,0.2069568783044815,0.3239102065563202,0.23564881086349487,0.3826591968536377,0.37218472361564636,0.35903409123420715,0.3886612355709076,0.31749409437179565,0.27043893933296204
cook,0.1866423636674881,0.19817650318145752,0.11804978549480438,0.1520386040210724,0.19010961055755615,0.13836577534675598,0.21467307209968567,0.19562624394893646,0.12316843122243881
reductions,0.3693830072879791,0.19938719272613525,0.9999999403953552,0.30824655294418335,0.21504631638526917,0.31970125436782837,0.29430124163627625,0.23610827326774597,0.18793964385986328
",",0.21592853963375092,0.3029961884021759,0.24425239861011505,0.4062570035457611,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.3087472915649414,0.31091248989105225
karp,0.1600876748561859,0.14849482476711273,0.16040557622909546,0.13098903000354767,0.16878525912761688,0.12437506765127182,0.20941458642482758,0.17241311073303223,0.1731996238231659
reductions,0.3693830072879791,0.19938719272613525,0.9999999403953552,0.30824655294418335,0.21504631638526917,0.31970125436782837,0.29430124163627625,0.23610827326774597,0.18793964385986328
and,0.18511588871479034,0.3025408685207367,0.2743397653102875,0.48576638102531433,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.31309178471565247,0.20544172823429108
levin,0.11230385303497314,0.1676434427499771,0.17297491431236267,0.11800521612167358,0.1628783941268921,0.07005365937948227,0.16960643231868744,0.21233150362968445,0.16912634670734406
reductions,0.3693830072879791,0.19938719272613525,0.9999999403953552,0.30824655294418335,0.21504631638526917,0.31970125436782837,0.29430124163627625,0.23610827326774597,0.18793964385986328
",",0.21592853963375092,0.3029961884021759,0.24425239861011505,0.4062570035457611,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.3087472915649414,0.31091248989105225
and,0.18511588871479034,0.3025408685207367,0.2743397653102875,0.48576638102531433,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.31309178471565247,0.20544172823429108
the,0.1902180016040802,0.43061500787734985,0.2916041910648346,0.40399202704429626,0.4207492768764496,0.3755223751068115,0.733189046382904,0.42745697498321533,0.22068053483963013
