,who,recovered,the,strip,ball,?
on,0.2340552806854248,0.2166234701871872,0.5107308030128479,0.2334149032831192,0.1605052351951599,0.2714994251728058
the,0.3733934462070465,0.2614712417125702,1.0,0.20150524377822876,0.18895584344863892,0.22068053483963013
next,0.19192104041576385,0.21497024595737457,0.35833123326301575,0.13419008255004883,0.10990821570158005,0.167460098862648
play,0.2742305099964142,0.13591600954532623,0.24793598055839539,0.12239909172058105,0.31826484203338623,0.11059518158435822
",",0.3365725874900818,0.2676272988319397,0.4933079481124878,0.19898942112922668,0.2170172780752182,0.31091248989105225
miller,0.2093905359506607,0.15619339048862457,0.21601076424121857,0.21368364989757538,0.1518518477678299,0.1295081228017807
stripped,0.19222557544708252,0.2375534623861313,0.24013200402259827,0.4469873905181885,0.14687755703926086,0.1636997014284134
the,0.3733934462070465,0.2614712417125702,1.0,0.20150524377822876,0.18895584344863892,0.22068053483963013
ball,0.18419332802295685,0.12504027783870697,0.18895584344863892,0.15272341668605804,1.0,0.1766241192817688
away,0.2651624381542206,0.28718531131744385,0.29030847549438477,0.2207946479320526,0.18551963567733765,0.15156377851963043
from,0.27839982509613037,0.2810422480106354,0.40150508284568787,0.15092983841896057,0.21110084652900696,0.19969791173934937
newton,0.19243690371513367,0.14219547808170319,0.1876603662967682,0.10635524243116379,0.18903715908527374,0.09645649790763855
",",0.3365725874900818,0.2676272988319397,0.4933079481124878,0.19898942112922668,0.2170172780752182,0.31091248989105225
and,0.41279885172843933,0.25687822699546814,0.5171257257461548,0.2857847213745117,0.19981779158115387,0.20544172823429108
after,0.32549580931663513,0.35987818241119385,0.4565047025680542,0.13663385808467865,0.13842351734638214,0.16608688235282898
several,0.30628830194473267,0.26380354166030884,0.40559855103492737,0.15384501218795776,0.11636541038751602,0.15595775842666626
players,0.2852925956249237,0.10851311683654785,0.2647981345653534,0.09782440215349197,0.35162150859832764,0.15925642848014832
dove,0.15368758141994476,0.182351753115654,0.1918858289718628,0.18222549557685852,0.2838803231716156,0.2024282068014145
for,0.37110671401023865,0.18925832211971283,0.4739971458911896,0.19213683903217316,0.1708642989397049,0.264628142118454
it,0.2868398427963257,0.2036934196949005,0.6251175999641418,0.19620095193386078,0.1934148073196411,0.25732165575027466
",",0.3365725874900818,0.2676272988319397,0.4933079481124878,0.19898942112922668,0.2170172780752182,0.31091248989105225
it,0.2868398427963257,0.2036934196949005,0.6251175999641418,0.19620095193386078,0.1934148073196411,0.25732165575027466
took,0.2481452226638794,0.28316396474838257,0.31657639145851135,0.11666519939899445,0.09350965917110443,0.14109265804290771
a,0.36608949303627014,0.2461796998977661,0.5829201340675354,0.2385350912809372,0.23578347265720367,0.23916715383529663
long,0.18512077629566193,0.2855865955352783,0.3075225353240967,0.18508248031139374,0.2649891674518585,0.19699987769126892
bounce,0.19229473173618317,0.1667121946811676,0.2448197603225708,0.21428848803043365,0.4575279951095581,0.1623752862215042
backwards,0.21414348483085632,0.15336184203624725,0.3041544258594513,0.19420601427555084,0.3201940655708313,0.1805936098098755
and,0.41279885172843933,0.25687822699546814,0.5171257257461548,0.2857847213745117,0.19981779158115387,0.20544172823429108
was,0.3318818509578705,0.32598429918289185,0.48711544275283813,0.16560932993888855,0.16079293191432953,0.18412111699581146
recovered,0.19365158677101135,1.0,0.2614712417125702,0.03507497161626816,0.12504027783870697,0.08912046253681183
by,0.39727845788002014,0.2431626170873642,0.4408751428127289,0.20200511813163757,0.1381615251302719,0.17966607213020325
ward,0.26459071040153503,0.10608749836683273,0.20814019441604614,0.15983696281909943,0.17405594885349274,0.09479375928640366
",",0.3365725874900818,0.2676272988319397,0.4933079481124878,0.19898942112922668,0.2170172780752182,0.31091248989105225
who,0.9999998807907104,0.19365158677101135,0.3733934462070465,0.12845700979232788,0.18419332802295685,0.26220351457595825
returned,0.23187772929668427,0.4319539964199066,0.32857778668403625,0.1812824308872223,0.09811848402023315,0.07695316523313522
it,0.2868398427963257,0.2036934196949005,0.6251175999641418,0.19620095193386078,0.1934148073196411,0.25732165575027466
five,0.22190363705158234,0.24747474491596222,0.41977158188819885,0.17381615936756134,0.19478920102119446,0.18342848122119904
yards,0.13584628701210022,0.2927740514278412,0.16070343554019928,0.12226054817438126,0.31545811891555786,0.12453813850879669
to,0.42656609416007996,0.2292492538690567,0.535392165184021,0.18328604102134705,0.2563202381134033,0.29463258385658264
the,0.3733934462070465,0.2614712417125702,1.0,0.20150524377822876,0.18895584344863892,0.22068053483963013
panthers,0.2132880985736847,0.16551771759986877,0.2602776288986206,0.15742844343185425,0.17961734533309937,0.16608978807926178
4-yard,0.27324941754341125,0.3008093237876892,0.30518561601638794,0.20258194208145142,0.28005948662757874,0.11815178394317627
line,0.1774713397026062,0.08226953446865082,0.29789501428604126,0.21278367936611176,0.2138069123029709,0.16271452605724335
.,0.3541337847709656,0.25115838646888733,0.5934505462646484,0.21094229817390442,0.214210644364357,0.4130953550338745
