,what,was,the,name,of,the,first,doctor,who,radio,drama,?
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.4127444326877594,0.25567495822906494,0.2792111933231354,0.22625693678855896,0.24534137547016144,0.20430970191955566
1988,-0.09063374996185303,0.06523006409406662,-0.009787061251699924,0.09384620189666748,0.017496710643172264,-0.009787061251699924,0.035531315952539444,-0.0009538475424051285,-0.03557491675019264,0.03904963284730911,0.06485109776258469,0.08449683338403702
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.20407600700855255,0.3365725874900818,0.25251123309135437,0.240437850356102,0.31091248989105225
during,0.24137552082538605,0.4470829963684082,0.4838213622570038,0.15002264082431793,0.3869180977344513,0.4838213622570038,0.45377472043037415,0.19493472576141357,0.30551859736442566,0.1942339539527893,0.2056724727153778,0.1325719803571701
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.4287874400615692,0.22883038222789764,0.36608949303627014,0.19488471746444702,0.252153217792511,0.23916715383529663
hiatus,0.20778650045394897,0.26240044832229614,0.26218947768211365,0.18900662660598755,0.13865524530410767,0.26218947768211365,0.27020248770713806,0.25889116525650024,0.21912530064582825,0.22385317087173462,0.20946671068668365,0.22841449081897736
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.4127444326877594,0.25567495822906494,0.2792111933231354,0.22625693678855896,0.24534137547016144,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.2820442318916321,0.3733934462070465,0.23511973023414612,0.2408958077430725,0.22068053483963013
television,0.19838058948516846,0.2516675293445587,0.24569597840309143,0.1647563874721527,0.21995750069618225,0.24569597840309143,0.2787016034126282,0.31410008668899536,0.2515988349914551,0.5466874837875366,0.4801269471645355,0.16825827956199646
show,0.29653704166412354,0.20142383873462677,0.319829523563385,0.18636876344680786,0.21383242309093475,0.319829523563385,0.23758427798748016,0.2094513326883316,0.2095358669757843,0.33636054396629333,0.27227604389190674,0.2520138621330261
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.20407600700855255,0.3365725874900818,0.25251123309135437,0.240437850356102,0.31091248989105225
