,how,many,seconds,were,left,in,the,game,when,the,broncos,intercepted,the,pass,that,won,the,game,?
they,0.43247655034065247,0.5400822758674622,0.2405829131603241,0.5580583214759827,0.25060954689979553,0.4330179989337921,0.49925389885902405,0.2399950921535492,0.5090266466140747,0.49925389885902405,0.25937581062316895,0.24346859753131866,0.49925389885902405,0.2680826485157013,0.5710820555686951,0.24913105368614197,0.49925389885902405,0.2399950921535492,0.2753053903579712
then,0.36093711853027344,0.27087974548339844,0.33281177282333374,0.23886403441429138,0.3093996047973633,0.36253848671913147,0.4297412931919098,0.2141346037387848,0.6026323437690735,0.4297412931919098,0.2251315861940384,0.28829434514045715,0.4297412931919098,0.22971171140670776,0.455153226852417,0.24271619319915771,0.4297412931919098,0.2141346037387848,0.2884598970413208
beat,0.18019166588783264,0.1250762939453125,0.27355143427848816,0.2284281998872757,0.1733473241329193,0.16871558129787445,0.24951939284801483,0.30160796642303467,0.21723224222660065,0.24951939284801483,0.299129456281662,0.2799793779850006,0.24951939284801483,0.1829172521829605,0.18869292736053467,0.36597588658332825,0.24951939284801483,0.30160796642303467,0.19461682438850403
the,0.33890387415885925,0.4335206151008606,0.1997634470462799,0.3906462490558624,0.33113980293273926,0.6662389636039734,1.0,0.285271555185318,0.5091903209686279,1.0,0.25985947251319885,0.2696214020252228,1.0,0.25961899757385254,0.5473989248275757,0.29432493448257446,1.0,0.285271555185318,0.22068053483963013
defending,0.1490328460931778,0.1816222071647644,0.21649250388145447,0.2578987181186676,0.2138298749923706,0.2688160538673401,0.3322177529335022,0.2670046389102936,0.2857620418071747,0.3322177529335022,0.2980053424835205,0.3560759723186493,0.3322177529335022,0.22054700553417206,0.2806907296180725,0.38083985447883606,0.3322177529335022,0.2670046389102936,0.19775530695915222
super,0.11920704692602158,0.17302978038787842,0.17694975435733795,0.18743500113487244,0.0854698047041893,0.18576006591320038,0.21959073841571808,0.3480181396007538,0.20393483340740204,0.21959073841571808,0.36141330003738403,0.26915663480758667,0.21959073841571808,0.10270404815673828,0.18258553743362427,0.23658764362335205,0.21959073841571808,0.3480181396007538,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.20954594016075134,0.17085392773151398,0.16880634427070618,0.17236235737800598,0.21576224267482758,0.2413962334394455,0.20523639023303986,0.21576224267482758,0.4351775348186493,0.31364428997039795,0.21576224267482758,0.2014455646276474,0.10987387597560883,0.2380966693162918,0.21576224267482758,0.2413962334394455,0.21118052303791046
xlix,0.13336868584156036,0.14802561700344086,0.24721823632717133,0.18127237260341644,0.10951043665409088,0.264173686504364,0.28379157185554504,0.3429282605648041,0.23901237547397614,0.28379157185554504,0.4259836971759796,0.34873056411743164,0.28379157185554504,0.08079857379198074,0.17940443754196167,0.3411175608634949,0.28379157185554504,0.3429282605648041,0.2639070451259613
champion,0.10510922223329544,0.12182215601205826,0.2495567351579666,0.17269514501094818,0.1165771409869194,0.1986149251461029,0.23575055599212646,0.23105087876319885,0.2020413726568222,0.23575055599212646,0.3800205886363983,0.38064858317375183,0.23575055599212646,0.18009798228740692,0.16651447117328644,0.4828086793422699,0.23575055599212646,0.23105087876319885,0.14080514013767242
new,0.20832711458206177,0.2992318272590637,0.1798812597990036,0.21711495518684387,0.20298340916633606,0.3758552670478821,0.3845241069793701,0.20104768872261047,0.257220059633255,0.3845241069793701,0.2461613565683365,0.14016766846179962,0.3845241069793701,0.14091691374778748,0.29177987575531006,0.2143559455871582,0.3845241069793701,0.20104768872261047,0.14782847464084625
england,0.17829500138759613,0.2581256926059723,0.14614973962306976,0.3110785484313965,0.19919918477535248,0.33311840891838074,0.28280043601989746,0.23439037799835205,0.26359328627586365,0.28280043601989746,0.24413880705833435,0.24580468237400055,0.28280043601989746,0.09007485210895538,0.2558189034461975,0.11945749819278717,0.28280043601989746,0.23439037799835205,0.13436897099018097
patriots,0.1273394525051117,0.14814959466457367,0.21646906435489655,0.23409396409988403,0.1573280245065689,0.22389881312847137,0.2345433384180069,0.298821359872818,0.190744087100029,0.2345433384180069,0.4857134521007538,0.4234296977519989,0.2345433384180069,0.2525351047515869,0.1882573515176773,0.23854458332061768,0.2345433384180069,0.298821359872818,0.11474817991256714
in,0.2601168751716614,0.41474202275276184,0.15088556706905365,0.3815755248069763,0.21139952540397644,1.0,0.6662389636039734,0.23986028134822845,0.4431333839893341,0.6662389636039734,0.20316283404827118,0.2126302272081375,0.6662389636039734,0.18748411536216736,0.435920387506485,0.3280489146709442,0.6662389636039734,0.23986028134822845,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.1997634470462799,0.3906462490558624,0.33113980293273926,0.6662389636039734,1.0,0.285271555185318,0.5091903209686279,1.0,0.25985947251319885,0.2696214020252228,1.0,0.25961899757385254,0.5473989248275757,0.29432493448257446,1.0,0.285271555185318,0.22068053483963013
afc,0.08736693859100342,0.1375444233417511,0.2205982357263565,0.18922588229179382,0.07834911346435547,0.20746317505836487,0.25863510370254517,0.2785787284374237,0.15604420006275177,0.25863510370254517,0.4436691403388977,0.3225991725921631,0.25863510370254517,0.21053078770637512,0.14994294941425323,0.34282955527305603,0.25863510370254517,0.2785787284374237,0.2026895433664322
championship,0.10684323310852051,0.16601915657520294,0.2885448932647705,0.1939602643251419,0.12941879034042358,0.20047812163829803,0.2540402412414551,0.24432945251464844,0.20474274456501007,0.2540402412414551,0.38168099522590637,0.3733702301979065,0.2540402412414551,0.14239217340946198,0.18801642954349518,0.48160451650619507,0.2540402412414551,0.24432945251464844,0.1390383541584015
game,0.215279221534729,0.21957436203956604,0.275033175945282,0.21951238811016083,0.12498873472213745,0.23986028134822845,0.285271555185318,0.9999998807907104,0.22596776485443115,0.285271555185318,0.32325026392936707,0.2719951272010803,0.285271555185318,0.16048191487789154,0.27499276399612427,0.23046883940696716,0.285271555185318,0.9999998807907104,0.1829071193933487
",",0.22659391164779663,0.40610817074775696,0.2238321751356125,0.36755475401878357,0.2448868453502655,0.5201468467712402,0.4933079481124878,0.2653886377811432,0.36674630641937256,0.4933079481124878,0.2558487057685852,0.21653500199317932,0.4933079481124878,0.22301842272281647,0.4137537479400635,0.35968565940856934,0.4933079481124878,0.2653886377811432,0.31091248989105225
20–18,0.13523833453655243,0.2417566478252411,-0.06181319057941437,0.2699238657951355,0.11967617273330688,0.1783762127161026,0.07738925516605377,0.03933378681540489,0.25345736742019653,0.07738925516605377,-0.010921397246420383,0.023697629570961,0.07738925516605377,0.004532491788268089,0.2086927741765976,0.09409765154123306,0.07738925516605377,0.03933378681540489,0.10603919625282288
