,who,did,the,broncos,tie,with,the,most,sacks,in,a,super,bowl,?
the,0.3733934462070465,0.34736719727516174,1.0,0.25985947251319885,0.22106048464775085,0.4223487675189972,1.0,0.47635307908058167,0.23296904563903809,0.6662389636039734,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
broncos,0.1763724684715271,0.1738176792860031,0.25985947251319885,1.0000001192092896,0.23266935348510742,0.2245701551437378,0.25985947251319885,0.18892337381839752,0.3775857388973236,0.20316283404827118,0.19771797955036163,0.36141330003738403,0.4351775348186493,0.18377114832401276
',0.22534559667110443,0.25488927960395813,0.474788099527359,0.10725529491901398,0.1424107849597931,0.2546919286251068,0.474788099527359,0.2361016869544983,0.14246787130832672,0.4158826768398285,0.48837921023368835,0.17380782961845398,0.10706733912229538,0.330942302942276
seven,0.15699508786201477,0.11491922289133072,0.28151169419288635,0.18732549250125885,0.15982362627983093,0.19141453504562378,0.28151169419288635,0.2483055591583252,0.1222083643078804,0.24717609584331512,0.2029859572649002,0.16763919591903687,0.16826416552066803,0.1732930988073349
sacks,0.16894300282001495,0.1250401884317398,0.23296904563903809,0.3775857388973236,0.21781755983829498,0.15947255492210388,0.23296904563903809,0.17251956462860107,1.0,0.2059689611196518,0.1267087310552597,0.14356042444705963,0.2921851873397827,0.0761517658829689
tied,0.23198413848876953,0.21786659955978394,0.24453675746917725,0.25319045782089233,0.5780223608016968,0.30813896656036377,0.24453675746917725,0.29268643260002136,0.3371548652648926,0.19519025087356567,0.2269858568906784,0.15753702819347382,0.19662193953990936,0.14687292277812958
a,0.36608949303627014,0.2552328109741211,0.5829201340675354,0.19771797955036163,0.2371845692396164,0.3783375024795532,0.5829201340675354,0.3508910834789276,0.1267087310552597,0.539380669593811,1.0,0.26005712151527405,0.19533146917819977,0.23916715383529663
super,0.1819351613521576,0.16038043797016144,0.21959073841571808,0.36141330003738403,0.17262586951255798,0.1518537551164627,0.21959073841571808,0.22041858732700348,0.14356042444705963,0.18576006591320038,0.26005712151527405,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.09189514070749283,0.18569406867027283,0.21576224267482758,0.4351775348186493,0.11696851253509521,0.18353787064552307,0.21576224267482758,0.20814399421215057,0.2921851873397827,0.17236235737800598,0.19533146917819977,0.4848237931728363,1.0,0.21118052303791046
record,0.24139603972434998,0.20556741952896118,0.23569516837596893,0.18765106797218323,0.24623534083366394,0.19528687000274658,0.23569516837596893,0.2591997981071472,0.2555406093597412,0.23162534832954407,0.2588478624820709,0.2505435347557068,0.24389338493347168,0.14407116174697876
set,0.19352185726165771,0.19107604026794434,0.2927955985069275,0.17981673777103424,0.18873776495456696,0.19515010714530945,0.2927955985069275,0.15995323657989502,0.2109062671661377,0.2663729190826416,0.2540091574192047,0.1139470711350441,0.16605548560619354,0.1698019951581955
by,0.39727845788002014,0.18574509024620056,0.4408751428127289,0.11333504319190979,0.09082552045583725,0.39731505513191223,0.4408751428127289,0.270847886800766,0.09613382816314697,0.370934396982193,0.32094135880470276,0.15233319997787476,0.12992306053638458,0.17966607213020325
the,0.3733934462070465,0.34736719727516174,1.0,0.25985947251319885,0.22106048464775085,0.4223487675189972,1.0,0.47635307908058167,0.23296904563903809,0.6662389636039734,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
chicago,0.2047077715396881,0.1900576800107956,0.27360326051712036,0.3181505799293518,0.23182068765163422,0.23699991405010223,0.27360326051712036,0.1819228082895279,0.2068002074956894,0.23921214044094086,0.17899899184703827,0.11570389568805695,0.18324002623558044,0.16446958482265472
bears,0.2247142642736435,0.18967753648757935,0.2872300446033478,0.47246217727661133,0.200524240732193,0.25566837191581726,0.2872300446033478,0.22057510912418365,0.3438683748245239,0.21073439717292786,0.19761694967746735,0.22805571556091309,0.3094787001609802,0.13283714652061462
in,0.2792111933231354,0.2593238651752472,0.6662389636039734,0.20316283404827118,0.13505159318447113,0.4080928862094879,0.6662389636039734,0.41416558623313904,0.2059689611196518,1.0,0.539380669593811,0.18576006591320038,0.17236235737800598,0.20430970191955566
super,0.1819351613521576,0.16038043797016144,0.21959073841571808,0.36141330003738403,0.17262586951255798,0.1518537551164627,0.21959073841571808,0.22041858732700348,0.14356042444705963,0.18576006591320038,0.26005712151527405,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.09189514070749283,0.18569406867027283,0.21576224267482758,0.4351775348186493,0.11696851253509521,0.18353787064552307,0.21576224267482758,0.20814399421215057,0.2921851873397827,0.17236235737800598,0.19533146917819977,0.4848237931728363,1.0,0.21118052303791046
xx,0.04185507446527481,0.06287450343370438,0.2355078011751175,0.18524041771888733,0.11888033896684647,0.0913156270980835,0.2355078011751175,0.1544969230890274,0.1295449137687683,0.19526483118534088,0.16178521513938904,0.31983134150505066,0.29072365164756775,0.11678656935691833
.,0.3541337847709656,0.35288307070732117,0.5934505462646484,0.2612393796443939,0.1422811895608902,0.4446153938770294,0.5934505462646484,0.35404038429260254,0.20474085211753845,0.5591574311256409,0.50484299659729,0.2757420241832733,0.21516893804073334,0.4130953550338745
