,which,game,console,could,viewers,stream,the,game,on,?
cbs,0.18413257598876953,0.3367152214050293,0.3453459143638611,0.1371762752532959,0.36970505118370056,0.12528888881206512,0.2283918708562851,0.3367152214050293,0.25146469473838806,0.14594407379627228
provided,0.26667746901512146,0.16750991344451904,0.1921893060207367,0.34931424260139465,0.1906810849905014,0.1834273636341095,0.304488867521286,0.16750991344451904,0.24629086256027222,0.16893617808818817
digital,0.23021383583545685,0.24347911775112152,0.346897691488266,0.16804924607276917,0.2740001678466797,0.30089521408081055,0.18361380696296692,0.24347911775112152,0.2216719537973404,0.12982943654060364
streams,0.2939537465572357,0.19654138386249542,0.19447122514247894,0.1719508171081543,0.23329155147075653,0.7826476097106934,0.260405570268631,0.19654138386249542,0.2370377779006958,0.1508319228887558
of,0.5011631846427917,0.2298848181962967,0.16883648931980133,0.29043012857437134,0.1391541063785553,0.1779453009366989,0.733189046382904,0.2298848181962967,0.3966929316520691,0.1826142966747284
the,0.6521818041801453,0.285271555185318,0.23107685148715973,0.35393214225769043,0.24207380414009094,0.2507912814617157,1.0,0.285271555185318,0.5107308030128479,0.22068053483963013
game,0.23652023077011108,0.9999998807907104,0.662026047706604,0.21960866451263428,0.3067985475063324,0.18612290918827057,0.285271555185318,0.9999998807907104,0.22967135906219482,0.1829071193933487
via,0.2865810990333557,0.11397305876016617,0.19704537093639374,0.18436478078365326,0.09763681143522263,0.32058706879615784,0.23979412019252777,0.11397305876016617,0.29968157410621643,0.19443516433238983
cbssports.com,0.16451068222522736,0.3767992854118347,0.32854557037353516,0.175166517496109,0.2987344264984131,0.1087680533528328,0.23132777214050293,0.3767992854118347,0.20769809186458588,0.24396127462387085
",",0.3658004403114319,0.2653886377811432,0.22368460893630981,0.27399855852127075,0.18595917522907257,0.2126854658126831,0.4933079481124878,0.2653886377811432,0.49057599902153015,0.31091248989105225
and,0.506277859210968,0.25192898511886597,0.20229363441467285,0.3385082483291626,0.20451174676418304,0.24512408673763275,0.5171257257461548,0.25192898511886597,0.4077630043029785,0.20544172823429108
the,0.6521818041801453,0.285271555185318,0.23107685148715973,0.35393214225769043,0.24207380414009094,0.2507912814617157,1.0,0.285271555185318,0.5107308030128479,0.22068053483963013
cbs,0.18413257598876953,0.3367152214050293,0.3453459143638611,0.1371762752532959,0.36970505118370056,0.12528888881206512,0.2283918708562851,0.3367152214050293,0.25146469473838806,0.14594407379627228
sports,0.16575658321380615,0.2906801104545593,0.21857571601867676,0.1416115015745163,0.16020385921001434,0.11348146945238113,0.20313861966133118,0.2906801104545593,0.16391423344612122,0.04557104781270027
apps,0.16257399320602417,0.32520419359207153,0.3190036118030548,0.13406413793563843,0.2540043592453003,0.17079447209835052,0.17520254850387573,0.32520419359207153,0.19375614821910858,0.21651507914066315
on,0.4245251417160034,0.22967135906219482,0.24992279708385468,0.2953716814517975,0.25155362486839294,0.2180166095495224,0.5107308030128479,0.22967135906219482,0.9999999403953552,0.2714994251728058
tablets,0.3008754849433899,0.20142534375190735,0.30519402027130127,0.2877795696258545,0.17088070511817932,0.20527707040309906,0.21735721826553345,0.20142534375190735,0.17726244032382965,0.15633375942707062
",",0.3658004403114319,0.2653886377811432,0.22368460893630981,0.27399855852127075,0.18595917522907257,0.2126854658126831,0.4933079481124878,0.2653886377811432,0.49057599902153015,0.31091248989105225
windows,0.2812843322753906,0.30645549297332764,0.480354905128479,0.20051875710487366,0.2419654279947281,0.15815585851669312,0.23561708629131317,0.30645549297332764,0.2120492309331894,0.17412035167217255
10,0.15415236353874207,0.01925787515938282,-0.002813418162986636,0.10893069952726364,0.05985188111662865,0.0358470119535923,0.2880653440952301,0.01925787515938282,0.12170017510652542,0.022911956533789635
",",0.3658004403114319,0.2653886377811432,0.22368460893630981,0.27399855852127075,0.18595917522907257,0.2126854658126831,0.4933079481124878,0.2653886377811432,0.49057599902153015,0.31091248989105225
xbox,0.20340226590633392,0.5824945569038391,0.7167112231254578,0.21817204356193542,0.30689454078674316,0.19525545835494995,0.20042617619037628,0.5824945569038391,0.24167141318321228,0.24734219908714294
one,0.510688066482544,0.2554377615451813,0.227854385972023,0.35166996717453003,0.24617405235767365,0.20590563118457794,0.5514441132545471,0.2554377615451813,0.3601475656032562,0.2673267424106598
and,0.506277859210968,0.25192898511886597,0.20229363441467285,0.3385082483291626,0.20451174676418304,0.24512408673763275,0.5171257257461548,0.25192898511886597,0.4077630043029785,0.20544172823429108
other,0.50507652759552,0.2202579826116562,0.1909990906715393,0.36747515201568604,0.23971174657344818,0.22886353731155396,0.44152235984802246,0.2202579826116562,0.3410046398639679,0.24682199954986572
digital,0.23021383583545685,0.24347911775112152,0.346897691488266,0.16804924607276917,0.2740001678466797,0.30089521408081055,0.18361380696296692,0.24347911775112152,0.2216719537973404,0.12982943654060364
media,0.21947839856147766,0.24786706268787384,0.28459078073501587,0.16612838208675385,0.3100726902484894,0.17760327458381653,0.19221965968608856,0.24786706268787384,0.19591841101646423,0.1571006178855896
players,0.25268280506134033,0.4889407455921173,0.26552578806877136,0.22549360990524292,0.27321574091911316,0.14757759869098663,0.2647981345653534,0.4889407455921173,0.2058166116476059,0.15925642848014832
