,what,kind,of,t,cells,kill,cells,that,are,infected,with,pathogens,?
killer,0.1868809163570404,0.17243057489395142,0.18559542298316956,0.17635615170001984,0.2414173036813736,0.5257319808006287,0.2414173036813736,0.23865073919296265,0.21328569948673248,0.2787661850452423,0.16901445388793945,0.2630099058151245,0.13010363280773163
t,0.37454068660736084,0.24463781714439392,0.14617829024791718,0.9999999403953552,0.25527921319007874,0.2206207662820816,0.25527921319007874,0.3801133632659912,0.2180873155593872,0.1780724823474884,0.1978532373905182,0.25443121790885925,0.4954066574573517
cells,0.1758001297712326,0.24291619658470154,0.21305565536022186,0.25527921319007874,1.0,0.23383215069770813,1.0,0.2709589898586273,0.2908284366130829,0.41876426339149475,0.2187740057706833,0.6204997897148132,0.1898086667060852
are,0.29724663496017456,0.296465665102005,0.39081433415412903,0.2180873155593872,0.2908284366130829,0.20142222940921783,0.2908284366130829,0.45265161991119385,1.0,0.19334425032138824,0.38996943831443787,0.352535605430603,0.24591213464736938
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.2456076741218567,0.2297232300043106,0.25388583540916443,0.2297232300043106,0.47537946701049805,0.265255331993103,0.24732835590839386,0.3783375024795532,0.21121124923229218,0.23916715383529663
sub-group,0.2911296486854553,0.2551708221435547,0.2603001892566681,0.2698499858379364,0.2654905617237091,0.2456512749195099,0.2654905617237091,0.3101337254047394,0.3656565248966217,0.2587301433086395,0.2507680058479309,0.3490680754184723,0.27607807517051697
of,0.33290785551071167,0.2285657674074173,1.0,0.14617829024791718,0.21305565536022186,0.19896888732910156,0.21305565536022186,0.41498205065727234,0.39081433415412903,0.24511770904064178,0.41827285289764404,0.22946582734584808,0.1826142966747284
t,0.37454068660736084,0.24463781714439392,0.14617829024791718,0.9999999403953552,0.25527921319007874,0.2206207662820816,0.25527921319007874,0.3801133632659912,0.2180873155593872,0.1780724823474884,0.1978532373905182,0.25443121790885925,0.4954066574573517
cells,0.1758001297712326,0.24291619658470154,0.21305565536022186,0.25527921319007874,1.0,0.23383215069770813,1.0,0.2709589898586273,0.2908284366130829,0.41876426339149475,0.2187740057706833,0.6204997897148132,0.1898086667060852
that,0.6297725439071655,0.38161981105804443,0.41498205065727234,0.3801133632659912,0.2709589898586273,0.28167223930358887,0.2709589898586273,1.0,0.45265161991119385,0.28058889508247375,0.4154358208179474,0.28222689032554626,0.32716336846351624
kill,0.2582238018512726,0.1494239717721939,0.19896888732910156,0.2206207662820816,0.23383215069770813,0.9999999403953552,0.23383215069770813,0.28167223930358887,0.20142222940921783,0.31649744510650635,0.19444867968559265,0.32226428389549255,0.1932259500026703
cells,0.1758001297712326,0.24291619658470154,0.21305565536022186,0.25527921319007874,1.0,0.23383215069770813,1.0,0.2709589898586273,0.2908284366130829,0.41876426339149475,0.2187740057706833,0.6204997897148132,0.1898086667060852
that,0.6297725439071655,0.38161981105804443,0.41498205065727234,0.3801133632659912,0.2709589898586273,0.28167223930358887,0.2709589898586273,1.0,0.45265161991119385,0.28058889508247375,0.4154358208179474,0.28222689032554626,0.32716336846351624
are,0.29724663496017456,0.296465665102005,0.39081433415412903,0.2180873155593872,0.2908284366130829,0.20142222940921783,0.2908284366130829,0.45265161991119385,1.0,0.19334425032138824,0.38996943831443787,0.352535605430603,0.24591213464736938
infected,0.18830068409442902,0.20993362367153168,0.24511770904064178,0.1780724823474884,0.41876426339149475,0.31649744510650635,0.41876426339149475,0.28058889508247375,0.19334425032138824,1.0000001192092896,0.20793934166431427,0.6002485752105713,0.17761120200157166
with,0.2464839518070221,0.2680599093437195,0.41827285289764404,0.1978532373905182,0.2187740057706833,0.19444867968559265,0.2187740057706833,0.4154358208179474,0.38996943831443787,0.20793934166431427,0.9999999403953552,0.1887669414281845,0.2433311939239502
viruses,0.22483296692371368,0.2164333015680313,0.23382140696048737,0.22270764410495758,0.5019880533218384,0.21242006123065948,0.5019880533218384,0.2764965295791626,0.31805214285850525,0.5925740599632263,0.16107876598834991,0.6977815628051758,0.2074798345565796
(,0.2411840260028839,0.16271455585956573,0.35032153129577637,0.29704031348228455,0.2060161978006363,0.16958780586719513,0.2060161978006363,0.2264307141304016,0.23263892531394958,0.1284896731376648,0.29503780603408813,0.15182970464229584,0.40561532974243164
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.25205641984939575,0.24033623933792114,0.2698296904563904,0.24033623933792114,0.4731321930885315,0.48576638102531433,0.24575527012348175,0.5477725267410278,0.21800068020820618,0.20544172823429108
other,0.341873437166214,0.2729318141937256,0.38583824038505554,0.23803606629371643,0.22227968275547028,0.2221752107143402,0.22227968275547028,0.5570666193962097,0.5932393670082092,0.2946084439754486,0.44086363911628723,0.3170585632324219,0.24682199954986572
pathogens,0.24503889679908752,0.2648807764053345,0.22946582734584808,0.25443121790885925,0.6204997897148132,0.32226428389549255,0.6204997897148132,0.28222689032554626,0.352535605430603,0.6002485752105713,0.1887669414281845,1.0,0.21364152431488037
),0.26259949803352356,0.17504733800888062,0.3680361211299896,0.2804548442363739,0.17987960577011108,0.1684676855802536,0.17987960577011108,0.23478686809539795,0.2373749315738678,0.12538853287696838,0.3069596290588379,0.13476279377937317,0.42300865054130554
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.31002363562583923,0.20582014322280884,0.30406463146209717,0.20582014322280884,0.4137537479400635,0.4062570035457611,0.232400581240654,0.4120737314224243,0.20320750772953033,0.31091248989105225
or,0.33867141604423523,0.4102349579334259,0.3792596757411957,0.3054902255535126,0.32840585708618164,0.19098730385303497,0.32840585708618164,0.4729836881160736,0.5374364256858826,0.29212579131126404,0.38158315420150757,0.37175336480140686,0.32389625906944275
are,0.29724663496017456,0.296465665102005,0.39081433415412903,0.2180873155593872,0.2908284366130829,0.20142222940921783,0.2908284366130829,0.45265161991119385,1.0,0.19334425032138824,0.38996943831443787,0.352535605430603,0.24591213464736938
otherwise,0.39239436388015747,0.2813985049724579,0.2133692502975464,0.29872357845306396,0.24484384059906006,0.16120444238185883,0.24484384059906006,0.44477516412734985,0.3766326308250427,0.21313372254371643,0.2841293513774872,0.2965492606163025,0.29367905855178833
damaged,0.2276492565870285,0.14945723116397858,0.25165170431137085,0.13200069963932037,0.25729629397392273,0.28809091448783875,0.25729629397392273,0.2716817855834961,0.20688585937023163,0.3662887513637543,0.20538964867591858,0.3087140917778015,0.15946903824806213
or,0.33867141604423523,0.4102349579334259,0.3792596757411957,0.3054902255535126,0.32840585708618164,0.19098730385303497,0.32840585708618164,0.4729836881160736,0.5374364256858826,0.29212579131126404,0.38158315420150757,0.37175336480140686,0.32389625906944275
dysfunctional,0.2050766497850418,0.23377224802970886,0.24922049045562744,0.18945837020874023,0.3743297755718231,0.19174182415008545,0.3743297755718231,0.25745126605033875,0.32567474246025085,0.3304665982723236,0.23678912222385406,0.3979419469833374,0.1332903504371643
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.3410096764564514,0.2868211269378662,0.29428622126579285,0.2868211269378662,0.4460422694683075,0.3452940285205841,0.26742252707481384,0.4446153938770294,0.2375609129667282,0.4130953550338745
