,when,is,the,evolution,festival,hosted,?
in,0.4431333839893341,0.5394441485404968,0.6662389636039734,0.2174839824438095,0.27311140298843384,0.2707974314689636,0.20430970191955566
may,0.3167054355144501,0.322792649269104,0.2694292366504669,0.13852287828922272,0.13351868093013763,0.15749678015708923,0.2768254578113556
",",0.36674630641937256,0.4691906273365021,0.4933079481124878,0.2198648303747177,0.25094273686408997,0.27969205379486084,0.31091248989105225
newcastle,0.14692102372646332,0.1841045320034027,0.2253497689962387,0.10228005796670914,0.14734795689582825,0.22764912247657776,0.0902252271771431
and,0.4716290831565857,0.3859752118587494,0.5171257257461548,0.19243520498275757,0.19459347426891327,0.24906118214130402,0.20544172823429108
gateshead,0.18234127759933472,0.23018525540828705,0.29985129833221436,0.09821393340826035,0.29175227880477905,0.23154385387897491,0.14773961901664734
host,0.17116107046604156,0.18300022184848785,0.26909032464027405,0.16503162682056427,0.15682156383991241,0.6586005687713623,0.1021634042263031
the,0.5091903209686279,0.5823672413825989,1.0,0.2514035999774933,0.20982226729393005,0.2576315402984619,0.22068053483963013
evolution,0.15636083483695984,0.18654386699199677,0.2514035999774933,0.9999999403953552,0.02589724399149418,0.12757931649684906,0.26797422766685486
festival,0.1745537519454956,0.1853252649307251,0.20982226729393005,0.02589724399149418,0.9999999403953552,0.288702130317688,0.17767390608787537
",",0.36674630641937256,0.4691906273365021,0.4933079481124878,0.2198648303747177,0.25094273686408997,0.27969205379486084,0.31091248989105225
a,0.44397395849227905,0.658733606338501,0.5829201340675354,0.23568525910377502,0.16281212866306305,0.14970986545085907,0.23916715383529663
music,0.23630709946155548,0.17702555656433105,0.2714049816131592,0.17391057312488556,0.33110570907592773,0.2413790225982666,0.18264494836330414
festival,0.1745537519454956,0.1853252649307251,0.20982226729393005,0.02589724399149418,0.9999999403953552,0.288702130317688,0.17767390608787537
held,0.1848648637533188,0.19884860515594482,0.32185450196266174,0.14588914811611176,0.3763343393802643,0.4446128308773041,0.14103956520557404
on,0.37706470489501953,0.3635730445384979,0.5107308030128479,0.1810314953327179,0.1707397699356079,0.2524368166923523,0.2714994251728058
the,0.5091903209686279,0.5823672413825989,1.0,0.2514035999774933,0.20982226729393005,0.2576315402984619,0.22068053483963013
newcastle,0.14692102372646332,0.1841045320034027,0.2253497689962387,0.10228005796670914,0.14734795689582825,0.22764912247657776,0.0902252271771431
and,0.4716290831565857,0.3859752118587494,0.5171257257461548,0.19243520498275757,0.19459347426891327,0.24906118214130402,0.20544172823429108
gateshead,0.18234127759933472,0.23018525540828705,0.29985129833221436,0.09821393340826035,0.29175227880477905,0.23154385387897491,0.14773961901664734
quaysides,0.2732488512992859,0.30953025817871094,0.3417591154575348,0.20285052061080933,0.21805264055728912,0.28673869371414185,0.14171859622001648
over,0.36642953753471375,0.2159561663866043,0.39856547117233276,0.1759045273065567,0.15611106157302856,0.22686344385147095,0.25742942094802856
the,0.5091903209686279,0.5823672413825989,1.0,0.2514035999774933,0.20982226729393005,0.2576315402984619,0.22068053483963013
spring,0.3221275508403778,0.1606760323047638,0.316989928483963,0.13757814466953278,0.31400513648986816,0.1612059623003006,0.06767474114894867
bank,0.21495771408081055,0.21801011264324188,0.3216422498226166,0.11960557103157043,0.0803241953253746,0.1746935099363327,0.09656643867492676
holiday,0.19966426491737366,0.22876691818237305,0.21558280289173126,0.1423715054988861,0.3544168472290039,0.2342604249715805,0.19869746267795563
",",0.36674630641937256,0.4691906273365021,0.4933079481124878,0.2198648303747177,0.25094273686408997,0.27969205379486084,0.31091248989105225
with,0.5075214505195618,0.3250955045223236,0.4223487675189972,0.19162769615650177,0.13961061835289001,0.1889495551586151,0.2433311939239502
performances,0.23722802102565765,0.1933518648147583,0.28274261951446533,0.10642064362764359,0.39279797673225403,0.3060336410999298,0.15137696266174316
by,0.4376842677593231,0.3899846076965332,0.4408751428127289,0.21092908084392548,0.14534176886081696,0.2474948912858963,0.17966607213020325
acts,0.22038039565086365,0.253656268119812,0.2568269371986389,0.13317932188510895,0.12479233741760254,0.13850447535514832,0.07075770199298859
from,0.405669629573822,0.27355384826660156,0.40150508284568787,0.16655787825584412,0.15214519202709198,0.19441521167755127,0.19969791173934937
the,0.5091903209686279,0.5823672413825989,1.0,0.2514035999774933,0.20982226729393005,0.2576315402984619,0.22068053483963013
world,0.23794586956501007,0.24458536505699158,0.33604270219802856,0.23037271201610565,0.21092213690280914,0.25603798031806946,0.17579582333564758
of,0.3757161796092987,0.4854315221309662,0.733189046382904,0.23780936002731323,0.17007394134998322,0.18176968395709991,0.1826142966747284
rock,0.21878400444984436,0.1981455236673355,0.23786304891109467,0.1977703720331192,0.17133724689483643,0.18675042688846588,0.13172835111618042
",",0.36674630641937256,0.4691906273365021,0.4933079481124878,0.2198648303747177,0.25094273686408997,0.27969205379486084,0.31091248989105225
indie,0.16613073647022247,0.18239954113960266,0.2078186571598053,0.17212702333927155,0.2060297429561615,0.18680857121944427,0.15576986968517303
and,0.4716290831565857,0.3859752118587494,0.5171257257461548,0.19243520498275757,0.19459347426891327,0.24906118214130402,0.20544172823429108
dance,0.23378495872020721,0.14106163382530212,0.24034176766872406,0.21134257316589355,0.2832663655281067,0.15485742688179016,0.20411482453346252
music,0.23630709946155548,0.17702555656433105,0.2714049816131592,0.17391057312488556,0.33110570907592773,0.2413790225982666,0.18264494836330414
.,0.475719153881073,0.4569662809371948,0.5934505462646484,0.3021080791950226,0.16963402926921844,0.22959090769290924,0.4130953550338745
