,what,story,has,little,foundation,in,truth,?
according,0.2776208221912384,0.22387681901454926,0.2567046284675598,0.06903182715177536,0.21405358612537384,0.29259276390075684,0.27000540494918823,0.21173474192619324
to,0.455847829580307,0.2319863736629486,0.3619994819164276,0.2547711431980133,0.20144611597061157,0.45010748505592346,0.17789128422737122,0.29463258385658264
scholars,0.2640625238418579,0.1866169422864914,0.16714854538440704,0.08966583013534546,0.27132341265678406,0.137682244181633,0.26908430457115173,0.11279910802841187
walter,0.11522015184164047,0.16779854893684387,0.13549770414829254,0.18167519569396973,0.1875108778476715,0.19440563023090363,0.12217916548252106,0.1297207623720169
krämer,0.23624484241008759,0.21244323253631592,0.27275460958480835,0.21906131505966187,0.15008828043937683,0.3281451463699341,0.23903030157089233,0.27046433091163635
",",0.3087472915649414,0.20667347311973572,0.3734780251979828,0.32780832052230835,0.21837306022644043,0.5201468467712402,0.22785305976867676,0.31091248989105225
götz,0.1431211531162262,0.195526123046875,0.20322147011756897,0.09644883871078491,0.17166849970817566,0.30355292558670044,0.12491462379693985,0.1385221928358078
trenkler,0.14422251284122467,0.17437906563282013,0.22152642905712128,0.14578159153461456,0.14604921638965607,0.3069836497306824,0.07576431334018707,0.12718325853347778
",",0.3087472915649414,0.20667347311973572,0.3734780251979828,0.32780832052230835,0.21837306022644043,0.5201468467712402,0.22785305976867676,0.31091248989105225
gerhard,0.12389631569385529,0.05802842602133751,0.17161038517951965,0.014462950639426708,0.2139042466878891,0.2328217476606369,0.09808369725942612,0.11956482380628586
ritter,0.17201831936836243,0.25804436206817627,0.062444690614938736,0.1944972425699234,0.14971105754375458,0.2626184821128845,0.16406743228435516,0.14221715927124023
",",0.3087472915649414,0.20667347311973572,0.3734780251979828,0.32780832052230835,0.21837306022644043,0.5201468467712402,0.22785305976867676,0.31091248989105225
and,0.31309178471565247,0.22456516325473785,0.43716782331466675,0.2627353072166443,0.19384855031967163,0.4954058527946472,0.17051421105861664,0.20544172823429108
gerhard,0.12389631569385529,0.05802842602133751,0.17161038517951965,0.014462950639426708,0.2139042466878891,0.2328217476606369,0.09808369725942612,0.11956482380628586
prause,0.25875750184059143,0.28827905654907227,0.22559180855751038,0.14899970591068268,0.2023000717163086,0.23624497652053833,0.2565280497074127,0.22702759504318237
",",0.3087472915649414,0.20667347311973572,0.3734780251979828,0.32780832052230835,0.21837306022644043,0.5201468467712402,0.22785305976867676,0.31091248989105225
the,0.42745697498321533,0.2915393114089966,0.4177538752555847,0.2412613034248352,0.23942872881889343,0.6662389636039734,0.225673645734787,0.22068053483963013
story,0.3410749137401581,1.0,0.1827322095632553,0.20989905297756195,0.18287472426891327,0.22475379705429077,0.3762318193912506,0.2304346114397049
of,0.33290785551071167,0.2687002420425415,0.3909035325050354,0.20116642117500305,0.26611822843551636,0.5696388483047485,0.19962605834007263,0.1826142966747284
the,0.42745697498321533,0.2915393114089966,0.4177538752555847,0.2412613034248352,0.23942872881889343,0.6662389636039734,0.225673645734787,0.22068053483963013
posting,0.40828269720077515,0.2076362818479538,0.24336323142051697,0.2112712413072586,0.16636651754379272,0.21238498389720917,0.2873295545578003,0.41508209705352783
on,0.34226128458976746,0.20766423642635345,0.34604379534721375,0.2574410140514374,0.23007217049598694,0.46853652596473694,0.16863466799259186,0.2714994251728058
the,0.42745697498321533,0.2915393114089966,0.4177538752555847,0.2412613034248352,0.23942872881889343,0.6662389636039734,0.225673645734787,0.22068053483963013
door,0.20838408172130585,0.24212124943733215,0.12410721927881241,0.26828905940055847,0.0746539980173111,0.20952431857585907,0.18456071615219116,0.17460282146930695
",",0.3087472915649414,0.20667347311973572,0.3734780251979828,0.32780832052230835,0.21837306022644043,0.5201468467712402,0.22785305976867676,0.31091248989105225
even,0.40872135758399963,0.19773699343204498,0.36338135600090027,0.345156192779541,0.15731218457221985,0.29146435856819153,0.28827548027038574,0.30082517862319946
though,0.4089210331439972,0.20358237624168396,0.36158281564712524,0.3068358898162842,0.15450812876224518,0.3193182945251465,0.2638339400291443,0.3188856542110443
it,0.45803478360176086,0.24153392016887665,0.41962623596191406,0.2860073745250702,0.20431648194789886,0.5130809545516968,0.19022327661514282,0.25732165575027466
has,0.20338068902492523,0.1827322095632553,1.0,0.2619484066963196,0.14889705181121826,0.4173259735107422,0.10295063257217407,0.15994466841220856
settled,0.23502321541309357,0.19285675883293152,0.20995257794857025,0.19131183624267578,0.22120273113250732,0.30584418773651123,0.1062777116894722,0.09694210439920425
as,0.31749409437179565,0.1728793978691101,0.351646363735199,0.27529188990592957,0.2042575180530548,0.3887844979763031,0.152903214097023,0.27043893933296204
one,0.376489520072937,0.26564961671829224,0.43032392859458923,0.2340225726366043,0.1760447770357132,0.4129433035850525,0.16323305666446686,0.2673267424106598
of,0.33290785551071167,0.2687002420425415,0.3909035325050354,0.20116642117500305,0.26611822843551636,0.5696388483047485,0.19962605834007263,0.1826142966747284
the,0.42745697498321533,0.2915393114089966,0.4177538752555847,0.2412613034248352,0.23942872881889343,0.6662389636039734,0.225673645734787,0.22068053483963013
pillars,0.23194028437137604,0.2655163109302521,0.21097393333911896,0.14687103033065796,0.27385175228118896,0.18935778737068176,0.2100415825843811,0.14480045437812805
of,0.33290785551071167,0.2687002420425415,0.3909035325050354,0.20116642117500305,0.26611822843551636,0.5696388483047485,0.19962605834007263,0.1826142966747284
history,0.28630873560905457,0.2923066318035126,0.23279742896556854,0.17320871353149414,0.2509334981441498,0.29215577244758606,0.1748722642660141,0.2501974403858185
",",0.3087472915649414,0.20667347311973572,0.3734780251979828,0.32780832052230835,0.21837306022644043,0.5201468467712402,0.22785305976867676,0.31091248989105225
has,0.20338068902492523,0.1827322095632553,1.0,0.2619484066963196,0.14889705181121826,0.4173259735107422,0.10295063257217407,0.15994466841220856
little,0.2614184617996216,0.20989905297756195,0.2619484066963196,1.0,0.1618598997592926,0.22515349090099335,0.18853522837162018,0.20336517691612244
foundation,0.19225969910621643,0.18287472426891327,0.14889705181121826,0.1618598997592926,1.0000001192092896,0.2082953006029129,0.16370336711406708,0.1791457086801529
in,0.30808621644973755,0.22475379705429077,0.4173259735107422,0.22515349090099335,0.2082953006029129,1.0,0.1576424539089203,0.20430970191955566
truth,0.41090071201324463,0.3762318193912506,0.10295063257217407,0.18853522837162018,0.16370336711406708,0.1576424539089203,0.9999998807907104,0.27048787474632263
.,0.3567904531955719,0.24893946945667267,0.4105546176433563,0.24199113249778748,0.26203909516334534,0.5591574311256409,0.20524953305721283,0.4130953550338745
