,what,library,contains,the,selmur,productions,catalogue,?
also,0.42747777700424194,0.20494800806045532,0.32372650504112244,0.6021018624305725,0.21285898983478546,0.2857394218444824,0.21100874245166779,0.21848613023757935
part,0.3476244807243347,0.1945875734090805,0.2925242483615875,0.527681291103363,0.16550037264823914,0.190168097615242,0.14356955885887146,0.08557961881160736
of,0.33290785551071167,0.21889357268810272,0.34575599431991577,0.733189046382904,0.23272764682769775,0.18559667468070984,0.20254816114902496,0.1826142966747284
the,0.42745697498321533,0.19920319318771362,0.2846323549747467,1.0,0.29016217589378357,0.2695383131504059,0.21810494363307953,0.22068053483963013
library,0.19149379432201385,0.9999999403953552,0.23732417821884155,0.19920319318771362,0.15297426283359528,0.21768921613693237,0.3501061797142029,0.18938742578029633
is,0.28837618231773376,0.16916222870349884,0.4272567629814148,0.5823672413825989,0.19713018834590912,0.17718863487243652,0.13090649247169495,0.22961433231830597
the,0.42745697498321533,0.19920319318771362,0.2846323549747467,1.0,0.29016217589378357,0.2695383131504059,0.21810494363307953,0.22068053483963013
aforementioned,0.37911996245384216,0.2060747593641281,0.20794622600078583,0.3586832880973816,0.16150303184986115,0.20623846352100372,0.24499158561229706,0.34642836451530457
selznick,0.1954616904258728,0.26752984523773193,0.1870860755443573,0.3332468569278717,0.48089852929115295,0.5007466673851013,0.32938334345817566,0.24511322379112244
library,0.19149379432201385,0.9999999403953552,0.23732417821884155,0.19920319318771362,0.15297426283359528,0.21768921613693237,0.3501061797142029,0.18938742578029633
",",0.3087472915649414,0.16805633902549744,0.2243606001138687,0.4933079481124878,0.3072056472301483,0.2846270501613617,0.22406211495399475,0.31091248989105225
the,0.42745697498321533,0.19920319318771362,0.2846323549747467,1.0,0.29016217589378357,0.2695383131504059,0.21810494363307953,0.22068053483963013
cinerama,0.12105293571949005,0.18357022106647491,0.23683267831802368,0.28533515334129333,0.220076784491539,0.42989692091941833,0.22344137728214264,0.15935048460960388
productions/palomar,0.30156782269477844,0.2686268985271454,0.284623920917511,0.32708463072776794,0.2886883318424225,0.8003639578819275,0.37361031770706177,0.39832544326782227
theatrical,0.17756274342536926,0.17912434041500092,0.11044751107692719,0.23375026881694794,0.17580167949199677,0.49192360043525696,0.25561898946762085,0.1252935528755188
library,0.19149379432201385,0.9999999403953552,0.23732417821884155,0.19920319318771362,0.15297426283359528,0.21768921613693237,0.3501061797142029,0.18938742578029633
and,0.31309178471565247,0.18451033532619476,0.27121078968048096,0.5171257257461548,0.2772676944732666,0.2767941951751709,0.16915413737297058,0.20544172823429108
the,0.42745697498321533,0.19920319318771362,0.2846323549747467,1.0,0.29016217589378357,0.2695383131504059,0.21810494363307953,0.22068053483963013
selmur,0.1978066861629486,0.15297426283359528,0.13747015595436096,0.29016217589378357,1.0,0.13358332216739655,0.19402745366096497,0.17884816229343414
productions,0.18529511988162994,0.21768921613693237,0.22080571949481964,0.2695383131504059,0.13358332216739655,1.0000001192092896,0.3448515832424164,0.22681239247322083
catalog,0.16572877764701843,0.37624385952949524,0.27046850323677063,0.19848686456680298,0.1709655225276947,0.30131202936172485,0.8680264949798584,0.19544024765491486
that,0.6297725439071655,0.1702454686164856,0.2712160646915436,0.5473989248275757,0.1682252734899521,0.24473637342453003,0.17889785766601562,0.32716336846351624
the,0.42745697498321533,0.19920319318771362,0.2846323549747467,1.0,0.29016217589378357,0.2695383131504059,0.21810494363307953,0.22068053483963013
network,0.16917307674884796,0.16359849274158478,0.11420923471450806,0.27187061309814453,0.14034084975719452,0.23175618052482605,0.16266359388828278,0.17853789031505585
acquired,0.15010768175125122,0.23086577653884888,0.0957866907119751,0.22202405333518982,0.1427326202392578,0.27977535128593445,0.2829502820968628,0.09366346150636673
some,0.4491020441055298,0.17387738823890686,0.3110649883747101,0.4566698372364044,0.14164814352989197,0.1913127452135086,0.22311384975910187,0.2562315762042999
years,0.1981470286846161,0.1851419061422348,0.15676113963127136,0.2912273406982422,0.18166251480579376,0.17788074910640717,0.23933905363082886,0.1914375126361847
back,0.2965294420719147,0.13389524817466736,0.1644909381866455,0.3612101674079895,0.18901953101158142,0.14243195950984955,0.14676238596439362,0.2397768795490265
",",0.3087472915649414,0.16805633902549744,0.2243606001138687,0.4933079481124878,0.3072056472301483,0.2846270501613617,0.22406211495399475,0.31091248989105225
and,0.31309178471565247,0.18451033532619476,0.27121078968048096,0.5171257257461548,0.2772676944732666,0.2767941951751709,0.16915413737297058,0.20544172823429108
the,0.42745697498321533,0.19920319318771362,0.2846323549747467,1.0,0.29016217589378357,0.2695383131504059,0.21810494363307953,0.22068053483963013
in-house,0.29119497537612915,0.23849597573280334,0.15836313366889954,0.28147611021995544,0.11514261364936829,0.2849920392036438,0.16845160722732544,0.28404587507247925
productions,0.18529511988162994,0.21768921613693237,0.22080571949481964,0.2695383131504059,0.13358332216739655,1.0000001192092896,0.3448515832424164,0.22681239247322083
it,0.45803478360176086,0.1741359829902649,0.31112098693847656,0.6251175999641418,0.1831386685371399,0.2452317327260971,0.1631678342819214,0.25732165575027466
