,what,did,the,sparks,do,to,the,insulation,?
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.22957658767700195,0.23402775824069977,0.45010748505592346,0.6662389636039734,0.22006434202194214,0.20430970191955566
august,0.2305731326341629,0.26378265023231506,0.22689028084278107,0.16335466504096985,0.1386389285326004,0.2269229143857956,0.22689028084278107,0.07549988478422165,0.3006744682788849
1917,0.01769399829208851,0.022410983219742775,0.0785154402256012,0.1295483559370041,-0.010364322923123837,-0.00011572400399018079,0.0785154402256012,0.08520476520061493,0.11480528861284256
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2928757667541504,0.3283645510673523,0.44245919585227966,0.4933079481124878,0.23904484510421753,0.31091248989105225
tesla,0.23221199214458466,0.09757418930530548,0.1324402391910553,0.20101633667945862,0.13880622386932373,0.17548894882202148,0.1324402391910553,0.26252755522727966,0.10250775516033173
explained,0.4148936867713928,0.324842244386673,0.2738569974899292,0.17397047579288483,0.2972540855407715,0.2741650342941284,0.2738569974899292,0.1778397113084793,0.31240519881248474
what,0.9999998807907104,0.4259131848812103,0.42745697498321533,0.16156524419784546,0.4609605669975281,0.455847829580307,0.42745697498321533,0.23928013443946838,0.5051238536834717
had,0.23849567770957947,0.540525496006012,0.3875846862792969,0.1771526336669922,0.24590566754341125,0.37984350323677063,0.3875846862792969,0.1827518194913864,0.20728366076946259
happened,0.47802624106407166,0.41887062788009644,0.3589572608470917,0.1910284459590912,0.3317435383796692,0.2299996316432953,0.3589572608470917,0.0788450688123703,0.3097429871559143
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.22957658767700195,0.23402775824069977,0.45010748505592346,0.6662389636039734,0.22006434202194214,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,1.0,0.22414858639240265,0.30239659547805786,0.535392165184021,1.0,0.295167475938797,0.22068053483963013
electrical,0.19961315393447876,0.12294142693281174,0.2523402273654938,0.225587397813797,0.1868668645620346,0.2649001479148865,0.2523402273654938,0.47546619176864624,0.10923371464014053
experimenter,0.2885882258415222,0.23714755475521088,0.18919293582439423,0.13870489597320557,0.24866952002048492,0.2326885312795639,0.18919293582439423,0.2465442568063736,0.14729253947734833
:,-0.12022944539785385,-0.05305134505033493,-0.03403344005346298,-0.08072563260793686,-0.09021914005279541,-0.09243495017290115,-0.03403344005346298,-0.12242406606674194,-0.07156077772378922
``,0.008517155423760414,-0.029888948425650597,0.029072100296616554,-0.06453069299459457,0.06628920882940292,0.06720756739377975,0.029072100296616554,0.012516736052930355,0.0685480609536171
as,0.31749409437179565,0.3596470057964325,0.48381632566452026,0.21542303264141083,0.38329678773880005,0.42092081904411316,0.48381632566452026,0.30311039090156555,0.27043893933296204
an,0.2821882665157318,0.22598257660865784,0.4207492768764496,0.18448856472969055,0.25865980982780457,0.3138085603713989,0.4207492768764496,0.24188780784606934,0.19793890416622162
example,0.3456268310546875,0.2528466582298279,0.3755223751068115,0.18281930685043335,0.3745654821395874,0.3451666533946991,0.3755223751068115,0.28360334038734436,0.30374911427497864
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.24249699711799622,0.26150479912757874,0.41548454761505127,0.733189046382904,0.240292489528656,0.1826142966747284
what,0.9999998807907104,0.4259131848812103,0.42745697498321533,0.16156524419784546,0.4609605669975281,0.455847829580307,0.42745697498321533,0.23928013443946838,0.5051238536834717
has,0.20338068902492523,0.2124989777803421,0.4177538752555847,0.16498205065727234,0.22084827721118927,0.3619994819164276,0.4177538752555847,0.16781625151634216,0.15994466841220856
been,0.2567804455757141,0.2835664749145508,0.3563927710056305,0.14831803739070892,0.25179004669189453,0.34945759177207947,0.3563927710056305,0.1968165785074234,0.24354910850524902
done,0.40743619203567505,0.36313408613204956,0.26575928926467896,0.1416948288679123,0.4453444480895996,0.2647212743759155,0.26575928926467896,0.22800615429878235,0.36153489351272583
with,0.2464839518070221,0.25472134351730347,0.4223487675189972,0.21826156973838806,0.23744353652000427,0.4239959120750427,0.4223487675189972,0.22794054448604584,0.2433311939239502
several,0.22446060180664062,0.24080568552017212,0.40559855103492737,0.16866885125637054,0.20210497081279755,0.36196985840797424,0.40559855103492737,0.1697804480791092,0.15595775842666626
hundred,0.16879357397556305,0.16026455163955688,0.3325488865375519,0.1433555632829666,0.14060455560684204,0.2489847093820572,0.3325488865375519,0.12153322249650955,0.17378053069114685
kilowatts,0.1843169778585434,0.14419306814670563,0.24929918348789215,0.25783583521842957,0.17235854268074036,0.27093854546546936,0.24929918348789215,0.2566659450531006,0.2282012701034546
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.24249699711799622,0.26150479912757874,0.41548454761505127,0.733189046382904,0.240292489528656,0.1826142966747284
high,0.20466077327728271,0.15957149863243103,0.28034812211990356,0.12377581000328064,0.15005089342594147,0.28947713971138,0.28034812211990356,0.27771130204200745,0.11137914657592773
frequency,0.2807137370109558,0.13498257100582123,0.20417852699756622,0.1530562788248062,0.1681848019361496,0.2516654431819916,0.20417852699756622,0.36351633071899414,0.17067383229732513
energy,0.190252885222435,0.14123573899269104,0.26756542921066284,0.19428743422031403,0.21968168020248413,0.27179354429244995,0.26756542921066284,0.36803337931632996,0.14860127866268158
liberated,0.18041864037513733,0.19784554839134216,0.2949730455875397,0.20050446689128876,0.13899017870426178,0.2402469366788864,0.2949730455875397,0.11821485310792923,0.1415107548236847
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2928757667541504,0.3283645510673523,0.44245919585227966,0.4933079481124878,0.23904484510421753,0.31091248989105225
it,0.45803478360176086,0.2993364930152893,0.6251175999641418,0.17580927908420563,0.337066113948822,0.513711154460907,0.6251175999641418,0.2781819701194763,0.25732165575027466
was,0.22111038863658905,0.41399896144866943,0.48711544275283813,0.20928163826465607,0.11523093283176422,0.3636345863342285,0.48711544275283813,0.17172622680664062,0.18412111699581146
found,0.1796332150697708,0.15878844261169434,0.3452354073524475,0.12877534329891205,0.19611693918704987,0.25225648283958435,0.3452354073524475,0.15438736975193024,0.16790300607681274
that,0.6297725439071655,0.47518548369407654,0.5473989248275757,0.21796594560146332,0.44533252716064453,0.5436353087425232,0.5473989248275757,0.28173184394836426,0.32716336846351624
the,0.42745697498321533,0.34736719727516174,1.0,0.22414858639240265,0.30239659547805786,0.535392165184021,1.0,0.295167475938797,0.22068053483963013
dynamos,0.14836987853050232,0.07903364300727844,0.2381102442741394,0.21898673474788666,0.19292813539505005,0.17252151668071747,0.2381102442741394,0.3280795216560364,0.15026286244392395
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.22957658767700195,0.23402775824069977,0.45010748505592346,0.6662389636039734,0.22006434202194214,0.20430970191955566
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.20319055020809174,0.26237669587135315,0.45503583550453186,0.5829201340675354,0.2973495423793793,0.23916715383529663
power,0.22216427326202393,0.2120266556739807,0.2647338807582855,0.3051007091999054,0.16343404352664948,0.27001675963401794,0.2647338807582855,0.25696608424186707,0.15304024517536163
house,0.200801283121109,0.19979237020015717,0.2847244441509247,0.09117070585489273,0.10625137388706207,0.23688754439353943,0.2847244441509247,0.15720438957214355,0.13736455142498016
six,0.1779850870370865,0.20388470590114594,0.3614266812801361,0.23064030706882477,0.16893811523914337,0.2762264311313629,0.3614266812801361,0.09307517856359482,0.15298804640769958
miles,0.1893789917230606,0.10529203712940216,0.25706055760383606,0.13769786059856415,0.1408621221780777,0.2342754453420639,0.25706055760383606,0.148158460855484,0.09363767504692078
away,0.2797873020172119,0.2167721837759018,0.29030847549438477,0.16978749632835388,0.23452481627464294,0.36056286096572876,0.29030847549438477,0.1416265368461609,0.15156377851963043
were,0.22298263013362885,0.4162326455116272,0.3906462490558624,0.14656610786914825,0.23274902999401093,0.31913647055625916,0.3906462490558624,0.2064979076385498,0.17890112102031708
repeatedly,0.3288915753364563,0.24088814854621887,0.2483106106519699,0.21261417865753174,0.2558698058128357,0.3286038339138031,0.2483106106519699,0.17368747293949127,0.23499341309070587
burned,0.1846838891506195,0.233504518866539,0.27910104393959045,0.22616353631019592,0.1228967159986496,0.1863459348678589,0.27910104393959045,0.2559099793434143,0.14875538647174835
out,0.3633197546005249,0.28413498401641846,0.39404502511024475,0.23914074897766113,0.30558764934539795,0.42386990785598755,0.39404502511024475,0.20221388339996338,0.22020699083805084
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2928757667541504,0.3283645510673523,0.44245919585227966,0.4933079481124878,0.23904484510421753,0.31091248989105225
due,0.15204688906669617,0.15152592957019806,0.22577603161334991,0.1519160121679306,0.15443827211856842,0.35188060998916626,0.22577603161334991,0.26826947927474976,0.10954997688531876
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.19766919314861298,0.38876664638519287,1.0,0.535392165184021,0.25846171379089355,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,1.0,0.22414858639240265,0.30239659547805786,0.535392165184021,1.0,0.295167475938797,0.22068053483963013
powerful,0.20215895771980286,0.2593378722667694,0.3115491271018982,0.24555878341197968,0.18538308143615723,0.2654764950275421,0.3115491271018982,0.18102124333381653,0.12160622328519821
high,0.20466077327728271,0.15957149863243103,0.28034812211990356,0.12377581000328064,0.15005089342594147,0.28947713971138,0.28034812211990356,0.27771130204200745,0.11137914657592773
frequency,0.2807137370109558,0.13498257100582123,0.20417852699756622,0.1530562788248062,0.1681848019361496,0.2516654431819916,0.20417852699756622,0.36351633071899414,0.17067383229732513
currents,0.2076863795518875,0.14245115220546722,0.30279916524887085,0.2109726071357727,0.2447616457939148,0.32454901933670044,0.30279916524887085,0.45475533604621887,0.07452256232500076
set,0.28954121470451355,0.19107604026794434,0.2927955985069275,0.15075495839118958,0.19593527913093567,0.320547491312027,0.2927955985069275,0.1733556091785431,0.1698019951581955
up,0.28591108322143555,0.21613863110542297,0.38423117995262146,0.3130362331867218,0.26271459460258484,0.40375280380249023,0.38423117995262146,0.23116463422775269,0.1819818764925003
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.22957658767700195,0.23402775824069977,0.45010748505592346,0.6662389636039734,0.22006434202194214,0.20430970191955566
them,0.4994642734527588,0.44189682602882385,0.4788833558559418,0.21595807373523712,0.4653012752532959,0.5916602611541748,0.4788833558559418,0.2651838958263397,0.35435691475868225
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2928757667541504,0.3283645510673523,0.44245919585227966,0.4933079481124878,0.23904484510421753,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.3255212604999542,0.276123583316803,0.48971283435821533,0.5171257257461548,0.22390101850032806,0.20544172823429108
which,0.5261979103088379,0.2750149369239807,0.6521818041801453,0.20718127489089966,0.31153854727745056,0.5345056653022766,0.6521818041801453,0.3717033565044403,0.25814583897590637
caused,0.22264783084392548,0.2858860194683075,0.24990202486515045,0.2258356213569641,0.2591114342212677,0.2414499819278717,0.24990202486515045,0.23189197480678558,0.20679491758346558
heavy,0.19175288081169128,0.22860535979270935,0.2532151937484741,0.2595288157463074,0.16669709980487823,0.21586324274539948,0.2532151937484741,0.3091966211795807,0.16717074811458588
sparks,0.16156524419784546,0.18069465458393097,0.22414858639240265,1.0,0.1745610535144806,0.19766919314861298,0.22414858639240265,0.15852117538452148,0.2497585415840149
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.19766919314861298,0.38876664638519287,1.0,0.535392165184021,0.25846171379089355,0.29463258385658264
jump,0.2194875180721283,0.2058946043252945,0.17026731371879578,0.13781723380088806,0.17255641520023346,0.2180510014295578,0.17026731371879578,0.16457568109035492,0.1715405285358429
through,0.23167094588279724,0.14190755784511566,0.44071322679519653,0.13755404949188232,0.24726749956607819,0.4062686562538147,0.44071322679519653,0.20536670088768005,0.16913433372974396
the,0.42745697498321533,0.34736719727516174,1.0,0.22414858639240265,0.30239659547805786,0.535392165184021,1.0,0.295167475938797,0.22068053483963013
windings,0.18620242178440094,0.17861953377723694,0.2855643630027771,0.27678099274635315,0.20110908150672913,0.26914840936660767,0.2855643630027771,0.44112586975097656,0.054720330983400345
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.3255212604999542,0.276123583316803,0.48971283435821533,0.5171257257461548,0.22390101850032806,0.20544172823429108
destroy,0.24247540533542633,0.2465631067752838,0.29802682995796204,0.22022967040538788,0.26636001467704773,0.3207848370075226,0.29802682995796204,0.21221522986888885,0.1295877993106842
the,0.42745697498321533,0.34736719727516174,1.0,0.22414858639240265,0.30239659547805786,0.535392165184021,1.0,0.295167475938797,0.22068053483963013
insulation,0.23928013443946838,0.16978256404399872,0.295167475938797,0.15852117538452148,0.26970553398132324,0.25846171379089355,0.295167475938797,1.0,0.1434445083141327
!,0.2836626470088959,0.21540984511375427,0.208593487739563,0.18581858277320862,0.24019575119018555,0.1950651854276657,0.208593487739563,0.09472274780273438,0.45165371894836426
'',0.08143015950918198,0.01978493109345436,0.041273195296525955,-0.0005297516472637653,-0.00043653504690155387,-0.009905828163027763,0.041273195296525955,0.03638691082596779,0.018684765323996544
