,who,sold,the,rights,?
in,0.2792111933231354,0.2828634977340698,0.6662389636039734,0.17772755026817322,0.20430970191955566
1418,0.14635732769966125,0.12672023475170135,0.0956994891166687,0.00851364154368639,0.01827886514365673
",",0.3365725874900818,0.28121218085289,0.4933079481124878,0.2595706284046173,0.31091248989105225
jean,0.20390325784683228,0.14350593090057373,0.2186683863401413,0.14276419579982758,0.1531364470720291
's,0.05599616840481758,0.0745566189289093,-0.01540423184633255,-0.06798747181892395,-0.023395681753754616
nephew,0.34249043464660645,0.11916045844554901,0.1778409779071808,0.17328347265720367,0.15075847506523132
maciot,0.2730773389339447,0.23427650332450867,0.2036520093679428,0.20393362641334534,0.16414211690425873
de,0.18189555406570435,0.15477754175662994,0.23491892218589783,0.15744344890117645,0.11064168810844421
bethencourt,0.2769758403301239,0.23065756261348724,0.3429909348487854,0.2039128839969635,0.22685231268405914
sold,0.15799525380134583,1.0,0.21929198503494263,0.1652831733226776,0.14943712949752808
the,0.3733934462070465,0.21929198503494263,1.0,0.2579100430011749,0.22068053483963013
rights,0.3146883249282837,0.1652831733226776,0.2579100430011749,0.9999999403953552,0.21814769506454468
to,0.42656609416007996,0.17380841076374054,0.535392165184021,0.2570022940635681,0.29463258385658264
the,0.3733934462070465,0.21929198503494263,1.0,0.2579100430011749,0.22068053483963013
islands,0.22111876308918,0.1602817177772522,0.27959951758384705,0.12216850370168686,0.11824353039264679
to,0.42656609416007996,0.17380841076374054,0.535392165184021,0.2570022940635681,0.29463258385658264
enrique,0.1930130422115326,0.15930049121379852,0.15613873302936554,0.14289554953575134,0.1513713002204895
pérez,0.18646275997161865,0.18551553785800934,0.2047848254442215,0.1750238537788391,0.152597114443779
de,0.18189555406570435,0.15477754175662994,0.23491892218589783,0.15744344890117645,0.11064168810844421
guzmán,0.25584906339645386,0.126328706741333,0.28597068786621094,0.22491607069969177,0.1782044917345047
",",0.3365725874900818,0.28121218085289,0.4933079481124878,0.2595706284046173,0.31091248989105225
2nd,0.12169857323169708,0.11458520591259003,0.1951150745153427,-0.007022693753242493,0.13054689764976501
count,0.2501727044582367,0.04417409375309944,0.21435627341270447,0.1268540918827057,0.15563273429870605
de,0.18189555406570435,0.15477754175662994,0.23491892218589783,0.15744344890117645,0.11064168810844421
niebla,0.15552714467048645,0.11176954209804535,0.16621991991996765,0.13932739198207855,0.2099628448486328
.,0.3541337847709656,0.31428393721580505,0.5934505462646484,0.24957291781902313,0.4130953550338745
