,what,are,the,three,largest,urban,areas,in,kenya,?
industrial,0.16054853796958923,0.1844613403081894,0.30435431003570557,0.16769523918628693,0.2990829646587372,0.3532547950744629,0.311623215675354,0.3118434548377991,0.1441107839345932,0.08039500564336777
activity,0.28365153074264526,0.33086249232292175,0.28331097960472107,0.19038070738315582,0.15195998549461365,0.13171465694904327,0.276447057723999,0.2278560847043991,0.1558033674955368,0.19043973088264465
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.3347506821155548,0.26626327633857727,0.21443712711334229,0.2789289653301239,0.5201468467712402,0.23432263731956482,0.31091248989105225
concentrated,0.20476274192333221,0.24335487186908722,0.2688957750797272,0.19196896255016327,0.21904203295707703,0.18105261027812958,0.33876094222068787,0.29073235392570496,0.07606708258390427,0.11501483619213104
around,0.27475327253341675,0.3560173511505127,0.40085816383361816,0.25712183117866516,0.30984655022621155,0.22273989021778107,0.3661944270133972,0.41294145584106445,0.10516288876533508,0.14729668200016022
the,0.42745697498321533,0.40399202704429626,1.0,0.43452659249305725,0.3757036626338959,0.1482323557138443,0.3311663568019867,0.6662389636039734,0.21657514572143555,0.22068053483963013
three,0.24888746440410614,0.38895705342292786,0.43452659249305725,1.0,0.17460601031780243,0.15435157716274261,0.22901685535907745,0.34828072786331177,0.17928871512413025,0.20928427577018738
largest,0.13463157415390015,0.23992078006267548,0.3757036626338959,0.17460601031780243,0.9999999403953552,0.1787911355495453,0.2572784125804901,0.3017216920852661,0.20862577855587006,0.12401245534420013
urban,0.11040108650922775,0.16088640689849854,0.1482323557138443,0.15435157716274261,0.1787911355495453,1.0000001192092896,0.349242627620697,0.24264946579933167,0.11017724871635437,0.13119809329509735
centres,0.1298195868730545,0.3063226640224457,0.25802960991859436,0.22518092393875122,0.381522536277771,0.26413553953170776,0.40999171137809753,0.2435951828956604,0.15627187490463257,0.07723820209503174
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.3347506821155548,0.26626327633857727,0.21443712711334229,0.2789289653301239,0.5201468467712402,0.23432263731956482,0.31091248989105225
nairobi,0.11782442778348923,0.1315956562757492,0.19357922673225403,0.18223246932029724,0.26478615403175354,0.14089424908161163,0.17598244547843933,0.24745512008666992,0.5827961564064026,0.10651574283838272
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.3347506821155548,0.26626327633857727,0.21443712711334229,0.2789289653301239,0.5201468467712402,0.23432263731956482,0.31091248989105225
mombasa,0.20014868676662445,0.14466972649097443,0.28063899278640747,0.1634819209575653,0.3247537612915039,0.1593964397907257,0.2295738160610199,0.26310765743255615,0.5235515832901001,0.15605612099170685
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.3826501965522766,0.24602696299552917,0.25797802209854126,0.40107932686805725,0.4954058527946472,0.20742860436439514,0.20544172823429108
kisumu,0.17452891170978546,0.1444919854402542,0.25589805841445923,0.20179903507232666,0.17617984116077423,0.22034859657287598,0.14146746695041656,0.24097104370594025,0.350648432970047,0.23607401549816132
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.3347506821155548,0.26626327633857727,0.21443712711334229,0.2789289653301239,0.5201468467712402,0.23432263731956482,0.31091248989105225
is,0.28837618231773376,0.5330929756164551,0.5823672413825989,0.23072560131549835,0.3413417339324951,0.21051234006881714,0.28282591700553894,0.5394441485404968,0.17591087520122528,0.22961433231830597
dominated,0.145044207572937,0.18188512325286865,0.33543094992637634,0.19253945350646973,0.2915578782558441,0.2703399658203125,0.3109802305698395,0.27524110674858093,0.13610096275806427,0.04715321213006973
by,0.2455483376979828,0.37842893600463867,0.4408751428127289,0.28754812479019165,0.17839421331882477,0.15369156002998352,0.2005605250597,0.370934396982193,0.1010202169418335,0.17966607213020325
food-processing,0.33020341396331787,0.289920449256897,0.27967360615730286,0.20121701061725616,0.18732833862304688,0.14853012561798096,0.24273408949375153,0.2659871578216553,0.19811515510082245,0.22211956977844238
industries,0.14086507260799408,0.21784552931785583,0.21923162043094635,0.1038728728890419,0.2526876926422119,0.22475385665893555,0.2824227213859558,0.23704054951667786,0.1917550414800644,0.13979145884513855
such,0.23989605903625488,0.4654397666454315,0.3575236201286316,0.21524904668331146,0.1622142195701599,0.0827605202794075,0.314820796251297,0.2704046070575714,0.17453786730766296,0.17851735651493073
as,0.31749409437179565,0.3826591968536377,0.48381632566452026,0.23234014213085175,0.1819920688867569,0.15728819370269775,0.24697712063789368,0.3887844979763031,0.18995212018489838,0.27043893933296204
grain,0.2341105192899704,0.211969792842865,0.29227957129478455,0.18924936652183533,0.17389623820781708,0.0769747644662857,0.17172345519065857,0.22458650171756744,0.12598900496959686,0.10718189179897308
milling,0.2576516568660736,0.18231070041656494,0.2555322051048279,0.18947559595108032,0.1881411373615265,0.07094070315361023,0.11862523853778839,0.2484971135854721,0.22129517793655396,0.2055259644985199
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.3347506821155548,0.26626327633857727,0.21443712711334229,0.2789289653301239,0.5201468467712402,0.23432263731956482,0.31091248989105225
beer,0.15748022496700287,0.17563919723033905,0.2230251431465149,0.16227872669696808,0.1709492951631546,0.08228696137666702,0.11786866188049316,0.26872095465660095,0.07149284332990646,0.15216413140296936
production,0.16636081039905548,0.17701907455921173,0.2657334506511688,0.17083334922790527,0.15906065702438354,0.14665721356868744,0.1328880488872528,0.22079120576381683,0.11942672729492188,0.19318072497844696
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.3347506821155548,0.26626327633857727,0.21443712711334229,0.2789289653301239,0.5201468467712402,0.23432263731956482,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.3826501965522766,0.24602696299552917,0.25797802209854126,0.40107932686805725,0.4954058527946472,0.20742860436439514,0.20544172823429108
sugarcane,0.23244985938072205,0.3197043538093567,0.27566269040107727,0.24211479723453522,0.2646961510181427,0.2220318615436554,0.349883109331131,0.26646143198013306,0.19201841950416565,0.09863446652889252
crushing,0.23189446330070496,0.23232537508010864,0.3095439374446869,0.18804015219211578,0.20159560441970825,0.10603214800357819,0.23469430208206177,0.22341328859329224,0.1379019320011139,0.11959017068147659
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.3347506821155548,0.26626327633857727,0.21443712711334229,0.2789289653301239,0.5201468467712402,0.23432263731956482,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.3826501965522766,0.24602696299552917,0.25797802209854126,0.40107932686805725,0.4954058527946472,0.20742860436439514,0.20544172823429108
the,0.42745697498321533,0.40399202704429626,1.0,0.43452659249305725,0.3757036626338959,0.1482323557138443,0.3311663568019867,0.6662389636039734,0.21657514572143555,0.22068053483963013
fabrication,0.28979799151420593,0.21138626337051392,0.24531139433383942,0.14804761111736298,0.15241028368473053,0.20120449364185333,0.23535579442977905,0.1694897711277008,0.06656485050916672,0.3006581664085388
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.3844621181488037,0.36650770902633667,0.26017457246780396,0.2803763747215271,0.5696388483047485,0.22226637601852417,0.1826142966747284
consumer,0.2033245712518692,0.22052371501922607,0.2662927806377411,0.11672400683164597,0.23476867377758026,0.2362116277217865,0.19335424900054932,0.22071419656276703,0.15982675552368164,0.20292067527770996
