,which,university,did,tesla,audit,in,1880,?
unfortunately,0.37272265553474426,0.081900954246521,0.31184130907058716,0.24957704544067383,0.16966648399829865,0.21860522031784058,0.08100174367427826,0.24936126172542572
",",0.3658004403114319,0.3017033040523529,0.3015086054801941,0.20599327981472015,0.1589229851961136,0.5201468467712402,0.028594277799129486,0.31091248989105225
he,0.3415409028530121,0.31377843022346497,0.3292143940925598,0.12373391538858414,0.20279094576835632,0.41690486669540405,0.005447762552648783,0.2089974731206894
arrived,0.15594635903835297,0.2288328856229782,0.32213419675827026,0.10046279430389404,0.08007805794477463,0.2573651373386383,0.1598990112543106,0.1681029200553894
too,0.3639266788959503,0.10524134337902069,0.36231496930122375,0.114986352622509,0.06811044365167618,0.21702995896339417,0.12923119962215424,0.33757779002189636
late,0.2546604573726654,0.09552349150180817,0.27609187364578247,0.12752972543239594,0.12875771522521973,0.3439198434352875,0.0470186322927475,0.11339222639799118
to,0.5345056653022766,0.20192374289035797,0.4452643394470215,0.17548894882202148,0.28450849652290344,0.45010748505592346,0.14115941524505615,0.29463258385658264
enroll,0.13243883848190308,0.45971035957336426,0.1741994023323059,0.2087692767381668,0.32141122221946716,0.23368561267852783,-0.007696276530623436,0.1029084101319313
at,0.3286694884300232,0.30386853218078613,0.28390252590179443,0.16552478075027466,0.16330353915691376,0.4374977946281433,0.11909561604261398,0.21978627145290375
charles-ferdinand,0.19096292555332184,0.2802151143550873,0.18859367072582245,0.23736223578453064,0.12547199428081512,0.24249404668807983,-0.031643450260162354,0.17771734297275543
university,0.17800195515155792,1.0,0.15114416182041168,0.16136743128299713,0.15412013232707977,0.3201795518398285,0.026736557483673096,0.11887256056070328
;,-0.01244901679456234,-0.012021088972687721,0.10727239400148392,-0.03835732489824295,-0.0265960730612278,0.092739537358284,-0.001275816815905273,0.10349778085947037
he,0.3415409028530121,0.31377843022346497,0.3292143940925598,0.12373391538858414,0.20279094576835632,0.41690486669540405,0.005447762552648783,0.2089974731206894
never,0.3926985263824463,0.19871006906032562,0.4329567551612854,0.09116636961698532,0.1852387934923172,0.3081892728805542,0.09138023108243942,0.24137508869171143
studied,0.1413370817899704,0.5151404142379761,0.24305510520935059,0.0738445594906807,0.1735951006412506,0.3605947494506836,0.04038257524371147,0.12394175678491592
greek,0.2572530210018158,0.1160019189119339,0.1255291998386383,0.14860229194164276,0.08679778128862381,0.17752651870250702,0.005502952728420496,0.11180876195430756
",",0.3658004403114319,0.3017033040523529,0.3015086054801941,0.20599327981472015,0.1589229851961136,0.5201468467712402,0.028594277799129486,0.31091248989105225
a,0.56894451379776,0.20256656408309937,0.2552328109741211,0.2211925983428955,0.2079406976699829,0.539380669593811,0.05524251237511635,0.23916715383529663
required,0.33025646209716797,0.10331649333238602,0.30923745036125183,0.2820647358894348,0.21910542249679565,0.20162324607372284,0.13162082433700562,0.24962718784809113
subject,0.3130331039428711,0.22598880529403687,0.23762831091880798,0.1335279643535614,0.20496590435504913,0.21163184940814972,-0.004879589192569256,0.33952999114990234
;,-0.01244901679456234,-0.012021088972687721,0.10727239400148392,-0.03835732489824295,-0.0265960730612278,0.092739537358284,-0.001275816815905273,0.10349778085947037
and,0.506277859210968,0.2665814459323883,0.34479495882987976,0.19560420513153076,0.20079681277275085,0.4954058527946472,0.03563316538929939,0.20544172823429108
he,0.3415409028530121,0.31377843022346497,0.3292143940925598,0.12373391538858414,0.20279094576835632,0.41690486669540405,0.005447762552648783,0.2089974731206894
was,0.2830964922904968,0.290752112865448,0.41399896144866943,0.16455206274986267,0.19018582999706268,0.45514053106307983,-0.05979476869106293,0.18412111699581146
illiterate,0.29028481245040894,0.16698241233825684,0.2435273975133896,0.13481435179710388,0.2526821196079254,0.2152044028043747,0.015242204070091248,0.2594151794910431
in,0.4840516746044159,0.3201795518398285,0.2593238651752472,0.17097744345664978,0.20569251477718353,1.0,0.04348104074597359,0.20430970191955566
czech,0.18498124182224274,0.19188673794269562,0.10599575191736221,0.2884482145309448,0.08720584958791733,0.2583255469799042,-0.037518445402383804,0.2060156762599945
",",0.3658004403114319,0.3017033040523529,0.3015086054801941,0.20599327981472015,0.1589229851961136,0.5201468467712402,0.028594277799129486,0.31091248989105225
another,0.5561438798904419,0.20031465590000153,0.29175329208374023,0.1668986827135086,0.1932903230190277,0.3397690951824188,0.030608493834733963,0.295511931180954
required,0.33025646209716797,0.10331649333238602,0.30923745036125183,0.2820647358894348,0.21910542249679565,0.20162324607372284,0.13162082433700562,0.24962718784809113
subject,0.3130331039428711,0.22598880529403687,0.23762831091880798,0.1335279643535614,0.20496590435504913,0.21163184940814972,-0.004879589192569256,0.33952999114990234
.,0.45942068099975586,0.290679007768631,0.35288307070732117,0.17949827015399933,0.17292551696300507,0.5591574311256409,0.06927823275327682,0.4130953550338745
