,matter,particles,are,shown,as,what,kind,of,lines,in,a,feynman,diagram,?
in,0.2179846465587616,0.19249457120895386,0.3841303884983063,0.2988935708999634,0.3887844979763031,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.22601547837257385,1.0,0.539380669593811,0.25755196809768677,0.18083934485912323,0.20430970191955566
a,0.25967463850975037,0.2659933865070343,0.265255331993103,0.2581788897514343,0.39550232887268066,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.23604188859462738,0.539380669593811,1.0,0.2915046513080597,0.22063396871089935,0.23916715383529663
feynman,0.32536768913269043,0.43085840344429016,0.21098989248275757,0.2684134244918823,0.2752685546875,0.28888946771621704,0.21341544389724731,0.27693602442741394,0.2292487621307373,0.25755196809768677,0.2915046513080597,1.0,0.4290648102760315,0.3079073429107666
diagram,0.24292096495628357,0.3171331584453583,0.26147517561912537,0.2483663409948349,0.1398163139820099,0.243132546544075,0.2565833628177643,0.20051710307598114,0.2933122515678406,0.18083934485912323,0.22063396871089935,0.4290648102760315,0.9999999403953552,0.1382811963558197
",",0.26075416803359985,0.22192497551441193,0.4062570035457611,0.25911012291908264,0.48816442489624023,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.23323656618595123,0.5201468467712402,0.427140474319458,0.3393223285675049,0.18405097723007202,0.31091248989105225
each,0.304250568151474,0.311479777097702,0.39730963110923767,0.3128582239151001,0.27854636311531067,0.3353266417980194,0.23845946788787842,0.38460010290145874,0.2728271782398224,0.30816060304641724,0.434999018907547,0.22194340825080872,0.26968228816986084,0.21173812448978424
matter,0.9999999403953552,0.5297264456748962,0.31021252274513245,0.20796877145767212,0.2596532106399536,0.41697224974632263,0.3563869297504425,0.2804143726825714,0.17295078933238983,0.2179846465587616,0.25967463850975037,0.32536768913269043,0.24292096495628357,0.269619345664978
particle,0.5317261219024658,0.8852447271347046,0.23474889993667603,0.19506435096263885,0.21558694541454315,0.31278425455093384,0.2744087874889374,0.2452378273010254,0.20031680166721344,0.20448297262191772,0.2823246121406555,0.5040615200996399,0.3509361147880554,0.22597293555736542
is,0.2508554756641388,0.2492663413286209,0.5330929756164551,0.2509501576423645,0.43216490745544434,0.28837618231773376,0.3292753994464874,0.4854315221309662,0.1740446388721466,0.5394441485404968,0.658733606338501,0.24755465984344482,0.27817416191101074,0.22961433231830597
represented,0.12010727822780609,0.14900894463062286,0.25353574752807617,0.39004284143447876,0.2912856340408325,0.139044851064682,0.13897086679935455,0.3891753554344177,0.2373114675283432,0.33309870958328247,0.3039659857749939,0.15920941531658173,0.21752701699733734,0.11276352405548096
as,0.2596532106399536,0.20529483258724213,0.3826591968536377,0.29049909114837646,1.0,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.18591980636119843,0.3887844979763031,0.39550232887268066,0.2752685546875,0.1398163139820099,0.27043893933296204
a,0.25967463850975037,0.2659933865070343,0.265255331993103,0.2581788897514343,0.39550232887268066,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.23604188859462738,0.539380669593811,1.0,0.2915046513080597,0.22063396871089935,0.23916715383529663
straight,0.17356359958648682,0.20651625096797943,0.22731247544288635,0.11773622035980225,0.2144632339477539,0.21296165883541107,0.14521954953670502,0.17820875346660614,0.3207775950431824,0.19551518559455872,0.26987409591674805,0.23363687098026276,0.2535628080368042,0.1838495284318924
line,0.1755547672510147,0.17463436722755432,0.17990349233150482,0.18608629703521729,0.22621846199035645,0.2245367169380188,0.10758981853723526,0.23765452206134796,0.679698646068573,0.2258777767419815,0.23499317467212677,0.20890632271766663,0.21630345284938812,0.16271452605724335
(,0.2260403335094452,0.17203602194786072,0.23263892531394958,0.17931321263313293,0.32029855251312256,0.2411840260028839,0.16271455585956573,0.35032153129577637,0.1778993010520935,0.3087427020072937,0.3206180930137634,0.25876837968826294,0.15622495114803314,0.40561532974243164
see,0.38984814286231995,0.2608126997947693,0.3773394227027893,0.3599671423435211,0.3243166506290436,0.44941186904907227,0.3119923174381256,0.33962661027908325,0.241754949092865,0.2973747253417969,0.3039536476135254,0.28949257731437683,0.31726908683776855,0.42005208134651184
world,0.16387347877025604,0.16221509873867035,0.22463127970695496,0.1443335860967636,0.22848254442214966,0.21669597923755646,0.23631168901920319,0.2828933000564575,0.1460161656141281,0.3038199245929718,0.22239887714385986,0.16875897347927094,0.1547534167766571,0.17579582333564758
line,0.1755547672510147,0.17463436722755432,0.17990349233150482,0.18608629703521729,0.22621846199035645,0.2245367169380188,0.10758981853723526,0.23765452206134796,0.679698646068573,0.2258777767419815,0.23499317467212677,0.20890632271766663,0.21630345284938812,0.16271452605724335
),0.22287777066230774,0.16335925459861755,0.2373749315738678,0.20446927845478058,0.32161882519721985,0.26259949803352356,0.17504733800888062,0.3680361211299896,0.20047107338905334,0.3326910734176636,0.3640355169773102,0.25566715002059937,0.14618217945098877,0.42300865054130554
traveling,0.21979960799217224,0.31374576687812805,0.17668630182743073,0.13935548067092896,0.18971411883831024,0.22746403515338898,0.1862117499113083,0.2297215312719345,0.18009912967681885,0.20478862524032593,0.26968079805374146,0.2237243354320526,0.15008245408535004,0.09575265645980835
through,0.24571269750595093,0.2743077278137207,0.2637137472629547,0.13736280798912048,0.24602261185646057,0.23167094588279724,0.20041711628437042,0.3647414743900299,0.27354803681373596,0.38533157110214233,0.3399752974510193,0.15781597793102264,0.1771601289510727,0.16913433372974396
time,0.32708215713500977,0.22618402540683746,0.24188680946826935,0.2352876216173172,0.3239102065563202,0.36319252848625183,0.28243488073349,0.35127586126327515,0.17825788259506226,0.3431483507156372,0.3292340338230133,0.27684423327445984,0.14663787186145782,0.27391523122787476
",",0.26075416803359985,0.22192497551441193,0.4062570035457611,0.25911012291908264,0.48816442489624023,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.23323656618595123,0.5201468467712402,0.427140474319458,0.3393223285675049,0.18405097723007202,0.31091248989105225
which,0.3375256657600403,0.3733329474925995,0.42922598123550415,0.3214279115200043,0.41006597876548767,0.5261979103088379,0.4120495617389679,0.5011631846427917,0.29714417457580566,0.4840516746044159,0.56894451379776,0.22338347136974335,0.2681283950805664,0.25814583897590637
normally,0.30746620893478394,0.27827227115631104,0.5100492835044861,0.2867785096168518,0.3794248700141907,0.30112072825431824,0.342668354511261,0.25552743673324585,0.20609232783317566,0.27602890133857727,0.37473243474960327,0.1689465343952179,0.2465125471353531,0.20675471425056458
increases,0.3048408627510071,0.3245437741279602,0.2600686550140381,0.28395360708236694,0.24451245367527008,0.23849372565746307,0.23866507411003113,0.3793904483318329,0.22420385479927063,0.2302049696445465,0.3119737505912781,0.24397887289524078,0.21231591701507568,0.10270863026380539
up,0.3082825243473053,0.2987949550151825,0.32151925563812256,0.18615151941776276,0.22736889123916626,0.28591108322143555,0.17447689175605774,0.32945773005485535,0.20805363357067108,0.3120773434638977,0.32523053884506226,0.20895421504974365,0.21354448795318604,0.1819818764925003
or,0.37518176436424255,0.349033921957016,0.5374364256858826,0.2729446589946747,0.4400654137134552,0.33867141604423523,0.4102349579334259,0.3792596757411957,0.28452497720718384,0.3586423695087433,0.48853766918182373,0.19047363102436066,0.23203222453594208,0.32389625906944275
