,when,was,levi,'s,stadium,picked,for,super,bowl,50,?
on,0.37706470489501953,0.3909217119216919,0.1284046620130539,0.0026888418942689896,0.16608425974845886,0.2868727147579193,0.36199691891670227,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.2714994251728058
may,0.3167054355144501,0.3388521671295166,0.16717766225337982,-0.07006479054689407,0.13503223657608032,0.21696250140666962,0.29255861043930054,0.06435030698776245,0.13486415147781372,-0.09536082297563553,0.2768254578113556
21,-0.13404759764671326,0.03990492597222328,0.12100505828857422,0.07130758464336395,0.18187688291072845,-0.10536220669746399,-0.042345717549324036,0.0765494555234909,0.057394351810216904,0.026449495926499367,-0.01186173316091299
",",0.36674630641937256,0.45456063747406006,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.22014860808849335,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
2013,-0.3901043236255646,-0.16685336828231812,0.06179529428482056,-0.05552978441119194,-0.13161684572696686,-0.22966517508029938,-0.2664349377155304,-0.19311918318271637,-0.1821834146976471,-0.09575455635786057,-0.2969330847263336
",",0.36674630641937256,0.45456063747406006,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.22014860808849335,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
nfl,0.13304822146892548,0.20145657658576965,0.12570512294769287,0.01630374602973461,0.28547149896621704,0.2857164442539215,0.23749186098575592,0.319060355424881,0.48354101181030273,-0.06279195845127106,0.10610254108905792
owners,0.20020481944084167,0.23518425226211548,0.11089672893285751,-0.01466303039342165,0.19397324323654175,0.2288791984319687,0.26202231645584106,0.09338007122278214,0.16314508020877838,-0.03137011080980301,0.15586642920970917
at,0.38876327872276306,0.36707764863967896,0.1250557154417038,-0.08481216430664062,0.22218671441078186,0.16413618624210358,0.34237727522850037,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.21978627145290375
their,0.3682888448238373,0.2396296262741089,0.18888302147388458,-0.005530759692192078,0.2116764336824417,0.2709265649318695,0.3406745493412018,0.14342328906059265,0.1663845032453537,0.06537782400846481,0.1898253709077835
spring,0.3221275508403778,0.19448593258857727,0.09724780917167664,0.03135906532406807,0.111058808863163,0.229059636592865,0.18597541749477386,0.12306609004735947,0.1362941861152649,0.006738591473549604,0.06767474114894867
meetings,0.2103533297777176,0.21595045924186707,0.08586817234754562,0.06512222439050674,0.18193319439888,0.22763511538505554,0.2716311812400818,0.08251890540122986,0.1173693910241127,0.06948060542345047,0.17293356359004974
in,0.4431333839893341,0.45514053106307983,0.13398480415344238,-0.037580832839012146,0.21361783146858215,0.17203427851200104,0.4322226941585541,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
boston,0.22041967511177063,0.23957559466362,0.19127795100212097,0.007058150600641966,0.12260022014379501,0.2303391695022583,0.21514153480529785,0.1332802176475525,0.22450120747089386,0.030019111931324005,0.14705288410186768
voted,0.16867898404598236,0.3353792428970337,0.09592310339212418,0.060291141271591187,0.1547851413488388,0.3735557198524475,0.24463090300559998,0.18915559351444244,0.20243211090564728,0.018370142206549644,0.22732289135456085
and,0.4716290831565857,0.3740963041782379,0.16145840287208557,0.06895173341035843,0.11777293682098389,0.27857691049575806,0.5064792633056641,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
awarded,0.1420624703168869,0.30614012479782104,0.1197320744395256,-0.07524323463439941,0.14651374518871307,0.23697268962860107,0.2816879153251648,0.12568415701389313,0.1685333251953125,-0.04696100950241089,0.1431703418493271
the,0.5091903209686279,0.48711544275283813,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.32128480076789856,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
game,0.22596776485443115,0.2568269371986389,0.06744404137134552,0.07448072731494904,0.27498841285705566,0.3026488721370697,0.2608485519886017,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.1829071193933487
to,0.5423505902290344,0.3636345863342285,0.18474219739437103,0.03782717138528824,0.2075904905796051,0.28333398699760437,0.4451248347759247,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
levi,0.08693099021911621,0.22001278400421143,0.9999999403953552,0.0004511454317253083,0.16388165950775146,0.08819255232810974,0.16166196763515472,0.08340612053871155,0.1602962166070938,-0.008762326091527939,0.09252339601516724
's,-0.03368149697780609,0.008974763564765453,0.0004511454317253083,0.9999999403953552,0.06718146800994873,-0.0333927720785141,-0.07241261005401611,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
stadium,0.1119866892695427,0.20318599045276642,0.16388165950775146,0.06718146800994873,1.0,0.10353820025920868,0.18393352627754211,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.07579939067363739
.,0.475719153881073,0.40146201848983765,0.16844750940799713,-0.003708066651597619,0.1958179920911789,0.2571806311607361,0.4726039469242096,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
