,what,is,necessary,to,disobey,?
but,0.5029441118240356,0.4106791317462921,0.38547948002815247,0.5542377829551697,0.30247730016708374,0.27921953797340393
stephen,0.19542662799358368,0.1521863490343094,0.15886712074279785,0.1423051357269287,0.19058415293693542,0.13611415028572083
eilmann,0.15192654728889465,0.14136585593223572,0.12152673304080963,0.13999557495117188,0.23098628222942352,0.15311166644096375
argues,0.3211183547973633,0.2095448076725006,0.17395363748073578,0.2515730559825897,0.3157315254211426,0.20733967423439026
that,0.6297725439071655,0.3995479643344879,0.430902898311615,0.5436353087425232,0.33093059062957764,0.32716336846351624
if,0.5277165174484253,0.30927813053131104,0.48980724811553955,0.4559597074985504,0.23881061375141144,0.4441644251346588
it,0.45803478360176086,0.6328473687171936,0.2928282916545868,0.513711154460907,0.1975274533033371,0.25732165575027466
is,0.28837618231773376,1.0,0.23441283404827118,0.42745086550712585,0.16303014755249023,0.22961433231830597
necessary,0.3794087767601013,0.23441283404827118,1.0,0.40437278151512146,0.24938136339187622,0.3430270850658417
to,0.455847829580307,0.42745086550712585,0.40437278151512146,1.0,0.30901870131492615,0.29463258385658264
disobey,0.3160955011844635,0.16303014755249023,0.24938136339187622,0.30901870131492615,1.0,0.1670040488243103
rules,0.3341682255268097,0.1963796466588974,0.30487215518951416,0.24270765483379364,0.3217777609825134,0.22111085057258606
that,0.6297725439071655,0.3995479643344879,0.430902898311615,0.5436353087425232,0.33093059062957764,0.32716336846351624
conflict,0.32742366194725037,0.18503378331661224,0.2691391706466675,0.2420341968536377,0.35691991448402405,0.26744839549064636
with,0.2464839518070221,0.3250955045223236,0.2235473394393921,0.4239959120750427,0.19504685699939728,0.2433311939239502
morality,0.3671964108943939,0.21391358971595764,0.3472391664981842,0.2702845335006714,0.3970472812652588,0.292473703622818
",",0.3087472915649414,0.4691906273365021,0.2641502320766449,0.44245919585227966,0.2886281907558441,0.31091248989105225
we,0.5622460842132568,0.2876903712749481,0.47005903720855713,0.4005183279514313,0.21473447978496552,0.535264790058136
might,0.4838182032108307,0.37027186155319214,0.4248488247394562,0.5153919458389282,0.2501336932182312,0.41058459877967834
ask,0.4547412395477295,0.1548149287700653,0.35459622740745544,0.3951546251773834,0.2547226846218109,0.47361961007118225
why,0.6109785437583923,0.26410171389579773,0.43087977170944214,0.4100138247013092,0.24877043068408966,0.5345069766044617
disobedience,0.3298627436161041,0.21453623473644257,0.3195277750492096,0.30665844678878784,0.7874314188957214,0.19890835881233215
should,0.43830034136772156,0.33635082840919495,0.5218903422355652,0.44452130794525146,0.24097247421741486,0.4442402422428131
take,0.3275112509727478,0.22669753432273865,0.3804464042186737,0.4075521230697632,0.31380900740623474,0.21897350251674652
the,0.42745697498321533,0.5823672413825989,0.28364068269729614,0.535392165184021,0.29101258516311646,0.22068053483963013
form,0.15868011116981506,0.3218395411968231,0.21789203584194183,0.2772196829319,0.1254621297121048,0.1463010311126709
of,0.33290785551071167,0.4854315221309662,0.26879626512527466,0.41548454761505127,0.25186267495155334,0.1826142966747284
public,0.1729622185230255,0.1980048567056656,0.24294081330299377,0.2672370672225952,0.20213840901851654,0.19872993230819702
civil,0.15091551840305328,0.16941262781620026,0.18253527581691742,0.2019355595111847,0.4297301471233368,0.1494513899087906
disobedience,0.3298627436161041,0.21453623473644257,0.3195277750492096,0.30665844678878784,0.7874314188957214,0.19890835881233215
rather,0.3923804461956024,0.2886356711387634,0.42393550276756287,0.4052407741546631,0.20438207685947418,0.3053998053073883
than,0.29388150572776794,0.2839990258216858,0.33024317026138306,0.3192550539970398,0.1432703733444214,0.24917294085025787
simply,0.4566527307033539,0.39395248889923096,0.32092225551605225,0.3868776261806488,0.195720836520195,0.2984147369861603
covert,0.24463875591754913,0.20240525901317596,0.28054964542388916,0.2928617596626282,0.25644412636756897,0.19603468477725983
lawbreaking,0.3439813554286957,0.24620796740055084,0.3275531828403473,0.3109060227870941,0.42750704288482666,0.24185067415237427
.,0.3567904531955719,0.4569662809371948,0.26437801122665405,0.4645031690597534,0.23770488798618317,0.4130953550338745
