,what,policy,did,the,kelven,report,contain,?
the,0.42745697498321533,0.2358427494764328,0.34736719727516174,1.0,0.34636369347572327,0.2556745111942291,0.26383090019226074,0.22068053483963013
report,0.2868559956550598,0.3253973126411438,0.2986995279788971,0.2556745111942291,0.12231394648551941,0.9999998807907104,0.19486291706562042,0.3138936758041382
",",0.3087472915649414,0.2903050184249878,0.3015086054801941,0.4933079481124878,0.29188108444213867,0.250803142786026,0.24384500086307526,0.31091248989105225
a,0.3320399522781372,0.17720282077789307,0.2552328109741211,0.5829201340675354,0.24438224732875824,0.2148611694574356,0.23510922491550446,0.23916715383529663
two-page,0.30889004468917847,0.32986336946487427,0.18749575316905975,0.2756604254245758,0.25541454553604126,0.36381861567497253,0.2745274007320404,0.5058836936950684
statement,0.39422667026519775,0.3833213150501251,0.2726841866970062,0.20954233407974243,0.15791606903076172,0.38165080547332764,0.25855499505996704,0.28978636860847473
of,0.33290785551071167,0.24393197894096375,0.2513895630836487,0.733189046382904,0.28741535544395447,0.22992923855781555,0.30574339628219604,0.1826142966747284
the,0.42745697498321533,0.2358427494764328,0.34736719727516174,1.0,0.34636369347572327,0.2556745111942291,0.26383090019226074,0.22068053483963013
university,0.20256435871124268,0.23413030803203583,0.15114416182041168,0.263973206281662,0.21374191343784332,0.17288333177566528,0.033714111894369125,0.11887256056070328
's,0.02692362666130066,-0.07627277821302414,0.05069678649306297,-0.01540423184633255,-0.019142668694257736,-0.0383719876408577,-0.08797948807477951,-0.023395681753754616
policy,0.3869883120059967,0.9999998807907104,0.2751549482345581,0.2358427494764328,0.18626639246940613,0.3253973126411438,0.10392633825540543,0.30462446808815
in,0.30808621644973755,0.1459147185087204,0.2593238651752472,0.6662389636039734,0.2713285982608795,0.204250767827034,0.23975171148777008,0.20430970191955566
``,0.008517155423760414,0.06104245409369469,-0.029888948425650597,0.029072100296616554,0.10081864148378372,-0.049207452684640884,0.008403251878917217,0.0685480609536171
social,0.22217629849910736,0.2632748484611511,0.1977856606245041,0.21797899901866913,0.09927712380886078,0.2171526700258255,0.10573537647724152,0.1615191102027893
and,0.31309178471565247,0.2148873209953308,0.34479495882987976,0.5171257257461548,0.2791435122489929,0.20391902327537537,0.3066939413547516,0.20544172823429108
political,0.21846716105937958,0.3375614583492279,0.21022029221057892,0.20477235317230225,0.13572172820568085,0.16869740188121796,0.10440588742494583,0.17130474746227264
action,0.30170392990112305,0.1927807331085205,0.17849725484848022,0.28415048122406006,0.1707320362329483,0.2138686627149582,0.19016022980213165,0.250188946723938
",",0.3087472915649414,0.2903050184249878,0.3015086054801941,0.4933079481124878,0.29188108444213867,0.250803142786026,0.24384500086307526,0.31091248989105225
'',0.08143015950918198,0.07160447537899017,0.01978493109345436,0.041273195296525955,-0.015010430477559566,-0.046842265874147415,0.09602189809083939,0.018684765323996544
declared,0.15646570920944214,0.21165093779563904,0.23851890861988068,0.260531485080719,0.1868380308151245,0.20809149742126465,0.08924459666013718,0.17688149213790894
that,0.6297725439071655,0.34090733528137207,0.47518548369407654,0.5473989248275757,0.26038476824760437,0.30103304982185364,0.36020758748054504,0.32716336846351624
``,0.008517155423760414,0.06104245409369469,-0.029888948425650597,0.029072100296616554,0.10081864148378372,-0.049207452684640884,0.008403251878917217,0.0685480609536171
to,0.455847829580307,0.26804789900779724,0.4452643394470215,0.535392165184021,0.2911089360713959,0.2559358477592468,0.28093209862709045,0.29463258385658264
