,what,year,did,the,carolina,panthers,form,?
they,0.4431931674480438,0.22890345752239227,0.4879390597343445,0.49925389885902405,0.19257405400276184,0.23642724752426147,0.33286890387535095,0.2753053903579712
defeated,0.13652801513671875,0.16521424055099487,0.23103484511375427,0.2833898365497589,0.17297308146953583,0.23061460256576538,0.11332079023122787,0.1413237303495407
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.24749229848384857,0.2602776288986206,0.29286009073257446,0.22068053483963013
arizona,0.14143574237823486,0.1933743953704834,0.1684030294418335,0.22572119534015656,0.43068161606788635,0.3588832914829254,0.1117616593837738,0.14315035939216614
cardinals,0.13429974019527435,0.21618007123470306,0.1666116863489151,0.2451406717300415,0.2545091211795807,0.47018635272979736,0.068936288356781,0.13200661540031433
49–15,0.0009425695752725005,-0.016939818859100342,-0.03175068646669388,0.09043944627046585,-0.03483651950955391,0.020930055528879166,0.20030929148197174,-0.055436357855796814
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.2380082756280899,0.2115829735994339,0.2815987169742584,0.20430970191955566
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.24749229848384857,0.2602776288986206,0.29286009073257446,0.22068053483963013
nfc,0.19796092808246613,0.34865689277648926,0.11289361864328384,0.2545439600944519,0.3309314548969269,0.472109317779541,0.15194329619407654,0.15073348581790924
championship,0.12797051668167114,0.19662830233573914,0.18663130700588226,0.2540402412414551,0.1809738576412201,0.40219083428382874,0.10220339894294739,0.1390383541584015
game,0.2246788740158081,0.24385766685009003,0.19789010286331177,0.285271555185318,0.1679076999425888,0.26323550939559937,0.12181053310632706,0.1829071193933487
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.22423055768013,0.2230100929737091,0.30469027161598206,0.20544172823429108
advanced,0.1988004893064499,0.14407037198543549,0.18464945256710052,0.2635994255542755,0.18143180012702942,0.1759907454252243,0.11539004743099213,0.1806638389825821
to,0.455847829580307,0.23523004353046417,0.4452643394470215,0.535392165184021,0.23296888172626495,0.2185782641172409,0.2772196829319,0.29463258385658264
their,0.35142919421195984,0.20591455698013306,0.38078752160072327,0.516537070274353,0.16664347052574158,0.20130555331707,0.22739137709140778,0.1898253709077835
second,0.19948028028011322,0.3195519745349884,0.20727969706058502,0.4620301127433777,0.16378067433834076,0.2124287188053131,0.19384348392486572,0.17239587008953094
super,0.13651713728904724,0.20762673020362854,0.16038043797016144,0.21959073841571808,0.12624233961105347,0.27118441462516785,0.1579914540052414,0.166326642036438
bowl,0.15942467749118805,0.22878921031951904,0.18569406867027283,0.21576224267482758,0.2087959349155426,0.34713199734687805,0.10902091860771179,0.21118052303791046
appearance,0.17546585202217102,0.1910640150308609,0.21570497751235962,0.2678116261959076,0.061276257038116455,0.17733480036258698,0.12680700421333313,0.17315366864204407
since,0.29783400893211365,0.31512683629989624,0.27613121271133423,0.4054957628250122,0.1732138842344284,0.12518474459648132,0.2243787795305252,0.2876587212085724
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.24749229848384857,0.2602776288986206,0.29286009073257446,0.22068053483963013
franchise,0.1852455735206604,0.2489490509033203,0.1293107569217682,0.30872398614883423,0.19974973797798157,0.3353862166404724,0.12784931063652039,0.13445523381233215
was,0.22111038863658905,0.3209837079048157,0.41399896144866943,0.48711544275283813,0.26687008142471313,0.2605615258216858,0.15690121054649353,0.18412111699581146
founded,0.1163782924413681,0.19139066338539124,0.15014135837554932,0.2840350568294525,0.14978715777397156,0.21910612285137177,0.16532886028289795,0.09119737893342972
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.2380082756280899,0.2115829735994339,0.2815987169742584,0.20430970191955566
1995,0.13580629229545593,-0.03751847892999649,0.16752305626869202,-0.025311529636383057,-0.12549559772014618,-0.16547462344169617,-0.09645634889602661,0.14293554425239563
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.2702518403530121,0.23446570336818695,0.28317511081695557,0.4130953550338745
