,what,part,of,the,v,&,a,collection,does,the,henry,cole,wing,houses,?
it,0.45803478360176086,0.4648587107658386,0.38761502504348755,0.6251175999641418,0.1784781813621521,0.08886928111314774,0.5452592968940735,0.21974997222423553,0.34188351035118103,0.6251175999641418,0.2235243022441864,0.14751899242401123,0.16149546205997467,0.2111603170633316,0.25732165575027466
is,0.28837618231773376,0.4582172930240631,0.4854315221309662,0.5823672413825989,0.16126930713653564,0.08384179323911667,0.658733606338501,0.21135231852531433,0.4403602182865143,0.5823672413825989,0.17977802455425262,0.12987492978572845,0.1570284515619278,0.1995694637298584,0.22961433231830597
now,0.4903225302696228,0.3561477065086365,0.29182544350624084,0.38266420364379883,0.12392223626375198,0.10027458518743515,0.3046339154243469,0.19349665939807892,0.2695499658584595,0.38266420364379883,0.15301650762557983,0.18015213310718536,0.17956456542015076,0.1951872706413269,0.29641881585121155
used,0.27546408772468567,0.2790772020816803,0.3075267970561981,0.3718377649784088,0.1392776072025299,0.04071924090385437,0.3864384889602661,0.19025267660617828,0.3498048484325409,0.3718377649784088,0.16714796423912048,0.12345720082521439,0.12828266620635986,0.24342402815818787,0.22430120408535004
to,0.455847829580307,0.2875264883041382,0.41548454761505127,0.535392165184021,0.2109750658273697,0.1254875510931015,0.45503583550453186,0.15417452156543732,0.4391997456550598,0.535392165184021,0.2152724415063858,0.26373547315597534,0.18660299479961395,0.20746637880802155,0.29463258385658264
jointly,0.1769198477268219,0.2438495010137558,0.2365255057811737,0.22602026164531708,0.1950356811285019,0.1918802261352539,0.09623899310827255,0.1884968876838684,0.14232394099235535,0.22602026164531708,0.29111403226852417,0.14358972012996674,0.13100965321063995,0.11847062408924103,0.1325671374797821
house,0.200801283121109,0.2062426507472992,0.285114049911499,0.2847244441509247,0.15695612132549286,0.1367931067943573,0.26758551597595215,0.19367435574531555,0.17214885354042053,0.2847244441509247,0.2778720259666443,0.14774270355701447,0.19190850853919983,0.637040376663208,0.13736455142498016
the,0.42745697498321533,0.527681291103363,0.733189046382904,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.35928019881248474,1.0,0.2542637586593628,0.1850816011428833,0.28874075412750244,0.2692612111568451,0.22068053483963013
prints,0.22381043434143066,0.1687529981136322,0.19528880715370178,0.2235361486673355,0.05010669305920601,0.08799059689044952,0.18997497856616974,0.4035206437110901,0.19255341589450836,0.2235361486673355,0.10786879062652588,0.14267273247241974,0.11309369653463364,0.2541409134864807,0.1650606393814087
and,0.31309178471565247,0.35301485657691956,0.5116966962814331,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2379438579082489,0.3461615741252899,0.5171257257461548,0.2218981832265854,0.23855477571487427,0.2740335762500763,0.33128079771995544,0.20544172823429108
architectural,0.20413975417613983,0.13760828971862793,0.2795933783054352,0.22612835466861725,0.16899465024471283,0.2076607048511505,0.22478227317333221,0.2803816795349121,0.09811514616012573,0.22612835466861725,0.1340724378824234,0.13906918466091156,0.18515199422836304,0.3564997911453247,0.13917183876037598
drawings,0.21923324465751648,0.152187779545784,0.23873206973075867,0.19117170572280884,0.08071447908878326,0.14873763918876648,0.15433108806610107,0.3887491524219513,0.133980855345726,0.19117170572280884,0.16041259467601776,0.17169176042079926,0.13715647161006927,0.2302468717098236,0.15541397035121918
of,0.33290785551071167,0.452393114566803,1.0,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.2915455996990204,0.3119818866252899,0.733189046382904,0.2390729784965515,0.15229938924312592,0.19099068641662598,0.2718559205532074,0.1826142966747284
the,0.42745697498321533,0.527681291103363,0.733189046382904,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.35928019881248474,1.0,0.2542637586593628,0.1850816011428833,0.28874075412750244,0.2692612111568451,0.22068053483963013
v,0.16628342866897583,0.18010514974594116,0.1655031144618988,0.18580520153045654,1.0,0.10860954970121384,0.21861357986927032,0.11078842729330063,0.14563694596290588,0.18580520153045654,0.2619577944278717,0.04027188941836357,0.07237597554922104,0.07837537676095963,0.28677162528038025
&,0.11141876131296158,0.1702250838279724,0.19900451600551605,0.14992168545722961,0.10860954970121384,0.9999998807907104,0.07266713678836823,0.18749947845935822,0.13294216990470886,0.14992168545722961,0.058544356375932693,0.22755905985832214,0.16258694231510162,0.08006518334150314,0.12596383690834045
a,0.3320399522781372,0.3994528353214264,0.5052502155303955,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.24716788530349731,0.38201746344566345,0.5829201340675354,0.24300003051757812,0.16531717777252197,0.22610613703727722,0.2718978226184845,0.23916715383529663
(,0.2411840260028839,0.2208257019519806,0.35032153129577637,0.33289089798927307,0.2043849378824234,0.21434709429740906,0.3206180930137634,0.20821598172187805,0.2728188931941986,0.33289089798927307,0.18191124498844147,0.19024616479873657,0.19368956983089447,0.16223236918449402,0.40561532974243164
prints,0.22381043434143066,0.1687529981136322,0.19528880715370178,0.2235361486673355,0.05010669305920601,0.08799059689044952,0.18997497856616974,0.4035206437110901,0.19255341589450836,0.2235361486673355,0.10786879062652588,0.14267273247241974,0.11309369653463364,0.2541409134864807,0.1650606393814087
",",0.3087472915649414,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.28617382049560547,0.4933079481124878,0.25662001967430115,0.30910587310791016,0.18741334974765778,0.25159695744514465,0.31091248989105225
drawings,0.21923324465751648,0.152187779545784,0.23873206973075867,0.19117170572280884,0.08071447908878326,0.14873763918876648,0.15433108806610107,0.3887491524219513,0.133980855345726,0.19117170572280884,0.16041259467601776,0.17169176042079926,0.13715647161006927,0.2302468717098236,0.15541397035121918
",",0.3087472915649414,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.28617382049560547,0.4933079481124878,0.25662001967430115,0.30910587310791016,0.18741334974765778,0.25159695744514465,0.31091248989105225
paintings,0.22357428073883057,0.14575506746768951,0.21768251061439514,0.2167874127626419,0.13144442439079285,0.08101501315832138,0.15623857080936432,0.3678726255893707,0.16820548474788666,0.2167874127626419,0.1520490050315857,0.05977414548397064,0.12029857933521271,0.3029085099697113,0.1866389960050583
and,0.31309178471565247,0.35301485657691956,0.5116966962814331,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2379438579082489,0.3461615741252899,0.5171257257461548,0.2218981832265854,0.23855477571487427,0.2740335762500763,0.33128079771995544,0.20544172823429108
photographs,0.15199247002601624,0.17748431861400604,0.1805899739265442,0.16852141916751862,0.1506359726190567,0.1363387405872345,0.17449244856834412,0.33201873302459717,0.13096708059310913,0.16852141916751862,0.11184225976467133,0.16611020267009735,0.10239844024181366,0.2445812225341797,0.16775095462799072
),0.26259949803352356,0.24734117090702057,0.3680361211299896,0.3456730246543884,0.20857036113739014,0.1975884586572647,0.3640355169773102,0.2079451084136963,0.2575884759426117,0.3456730246543884,0.19819509983062744,0.2025160938501358,0.2023267298936844,0.1692226380109787,0.42300865054130554
and,0.31309178471565247,0.35301485657691956,0.5116966962814331,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2379438579082489,0.3461615741252899,0.5171257257461548,0.2218981832265854,0.23855477571487427,0.2740335762500763,0.33128079771995544,0.20544172823429108
royal,0.16189028322696686,0.12732459604740143,0.3112924098968506,0.2997032403945923,0.12024694681167603,0.08672033250331879,0.19676944613456726,0.1924148052930832,0.12133024632930756,0.2997032403945923,0.24083013832569122,0.20618681609630585,0.1705743968486786,0.2977708578109741,0.11453001946210861
