,what,happened,during,the,plugs-out,test,during,the,delay,for,the,spacesuit,odor,?
during,0.24137552082538605,0.4396517276763916,1.0,0.4838213622570038,0.22067663073539734,0.1486813873052597,1.0,0.4838213622570038,0.2555260956287384,0.3448435664176941,0.4838213622570038,0.21463428437709808,0.13650748133659363,0.1325719803571701
this,0.5489566326141357,0.3963470757007599,0.34351885318756104,0.6274310946464539,0.39228978753089905,0.26785674691200256,0.34351885318756104,0.6274310946464539,0.29342055320739746,0.5082864165306091,0.6274310946464539,0.32895442843437195,0.24068515002727509,0.3155723512172699
hold,0.20790280401706696,0.2083890736103058,0.25532129406929016,0.3067915439605713,0.3495327830314636,0.21204890310764313,0.25532129406929016,0.3067915439605713,0.22233504056930542,0.325223445892334,0.3067915439605713,0.218621626496315,0.11642591655254364,0.18586084246635437
",",0.3087472915649414,0.3230119049549103,0.3225448727607727,0.4933079481124878,0.30510684847831726,0.17614826560020447,0.3225448727607727,0.4933079481124878,0.20420506596565247,0.4464869201183319,0.4933079481124878,0.28344178199768066,0.1855640709400177,0.31091248989105225
an,0.2821882665157318,0.22750021517276764,0.21076080203056335,0.4207492768764496,0.2970416843891144,0.1440606564283371,0.21076080203056335,0.4207492768764496,0.17086072266101837,0.3236706852912903,0.4207492768764496,0.27557849884033203,0.14107000827789307,0.19793890416622162
electrical,0.19961315393447876,0.11873787641525269,0.20522990822792053,0.2523402273654938,0.4476749002933502,0.2322911024093628,0.20522990822792053,0.2523402273654938,0.2160322517156601,0.20076188445091248,0.2523402273654938,0.30792737007141113,0.288671612739563,0.10923371464014053
fire,0.19359004497528076,0.226368248462677,0.21057194471359253,0.2911929488182068,0.25751999020576477,0.10254383832216263,0.21057194471359253,0.2911929488182068,0.1630515158176422,0.17143790423870087,0.2911929488182068,0.21884183585643768,0.2530246078968048,0.14396874606609344
began,0.1665823757648468,0.3216680884361267,0.44479745626449585,0.3059147596359253,0.12089686840772629,0.05995449796319008,0.44479745626449585,0.3059147596359253,0.17377571761608124,0.29047009348869324,0.3059147596359253,0.1774493157863617,0.04570905491709709,0.1370266228914261
in,0.30808621644973755,0.3302023410797119,0.4627237319946289,0.6662389636039734,0.2454327493906021,0.1630522608757019,0.4627237319946289,0.6662389636039734,0.17042721807956696,0.4322226941585541,0.6662389636039734,0.2316719889640808,0.2070794254541397,0.20430970191955566
the,0.42745697498321533,0.3589572608470917,0.4838213622570038,1.0,0.3300256133079529,0.19235259294509888,0.4838213622570038,1.0,0.2607918381690979,0.4739971458911896,1.0,0.26034942269325256,0.18710435926914215,0.22068053483963013
cabin,0.17852115631103516,0.1674359291791916,0.22419993579387665,0.23489025235176086,0.2673094868659973,0.12819355726242065,0.22419993579387665,0.23489025235176086,0.17818351089954376,0.11913209408521652,0.23489025235176086,0.26992353796958923,0.08831898868083954,0.15796571969985962
",",0.3087472915649414,0.3230119049549103,0.3225448727607727,0.4933079481124878,0.30510684847831726,0.17614826560020447,0.3225448727607727,0.4933079481124878,0.20420506596565247,0.4464869201183319,0.4933079481124878,0.28344178199768066,0.1855640709400177,0.31091248989105225
and,0.31309178471565247,0.22602374851703644,0.36462149024009705,0.5171257257461548,0.2891211211681366,0.22158049046993256,0.36462149024009705,0.5171257257461548,0.16731663048267365,0.5064792633056641,0.5171257257461548,0.3347585201263428,0.24749241769313812,0.20544172823429108
spread,0.22287604212760925,0.22732999920845032,0.2517121136188507,0.28994160890579224,0.24391421675682068,0.13579347729682922,0.2517121136188507,0.28994160890579224,0.0937030166387558,0.17094987630844116,0.28994160890579224,0.2313273698091507,0.2123478800058365,0.16482828557491302
quickly,0.27000871300697327,0.28170543909072876,0.2677634060382843,0.30366459488868713,0.2744324207305908,0.13047032058238983,0.2677634060382843,0.30366459488868713,0.2597823739051819,0.22275635600090027,0.30366459488868713,0.16283190250396729,0.2466246485710144,0.18131443858146667
in,0.30808621644973755,0.3302023410797119,0.4627237319946289,0.6662389636039734,0.2454327493906021,0.1630522608757019,0.4627237319946289,0.6662389636039734,0.17042721807956696,0.4322226941585541,0.6662389636039734,0.2316719889640808,0.2070794254541397,0.20430970191955566
the,0.42745697498321533,0.3589572608470917,0.4838213622570038,1.0,0.3300256133079529,0.19235259294509888,0.4838213622570038,1.0,0.2607918381690979,0.4739971458911896,1.0,0.26034942269325256,0.18710435926914215,0.22068053483963013
high,0.20466077327728271,0.1266690045595169,0.16778922080993652,0.28034812211990356,0.23321925103664398,0.19935977458953857,0.16778922080993652,0.28034812211990356,0.2390850931406021,0.1925620585680008,0.28034812211990356,0.20898938179016113,0.11201097816228867,0.11137914657592773
pressure,0.2625555694103241,0.22735807299613953,0.17324750125408173,0.28285476565361023,0.2830072045326233,0.20671513676643372,0.17324750125408173,0.28285476565361023,0.20861689746379852,0.16119280457496643,0.28285476565361023,0.3535449802875519,0.26202815771102905,0.142023503780365
",",0.3087472915649414,0.3230119049549103,0.3225448727607727,0.4933079481124878,0.30510684847831726,0.17614826560020447,0.3225448727607727,0.4933079481124878,0.20420506596565247,0.4464869201183319,0.4933079481124878,0.28344178199768066,0.1855640709400177,0.31091248989105225
100,0.16026288270950317,0.10856404155492783,0.06033926084637642,0.16408909857273102,0.13753889501094818,-0.050080154091119766,0.06033926084637642,0.16408909857273102,0.0684552863240242,0.1286492645740509,0.16408909857273102,0.12212516367435455,0.1637403666973114,0.19397632777690887
%,0.20738190412521362,0.13583184778690338,0.11905162036418915,0.21490740776062012,0.17405319213867188,0.1684904545545578,0.11905162036418915,0.21490740776062012,0.08360975235700607,0.16658860445022583,0.21490740776062012,0.26265206933021545,0.13415050506591797,0.21441808342933655
oxygen,0.16781960427761078,0.16443291306495667,0.18351154029369354,0.20428593456745148,0.3227320909500122,0.18279343843460083,0.18351154029369354,0.20428593456745148,0.18751117587089539,0.22718772292137146,0.20428593456745148,0.4347801208496094,0.3307608366012573,0.16786395013332367
atmosphere,0.2530241310596466,0.2278228998184204,0.24737019836902618,0.24429655075073242,0.21402129530906677,0.1532009094953537,0.24737019836902618,0.24429655075073242,0.12365555763244629,0.17015571892261505,0.24429655075073242,0.47545671463012695,0.33220890164375305,0.15636961162090302
.,0.3567904531955719,0.29012542963027954,0.3485563397407532,0.5934505462646484,0.3162477910518646,0.23588362336158752,0.3485563397407532,0.5934505462646484,0.1950424760580063,0.4726039469242096,0.5934505462646484,0.3268231749534607,0.19980169832706451,0.4130953550338745
,what,happened,during,the,plugs-out,test,during,the,delay,for,the,spacesuit,odor,?
first,0.28086137771606445,0.32675081491470337,0.45377472043037415,0.49448907375335693,0.22403879463672638,0.2889637351036072,0.45377472043037415,0.49448907375335693,0.22215960919857025,0.3800288736820221,0.49448907375335693,0.26727327704429626,0.09866205602884293,0.18701928853988647
the,0.42745697498321533,0.3589572608470917,0.4838213622570038,1.0,0.3300256133079529,0.19235259294509888,0.4838213622570038,1.0,0.2607918381690979,0.4739971458911896,1.0,0.26034942269325256,0.18710435926914215,0.22068053483963013
crew,0.17533187568187714,0.20155511796474457,0.22457106411457062,0.25329816341400146,0.25771769881248474,0.1455637514591217,0.22457106411457062,0.25329816341400146,0.2434130758047104,0.22704027593135834,0.25329816341400146,0.3114995062351227,0.15033356845378876,0.16586194932460785
noticed,0.29735252261161804,0.34570497274398804,0.21363931894302368,0.20516085624694824,0.25821682810783386,0.24870719015598297,0.21363931894302368,0.20516085624694824,0.2947148084640503,0.2529297471046448,0.20516085624694824,0.2423408180475235,0.24400246143341064,0.25613096356391907
a,0.3320399522781372,0.2774496078491211,0.30341604351997375,0.5829201340675354,0.3740852177143097,0.2521366477012634,0.30341604351997375,0.5829201340675354,0.2138662338256836,0.44038116931915283,0.5829201340675354,0.28736045956611633,0.261861652135849,0.23916715383529663
strange,0.3463876247406006,0.3547452688217163,0.117363840341568,0.25540825724601746,0.3061724603176117,0.16684237122535706,0.117363840341568,0.25540825724601746,0.11880949884653091,0.2052469551563263,0.25540825724601746,0.24915924668312073,0.21701663732528687,0.18865469098091125
odor,0.23019899427890778,0.07965932041406631,0.13650748133659363,0.18710435926914215,0.35660815238952637,0.1518954336643219,0.13650748133659363,0.18710435926914215,0.11999383568763733,0.1494193822145462,0.18710435926914215,0.3079666793346405,1.0000001192092896,0.18029305338859558
in,0.30808621644973755,0.3302023410797119,0.4627237319946289,0.6662389636039734,0.2454327493906021,0.1630522608757019,0.4627237319946289,0.6662389636039734,0.17042721807956696,0.4322226941585541,0.6662389636039734,0.2316719889640808,0.2070794254541397,0.20430970191955566
their,0.35142919421195984,0.18339572846889496,0.3022443354129791,0.516537070274353,0.31530264019966125,0.1830640286207199,0.3022443354129791,0.516537070274353,0.2010609656572342,0.3406745493412018,0.516537070274353,0.25813373923301697,0.2659142017364502,0.1898253709077835
spacesuits,0.2537602484226227,0.16869932413101196,0.25982731580734253,0.2870029807090759,0.39449813961982727,0.2902342975139618,0.25982731580734253,0.2870029807090759,0.19978167116641998,0.30312731862068176,0.2870029807090759,0.9218899011611938,0.3396821916103363,0.21940559148788452
",",0.3087472915649414,0.3230119049549103,0.3225448727607727,0.4933079481124878,0.30510684847831726,0.17614826560020447,0.3225448727607727,0.4933079481124878,0.20420506596565247,0.4464869201183319,0.4933079481124878,0.28344178199768066,0.1855640709400177,0.31091248989105225
which,0.5261979103088379,0.30552831292152405,0.3590145409107208,0.6521818041801453,0.446105033159256,0.21384328603744507,0.3590145409107208,0.6521818041801453,0.2336050271987915,0.44095608592033386,0.6521818041801453,0.27251800894737244,0.3069707751274109,0.25814583897590637
delayed,0.20313408970832825,0.36085957288742065,0.37642431259155273,0.32091420888900757,0.3266570568084717,0.26771944761276245,0.37642431259155273,0.32091420888900757,0.7504567503929138,0.25517603754997253,0.32091420888900757,0.266777366399765,0.15478168427944183,0.12875154614448547
the,0.42745697498321533,0.3589572608470917,0.4838213622570038,1.0,0.3300256133079529,0.19235259294509888,0.4838213622570038,1.0,0.2607918381690979,0.4739971458911896,1.0,0.26034942269325256,0.18710435926914215,0.22068053483963013
sealing,0.18648135662078857,0.12708699703216553,0.2295990288257599,0.2936994135379791,0.24265365302562714,0.05638310685753822,0.2295990288257599,0.2936994135379791,0.1926475465297699,0.38867419958114624,0.2936994135379791,0.27102068066596985,0.19664359092712402,0.14426223933696747
of,0.33290785551071167,0.30501094460487366,0.3869180977344513,0.733189046382904,0.22132720053195953,0.164191335439682,0.3869180977344513,0.733189046382904,0.19660267233848572,0.4185989499092102,0.733189046382904,0.21778908371925354,0.16793331503868103,0.1826142966747284
the,0.42745697498321533,0.3589572608470917,0.4838213622570038,1.0,0.3300256133079529,0.19235259294509888,0.4838213622570038,1.0,0.2607918381690979,0.4739971458911896,1.0,0.26034942269325256,0.18710435926914215,0.22068053483963013
hatch,0.15176834166049957,0.1517237424850464,0.1285456418991089,0.16707484424114227,0.27750393748283386,0.2602658271789551,0.1285456418991089,0.16707484424114227,0.25927701592445374,0.145971417427063,0.16707484424114227,0.2487575262784958,0.14284154772758484,0.20584222674369812
.,0.3567904531955719,0.29012542963027954,0.3485563397407532,0.5934505462646484,0.3162477910518646,0.23588362336158752,0.3485563397407532,0.5934505462646484,0.1950424760580063,0.4726039469242096,0.5934505462646484,0.3268231749534607,0.19980169832706451,0.4130953550338745
,what,happened,during,the,plugs-out,test,during,the,delay,for,the,spacesuit,odor,?
then,0.4072686731815338,0.2648562490940094,0.27329909801483154,0.4297412931919098,0.29000765085220337,0.2572413980960846,0.27329909801483154,0.4297412931919098,0.22312526404857635,0.3392637073993683,0.4297412931919098,0.29184308648109436,0.15446797013282776,0.2884598970413208
",",0.3087472915649414,0.3230119049549103,0.3225448727607727,0.4933079481124878,0.30510684847831726,0.17614826560020447,0.3225448727607727,0.4933079481124878,0.20420506596565247,0.4464869201183319,0.4933079481124878,0.28344178199768066,0.1855640709400177,0.31091248989105225
communications,0.18950708210468292,0.14264355599880219,0.17344127595424652,0.2746332883834839,0.3385988771915436,0.15404322743415833,0.17344127595424652,0.2746332883834839,0.28988975286483765,0.2531185746192932,0.2746332883834839,0.27350062131881714,0.08396697044372559,0.09561901539564133
problems,0.3306994140148163,0.2524991035461426,0.20926709473133087,0.2659202516078949,0.30714333057403564,0.24714455008506775,0.20926709473133087,0.2659202516078949,0.35134589672088623,0.27039530873298645,0.2659202516078949,0.28885418176651,0.19217024743556976,0.2638136148452759
frustrated,0.36631661653518677,0.3792550265789032,0.23795078694820404,0.22462232410907745,0.2908113896846771,0.16917534172534943,0.23795078694820404,0.22462232410907745,0.22018036246299744,0.2554835379123688,0.22462232410907745,0.24445539712905884,0.24576273560523987,0.3297882080078125
the,0.42745697498321533,0.3589572608470917,0.4838213622570038,1.0,0.3300256133079529,0.19235259294509888,0.4838213622570038,1.0,0.2607918381690979,0.4739971458911896,1.0,0.26034942269325256,0.18710435926914215,0.22068053483963013
astronauts,0.1784883290529251,0.15343491733074188,0.24143624305725098,0.197182759642601,0.22966758906841278,0.3078673183917999,0.24143624305725098,0.197182759642601,0.2057616263628006,0.2060912698507309,0.197182759642601,0.624715268611908,0.15244749188423157,0.15138289332389832
and,0.31309178471565247,0.22602374851703644,0.36462149024009705,0.5171257257461548,0.2891211211681366,0.22158049046993256,0.36462149024009705,0.5171257257461548,0.16731663048267365,0.5064792633056641,0.5171257257461548,0.3347585201263428,0.24749241769313812,0.20544172823429108
forced,0.2257918417453766,0.28349196910858154,0.29054495692253113,0.2571122944355011,0.18248003721237183,0.05483712628483772,0.29054495692253113,0.2571122944355011,0.2520706057548523,0.19555193185806274,0.2571122944355011,0.24440313875675201,0.1480543613433838,0.17547516524791718
a,0.3320399522781372,0.2774496078491211,0.30341604351997375,0.5829201340675354,0.3740852177143097,0.2521366477012634,0.30341604351997375,0.5829201340675354,0.2138662338256836,0.44038116931915283,0.5829201340675354,0.28736045956611633,0.261861652135849,0.23916715383529663
hold,0.20790280401706696,0.2083890736103058,0.25532129406929016,0.3067915439605713,0.3495327830314636,0.21204890310764313,0.25532129406929016,0.3067915439605713,0.22233504056930542,0.325223445892334,0.3067915439605713,0.218621626496315,0.11642591655254364,0.18586084246635437
in,0.30808621644973755,0.3302023410797119,0.4627237319946289,0.6662389636039734,0.2454327493906021,0.1630522608757019,0.4627237319946289,0.6662389636039734,0.17042721807956696,0.4322226941585541,0.6662389636039734,0.2316719889640808,0.2070794254541397,0.20430970191955566
the,0.42745697498321533,0.3589572608470917,0.4838213622570038,1.0,0.3300256133079529,0.19235259294509888,0.4838213622570038,1.0,0.2607918381690979,0.4739971458911896,1.0,0.26034942269325256,0.18710435926914215,0.22068053483963013
