,if,there,is,a,conflict,between,eu,law,and,national,law,",",which,law,take,precedence,?
within,0.3103365898132324,0.31177809834480286,0.30135563015937805,0.3858051896095276,0.19300535321235657,0.38694965839385986,0.18834546208381653,0.1864943951368332,0.35049548745155334,0.2139735072851181,0.1864943951368332,0.2513136863708496,0.43539655208587646,0.1864943951368332,0.18976683914661407,0.27186501026153564,0.1870293766260147
the,0.33724796772003174,0.47025805711746216,0.5823672413825989,0.5829201340675354,0.2974752187728882,0.39067012071609497,0.14126400649547577,0.24548950791358948,0.5171257257461548,0.32739606499671936,0.24548950791358948,0.4933079481124878,0.6521818041801453,0.24548950791358948,0.31620436906814575,0.3058393597602844,0.22068053483963013
eu,0.17847009003162384,0.0963774099946022,0.12234814465045929,0.13932566344738007,0.09882605075836182,0.05539250373840332,0.9999998807907104,0.20359504222869873,0.16977795958518982,0.17586670815944672,0.20359504222869873,0.1565755307674408,0.15620915591716766,0.20359504222869873,0.13170525431632996,0.16525940597057343,0.21586786210536957
itself,0.3277962803840637,0.3124697804450989,0.3638126254081726,0.4065200984477997,0.21913054585456848,0.24506163597106934,0.11180897802114487,0.13593854010105133,0.2663651406764984,0.17360828816890717,0.13593854010105133,0.2783147692680359,0.5675862431526184,0.13593854010105133,0.25037431716918945,0.27589812874794006,0.17933900654315948
",",0.257730096578598,0.4587128460407257,0.4691906273365021,0.427140474319458,0.24715133011341095,0.27714940905570984,0.1565755307674408,0.24953721463680267,0.6633074283599854,0.23933029174804688,0.24953721463680267,1.0000001192092896,0.3658004403114319,0.24953721463680267,0.2881867289543152,0.243845134973526,0.31091248989105225
the,0.33724796772003174,0.47025805711746216,0.5823672413825989,0.5829201340675354,0.2974752187728882,0.39067012071609497,0.14126400649547577,0.24548950791358948,0.5171257257461548,0.32739606499671936,0.24548950791358948,0.4933079481124878,0.6521818041801453,0.24548950791358948,0.31620436906814575,0.3058393597602844,0.22068053483963013
court,0.1713385432958603,0.21166393160820007,0.20797641575336456,0.23624834418296814,0.23880082368850708,0.1520005613565445,0.16374509036540985,0.413828045129776,0.22896502912044525,0.1857565939426422,0.413828045129776,0.24410836398601532,0.19263212382793427,0.413828045129776,0.19619742035865784,0.3515429198741913,0.17100423574447632
of,0.2557544410228729,0.44397735595703125,0.4854315221309662,0.5052502155303955,0.2620731294155121,0.3737983703613281,0.1579294353723526,0.2816956341266632,0.5116966962814331,0.3314673602581024,0.2816956341266632,0.4946078956127167,0.5011631846427917,0.2816956341266632,0.29282352328300476,0.3150084316730499,0.1826142966747284
justice,0.14790785312652588,0.1235368549823761,0.18458157777786255,0.20230674743652344,0.2199288308620453,0.1533963531255722,0.1179259717464447,0.357088178396225,0.22812503576278687,0.18591716885566711,0.357088178396225,0.22630788385868073,0.16124017536640167,0.357088178396225,0.12654800713062286,0.3454177677631378,0.19269752502441406
's,-0.0015437148977071047,-0.04860968142747879,0.02396530658006668,0.04866964742541313,-0.040529198944568634,0.006096371449530125,0.02064049430191517,-0.06109188124537468,0.06895173341035843,-0.05226261913776398,-0.06109188124537468,-0.0016132977325469255,0.03856118768453598,-0.06109188124537468,0.02030942589044571,-0.03197552636265755,-0.023395681753754616
